AdaBoost,Artificial neural network,Bernoulli Naive Bayes,Decision Tree,Extreme Learning Machine,Gaussian Naive Bayes,K-nearest neighbours,Logistic regression,Random forest,SVM (RBF)
0.5156292324361675,0.5610240186871032,0.518753114988908,0.4725275151046906,0.3871279553815631,0.3747553826723583,0.4698623813349193,0.4983678675692713,0.5681227521140914,0.4790886629366682
0.5001440761557885,0.5515207826789423,0.5566748781554576,0.5003677798937594,0.46799141552749635,0.4919188011359453,0.48197845927609173,0.5456262268132718,0.5834398680335602,0.4725878902096722
0.4476209229237256,0.5058683286007268,0.5187753265731019,0.49798557330019666,0.41066177720356145,0.3576799581117479,0.4420255333722909,0.47652745630939475,0.5441058944307133,0.4104206337538896
0.46851007971154135,0.505951226039841,0.5536013465887211,0.4308504095685066,0.41104220395250257,0.4991763396342548,0.4370911900457505,0.5099641191192299,0.5598831723881978,0.454186119047883
0.4919320820653871,0.5161808909797976,0.5279165261607144,0.41094140286845626,0.4003572039082288,0.40472205158666175,0.41705827784527616,0.5112477252915968,0.5637631824969433,0.4209387234242097
0.45070545437608844,0.49765826489652976,0.5250384874478011,0.43483980617224693,0.4160670081145047,0.43114709372384075,0.4631762683221786,0.4958245478377723,0.5286249557891558,0.407388037689273
0.5046820954849265,0.5312575225135505,0.5533434046094434,0.4499163284780835,0.4460481953517764,0.4151485958623401,0.4773559079131945,0.5440366269944472,0.585367506324497,0.4464684385755733
0.496844869537755,0.5740198317030236,0.5349751953456978,0.42448408688562367,0.4120811199898582,0.4586597371457031,0.4645419572232593,0.5095959072715539,0.5760878771963482,0.4930172942464276
0.5418476792120097,0.5597568334751089,0.5918231170523356,0.49550986022260646,0.4803848494313311,0.36133602822905586,0.5223959090457702,0.5351558419815132,0.5983641457459011,0.48362088440540796
0.4244666283989583,0.4874325704193716,0.4768611952430287,0.4280037126479248,0.3620395003668426,0.3052124619292784,0.399882894941887,0.4537081032056385,0.5220639155535679,0.4462740526288672
0.5355819692697652,0.53610121842043,0.5250500433139038,0.4403027809871678,0.378031045287906,0.42604533530759214,0.524287182588357,0.5211179993609607,0.5814480136249118,0.450024371988503
0.4839045187622756,0.5330384587770223,0.5430094728055384,0.4161931382564853,0.4226960948142502,0.4650423763989292,0.4615608819167204,0.5031184658106616,0.5517153301333615,0.48527366606912525
0.4847117057216389,0.5263248910575118,0.517021226758919,0.43714268925806965,0.4168104379002009,0.32920162993572943,0.4440776236392563,0.5165274622635644,0.5450927180542045,0.4352484200506124
0.4932347229654531,0.5339665530041825,0.537378218883155,0.49779550993892596,0.4480969088761203,0.5002602272646246,0.4185571426725516,0.520791965946162,0.5647403742122896,0.46078834585600825
0.46771529800882394,0.5036566448014468,0.5458322944181188,0.47385533470461816,0.3968667919719826,0.4649991454220598,0.4449465142761402,0.4928905657741336,0.5492303914190161,0.4393421767600947
