AdaBoost,Artificial neural network,Bernoulli Naive Bayes,Decision Tree,Extreme Learning Machine,Gaussian Naive Bayes,K-nearest neighbours,Logistic regression,Random forest,SVM (RBF)
0.8227786610139551,0.838235294117647,0.8155361243596537,0.8135046811517399,0.7528705175763999,0.7870075958311252,0.7961490902667374,0.7996820349761526,0.8344815403638933,0.7968998410174881
0.8025525525525525,0.8274598127539303,0.8131513866807984,0.8181416710828475,0.7858593888005653,0.8318759936406995,0.8006977565801094,0.8111641052817523,0.8354089383501149,0.802905847023494
0.7907091711419174,0.809390741434578,0.796277215769535,0.8108998376420632,0.769878439698597,0.7790110736438949,0.7820761000790974,0.7829087048832272,0.8209119104117231,0.7791411681445402
0.7913412342069541,0.8153701576694163,0.8383679649159445,0.7921426333925029,0.7809935261564165,0.8223034353137726,0.7676882113396679,0.8053487522188576,0.8285814973373709,0.7785580035501722
0.810640075180119,0.8083925028714629,0.8239427795760677,0.7770596220110682,0.7671791792837006,0.7904563015558108,0.7617416727576485,0.8044142215725174,0.8194476349587554,0.7643651456614806
0.7816198551492669,0.8025525525525525,0.8197314962020845,0.7788376611906024,0.7739357004062887,0.8075869987634694,0.7865218159335806,0.7975181063416358,0.818362480127186,0.7680621798268857
0.8111641052817523,0.818936583642466,0.8311694046988165,0.7944267797208974,0.7875375375375375,0.795619148560325,0.7899664370252606,0.8250309132662074,0.8396926338102808,0.7785726903373962
0.8170246867324424,0.8426220806794056,0.8248980059114941,0.7887785687523416,0.7512801298863494,0.8175658798551269,0.7837569210274343,0.8140012905374464,0.8383862037383956,0.8032762999042504
0.8249242977968049,0.8283935470397827,0.849047196408061,0.8244596428944346,0.7979482092513313,0.7786076015453691,0.8164012738853503,0.813172183355957,0.8400099195990394,0.7900334133862379
0.7632870418711497,0.8035684452333716,0.7951837736243083,0.7957006369426751,0.7520021927534719,0.7542523754829278,0.7519995823326721,0.7831967213114754,0.8032421426333926,0.7837109742090425
0.8214538067479245,0.8241035152799858,0.8175234057586999,0.7829888712241653,0.7730524642289348,0.8084260731319555,0.8174792439498322,0.8095742801625154,0.8235735735735736,0.7841370782547252
0.8162868751104044,0.8163310369192722,0.8325384207737149,0.7651475004416182,0.7753488782900548,0.7926603073661898,0.790761349584879,0.8086027203674262,0.8359830418653948,0.8019342872284049
0.8067159985013113,0.8185285791599017,0.8123673036093418,0.7850890887140418,0.7682028225302859,0.7692487823154739,0.7826224969818076,0.807964905707506,0.8256889804754173,0.7801454976895217
0.8016445651038948,0.8207554557794716,0.8269395426542758,0.8165892241829382,0.7844131774041976,0.8269865302286729,0.7621619505064217,0.8168711496293202,0.8354651769865302,0.7833820611882636
0.7845515297065887,0.8143860290278793,0.8173384149524904,0.8073639970763287,0.7636185653127284,0.8013678604991125,0.7748094392816123,0.7905502767046049,0.8148115276182522,0.7787929414221573
