C,cache_size,class_weight,decision_function_shape,kernel,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
1.5873684210526318,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8627016979976982,0.9359069275515601,0.7894964684438369,0.2105035315561631,0.06409307244843998,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,OneSidedSelection,0.8633720014665768,0.9337387625594923,0.7930052403736615,0.20699475962633854,0.06626123744050767,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,RandomUnderSampler,0.8660263586228684,0.9294553146483341,0.8025974025974026,0.19740259740259739,0.07054468535166579,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,OneSidedSelection,0.8656480180548481,0.939167988718491,0.7921280473912055,0.20787195260879468,0.06083201128150891,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,TomekLinks,0.8633720014665768,0.9337387625594923,0.7930052403736615,0.20699475962633854,0.06626123744050767,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,OneSidedSelection,0.8627208194034436,0.9315705975674247,0.7938710412394624,0.2061289587605377,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,RandomUnderSampler,0.8660263586228684,0.9294553146483341,0.8025974025974026,0.19740259740259739,0.07054468535166579,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,OneSidedSelection,0.8651015699674165,0.9380750925436278,0.7921280473912055,0.20787195260879468,0.06192490745637228,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,RandomUnderSampler,0.8628005521712555,0.9230037017451084,0.8025974025974026,0.19740259740259739,0.07699629825489158,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,RandomUnderSampler,0.8628005521712555,0.9230037017451084,0.8025974025974026,0.19740259740259739,0.07699629825489158,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,ADASYN,0.8585614106175492,0.9337211352018331,0.783401686033265,0.216598313966735,0.06627886479816675,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,RandomOverSampler,0.8615154599637886,0.9326458663846289,0.7903850535429484,0.20961494645705173,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,TomekLinks,0.8663023177384835,0.9413537810682179,0.7912508544087492,0.20874914559125082,0.058646218931782124,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,TomekLinks,0.8627208194034436,0.9315705975674247,0.7938710412394624,0.2061289587605377,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,TomekLinks,0.8663023177384835,0.9413537810682179,0.7912508544087492,0.20874914559125082,0.058646218931782124,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,ADASYN,0.8585614106175492,0.9337211352018331,0.783401686033265,0.216598313966735,0.06627886479816675,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,ADASYN,0.8585614106175492,0.9337211352018331,0.783401686033265,0.216598313966735,0.06627886479816675,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,RandomOverSampler,0.8615154599637886,0.9326458663846289,0.7903850535429484,0.20961494645705173,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,SMOTE,0.8628167397003157,0.93262823902697,0.7930052403736615,0.20699475962633854,0.06737176097303015,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,ADASYN,0.8585614106175492,0.9337211352018331,0.783401686033265,0.216598313966735,0.06627886479816675,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,RandomOverSampler,0.8615154599637886,0.9326458663846289,0.7903850535429484,0.20961494645705173,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,RandomOverSampler,0.8615154599637886,0.9326458663846289,0.7903850535429484,0.20961494645705173,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,SMOTE,0.8628167397003157,0.93262823902697,0.7930052403736615,0.20699475962633854,0.06737176097303015,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,SMOTE,0.8608642779006551,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,SMOTE,0.8608642779006551,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,SMOTEENN,0.826793312544377,0.7274986779481756,0.9260879471405787,0.07391205285942128,0.2725013220518245,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,SMOTEENN,0.8329403474794385,0.7633174687114401,0.9025632262474367,0.09743677375256321,0.23668253128855987,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,SMOTEENN,0.8224657962390713,0.718843645337564,0.9260879471405787,0.07391205285942128,0.2811563546624361,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,SMOTEENN,0.8292375722007774,0.7567777190199189,0.901697425381636,0.09830257461836407,0.2432222809800811,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,,ovr,linear,SMOTETomek,0.8597971480308869,0.9152652917327693,0.8043290043290043,0.19567099567099566,0.08473470826723074,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,None,0.8582599593064678,0.9130794993830426,0.8034404192298931,0.19655958077010713,0.08692050061695751,0.0,0.0,0.0,0.0,0.0
1.0615789473684212,2048,balanced,ovr,linear,SMOTETomek,0.8618673594953202,0.9228803102414949,0.8008544087491455,0.1991455912508544,0.07711968975850521,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,,ovr,linear,SMOTETomek,0.8592817526485316,0.9098713202890888,0.8086921850079745,0.19130781499202554,0.09012867971091133,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,linear,SMOTETomek,0.8618725103465842,0.9185616076150186,0.8051834130781499,0.19481658692185008,0.0814383923849815,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,None,0.8623869568879172,0.9326458663846289,0.7921280473912055,0.20787195260879468,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,None,0.856954477559699,0.908725542041248,0.8051834130781499,0.1948165869218501,0.091274457958752,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,None,0.8623869568879172,0.9326458663846289,0.7921280473912055,0.20787195260879468,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,ClusterCentroids,0.8618394244107456,0.927199012867971,0.7964798359535203,0.2035201640464798,0.07280098713202891,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,EditedNearestNeighbours,0.8610799810930624,0.9326634937422881,0.7894964684438369,0.21050353155616316,0.06733650625771197,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,ClusterCentroids,0.8618394244107456,0.927199012867971,0.7964798359535203,0.2035201640464798,0.07280098713202891,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,EditedNearestNeighbours,0.8620707217300497,0.9337563899171514,0.7903850535429484,0.20961494645705173,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,ClusterCentroids,0.8632537065947403,0.9239555790586991,0.8025518341307815,0.1974481658692185,0.07604442094130091,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,ClusterCentroids,0.8632537065947403,0.9239555790586991,0.8025518341307815,0.1974481658692185,0.07604442094130091,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,InstanceHardnessThreshold,0.8617357748247837,0.9304777013925613,0.7929938482570061,0.20700615174299383,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,EditedNearestNeighbours,0.862509318221278,0.9337563899171514,0.7912622465254046,0.20873775347459558,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,EditedNearestNeighbours,0.8601006325727303,0.9315705975674247,0.7886306675780362,0.211369332421964,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,InstanceHardnessThreshold,0.8617357748247837,0.9304777013925613,0.7929938482570061,0.20700615174299383,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,NearMiss,0.8614096415983471,0.9272166402256302,0.7956026429710641,0.204397357028936,0.07278335977436982,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,InstanceHardnessThreshold,0.8617357748247837,0.9304777013925613,0.7929938482570061,0.20700615174299383,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,InstanceHardnessThreshold,0.8617357748247837,0.9304777013925613,0.7929938482570061,0.20700615174299383,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,NearMiss,0.8614096415983471,0.9272166402256302,0.7956026429710641,0.204397357028936,0.07278335977436982,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,NearMiss,0.8594452484993552,0.9250308478759034,0.793859649122807,0.20614035087719298,0.0749691521240966,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,NearMiss,0.8594452484993552,0.9250308478759034,0.793859649122807,0.20614035087719298,0.0749691521240966,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8616088018228351,0.9337211352018332,0.7894964684438369,0.2105035315561631,0.06627886479816676,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,NeighbourhoodCleaningRule,0.8619571740755184,0.9326634937422881,0.7912508544087493,0.20874914559125082,0.06733650625771197,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,NeighbourhoodCleaningRule,0.8611935287475937,0.9337563899171514,0.788630667578036,0.211369332421964,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8605335330056306,0.9315705975674247,0.7894964684438369,0.2105035315561631,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,OneSidedSelection,0.8616279232285802,0.929384805217698,0.7938710412394624,0.2061289587605377,0.07061519478230213,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,RandomUnderSampler,0.8630260178835146,0.9165168341265645,0.8095352016404648,0.1904647983595352,0.08348316587343557,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,OneSidedSelection,0.8628079260214859,0.9326106116693107,0.7930052403736615,0.20699475962633854,0.06738938833068923,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,RandomUnderSampler,0.8630260178835146,0.9165168341265645,0.8095352016404648,0.1904647983595352,0.08348316587343557,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,TomekLinks,0.8610814751411485,0.9282919090428345,0.7938710412394624,0.2061289587605377,0.07170809095716553,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,ADASYN,0.8580237762089471,0.9326458663846289,0.783401686033265,0.216598313966735,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,RandomOverSampler,0.8604225637889252,0.9304600740349022,0.7903850535429484,0.20961494645705173,0.06953992596509784,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,OneSidedSelection,0.8611893267373519,0.929384805217698,0.7929938482570064,0.20700615174299383,0.07061519478230213,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,OneSidedSelection,0.8613899810099258,0.9315177154944473,0.7912622465254046,0.20873775347459556,0.06848228450555262,0.0,0.0,0.0,0.0,0.0
