C,cache_size,class_weight,decision_function_shape,kernel,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
2.6389473684210527,2048,,ovr,linear,RandomUnderSampler,0.8625843037717846,0.9164992067689054,0.8086694007746639,0.19133059922533605,0.08350079323109466,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,RandomUnderSampler,0.8625843037717846,0.9164992067689054,0.8086694007746639,0.19133059922533605,0.08350079323109466,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,TomekLinks,0.8634622257051214,0.9347964040190374,0.7921280473912055,0.20787195260879468,0.06520359598096245,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,ADASYN,0.8580237762089471,0.9326458663846289,0.783401686033265,0.216598313966735,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,RandomOverSampler,0.8604225637889252,0.9304600740349022,0.7903850535429484,0.20961494645705173,0.06953992596509784,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,SMOTE,0.8593384812928914,0.9282919090428344,0.7903850535429484,0.2096149464570517,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,TomekLinks,0.8615200716323764,0.9282919090428345,0.7947482342219185,0.20525176577808155,0.07170809095716553,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,TomekLinks,0.8628079260214859,0.9326106116693107,0.7930052403736615,0.20699475962633854,0.06738938833068923,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,ADASYN,0.8580237762089471,0.9326458663846289,0.783401686033265,0.216598313966735,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,RandomOverSampler,0.8604225637889252,0.9304600740349022,0.7903850535429484,0.20961494645705173,0.06953992596509784,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,RandomOverSampler,0.8604225637889252,0.9304600740349022,0.7903850535429484,0.20961494645705173,0.06953992596509784,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,SMOTE,0.8593384812928914,0.9282919090428344,0.7903850535429484,0.2096149464570517,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,SMOTEENN,0.8236577303313087,0.7221047065044951,0.9252107541581226,0.07478924584187742,0.277895293495505,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,SMOTE,0.8597713817257918,0.9282919090428344,0.7912508544087492,0.20874914559125082,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,SMOTE,0.8597713817257918,0.9282919090428344,0.7912508544087492,0.20874914559125082,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,SMOTEENN,0.8279320904540087,0.7524237616781244,0.9034404192298928,0.09655958077010707,0.24757623832187556,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,linear,SMOTETomek,0.8582007877729997,0.90772078265468,0.8086807928913192,0.1913192071086808,0.09227921734531992,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,SMOTEENN,0.8258435226810356,0.7264762912039485,0.9252107541581225,0.07478924584187742,0.2735237087960515,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,SMOTEENN,0.8273944560454064,0.7513484928609201,0.9034404192298929,0.09655958077010708,0.24865150713907988,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,None,0.8557480337303044,0.9054468535166578,0.8060492139439507,0.1939507860560492,0.09455314648334216,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,balanced,ovr,linear,SMOTETomek,0.8601398242252426,0.9142076502732239,0.8060719981772614,0.19392800182273864,0.08579234972677596,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,None,0.8623869568879172,0.9326458663846289,0.7921280473912055,0.20787195260879468,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,balanced,ovr,linear,SMOTETomek,0.8593839081864076,0.9109642164639521,0.8078035999088632,0.19219640009113692,0.08903578353604795,0.0,0.0,0.0,0.0,0.0
2.6389473684210527,2048,,ovr,linear,SMOTETomek,0.8564421997978457,0.9033491979552265,0.8095352016404648,0.1904647983595352,0.0966508020447735,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,None,0.8560673865086735,0.9043539573417944,0.8077808156755525,0.19221918432444748,0.09564604265820553,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,None,0.8623869568879172,0.9326458663846289,0.7921280473912055,0.20787195260879468,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,ClusterCentroids,0.8611814618995447,0.920676890534109,0.8016860332649807,0.19831396673501936,0.07932310946589106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,EditedNearestNeighbours,0.8606382669813325,0.9326458663846289,0.7886306675780362,0.211369332421964,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,ClusterCentroids,0.8611814618995447,0.920676890534109,0.8016860332649807,0.19831396673501936,0.07932310946589106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,InstanceHardnessThreshold,0.8613028743918832,0.9304777013925613,0.7921280473912052,0.20787195260879474,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,EditedNearestNeighbours,0.862608356138652,0.9348316587343558,0.7903850535429484,0.20961494645705173,0.06516834126564429,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,ClusterCentroids,0.8611814618995447,0.920676890534109,0.8016860332649807,0.19831396673501936,0.07932310946589106,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,ClusterCentroids,0.8611814618995447,0.920676890534109,0.8016860332649807,0.19831396673501936,0.07932310946589106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,EditedNearestNeighbours,0.8601996704901044,0.9326458663846289,0.78775347459558,0.21224652540442013,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,EditedNearestNeighbours,0.8615242736426181,0.9326634937422881,0.7903850535429484,0.20961494645705173,0.06733650625771197,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,InstanceHardnessThreshold,0.8613028743918832,0.9304777013925613,0.7921280473912052,0.20787195260879474,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8605335330056306,0.9315705975674247,0.7894964684438369,0.2105035315561631,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,NeighbourhoodCleaningRule,0.8616321252388218,0.9337563899171514,0.7895078605604923,0.21049213943950787,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,OneSidedSelection,0.8606428786499203,0.9282919090428344,0.7929938482570064,0.20700615174299383,0.07170809095716553,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,RandomUnderSampler,0.8624650600589256,0.915406310594042,0.8095238095238096,0.19047619047619047,0.08459368940595806,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8605335330056306,0.9315705975674247,0.7894964684438369,0.2105035315561631,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,NeighbourhoodCleaningRule,0.8620707217300497,0.9337563899171514,0.7903850535429484,0.20961494645705173,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,TomekLinks,0.8603193238613095,0.9250132205182443,0.7956254272043747,0.20437457279562543,0.07498677948175568,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,ADASYN,0.8580237762089471,0.9326458663846289,0.783401686033265,0.216598313966735,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,OneSidedSelection,0.8603147121927216,0.9293671778600388,0.7912622465254046,0.20873775347459556,0.07063282213996122,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,RandomUnderSampler,0.8624650600589256,0.915406310594042,0.8095238095238096,0.19047619047619047,0.08459368940595806,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,RandomOverSampler,0.8604225637889252,0.9304600740349022,0.7903850535429484,0.20961494645705173,0.06953992596509784,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,TomekLinks,0.8617326572042817,0.9304600740349022,0.7930052403736615,0.20699475962633854,0.06953992596509782,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,OneSidedSelection,0.8600964305624886,0.927199012867971,0.7929938482570064,0.20700615174299383,0.07280098713202891,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,SMOTE,0.8597713817257918,0.9282919090428344,0.7912508544087492,0.20874914559125082,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,OneSidedSelection,0.8603147121927216,0.9293671778600388,0.7912622465254046,0.20873775347459556,0.07063282213996122,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,RandomUnderSampler,0.8609480771299914,0.9132381456019742,0.8086580086580087,0.19134199134199137,0.08676185439802575,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,RandomUnderSampler,0.8609480771299914,0.9132381456019742,0.8086580086580087,0.19134199134199137,0.08676185439802575,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,RandomOverSampler,0.8604225637889252,0.9304600740349022,0.7903850535429484,0.20961494645705173,0.06953992596509784,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,TomekLinks,0.8603193238613095,0.9250132205182443,0.7956254272043747,0.20437457279562543,0.07498677948175568,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,TomekLinks,0.8611862091168501,0.9293671778600388,0.7930052403736615,0.20699475962633854,0.07063282213996122,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,SMOTE,0.8597713817257918,0.9282919090428344,0.7912508544087492,0.20874914559125082,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,SMOTEENN,0.8242218057763996,0.7232328573946766,0.9252107541581225,0.07478924584187742,0.2767671426053235,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,RandomOverSampler,0.8598761157014936,0.9293671778600388,0.7903850535429484,0.20961494645705173,0.07063282213996123,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,RandomOverSampler,0.8598761157014936,0.9293671778600388,0.7903850535429484,0.20961494645705173,0.07063282213996123,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,SMOTE,0.8596666477500902,0.9272166402256302,0.7921166552745501,0.20788334472544998,0.07278335977436982,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,SMOTE,0.8596666477500902,0.9272166402256302,0.7921166552745501,0.20788334472544998,0.07278335977436982,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,SMOTEENN,0.8247757632627793,0.7469769081614664,0.902574618364092,0.09742538163590793,0.2530230918385334,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,,ovr,linear,SMOTETomek,0.8567760623133719,0.9022739291380222,0.8112781954887218,0.18872180451127818,0.09772607086197778,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,None,0.8560673865086735,0.9043539573417944,0.8077808156755525,0.19221918432444748,0.09564604265820553,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,SMOTEENN,0.8245499722335983,0.7221575885774723,0.9269423558897243,0.07305764411027568,0.2778424114225278,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,SMOTEENN,0.8242236191170199,0.7458840119866031,0.9025632262474367,0.09743677375256321,0.2541159880133968,0.0,0.0,0.0,0.0,0.0
3.1647368421052633,2048,balanced,ovr,linear,SMOTETomek,0.8592791742107059,0.9098889476467477,0.8086694007746639,0.1913305992253361,0.09011105235325227,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,None,0.8606439630396601,0.9326458663846289,0.7886420596946914,0.21135794030530874,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,,ovr,linear,SMOTETomek,0.8545990836424747,0.8979199717962277,0.8112781954887218,0.18872180451127818,0.10208002820377227,0.0,0.0,0.0,0.0,0.0
3.690526315789474,2048,balanced,ovr,linear,SMOTETomek,0.8592879878895355,0.9099065750044067,0.8086694007746639,0.1913305992253361,0.09009342499559318,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,None,0.8555209384212418,0.9032610611669311,0.8077808156755525,0.19221918432444748,0.0967389388330689,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,None,0.8600975149522284,0.9315529702097655,0.7886420596946914,0.21135794030530874,0.06844702979023444,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,ClusterCentroids,0.8611814618995447,0.920676890534109,0.8016860332649807,0.19831396673501936,0.07932310946589106,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,EditedNearestNeighbours,0.8606382669813325,0.9326458663846289,0.7886306675780362,0.211369332421964,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,ClusterCentroids,0.8611814618995447,0.920676890534109,0.8016860332649807,0.19831396673501936,0.07932310946589106,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,EditedNearestNeighbours,0.8610913732097177,0.9326634937422881,0.7895192526771474,0.2104807473228526,0.06733650625771197,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,ClusterCentroids,0.860635013812113,0.9195839943592455,0.8016860332649807,0.19831396673501936,0.08041600564075446,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,ClusterCentroids,0.860635013812113,0.9195839943592455,0.8016860332649807,0.19831396673501936,0.08041600564075446,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8601006325727303,0.9315705975674247,0.788630667578036,0.211369332421964,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,EditedNearestNeighbours,0.8619571740755186,0.9326634937422881,0.7912508544087492,0.20874914559125082,0.06733650625771197,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,EditedNearestNeighbours,0.8606382669813325,0.9326458663846289,0.7886306675780362,0.211369332421964,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,OneSidedSelection,0.8600964305624886,0.927199012867971,0.7929938482570064,0.20700615174299383,0.07280098713202891,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,RandomUnderSampler,0.8602937774463562,0.9110523532522475,0.809535201640465,0.1904647983595352,0.0889476467477525,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,NeighbourhoodCleaningRule,0.862509318221278,0.9337563899171514,0.7912622465254046,0.20873775347459558,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,NearMiss,0.8588988004119235,0.9239379517010401,0.793859649122807,0.20614035087719298,0.07606204829895999,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,TomekLinks,0.8603193238613095,0.9250132205182443,0.7956254272043747,0.20437457279562543,0.07498677948175568,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,RandomOverSampler,0.8598761157014936,0.9293671778600388,0.7903850535429484,0.20961494645705173,0.07063282213996123,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,NeighbourhoodCleaningRule,0.862509318221278,0.9337563899171514,0.7912622465254046,0.20873775347459558,0.06624361008284858,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,OneSidedSelection,0.8603147121927216,0.9293671778600388,0.7912622465254046,0.20873775347459556,0.07063282213996122,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8601006325727303,0.9315705975674247,0.788630667578036,0.211369332421964,0.06842940243257535,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,RandomUnderSampler,0.8602937774463562,0.9110523532522475,0.809535201640465,0.1904647983595352,0.0889476467477525,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,SMOTE,0.8602042821586923,0.9282919090428345,0.7921166552745501,0.20788334472544998,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,TomekLinks,0.8611862091168501,0.9293671778600388,0.7930052403736615,0.20699475962633854,0.07063282213996122,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,OneSidedSelection,0.8596635301295881,0.927199012867971,0.7921280473912052,0.20787195260879474,0.0728009871320289,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,RandomUnderSampler,0.8598608770134556,0.9110523532522475,0.8086694007746639,0.1913305992253361,0.0889476467477525,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,RandomOverSampler,0.8598761157014936,0.9293671778600388,0.7903850535429484,0.20961494645705173,0.07063282213996123,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,OneSidedSelection,0.8600964305624886,0.927199012867971,0.7929938482570064,0.20700615174299383,0.07280098713202891,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,RandomUnderSampler,0.8598608770134556,0.9110523532522475,0.8086694007746639,0.1913305992253361,0.0889476467477525,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,SMOTEENN,0.8236639655723126,0.7221399612198133,0.9251879699248121,0.07481203007518797,0.2778600387801869,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,TomekLinks,0.8610814751411485,0.9282919090428344,0.7938710412394624,0.2061289587605377,0.07170809095716553,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,SMOTE,0.8602042821586923,0.9282919090428345,0.7921166552745501,0.20788334472544998,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,TomekLinks,0.8603193238613095,0.9250132205182443,0.7956254272043747,0.20437457279562543,0.07498677948175568,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,ADASYN,0.8575908757760465,0.9326458663846289,0.7825358851674641,0.2174641148325359,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,RandomOverSampler,0.8598761157014936,0.9293671778600388,0.7903850535429484,0.20961494645705173,0.07063282213996123,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,RandomOverSampler,0.8598761157014936,0.9293671778600388,0.7903850535429484,0.20961494645705173,0.07063282213996123,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,,ovr,linear,SMOTETomek,0.8534014534919097,0.8946589106292967,0.8121439963545227,0.18785600364547736,0.10534108937070334,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,,ovr,linear,None,0.8556287900174455,0.9043539573417944,0.8069036226930963,0.19309637730690363,0.09564604265820553,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,SMOTEENN,0.8215090060375205,0.7404547858276045,0.9025632262474369,0.09743677375256321,0.25954521417239557,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,SMOTE,0.8602042821586923,0.9282919090428345,0.7921166552745501,0.20788334472544998,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,SMOTE,0.8602042821586923,0.9282919090428345,0.7921166552745501,0.20788334472544998,0.07170809095716552,0.0,0.0,0.0,0.0,0.0
4.2163157894736845,2048,balanced,ovr,linear,SMOTETomek,0.8576486436272405,0.9066278864798166,0.8086694007746639,0.1913305992253361,0.09337211352018332,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,SMOTEENN,0.8198929851912121,0.7372113520183324,0.902574618364092,0.09742538163590793,0.26278864798166757,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,SMOTEENN,0.8246490101509725,0.7232328573946766,0.9260651629072681,0.07393483709273183,0.2767671426053235,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,balanced,ovr,linear,None,0.8600975149522284,0.9315529702097655,0.7886420596946914,0.21135794030530874,0.06844702979023444,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,balanced,ovr,linear,SMOTETomek,0.8568751002307461,0.9033491979552265,0.8104010025062657,0.18959899749373435,0.09665080204477348,0.0,0.0,0.0,0.0,0.0
4.742105263157895,2048,,ovr,linear,SMOTETomek,0.8520902756868134,0.8903049532875021,0.8138755980861244,0.1861244019138756,0.1096950467124978,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,,ovr,linear,ClusterCentroids,0.8600885657246814,0.9184910981843822,0.8016860332649807,0.19831396673501936,0.08150890181561785,0.0,0.0,0.0,0.0,0.0
5.793684210526316,2048,balanced,ovr,linear,None,0.8600975149522284,0.9315529702097655,0.7886420596946914,0.21135794030530874,0.06844702979023444,0.0,0.0,0.0,0.0,0.0
5.793684210526316,2048,,ovr,linear,None,0.8556287900174455,0.9043539573417944,0.8069036226930963,0.19309637730690363,0.09564604265820553,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,,ovr,linear,EditedNearestNeighbours,0.8606382669813325,0.9326458663846289,0.7886306675780362,0.211369332421964,0.06735413361537106,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,,ovr,linear,InstanceHardnessThreshold,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743875,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,,ovr,linear,NearMiss,0.8583523523244918,0.9228450555261767,0.793859649122807,0.20614035087719298,0.07715494447382337,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,balanced,ovr,linear,ClusterCentroids,0.8600885657246814,0.9184910981843822,0.8016860332649807,0.19831396673501936,0.08150890181561785,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,balanced,ovr,linear,EditedNearestNeighbours,0.8608642779006552,0.9304777013925613,0.7912508544087492,0.20874914559125082,0.06952229860743873,0.0,0.0,0.0,0.0,0.0
5.267894736842106,2048,,ovr,linear,NeighbourhoodCleaningRule,0.8606470806601619,0.9326634937422881,0.788630667578036,0.211369332421964,0.06733650625771197,0.0,0.0,0.0,0.0,0.0
5.793684210526316,2048,balanced,ovr,linear,ClusterCentroids,0.8595421176372496,0.9173982020095188,0.8016860332649807,0.19831396673501936,0.08260179799048123,0.0,0.0,0.0,0.0,0.0
