layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
"[(75, 'tanh')]",ADASYN,0.69623491548479832,0.6937548496836442,0.8501371391557594,0.8750749162700511,0.8251993620414674,0.17480063795853265,0.12492508372994889,0.680750925436277,0.6868193210298473,0.08092959671907039,0.06300017627357658,0.06300017627357658,0.18999028205871582
"[(75, 'rbf_l2')]",RandomUnderSampler,0.70478910890052682,0.70048476176511476,0.8546239011065474,0.8935836418120924,0.8156641604010026,0.18433583959899746,0.10641635818790762,0.7382161114049003,0.7223969013442698,0.10083162451583504,0.06737176097303015,0.06737176097303015,0.268926461537679
"[(100, 'tanh')]",RandomUnderSampler,0.7034668079951012,0.70134734643393382,0.8536854099818557,0.8761678124449146,0.831203007518797,0.16879699248120297,0.1238321875550855,0.7208179093953816,0.7102529049897471,0.09658236500341764,0.0717257183148246,0.0717257183148246,0.2597349484761556
"[(75, 'rbf_linf')]",TomekLinks,0.66672547504851964,0.66331857291729823,0.835357355819239,0.8664198836594394,0.8042948279790386,0.1957051720209615,0.13358011634056052,0.7210118103296316,0.728673957621326,0.09653679653679653,0.07054468535166579,0.07054468535166579,0.03856190045674642
"[(75, 'lin')]",SMOTE,0.72580964695853323,0.71501533541646722,0.8644446918459555,0.9359069275515601,0.792982456140351,0.20701754385964913,0.06409307244843998,0.7773135906927551,0.7703577124629758,0.09131920710868079,0.05757095011457782,0.05757095011457782,0.06557528177897136
"[(75, 'rbf_l1')]",ADASYN,0.4886109781011716,0.48569922687577477,0.7413636731123998,0.6827956989247311,0.7999316473000683,0.20006835269993162,0.3172043010752688,0.08907103825136613,0.18116883116883117,0.015618591934381407,0.027181385510312007,0.027181385510312007,0.19253365198771158
"[(100, 'lin')]",TomekLinks,0.724463986863224,0.71321695760598514,0.8636867425763581,0.9369998237264235,0.7903736614262931,0.20962633857370697,0.06300017627357658,0.8077207826546801,0.7738095238095238,0.1113237639553429,0.05755332275691873,0.05755332275691873,0.10122330983479817
"[(75, 'tanh')]",RandomOverSampler,0.70832509365659224,0.70677169155778208,0.8560074046950943,0.8728714965626653,0.8391433128275233,0.16085668717247664,0.12712850343733476,0.6959457077384101,0.7190248348143085,0.07573479152426521,0.06626123744050767,0.06626123744050767,0.21254348754882812
"[(100, 'sigm')]",TomekLinks,0.71486819275413815,0.71157735937366773,0.8595594738974738,0.8913449673893883,0.8277739804055594,0.17222601959444064,0.10865503261061166,0.7394323990833773,0.754727728411939,0.08959899749373434,0.07063282213996122,0.07063282213996122,0.050535360972086586
"[(75, 'rbf_linf')]",ADASYN,0.6797291044407191,0.67664060505680357,0.8418887014902768,0.8707562136435749,0.813021189336979,0.18697881066302116,0.12924378635642517,0.6938127974616606,0.6938482570061518,0.08264980633401686,0.06841177507491628,0.06841177507491628,0.19264721870422363
"[(75, 'rbf_l2')]",TomekLinks,0.71601274505571988,0.71126429089127308,0.8602407658490488,0.9021857923497268,0.818295739348371,0.18170426065162906,0.09781420765027322,0.7523003701745109,0.7573251310093415,0.09996582365003419,0.06301780363123567,0.06301780363123567,0.05482856432596842
"[(100, 'tanh')]",TomekLinks,0.71323960377221252,0.71159593660038889,0.858381913993676,0.8750572889123921,0.8417065390749602,0.15829346092503985,0.12494271108760797,0.7198131500088136,0.73900660742766,0.08090681248575986,0.06409307244843998,0.06409307244843998,0.04963477452596029
"[(75, 'rbf_l1')]",RandomOverSampler,0.49637886514517188,0.49457359349126384,0.7465281063579097,0.7044597214877489,0.7885964912280702,0.21140350877192984,0.295540278512251,0.09346025030847875,0.1811916154021417,0.019970380496696288,0.027163758152652918,0.027163758152652918,0.23203221956888834
"[(75, 'lin')]",SMOTEENN,0.72074790075093398,0.72012375854856547,0.8586053494873668,0.8250484752335625,0.8921622237411712,0.10783777625882889,0.1749515247664375,0.5894235854045479,0.7817270448849397,0.04348370927318296,0.0738938833068923,0.0738938833068923,0.01983475685119629
"[(100, 'lin')]",ADASYN,0.72273725901402985,0.71210505184031936,0.8629308265375232,0.9337563899171514,0.7921052631578949,0.20789473684210527,0.06624361008284858,0.7567072095892824,0.7607655502392344,0.10434039644565961,0.05866384628944121,0.05866384628944121,0.2740212281545003
"[(100, 'sigm')]",ADASYN,0.69814979492116802,0.6957005487244704,0.8510564094723131,0.8761501850872554,0.8259626338573707,0.1740373661426293,0.12384981491274456,0.7090075797637935,0.7155844155844155,0.08006379585326953,0.06513308655032611,0.06513308655032611,0.3144264221191406
"[(75, 'rbf_linf')]",RandomOverSampler,0.66780327363774872,0.66555496074340847,0.8358082932681447,0.8577295963335096,0.8138869902027798,0.18611300979722034,0.14227040366649038,0.686215406310594,0.7303941672362724,0.08786739576213261,0.07057994006698397,0.07057994006698397,0.20357219378153482
"[(75, 'tanh')]",SMOTE,0.70922512579421004,0.70771947039639149,0.8564698637849854,0.8729420059933015,0.839997721576669,0.16000227842333106,0.1270579940066984,0.7023973206416358,0.7250512645249488,0.07393483709273183,0.06409307244843998,0.06409307244843998,0.03200634320576986
"[(75, 'rbf_l2')]",ADASYN,0.6929737674658395,0.68883618936261115,0.8486083604762108,0.8859157412303896,0.8113009797220324,0.18869902027796762,0.11408425876961042,0.7068041600564076,0.7277398040555935,0.09212804739120528,0.05866384628944121,0.05866384628944121,0.18571058909098306
"[(100, 'tanh')]",ADASYN,0.69247374712705512,0.6910940745352917,0.8479295114137443,0.8620130442446677,0.8338459785828207,0.1661540214171793,0.1379869557553323,0.680715670720959,0.6980975165185691,0.08526999316473001,0.05866384628944121,0.05866384628944121,0.25983134905497235
"[(100, 'lin')]",RandomOverSampler,0.72604249320631631,0.71582039569773326,0.8646707027652782,0.9337387625594924,0.7956026429710641,0.204397357028936,0.06626123744050767,0.7676185439802574,0.7712349054454317,0.09563681932102985,0.05757095011457782,0.05757095011457782,0.18058490753173828
"[(100, 'sigm')]",RandomOverSampler,0.71645326970578493,0.71465885275506669,0.8600995511951842,0.8793583641812092,0.8408407382091593,0.15915926179084075,0.12064163581879077,0.7164639520535871,0.7486671223513328,0.08004101161995898,0.06948704389212057,0.06948704389212057,0.1916657288869222
"[(75, 'rbf_l1')]",SMOTE,0.48670132239713837,0.48484931825695449,0.7417573818927878,0.7001586462189319,0.7833561175666439,0.21664388243335608,0.2998413537810682,0.0901639344262295,0.17768284347231714,0.019115971747550694,0.024977965802926144,0.024977965802926144,0.032753308614095054
"[(75, 'rbf_l2')]",RandomOverSampler,0.7099753887014093,0.70609374255312629,0.8572145292802701,0.8935131323814559,0.8209159261790839,0.17908407382091593,0.10648686761854398,0.7219108055702451,0.7556390977443609,0.08341307814992026,0.06190728009871319,0.06190728009871319,0.15225513776143393
"[(100, 'tanh')]",RandomOverSampler,0.71123880876455392,0.71021414380768677,0.8572096404898598,0.8674951524766438,0.8469241285030759,0.15307587149692412,0.13250484752335626,0.6992243962630001,0.7285828206880837,0.0782866256550467,0.06842940243257535,0.06842940243257535,0.14456987380981445
"[(75, 'rbf_linf')]",SMOTE,0.67978731985096019,0.677322781682268,0.8418731073633797,0.8663846289441214,0.8173615857826384,0.18263841421736157,0.13361537105587873,0.6948880662788648,0.7347573479152426,0.08873319662793348,0.07274810505905165,0.07274810505905165,0.04717342058817545
"[(75, 'lin')]",SMOTETomek,0.71790905171477926,0.7095720702077335,0.8608678051795033,0.9217697867089724,0.7999658236500342,0.20003417634996581,0.07823021329102768,0.7448087431693988,0.7738209159261791,0.08000683526999317,0.05757095011457782,0.05757095011457782,0.030332644780476887
"[(75, 'tanh')]",SMOTEENN,0.67455567184321075,0.66862727469022731,0.8295226191048508,0.7469240260884894,0.9121212121212121,0.08787878787878789,0.2530759739115107,0.5372994888066279,0.8190248348143084,0.03305992253360674,0.13467301251542393,0.13467301251542393,0.07946332295735677
"[(100, 'sigm')]",SMOTE,0.71342315264038036,0.71171928129406936,0.8585623624707651,0.8771725718314823,0.8399521531100479,0.16004784688995213,0.12282742816851754,0.7197426405781774,0.7538619275461379,0.08352699931647299,0.07385862859157412,0.07385862859157412,0.03997699419657389
"[(100, 'rbf_l1')]",None,0.51814529584554336,0.51193677501835488,0.7515865073722235,0.6519654503789881,0.8512075643654592,0.1487924356345409,0.34803454962101177,0.13800458311299135,0.2681134654818866,0.025233538391433132,0.05215935131323814,0.05215935131323814,0.13290111223856607
"[(100, 'lin')]",SMOTE,0.72580964695853323,0.71501533541646722,0.8644446918459555,0.9359069275515601,0.792982456140351,0.20701754385964913,0.06409307244843998,0.7773135906927551,0.7703577124629758,0.09131920710868079,0.05757095011457782,0.05757095011457782,0.021921237309773762
"[(75, 'rbf_l2')]",SMOTE,0.70716107739730349,0.70322330912260611,0.8557877705898802,0.8924026088489336,0.8191729323308271,0.18082706766917292,0.10759739115106647,0.730636347611493,0.7538847117794486,0.07993848257006152,0.06516834126564428,0.06516834126564428,0.052655537923177086
"[(100, 'tanh')]",SMOTE,0.7153855086672819,0.71423140720227263,0.8593601781242685,0.871796227745461,0.8469241285030759,0.15307587149692412,0.12820377225453905,0.6970386039132733,0.7346776030986556,0.07740943267259055,0.06520359598096245,0.06520359598096245,0.06714526812235515
"[(75, 'rbf_l1')]",SMOTEENN,0.45670436405257808,0.43319567688143917,0.7095904211757701,0.5287502203419708,0.8904306220095694,0.10956937799043064,0.4712497796580293,0.07276573241671073,0.2350877192982456,0.009535201640464798,0.06196016217169046,0.06196016217169046,0.045070648193359375
"[(75, 'rbf_linf')]",SMOTEENN,0.66915194262884015,0.66591765863754449,0.8294864968777409,0.7633703507844175,0.8956026429710642,0.10439735702893597,0.23662964921558258,0.5310241494799929,0.7912964228753703,0.04432672590567327,0.10969504671249779,0.10969504671249779,0.04125340779622396
"[(75, 'tanh')]",SMOTETomek,0.70875466708035395,0.70803447523515162,0.8558076992635426,0.8620482989599859,0.8495670995670997,0.15043290043290042,0.13795170104001409,0.689423585404548,0.7398724082934609,0.06958304853041695,0.07280098713202891,0.07280098713202891,0.06678970654805501
"[(100, 'sigm')]",SMOTEENN,0.67213529516774273,0.66518148309350156,0.827454986078243,0.7392913802221047,0.9156185919343814,0.0843814080656186,0.26070861977789533,0.5569539925965098,0.8321029847345637,0.03652312599681021,0.13913273400317294,0.13913273400317294,0.023376941680908203
"[(100, 'lin')]",SMOTEENN,0.72074790075093398,0.72012375854856547,0.8586053494873668,0.8250484752335625,0.8921622237411712,0.10783777625882889,0.1749515247664375,0.5894235854045479,0.7817270448849397,0.04348370927318296,0.0738938833068923,0.0738938833068923,0.017817576726277668
"[(100, 'rbf_l2')]",None,0.69691704621050155,0.69620869200344815,0.8496236896505481,0.8532346201304425,0.846012759170654,0.1539872408293461,0.14676537986955754,0.6774193548387096,0.7555365686944634,0.07221462747778538,0.07385862859157412,0.07385862859157412,0.09898161888122559
"[(100, 'tanh')]",SMOTEENN,0.67409677695174064,0.66559906351067899,0.8272122966422836,0.7327340031729244,0.9216905901116427,0.07830940988835725,0.26726599682707564,0.5472060638110346,0.8208020050125313,0.03914331282752335,0.13803983782830956,0.13803983782830956,0.028386354446411133
"[(75, 'rbf_l2')]",SMOTEENN,0.70388865659730226,0.69871608719200562,0.8447789676344605,0.7686761854398027,0.9208817498291183,0.07911825017088174,0.23132381456019743,0.5569187378811916,0.817464114832536,0.04085213032581453,0.11734531993654151,0.11734531993654151,0.03812615076700846
"[(75, 'rbf_l1')]",SMOTETomek,0.48784114636457526,0.4841582339693451,0.740168615375273,0.6752335624889829,0.805103668261563,0.194896331738437,0.3247664375110171,0.08471708090957165,0.18725222146274778,0.01737297789929369,0.03261061166931077,0.03261061166931077,0.03468481699625651
"[(75, 'rbf_linf')]",SMOTETomek,0.67245423530351189,0.67088323473872569,0.8379685934224052,0.8533580116340561,0.8225791752107541,0.17742082478924584,0.14664198836594391,0.6732240437158471,0.7408521303258144,0.07916381863750284,0.0803631235677772,0.0803631235677772,0.030307690302530926
"[(100, 'rbf_linf')]",None,0.67662596743961478,0.67633493726929839,0.8392748884614787,0.8359774369821963,0.842572339940761,0.157427660059239,0.16402256301780363,0.6482284505552617,0.7494531784005467,0.07042606516290727,0.08145601974264058,0.08145601974264058,0.23996925354003906
"[(5, 'sigm')]",None,0.39294836396001825,0.38985917516781782,0.6931986894788532,0.6124625418649744,0.773934837092732,0.22606516290726816,0.38753745813502555,0.28871849109818437,0.4369104579630895,0.04258373205741626,0.12820377225453905,0.12820377225453905,0.15769036610921225
"[(100, 'sigm')]",SMOTETomek,0.70351843953517113,0.70291646178256251,0.8529385877558663,0.8554556671954874,0.8504215083162451,0.14957849168375484,0.1445443328045126,0.70019390093425,0.7660742766005924,0.07220323536113009,0.07496915212409659,0.07496915212409659,0.03314399719238281
"[(100, 'lin')]",SMOTETomek,0.71790905171477926,0.7095720702077335,0.8608678051795033,0.9217697867089724,0.7999658236500342,0.20003417634996581,0.07823021329102768,0.7448087431693988,0.7738209159261791,0.08000683526999317,0.05757095011457782,0.05757095011457782,0.0880897839864095
"[(75, 'rbf_l2')]",SMOTETomek,0.70418871361621449,0.702215603135672,0.8540694586569785,0.8750220341970739,0.8331168831168831,0.16688311688311686,0.12497796580292615,0.7121452494271109,0.7590681248575986,0.06778309409888357,0.06624361008284858,0.06624361008284858,0.030170281728108723
"[(100, 'tanh')]",SMOTETomek,0.71418085390452379,0.7136163297953263,0.8583117600018989,0.8609730301427816,0.8556504898610161,0.1443495101389838,0.1390269698572184,0.6698572184029613,0.7564707222601958,0.06787423103212577,0.07606204829895997,0.07606204829895997,0.06817261377970378
"[(5, 'lin')]",None,0.49299963765728766,0.47568247552478909,0.7310699709708866,0.5752864445619601,0.8868534973798131,0.11314650262018683,0.42471355543803985,0.03150008813678829,0.0,0.0,0.0,0.0,0.2176076571146647
"[(5, 'tanh')]",None,0.41778242953402539,0.41374596832843169,0.7040642325008714,0.609130971267407,0.7989974937343359,0.20100250626566418,0.39086902873259294,0.23974969152124095,0.4079289131920711,0.03568010936431989,0.12374405076679006,0.12374405076679006,0.14430697758992514
"[(5, 'rbf_l2')]",None,0.41015224195663341,0.4054390726640042,0.6994894090666309,0.5939890710382513,0.8049897470950101,0.19501025290498974,0.4060109289617486,0.21817380574651857,0.4435178856231488,0.04524948735475051,0.10756213643574829,0.10756213643574829,0.2009462515513102
"[(5, 'rbf_l1')]",None,0.040764607645843338,0.03688642753397179,0.5185686320507773,0.39829014630706855,0.6388471177944862,0.36115288220551384,0.6017098536929314,0.011968975850520008,0.017418546365914788,0.0017429938482570063,0.007650273224043716,0.007650273224043716,0.1564031442006429
"[(100, 'rbf_l1')]",ClusterCentroids,0.52596417933414596,0.52518441939681848,0.7610740681567868,0.7117927022739292,0.8103554340396445,0.18964456596035542,0.28820729772607084,0.1488454080733298,0.23325358851674638,0.03219412166780588,0.03691168693812797,0.03691168693812797,0.12796735763549805
"[(100, 'rbf_l1')]",EditedNearestNeighbours,0.52787162012198952,0.52342064418553935,0.7651447889229347,0.8008637405252953,0.7294258373205743,0.2705741626794258,0.19913625947470473,0.20847875903402077,0.22113237639553426,0.05648211437685122,0.029349550502379695,0.029349550502379695,0.083405335744222
"[(100, 'rbf_l2')]",ClusterCentroids,0.70115693189765171,0.69981294619634848,0.8522388551543273,0.866314119513485,0.8381635907951696,0.16183640920483025,0.13368588048651509,0.6839943592455491,0.7398610161768057,0.08090681248575986,0.07170809095716552,0.07170809095716552,0.16084599494934082
"[(5, 'sigm')]",ClusterCentroids,0.4046046064616875,0.40314490673580333,0.702140934760824,0.676485104882778,0.7277967646388698,0.27220323536113006,0.3235148951172219,0.3169398907103825,0.33517885623148774,0.04955570745044429,0.07937599153886833,0.07937599153886833,0.06826583544413249
"[(100, 'rbf_linf')]",ClusterCentroids,0.6723996745835179,0.67140192131631882,0.837737835285777,0.8468358893001939,0.8286397812713603,0.1713602187286398,0.1531641106998061,0.6494271108760796,0.7424470266575529,0.07909546593757119,0.0771196897585052,0.0771196897585052,0.15662272771199545
"[(100, 'rbf_l2')]",EditedNearestNeighbours,0.72085275781660452,0.70789242390901386,0.8615233248015959,0.9413537810682179,0.7816928685349739,0.21830713146502623,0.058646218931782124,0.9021681649920676,0.7373661426293006,0.19136477557530188,0.05215935131323814,0.05215935131323814,0.06043712298075358
"[(5, 'tanh')]",ClusterCentroids,0.42698102508307856,0.42609791884946341,0.7120710621079405,0.6591045302309184,0.7650375939849624,0.23496240601503757,0.3408954697690816,0.2680944826370527,0.28078149920255185,0.05047846889952153,0.07052705799400669,0.07052705799400669,0.07567787170410156
"[(5, 'sigm')]",EditedNearestNeighbours,0.40292416430406108,0.39530918431504908,0.701669568614098,0.7600035254715318,0.6433356117566644,0.3566643882433356,0.23999647452846817,0.49839591045302306,0.2934153565732513,0.13139667350193665,0.05875198307773665,0.05875198307773665,0.009206295013427734
"[(100, 'rbf_l1')]",InstanceHardnessThreshold,0.54723578578885201,0.54669129709615261,0.7740563489874631,0.7638110347258946,0.7843016632490317,0.2156983367509683,0.2361889652741054,0.19543451436629647,0.24988607883344724,0.049521531100478466,0.03805746518596862,0.03805746518596862,0.23476513226826987
"[(100, 'rbf_linf')]",EditedNearestNeighbours,0.70704176187067158,0.69521806145516418,0.8547518681324243,0.9304424466772431,0.7790612895876055,0.22093871041239463,0.06955755332275691,0.8629120394852811,0.7146730462519937,0.18172704488493963,0.05653093601269169,0.05653093601269169,0.05416711171468099
"[(5, 'lin')]",ClusterCentroids,0.50381988623432139,0.48552775195912884,0.7357421967013105,0.5785475057288912,0.8929368876737298,0.10706311232627021,0.4214524942711087,0.03581879076326459,0.0,0.0,0.0,0.0,0.05710514386494955
"[(5, 'rbf_l1')]",ClusterCentroids,0.064004520672225465,0.058281473860593125,0.52933902890971,0.494323990833774,0.5643540669856458,0.43564593301435406,0.505676009166226,0.014137140842587695,0.013943950786056052,0.0026087947140578716,0.004371584699453552,0.004371584699453552,0.06851720809936523
"[(5, 'rbf_l2')]",ClusterCentroids,0.40784564694225073,0.40760649804100696,0.7036357027610611,0.6667724308126212,0.7404989747095011,0.25950102529049895,0.33322756918737884,0.24858099770844352,0.34767600820232397,0.05913647755753019,0.06737176097303015,0.06737176097303015,0.053931077321370445
"[(5, 'tanh')]",EditedNearestNeighbours,0.39633818131623344,0.39384380450720213,0.6991132914975772,0.7176273576590869,0.6805992253360674,0.3194007746639325,0.2823726423409131,0.4157412303895646,0.25570745044429255,0.114855320118478,0.0565133086550326,0.0565133086550326,0.019426743189493816
"[(100, 'rbf_l1')]",NearMiss,0.52221795765159218,0.52008693566555664,0.7578336706387864,0.6974969152124096,0.818170426065163,0.1818295739348371,0.30250308478759036,0.14443856865855806,0.25512645249487353,0.03132832080200501,0.0413185263528997,0.0413185263528997,0.039147138595581055
"[(5, 'lin')]",EditedNearestNeighbours,0.46411976127021881,0.4512323765751507,0.7198415881297398,0.5763088313061872,0.8633743449532923,0.13662565504670768,0.4236911686938128,0.04124801692226335,0.0,0.0,0.0,0.0,0.020078579584757488
"[(5, 'rbf_l1')]",EditedNearestNeighbours,0.061964800162928706,0.0545844315816029,0.5281376033950557,0.592490745637229,0.46378446115288224,0.5362155388471178,0.407509254362771,0.017433456724836947,0.014809751651856919,0.004340396445659604,0.0,0.0,0.008406559626261393
"[(5, 'rbf_l2')]",EditedNearestNeighbours,0.40673832682636063,0.39839141608126738,0.7036337177253985,0.7720430107526882,0.6352244246981088,0.3647755753018911,0.2279569892473118,0.4268464657147893,0.296639325586694,0.14446343130553657,0.05219460602855631,0.05219460602855631,0.01710367202758789
"[(100, 'rbf_l2')]",InstanceHardnessThreshold,0.71944415280086205,0.70839019963890892,0.861204920864249,0.9337563899171514,0.7886534518113466,0.21134654818865348,0.06624361008284858,0.9174158293671777,0.7746981089086352,0.20172020961494644,0.05647805393971444,0.05647805393971444,0.22827800114949545
"[(5, 'sigm')]",InstanceHardnessThreshold,0.41527378868765547,0.41314867526703963,0.708474114231302,0.7144191785651332,0.7025290498974709,0.29747095010252905,0.2855808214348669,0.43432046536224217,0.3759968102073365,0.0991911597174755,0.08589811387273048,0.08589811387273048,0.16187715530395508
"[(100, 'rbf_linf')]",InstanceHardnessThreshold,0.70205990808135621,0.6933882917133154,0.8528132413385272,0.9152300370174511,0.7903964456596037,0.20960355434039646,0.08476996298254891,0.8760267935836419,0.7572795625427204,0.18869902027796767,0.06084963863916799,0.06084963863916799,0.17725531260172525
"[(100, 'rbf_l1')]",NeighbourhoodCleaningRule,0.52799504580080781,0.52634048591714855,0.7650184996889609,0.7736118455843469,0.7564251537935748,0.24357484620642514,0.22638815441565308,0.1910981843821611,0.2324219640009114,0.051275917065390746,0.032610611669310764,0.032610611669310764,0.02122664451599121
"[(100, 'rbf_l2')]",NearMiss,0.69680342418655583,0.69458257473948237,0.850272974031637,0.8727833597743699,0.8277625882889041,0.17223741171109594,0.1272166402256302,0.7078794288736118,0.7338004101161996,0.09044201412622466,0.06301780363123567,0.06301780363123567,0.0423436164855957
"[(5, 'lin')]",InstanceHardnessThreshold,0.4820088074314291,0.46611220241965068,0.7266180661258453,0.5741406663141195,0.8790954659375713,0.12090453406242879,0.42585933368588047,0.03798695575533228,0.0,0.0,0.0,0.0,0.15053908030192056
"[(5, 'tanh')]",InstanceHardnessThreshold,0.41695349095161888,0.41668152937462705,0.7088389300495122,0.6883659439450026,0.7293119161540215,0.2706880838459786,0.31163405605499733,0.34616604970914855,0.3609592162223742,0.07661198450672135,0.0857394676537987,0.0857394676537987,0.12834556897481283
"[(5, 'rbf_l1')]",InstanceHardnessThreshold,0.046009401068810657,0.042586301703084493,0.5218788160729211,0.4987132028908867,0.5450444292549556,0.4549555707450445,0.5012867971091133,0.01634056054997356,0.014809751651856919,0.003474595579858738,0.002185792349726776,0.002185792349726776,0.09388422966003418
"[(5, 'sigm')]",NearMiss,0.39789755321974823,0.39628291106473795,0.6991065652689968,0.6851577648510488,0.7130553656869446,0.28694463431305534,0.3148422351489512,0.3613255772959633,0.3698906356801093,0.07044884939621782,0.09557553322756919,0.09557553322756919,0.02999122937520345
"[(5, 'rbf_l2')]",InstanceHardnessThreshold,0.41534719604939818,0.41363764069583286,0.7087402867295154,0.7178565133086551,0.6996240601503759,0.300375939849624,0.282143486691345,0.3692931429578706,0.3634996582365004,0.11138072453861929,0.0717257183148246,0.0717257183148246,0.09522755940755208
"[(100, 'rbf_linf')]",NearMiss,0.66342047112330105,0.66204534725989295,0.8333803506651346,0.8468358893001939,0.8199248120300752,0.1800751879699248,0.1531641106998061,0.659016393442623,0.7137730690362268,0.09044201412622466,0.06522122333862154,0.06522122333862154,0.04289881388346354
"[(100, 'rbf_l1')]",OneSidedSelection,0.5304872093525147,0.52766417718321168,0.7609317751375698,0.6888947646747754,0.8329687856003645,0.16703121439963545,0.31110523532522477,0.1510135730653975,0.255935292777398,0.0304397357028936,0.041283271637581526,0.041283271637581526,0.04254380861918131
"[(100, 'rbf_l2')]",NeighbourhoodCleaningRule,0.71824460553302372,0.70585415034826082,0.8603168809722012,0.9380750925436278,0.7825586694007747,0.21744133059922532,0.06192490745637228,0.8803983782830954,0.7356003645477328,0.1817726133515607,0.049991186321170465,0.049991186321170465,0.04911994934082031
"[(5, 'lin')]",NearMiss,0.43287994912203009,0.42151963236993462,0.7054765326613973,0.563299841353781,0.8476532239690133,0.15234677603098656,0.4367001586462189,0.03907985193019566,0.0,0.0,0.0,0.0,0.03988385200500488
"[(5, 'rbf_l1')]",NearMiss,0.059112413856620936,0.053646811395936335,0.5270521654118471,0.49321346730125154,0.5608908635224424,0.4391091364775575,0.5067865326987485,0.01087607967565662,0.016552745500113923,0.0026087947140578716,0.005464480874316939,0.005464480874316939,0.017401774724324543
"[(5, 'tanh')]",NearMiss,0.40598829685625321,0.40440479140018071,0.7020445114276003,0.66775956284153,0.7363294600136706,0.2636705399863295,0.33224043715846996,0.32224572536576773,0.32088174982911827,0.06529961266803372,0.07817733121805041,0.07817733121805041,0.030935366948445637
"[(5, 'sigm')]",NeighbourhoodCleaningRule,0.41108722620183097,0.40663461518580307,0.706192672682138,0.7350784417415829,0.6773069036226932,0.3226930963773069,0.26492155825841707,0.46141371408425874,0.32732968785600364,0.10958077010708589,0.07287149656266526,0.07287149656266526,0.018364985783894856
"[(100, 'rbf_l1')]",RandomUnderSampler,0.53137028852995583,0.53106998694069274,0.7644990348328878,0.724748810153358,0.8042492595124173,0.1957507404875826,0.27525118984664193,0.16939890710382513,0.2620300751879699,0.027808156755525174,0.040190375462718135,0.040190375462718135,0.0935964584350586
"[(5, 'rbf_l2')]",NearMiss,0.42579324823639397,0.42528709002089943,0.7130943826322212,0.6917503966155474,0.7344383686488949,0.26556163135110505,0.3082496033844527,0.31701040014101883,0.36699703804966965,0.0896103896103896,0.07810682178741406,0.07810682178741406,0.01667014757792155
"[(100, 'rbf_linf')]",NeighbourhoodCleaningRule,0.71022076758261365,0.69966303971614641,0.8566104428659745,0.927199012867971,0.786021872863978,0.2139781271360219,0.07280098713202891,0.8433632998413537,0.7207336523125997,0.17042606516290726,0.05653093601269169,0.05653093601269169,0.03561870257059733
"[(100, 'rbf_l1')]",TomekLinks,0.53048780479685986,0.52748016936842257,0.7607223071861665,0.6867442270403666,0.8347003873319663,0.16529961266803372,0.3132557729596333,0.14882778071567074,0.25766689450899977,0.0304397357028936,0.042376167812444916,0.042376167812444916,0.06527574857076009
"[(5, 'rbf_l1')]",NeighbourhoodCleaningRule,0.036654449233494445,0.033048729281679269,0.5169645876867063,0.510541159880134,0.5233880154932787,0.4766119845067213,0.48945884011986607,0.01634056054997356,0.015675552517657784,0.003474595579858738,0.002185792349726776,0.002185792349726776,0.011943896611531576
"[(100, 'rbf_l2')]",OneSidedSelection,0.71083303382705809,0.70765649097069805,0.8574929252606059,0.8880662788647983,0.8269195716564136,0.17308042834358625,0.11193372113520184,0.7305658381808566,0.7467760309865573,0.0948507632718159,0.06737176097303015,0.06737176097303015,0.06460237503051758
"[(5, 'lin')]",NeighbourhoodCleaningRule,0.46848877474019668,0.45500686382173683,0.7215814643574948,0.5762912039485281,0.8668717247664617,0.13312827523353837,0.4237087960514718,0.03906222457253657,0.0,0.0,0.0,0.0,0.008758624394734701
"[(5, 'tanh')]",NeighbourhoodCleaningRule,0.41205453221180638,0.41071293711523449,0.7067508231421783,0.7067689053410894,0.7067327409432673,0.29326725905673273,0.2932310946589106,0.393918561607615,0.2982911825017088,0.09485076327181591,0.06405781773312182,0.06405781773312182,0.020792722702026367
"[(5, 'sigm')]",OneSidedSelection,0.4079200687429661,0.40653025414915822,0.7029090562086191,0.6579940066983959,0.7478241057188425,0.25217589428115744,0.34200599330160414,0.3267407015688349,0.3917179311916154,0.05391888812941444,0.10546448087431694,0.10546448087431694,0.010917981465657553
"[(5, 'rbf_l2')]",NeighbourhoodCleaningRule,0.41292054290123659,0.40822976419797508,0.707469430149577,0.749286092014807,0.6656527682843473,0.3343472317156528,0.250713907985193,0.38663846289441217,0.3261676919571656,0.12617908407382092,0.06196016217169046,0.06196016217169046,0.026860952377319336
"[(100, 'rbf_l1')]",ADASYN,0.53352226913474088,0.53184030313163089,0.7636392041350432,0.7029790234443857,0.8242993848257006,0.17570061517429936,0.2970209765556143,0.1499206768905341,0.24289131920710869,0.027842333105491,0.040190375462718135,0.040190375462718135,0.1471116542816162
"[(100, 'rbf_l2')]",RandomUnderSampler,0.69609396625190012,0.69310704339546081,0.8501123216916865,0.8794112462541865,0.8208133971291867,0.17918660287081342,0.12058875374581352,0.7219284329279042,0.7067327409432673,0.09742538163590796,0.06848228450555262,0.06848228450555262,0.152544895807902
