layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
"[(50, 'lin')]",EditedNearestNeighbours,0.725091404377879,0.71333784705912107,0.8639081418270931,0.9391856160761503,0.788630667578036,0.21136933242196398,0.06081438392384982,0.935924554909219,0.785144679881522,0.20874914559125082,0.05757095011457782,0.05757095011457782,0.023908297220865887
"[(50, 'rbf_l1')]",EditedNearestNeighbours,0.379270696014745,0.37362271756160853,0.6877634961640918,0.6755156002115283,0.7000113921166552,0.2999886078833447,0.3244843997884717,0.06294729420059933,0.1305194805194805,0.03214855320118478,0.018402961396086725,0.018402961396086725,0.044353485107421875
"[(50, 'rbf_l2')]",EditedNearestNeighbours,0.72151954493416126,0.70956795924118732,0.8620712669371136,0.9380750925436278,0.7860674413305992,0.21393255866940078,0.061924907456372295,0.9043187026264764,0.7399179767600822,0.19653679653679654,0.05540278512251013,0.05540278512251013,0.031059980392456055
"[(50, 'sigm')]",InstanceHardnessThreshold,0.72126473997167739,0.71180104026876412,0.8624117743519898,0.9283095364004935,0.7965140123034861,0.20348598769651402,0.07169046359950643,0.9119866032081791,0.7712349054454318,0.19652540442014124,0.05864621893178213,0.05864621893178213,0.14734204610188803
"[(20, 'sigm'), (20, 'sigm')]",InstanceHardnessThreshold,0.72379732049266921,0.71384302971429048,0.8636005908237253,0.9315529702097655,0.7956482114376852,0.20435178856231487,0.06844702979023444,0.9076150185087255,0.7608452950558213,0.19301663249031673,0.05542041248016922,0.05542041248016922,0.11969439188639323
"[(50, 'tanh')]",InstanceHardnessThreshold,0.71765569503892701,0.70802061660685489,0.8605609289075291,0.9272166402256302,0.7939052175894282,0.2060947824105719,0.07278335977436982,0.8640754450907808,0.7321485532011848,0.1799954431533379,0.0597567424643046,0.0597567424643046,0.21979427337646484
"[(20, 'sigm'), (2, 'rbf_l2')]",InstanceHardnessThreshold,0.6998697203489902,0.69138728254579673,0.8517467862001524,0.9130971267407015,0.7903964456596037,0.20960355434039646,0.08690287325929845,0.821716904635995,0.6885850991114149,0.14433811802232857,0.05757095011457782,0.05757095011457782,0.1611192226409912
"[(20, 'lin'), (20, 'lin')]",InstanceHardnessThreshold,0.47102483282422281,0.47092761009552175,0.735900261566854,0.7155120747399965,0.7562884483937117,0.24371155160628843,0.28448792526000355,0.4092719901286797,0.39936204146730453,0.025233538391433125,0.06612021857923497,0.06612021857923497,0.37667202949523926
"[(50, 'lin')]",InstanceHardnessThreshold,0.72334121566725929,0.71222676207896252,0.8631491081677561,0.9359245549092191,0.7903736614262931,0.20962633857370694,0.06407544509078089,0.9250308478759034,0.7860218728639782,0.2026315789473684,0.05757095011457782,0.05757095011457782,0.13380837440490723
"[(50, 'rbf_l1')]",InstanceHardnessThreshold,0.35816490575847437,0.35052417146767817,0.6729189205406189,0.5650449497620307,0.7807928913192071,0.21920710868079288,0.4349550502379693,0.05425700687466948,0.13483709273182956,0.024299384825700616,0.024925083729948883,0.024925083729948883,0.15192349751790366
"[(50, 'rbf_l2')]",InstanceHardnessThreshold,0.71938415713711323,0.70913311126417111,0.8613142665085385,0.9304777013925613,0.7921508316245159,0.20784916837548417,0.06952229860743873,0.9087431693989071,0.7721007063112326,0.201742993848257,0.055385157764851055,0.055385157764851055,0.18233640988667807
"[(50, 'sigm')]",NearMiss,0.6979111591988888,0.69368624740173701,0.851075672451163,0.8891415476820024,0.8130097972203236,0.18699020277967646,0.11085845231799753,0.6894412127622069,0.7425495557074505,0.09130781499202552,0.06298254891591751,0.06298254891591751,0.030365864435831707
"[(20, 'sigm'), (20, 'sigm')]",NearMiss,0.70224017207474676,0.6976896784804798,0.8532251317202192,0.8933721135201834,0.8130781499202552,0.1869218500797448,0.10662788647981668,0.7044597214877489,0.7347573479152426,0.09133059922533608,0.049973558963511376,0.049973558963511376,0.04592132568359375
"[(50, 'tanh')]",NearMiss,0.68791455190435435,0.68521800808725819,0.8459709499217974,0.8728714965626652,0.8190704032809296,0.18092959671907038,0.12712850343733473,0.6589987660849639,0.6911825017088176,0.07567783094098884,0.06412832716375816,0.06412832716375816,0.03632537523905436
"[(20, 'lin'), (20, 'lin')]",NearMiss,0.49134952244493141,0.48944857822745202,0.742358474186524,0.6709324872201657,0.8137844611528823,0.18621553884711775,0.3290675127798343,0.3778071567072096,0.43586238323080434,0.021770334928229662,0.09115106645513837,0.09115106645513837,0.038603782653808594
"[(50, 'lin')]",NearMiss,0.72155714348746225,0.71186441153887081,0.862493724094381,0.929384805217698,0.7956026429710641,0.204397357028936,0.07061519478230213,0.7599153886832363,0.7720665299612669,0.09305080884028251,0.05758857747223691,0.05758857747223691,0.034461418787638344
"[(20, 'sigm'), (2, 'rbf_l2')]",NearMiss,0.70914256439574652,0.70707271492418899,0.856510868778118,0.8782302132910277,0.8347915242652085,0.16520847573479153,0.12176978670897232,0.6338974087784242,0.7008202323991797,0.07043745727956253,0.06301780363123567,0.06301780363123567,0.03028249740600586
"[(50, 'rbf_l1')]",NearMiss,0.37194020938046912,0.35617302705745973,0.6733968954403701,0.5138022210470651,0.8329915698336752,0.1670084301663249,0.486197778952935,0.042305658381808574,0.15315561631351107,0.01648439280018227,0.027093248722016572,0.027093248722016572,0.04447793960571289
"[(50, 'rbf_l2')]",NearMiss,0.70901221534357184,0.70305666459713967,0.8566107169756033,0.9054292261589988,0.8077922077922078,0.1922077922077922,0.09457077384100122,0.7023268112109995,0.7312371838687629,0.09998860788334472,0.05762383218755509,0.05762383218755509,0.07565704981486003
"[(50, 'sigm')]",NeighbourhoodCleaningRule,0.71718811889508538,0.70640990534987225,0.8600980541349047,0.9315882249250839,0.7886078833447255,0.2113921166552745,0.06841177507491626,0.8771196897585053,0.7407723855092275,0.17391205285942127,0.05757095011457783,0.05757095011457783,0.04528617858886719
"[(20, 'sigm'), (20, 'sigm')]",NeighbourhoodCleaningRule,0.72274361134704013,0.71210862856270063,0.8629473755298297,0.9337211352018332,0.7921736158578264,0.2078263841421736,0.06627886479816676,0.8771196897585053,0.7338801549327864,0.17647527910685804,0.053199365415124274,0.053199365415124274,0.03625917434692383
"[(20, 'lin'), (20, 'lin')]",NeighbourhoodCleaningRule,0.43624514373292755,0.43192819350753053,0.7192873113508255,0.7588753745813502,0.6796992481203007,0.32030075187969925,0.24112462541864974,0.4591397849462366,0.3593073593073593,0.04003189792663477,0.05422175215935132,0.05422175215935132,0.09541821479797363
"[(50, 'tanh')]",NeighbourhoodCleaningRule,0.70485313976786246,0.69623202431082831,0.8542135589924285,0.9162876784769963,0.7921394395078606,0.2078605604921394,0.08371232152300369,0.8249603384452672,0.6833789017999544,0.14528366370471632,0.053216992772783356,0.053216992772783356,0.09863026936848958
"[(50, 'rbf_l1')]",NeighbourhoodCleaningRule,0.37111129561355966,0.36557646841212638,0.6816255429931012,0.6136612021857925,0.74958988380041,0.2504101161995899,0.3863387978142076,0.05646042658205535,0.13484848484848486,0.02604237867395762,0.020588753745813503,0.020588753745813503,0.07587265968322754
"[(20, 'sigm'), (2, 'rbf_l2')]",NeighbourhoodCleaningRule,0.7015464563206143,0.69325659794706418,0.852600655766622,0.9130618720253834,0.7921394395078606,0.2078605604921394,0.0869381279746166,0.7880310241494799,0.6668147641831852,0.12868534973798132,0.05757095011457782,0.05757095011457782,0.05095314979553223
"[(50, 'lin')]",NeighbourhoodCleaningRule,0.725091404377879,0.71333784705912107,0.8639081418270931,0.9391856160761503,0.788630667578036,0.21136933242196398,0.06081438392384982,0.9337387625594923,0.7842674868990659,0.20699475962633854,0.05757095011457782,0.05757095011457782,0.27367091178894043
"[(50, 'rbf_l2')]",NeighbourhoodCleaningRule,0.71750039397152809,0.70647429223574276,0.8602136410445853,0.93262823902697,0.7877990430622009,0.21220095693779903,0.06737176097303015,0.8803983782830954,0.7512417407154249,0.1869674185463659,0.05649568129737353,0.05649568129737353,0.07186675071716309
"[(50, 'sigm')]",OneSidedSelection,0.70191687780559453,0.69620823121190367,0.8530422343296346,0.9000352547153182,0.8060492139439508,0.1939507860560492,0.09996474528468181,0.7273576590869029,0.7590681248575986,0.09045340624287994,0.06188965274105412,0.06188965274105412,0.1342183748881022
"[(20, 'sigm'), (20, 'sigm')]",OneSidedSelection,0.70805565251571501,0.70279615069659374,0.8561591047953039,0.9010400141018863,0.8112781954887218,0.18872180451127818,0.09895998589811388,0.745848757271285,0.7495101389838231,0.09045340624287994,0.05644279922439627,0.05644279922439627,0.02279504140218099
"[(20, 'lin'), (20, 'lin')]",OneSidedSelection,0.48672452935977678,0.48535857923396247,0.7408083571266516,0.676467477525119,0.8051492367281842,0.1948507632718159,0.323532522474881,0.37992243962630007,0.44552289815447704,0.019150148097516518,0.09002291556495683,0.09002291556495683,0.23215341567993164
"[(50, 'rbf_l1')]",OneSidedSelection,0.36768863788306555,0.34666264957612108,0.6682355255958751,0.48693812797461655,0.8495329232171338,0.15046707678286625,0.5130618720253834,0.04234091309712674,0.15221007063112327,0.01214399635452267,0.026035607262471356,0.026035607262471356,0.0812212626139323
"[(50, 'tanh')]",OneSidedSelection,0.70086438126819084,0.69790972457717693,0.8525096152235788,0.8815970386039131,0.8234221918432446,0.1765778081567555,0.11840296139608673,0.6936717786003878,0.7138642059694691,0.08345864661654134,0.06738938833068923,0.06738938833068923,0.13627703984578451
"[(50, 'lin')]",OneSidedSelection,0.72333665209409892,0.71222740898737802,0.8631402944889265,0.9359069275515601,0.7903736614262931,0.20962633857370697,0.06409307244843998,0.8109994711792702,0.7755753018910915,0.11220095693779904,0.058646218931782124,0.058646218931782124,0.17642625172932944
"[(50, 'sigm')]",RandomUnderSampler,0.69917954790842007,0.6933565866143877,0.8516128972014191,0.8989423585404549,0.8042834358623833,0.19571656413761676,0.10105764145954521,0.7414947999294906,0.7303599908863067,0.10088858509911142,0.06190728009871319,0.06190728009871319,0.15221834182739258
"[(20, 'sigm'), (2, 'rbf_l2')]",OneSidedSelection,0.7101896835232786,0.70808595706943667,0.8570490423693963,0.8793407368235502,0.8347573479152426,0.16524265208475736,0.12065926317644986,0.6567072095892826,0.7085782638414218,0.07304625199362041,0.06516834126564429,0.06516834126564429,0.05501151084899902
"[(50, 'rbf_l2')]",OneSidedSelection,0.70864418619552316,0.70223822585290974,0.8563795491806291,0.9076326458663845,0.8051264524948736,0.19487354750512642,0.09236735413361537,0.7382337387625594,0.7590795169742538,0.09395078605604922,0.061924907456372295,0.061924907456372295,0.0680249532063802
"[(20, 'sigm'), (20, 'sigm')]",RandomUnderSampler,0.71907748143533912,0.71419298158194167,0.861743239040826,0.9043363299841355,0.8191501480975165,0.18084985190248348,0.09566367001586462,0.7381808566895822,0.7129186602870812,0.10089997721576667,0.061924907456372295,0.061924907456372295,0.10531179110209148
"[(20, 'lin'), (20, 'lin')]",RandomUnderSampler,0.45968470813004786,0.45965477135521232,0.7300256644929471,0.7045831129913626,0.7554682159945317,0.24453178400546824,0.2954168870086374,0.400405429226159,0.40632262474367736,0.024344953292321714,0.08136788295434515,0.08136788295434515,0.2627383867899577
"[(50, 'tanh')]",RandomUnderSampler,0.69559103758259822,0.69163424367632487,0.8498873951621037,0.8859333685880486,0.8138414217361586,0.1861585782638414,0.11406663141195135,0.6881720430107526,0.6903280929596719,0.08868762816131237,0.06518596862330338,0.06518596862330338,0.20964741706848145
"[(50, 'rbf_l1')]",RandomUnderSampler,0.37289497928585497,0.36427376944252127,0.6789768186390691,0.5563017803631235,0.8016518569150147,0.19834814308498516,0.44369821963687645,0.05215935131323814,0.17403736614262932,0.018238778765094554,0.02709324872201657,0.02709324872201657,0.23184124628702799
"[(20, 'sigm'), (2, 'rbf_l2')]",RandomUnderSampler,0.6896729793309101,0.687082796949396,0.8468299763639182,0.8728009871320289,0.8208589655958077,0.1791410344041923,0.1271990128679711,0.6633174687114402,0.6963659147869675,0.07653223969013444,0.05866384628944121,0.05866384628944121,0.14302913347880045
"[(50, 'lin')]",RandomUnderSampler,0.71763761012183724,0.70876129896679918,0.8606360982018528,0.9239379517010399,0.7973342447026658,0.20266575529733424,0.07606204829895997,0.7947999294905692,0.7485873775347459,0.11389838231943494,0.05866384628944121,0.05866384628944121,0.20140473047892252
"[(50, 'rbf_l2')]",RandomUnderSampler,0.70597427888695929,0.70011669875773475,0.8550854595505157,0.9032786885245901,0.806892230576441,0.1931077694235589,0.09672131147540984,0.7535166578529878,0.7276714513556618,0.10697197539302801,0.0565133086550326,0.0565133086550326,0.19653836886088052
"[(50, 'sigm')]",TomekLinks,0.70383758238247873,0.69813776573663711,0.8540272789082942,0.9011281508901816,0.806926406926407,0.19307359307359306,0.09887184910981844,0.7208355367530408,0.7573023467760311,0.08522442469810891,0.06188965274105412,0.06188965274105412,0.04124633471171061
"[(20, 'sigm'), (20, 'sigm')]",TomekLinks,0.70933959674879354,0.70453745226108266,0.8568262906436805,0.8988542217521592,0.8147983595352017,0.18520164046479837,0.10114577824784066,0.7404371584699453,0.7477443609022556,0.0895762132604238,0.05644279922439627,0.05644279922439627,0.030666351318359375
"[(20, 'lin'), (20, 'lin')]",TomekLinks,0.48937147968427192,0.48725030901049715,0.7412333927217447,0.66775956284153,0.8147072226019594,0.18529277739804054,0.33224043715846996,0.3810153358011634,0.455058099794942,0.019150148097516518,0.10086374052529527,0.10086374052529527,0.026605526606241863
"[(50, 'sigm')]",ADASYN,0.70124004399341799,0.6960001069698869,0.8527047089865428,0.8967741935483869,0.8086352244246982,0.19136477557530188,0.1032258064516129,0.6925788824255245,0.7191273638642061,0.0895762132604238,0.059739115106645514,0.059739115106645514,0.19486689567565918
"[(50, 'lin')]",TomekLinks,0.724463986863224,0.71321695760598514,0.8636867425763581,0.9369998237264235,0.7903736614262931,0.20962633857370697,0.06300017627357658,0.8077207826546801,0.7738095238095238,0.1113237639553429,0.05755332275691873,0.05755332275691873,0.05311250686645508
"[(50, 'tanh')]",TomekLinks,0.69871320874947218,0.69590692873359938,0.8514110229903878,0.8794112462541864,0.8234107997265893,0.17658920027341082,0.1205887537458135,0.6925788824255243,0.7138414217361585,0.08259284575074048,0.06737176097303015,0.06737176097303015,0.07460753122965495
"[(50, 'rbf_l1')]",TomekLinks,0.36393154684149248,0.34148337185255978,0.6654446528079248,0.4761501850872554,0.8547391205285941,0.14526087947140578,0.5238498149127445,0.04234091309712674,0.15395306447938026,0.01214399635452267,0.028186144896879956,0.028186144896879956,0.031502723693847656
"[(20, 'sigm'), (2, 'rbf_l2')]",TomekLinks,0.7139359317674453,0.71190378763090045,0.8589024662516828,0.8804160056407544,0.837388926862611,0.16261107313738893,0.11958399435924555,0.6501674598977613,0.7077238550922762,0.07304625199362041,0.06516834126564429,0.06516834126564429,0.01999966303507487
"[(50, 'rbf_l2')]",TomekLinks,0.70841018429124991,0.70217549983288885,0.8562628839055959,0.9065221223338621,0.8060036454773297,0.1939963545226703,0.09347787766613784,0.7360479464128327,0.7590795169742538,0.09044201412622466,0.06300017627357658,0.06300017627357658,0.052690982818603516
"[(20, 'sigm'), (20, 'sigm')]",ADASYN,0.70417765188695702,0.69892947536610273,0.8542149174917969,0.8988718491098183,0.8095579858737754,0.19044201412622463,0.10112815089018157,0.6979375991538869,0.7155730234677603,0.09219640009113694,0.04992067689053411,0.04992067689053411,0.22710919380187988
"[(50, 'sigm')]",RandomOverSampler,0.70137607448844053,0.69674476767373272,0.8528254467474875,0.893495505023797,0.812155388471178,0.18784461152882206,0.10650449497620307,0.7121452494271109,0.7468899521531102,0.08174982911825017,0.06407544509078089,0.06407544509078089,0.2620550791422526
"[(20, 'lin'), (20, 'lin')]",ADASYN,0.47005071238920554,0.46975008546471991,0.7356597469347615,0.7219460602855632,0.74937343358396,0.25062656641604014,0.27805393971443676,0.38753745813502555,0.3898382319434952,0.02089314194577353,0.0694341618191433,0.0694341618191433,0.2783779303232829
"[(50, 'lin')]",ADASYN,0.72273725901402985,0.71210505184031936,0.8629308265375232,0.9337563899171514,0.7921052631578949,0.20789473684210527,0.06624361008284858,0.7567072095892824,0.7607655502392344,0.10434039644565961,0.05866384628944121,0.05866384628944121,0.28593643506368
"[(50, 'tanh')]",ADASYN,0.69226180534335358,0.68922867553980416,0.8481308404177117,0.8772254539044596,0.8190362269309638,0.18096377306903622,0.12277454609554028,0.6698219636876432,0.6851674641148325,0.08523581681476418,0.06305305834655385,0.06305305834655385,0.20669031143188477
"[(20, 'sigm'), (2, 'rbf_l2')]",ADASYN,0.70970869600877651,0.70664964817235665,0.856949055611,0.8869557553322757,0.8269423558897242,0.1730576441102757,0.1130442446677243,0.6305834655385159,0.669457735247209,0.07565504670767828,0.05540278512251013,0.05540278512251013,0.1817323366800944
"[(50, 'rbf_l1')]",ADASYN,0.36838123418814739,0.34760141323906862,0.6688701646910893,0.4934249955931606,0.844315333789018,0.155684666210982,0.5065750044068394,0.040172748105059046,0.14611528822055136,0.013009797220323535,0.026000352547153178,0.026000352547153178,0.18607584635416666
"[(20, 'sigm'), (20, 'sigm')]",RandomOverSampler,0.70565511509531353,0.70142594938619274,0.8549862921088115,0.8934426229508196,0.8165299612668034,0.18347003873319664,0.10655737704918032,0.7175215935131324,0.7512531328320802,0.08610161768056505,0.05644279922439627,0.05644279922439627,0.18367369969685873
"[(50, 'rbf_l2')]",ADASYN,0.70574683760834844,0.70006064704326632,0.8549574021588272,0.9021681649920678,0.8077466393255867,0.19225336067441332,0.09783183500793231,0.6936894059580471,0.7234107997265893,0.08869902027796765,0.05542041248016922,0.05542041248016922,0.2519516150156657
"[(20, 'lin'), (20, 'lin')]",RandomOverSampler,0.4796711596161351,0.47939976188111516,0.739080725466375,0.6992596509783184,0.7789017999544315,0.22109820004556846,0.3007403490216817,0.38755508549268464,0.41332877648667116,0.02088174982911825,0.08244315177154944,0.08244315177154944,0.22079706192016602
"[(50, 'lin')]",RandomOverSampler,0.72604249320631631,0.71582039569773326,0.8646707027652782,0.9337387625594924,0.7956026429710641,0.204397357028936,0.06626123744050767,0.7676185439802574,0.7712349054454317,0.09563681932102985,0.05757095011457782,0.05757095011457782,0.2397775650024414
"[(20, 'sigm'), (2, 'rbf_l2')]",RandomOverSampler,0.70759504117107053,0.70589980749867676,0.855621199289267,0.8738762559492331,0.8373661426293005,0.1626338573706995,0.1261237440507668,0.6524237616781244,0.701617680565049,0.07131465026201868,0.06084963863916798,0.06084963863916798,0.18528326352437338
"[(50, 'tanh')]",RandomOverSampler,0.69870169907249735,0.69651724181607166,0.8512844596467853,0.8739291380222104,0.8286397812713601,0.1713602187286398,0.12607086197778952,0.6947999294905692,0.7060378218272955,0.07912964228753702,0.06520359598096247,0.06520359598096247,0.2601317564646403
"[(50, 'rbf_l1')]",RandomOverSampler,0.37615680315926614,0.36071667892783915,0.6764621790763625,0.5356425171866738,0.8172818409660515,0.1827181590339485,0.4643574828133263,0.046694870438921204,0.14177489177489175,0.015629984051036685,0.023849814912744582,0.023849814912744582,0.2542416254679362
"[(50, 'sigm')]",SMOTE,0.70096792971120292,0.69661748768317489,0.8526159787960842,0.8913449673893883,0.8138869902027798,0.18611300979722034,0.10865503261061166,0.7110876079675656,0.7538619275461381,0.07740943267259055,0.059721487748986425,0.059721487748986425,0.04419581095377604
"[(50, 'rbf_l2')]",RandomOverSampler,0.71321661737449393,0.70839738534162089,0.8587539289548808,0.9010576414595453,0.8164502164502165,0.18354978354978355,0.09894235854045479,0.7143310417768376,0.7503987240829346,0.08522442469810891,0.06407544509078089,0.06407544509078089,0.17497928937276205
"[(20, 'sigm'), (20, 'sigm')]",SMOTE,0.71904115966824789,0.71419271436810317,0.8617256116831667,0.9043010752688172,0.8191501480975165,0.18084985190248348,0.09569892473118279,0.718684999118632,0.7425267714741398,0.08613579403053089,0.05753569539925965,0.05753569539925965,0.04012274742126465
"[(50, 'rbf_l1')]",SMOTE,0.38893488577402019,0.37893695391026222,0.6863191251770115,0.5684117750749161,0.8042264752791067,0.19577352472089313,0.4315882249250837,0.047823021329102766,0.1400205058099795,0.017361585782638415,0.023814560197426404,0.023814560197426404,0.04258028666178385
"[(50, 'tanh')]",SMOTE,0.69816649549305465,0.69570349458016845,0.8510760760851218,0.8761325577295963,0.8260195944406471,0.1739804055593529,0.12386744227040365,0.6774017274810505,0.7112440191387558,0.07475506949191159,0.06409307244843998,0.06409307244843998,0.10558541615804036
"[(20, 'lin'), (20, 'lin')]",SMOTE,0.47695098564972643,0.47678992110037144,0.7380298644548972,0.7014983254010225,0.7745614035087719,0.22543859649122808,0.29850167459897764,0.3940066983959105,0.43245614035087715,0.020015948963317386,0.08246077912920853,0.08246077912920853,0.09166534741719563
"[(50, 'lin')]",SMOTE,0.72580964695853323,0.71501533541646722,0.8644446918459555,0.9359069275515601,0.792982456140351,0.20701754385964913,0.06409307244843998,0.7773135906927551,0.7703577124629758,0.09131920710868079,0.05757095011457782,0.05757095011457782,0.12328100204467773
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTE,0.7080854910899762,0.70608390267438548,0.8559561461945332,0.8771549444738233,0.8347573479152427,0.16524265208475736,0.12284505552617664,0.6448616252423762,0.7059808612440192,0.06870585554796081,0.06081438392384982,0.06081438392384982,0.045138041178385414
