d,Data balancer,Matthews correlation coefficient,Cohen Kappa score,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
0.21842105263157896,InstanceHardnessThreshold,0.39716431205888808,0.31699633403870908,0.6689600997590365,0.9555438039837828,0.38237639553429026,0.6176236044657097,0.04445619601621716,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,InstanceHardnessThreshold,0.39621768617945857,0.3121712909768547,0.667103398609981,0.957606204829896,0.3766005923900661,0.623399407609934,0.042393795170104,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,EditedNearestNeighbours,0.35479734916715389,0.25283983131431359,0.6372181475273685,0.9728186144896881,0.301617680565049,0.698382319434951,0.027181385510312003,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,InstanceHardnessThreshold,0.37836093654565578,0.30107318583713749,0.6612794786832472,0.9457077384100123,0.3768512189564821,0.6231487810435179,0.05429226158998766,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,InstanceHardnessThreshold,0.46162237728436906,0.41023207128997319,0.715526689903934,0.9226687819495858,0.508384597858282,0.4916154021417179,0.07733121805041425,0.0,0.0,0.0,0.0,0.0
0.01,NearMiss,0.24848955511265305,0.19680832387530142,0.6053123650913738,0.8872025383395027,0.3234221918432445,0.6765778081567556,0.11279746166049709,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,NearMiss,0.29038632240528084,0.23939658424852917,0.6271257322191108,0.8838709677419355,0.3703804966962862,0.6296195033037139,0.11612903225806452,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,NearMiss,0.25655574041638851,0.2021219000711468,0.6082318284293012,0.8948528115635467,0.3216108452950558,0.6783891547049441,0.10514718843645338,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,NearMiss,0.27552225689439552,0.22309158675129703,0.6192239709412467,0.8893707033315706,0.3490772385509227,0.6509227614490772,0.1106292966684294,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,NearMiss,0.23488014159266735,0.18097800705781178,0.5970463542877191,0.8880662788647982,0.30602642971064026,0.6939735702893598,0.11193372113520184,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,NearMiss,0.2281535242421017,0.1766662128574179,0.5945111926491871,0.892508372994888,0.296514012303486,0.703485987696514,0.10749162700511194,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,NearMiss,0.30331060172255009,0.24364037899065794,0.6300619343175495,0.9097479287854751,0.350375939849624,0.649624060150376,0.09025207121452494,0.0,0.0,0.0,0.0,0.0
0.01,NeighbourhoodCleaningRule,0.3580418029357666,0.28185906636418134,0.651007648080347,0.9392561255067866,0.3627591706539075,0.6372408293460926,0.06074387449321347,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,NeighbourhoodCleaningRule,0.33591284885587785,0.25682593809036808,0.6379727020546414,0.9413361537105588,0.3346092503987241,0.6653907496012759,0.05866384628944121,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,NeighbourhoodCleaningRule,0.31089200032832498,0.2144224115110083,0.6163331023583187,0.9631059404195312,0.2695602642971064,0.7304397357028934,0.03689405958046889,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,NeighbourhoodCleaningRule,0.33454538605939899,0.24637306681152546,0.6326724279088665,0.9510135730653975,0.3143312827523354,0.6856687172476646,0.048986426934602506,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,NeighbourhoodCleaningRule,0.3368316257644875,0.25930940486345599,0.6394152566889074,0.9403137669663316,0.33851674641148327,0.6614832535885168,0.05968623303366825,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,NeighbourhoodCleaningRule,0.31031159017610482,0.23485827589782704,0.6265722988544387,0.9327868852459016,0.32035771246297556,0.6796422875370244,0.06721311475409837,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,NeighbourhoodCleaningRule,0.3187949462404836,0.2458154194207807,0.6321279889546471,0.9284505552617661,0.33580542264752794,0.6641945773524721,0.07154944473823374,0.0,0.0,0.0,0.0,0.0
0.01,OneSidedSelection,0.39727370000710333,0.36168401092401647,0.6893046820695794,0.8697690816146659,0.508840282524493,0.49115971747550696,0.13023091838533404,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,OneSidedSelection,0.42121201039931105,0.39385426471305968,0.7048445623698205,0.8543803983782832,0.5553087263613579,0.4446912736386421,0.1456196016217169,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,InstanceHardnessThreshold,0.61654066531853646,0.60899436885493796,0.8093372643666279,0.8630354309888949,0.7556390977443609,0.24436090225563908,0.13696456901110524,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,OneSidedSelection,0.41396186609762853,0.39942933942535408,0.7059128669951403,0.804865150713908,0.6069605832763728,0.39303941672362724,0.195134849286092,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,OneSidedSelection,0.37462050762420779,0.33959728770564129,0.6777744382590051,0.8588753745813502,0.49667350193665977,0.5033264980633402,0.14112462541864976,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,OneSidedSelection,0.44099754728662116,0.40828595809750307,0.7129287029409493,0.8738410012339152,0.5520164046479835,0.44798359535201643,0.12615899876608497,0.0,0.0,0.0,0.0,0.0
0.01,RandomUnderSampler,0.35425446706054947,0.306334084087517,0.661868736067851,0.8849814912744579,0.43875598086124395,0.561244019138756,0.11501850872554205,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,RandomUnderSampler,0.36418328253185384,0.31990710231854108,0.6686595099353595,0.8807685527939361,0.4565504670767829,0.5434495329232171,0.11923144720606382,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,OneSidedSelection,0.40041270328770051,0.36747603998338335,0.6913883851496921,0.8534990304953288,0.5292777398040556,0.4707222601959444,0.14650096950467123,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,RandomUnderSampler,0.4019917156993264,0.36001855912802272,0.689116100669442,0.8849991186321171,0.49323308270676686,0.5067669172932331,0.11500088136788296,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,OneSidedSelection,0.38389553465524795,0.35514732636831914,0.6853519820656396,0.8455843469063987,0.5251196172248803,0.4748803827751196,0.15441565309360128,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,RandomUnderSampler,0.33132584719255914,0.27088862368775224,0.644632243678279,0.91196897585052,0.37729551150603785,0.6227044884939622,0.08803102414948,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,RandomUnderSampler,0.3671190210898469,0.30949551446325491,0.6644120276172379,0.9110523532522473,0.41777170198222824,0.5822282980177717,0.0889476467477525,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,RandomUnderSampler,0.3506714815917425,0.3061689311812465,0.6618779172343146,0.8796227745460955,0.44413305992253366,0.5558669400774664,0.12037722545390446,0.0,0.0,0.0,0.0,0.0
0.01,TomekLinks,0.45099178045511668,0.43280352564102603,0.7229957134073587,0.8328221399612197,0.6131692868534974,0.3868307131465026,0.16717786003878018,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,RandomUnderSampler,0.36662513433658422,0.32323100941478339,0.6697922032136733,0.8794112462541864,0.4601731601731602,0.5398268398268399,0.12058875374581352,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,TomekLinks,0.44686699911514377,0.42894894843990344,0.720941758752441,0.8340913097126741,0.6077922077922079,0.3922077922077922,0.16590869028732594,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,TomekLinks,0.46432854490505915,0.4500703630414537,0.730813356163352,0.8175392208707913,0.6440874914559126,0.35591250854408746,0.18246077912920855,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,TomekLinks,0.41238203537893825,0.38091415527986983,0.6981925602670683,0.8611493037193725,0.5352358168147643,0.46476418318523577,0.13885069628062752,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,TomekLinks,0.45060719628362689,0.42698574574953624,0.7202593703623513,0.8436629649215582,0.5968557758031442,0.40314422419685575,0.15633703507844174,0.0,0.0,0.0,0.0,0.0
0.01,ADASYN,0.45809418176456557,0.45146130730146955,0.7297488709996712,0.7827604442094129,0.6767372977899293,0.32326270221007064,0.21723955579058699,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,TomekLinks,0.41253037293698402,0.38571965847881723,0.7002955624723556,0.8502379693283976,0.5503531556163136,0.44964684438368646,0.14976203067160232,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,ADASYN,0.42303073899211868,0.40941688683964578,0.7104140663904364,0.8053234620130443,0.6155046707678286,0.3844953292321713,0.19467653798695575,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,ADASYN,0.44387284546114164,0.42502585629786732,0.7194232064705776,0.8327516305305834,0.6060947824105719,0.39390521758942815,0.16724836946941654,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,TomekLinks,0.49239695239887626,0.48015989887355848,0.7458955276032011,0.8295787061519477,0.6622123490544543,0.3377876509455457,0.17042129384805216,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,ADASYN,0.47594683744917804,0.46015157826573211,0.7366810944721546,0.8350960690992419,0.6382661198450672,0.3617338801549328,0.16490393090075797,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,ADASYN,0.46379449753891949,0.44842218127714967,0.7305862789274519,0.8282037722545391,0.6329687856003645,0.36703121439963543,0.1717962277454609,0.0,0.0,0.0,0.0,0.0
0.01,RandomOverSampler,0.42619301960518291,0.39717646166601989,0.7066494236649264,0.8599153886832364,0.5533834586466165,0.4466165413533834,0.1400846113167636,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,ADASYN,0.45419048524751532,0.43657903905700707,0.7246765897966877,0.832857394676538,0.6164957849168375,0.38350421508316246,0.167142605323462,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,RandomOverSampler,0.43182947263063509,0.41121963413642243,0.7130333134167084,0.837105587872378,0.588961038961039,0.41103896103896104,0.16289441212762207,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,RandomOverSampler,0.34473244484918641,0.30883939093692514,0.6623837308284412,0.8555261766261237,0.46924128503075874,0.5307587149692413,0.14447382337387624,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,RandomOverSampler,0.4151770382701539,0.38829242737463732,0.702055692690695,0.8511722192843291,0.5529391660970607,0.44706083390293916,0.1488277807156707,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,ADASYN,0.4765786162508468,0.45443986999392366,0.7349691473045866,0.8598448792526,0.6100934153565732,0.3899065846434267,0.14015512074739997,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,RandomOverSampler,0.42659556686100991,0.40150725058375164,0.708612229337827,0.8500793231094659,0.5671451355661882,0.4328548644338119,0.1499206768905341,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,RandomOverSampler,0.38091824938489643,0.34722468011499891,0.6817740320948037,0.8587519830777367,0.5047960811118706,0.49520391888812937,0.14124801692226333,0.0,0.0,0.0,0.0,0.0
0.01,SMOTE,0.41411887191566704,0.38314363477014068,0.6993376276371907,0.8579940066983959,0.5406812485759854,0.4593187514240145,0.1420059933016041,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,SMOTE,0.41515098485756158,0.39065483536336892,0.7027565036575864,0.8403842763969681,0.5651287309182046,0.43487126908179546,0.15961572360303192,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,RandomOverSampler,0.35015316259281487,0.31266657440819257,0.6639106660454318,0.8672836241847346,0.46053770790612897,0.5394622920938711,0.13271637581526527,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,SMOTE,0.45567844028224685,0.437164266788304,0.7254686792699262,0.8393971443680592,0.6115402141717932,0.3884597858282069,0.1606028556319408,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,SMOTE,0.36346068858651304,0.32678175513244767,0.6712140791380404,0.8587872377930549,0.4836409204830258,0.5163590795169742,0.14121276220694517,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,SMOTE,0.41786619410601533,0.38174957606460874,0.6999250987909175,0.8772254539044596,0.5226247436773752,0.47737525632262473,0.12277454609554027,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,SMOTE,0.4170749783516261,0.38030674905168221,0.6991811200758012,0.878300722721664,0.5200615174299384,0.4799384825700615,0.12169927727833597,0.0,0.0,0.0,0.0,0.0
0.01,SMOTEENN,0.37729540058047112,0.35774739296357544,0.6850305840077334,0.8091133439097479,0.5609478241057189,0.43905217589428114,0.1908866560902521,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,SMOTEENN,0.44438034069297871,0.43605590447659454,0.7226076374292302,0.7871496562665256,0.6580656185919344,0.3419343814080656,0.21285034373347433,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,SMOTE,0.38209589380207065,0.35136705091294879,0.6833684193658032,0.8468006345848756,0.5199362041467305,0.4800637958532696,0.15319936541512427,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,SMOTEENN,0.36085038055052721,0.34563052383845427,0.6785477617653576,0.7891415476820024,0.5679539758487128,0.4320460241512873,0.21085845231799752,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,SMOTEENN,0.50922444973003733,0.50481437148221187,0.7498394771843797,0.6820553499030496,0.8176236044657097,0.1823763955342903,0.31794465009695044,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,SMOTEENN,0.37391108997821948,0.35633521715901573,0.6838392252444967,0.7982548915917503,0.569423558897243,0.4305764411027569,0.20174510840824958,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,SMOTEENN,0.5923373274392677,0.57860991207169488,0.7827209814594657,0.656795346377578,0.9086466165413535,0.09135338345864662,0.34320465362242203,0.0,0.0,0.0,0.0,0.0
0.01,SMOTETomek,0.33714782596656412,0.29788415537331797,0.6565182607015111,0.8673541336153711,0.44568238778765085,0.5543176122123491,0.13264586638462894,0.0,0.0,0.0,0.0,0.0
0.06210526315789474,SMOTETomek,0.4450165925035392,0.42528323512180971,0.7191483016227651,0.8371232152300371,0.6011733880154932,0.3988266119845067,0.16287678476996295,0.0,0.0,0.0,0.0,0.0
0.11421052631578947,SMOTETomek,0.3779402088999983,0.35844431804174537,0.6853826672830818,0.8133262823902697,0.5574390521758943,0.4425609478241057,0.1866737176097303,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,SMOTEENN,0.58261103348851184,0.57148263229263307,0.7798375650438051,0.6624889829014631,0.8971861471861473,0.1028138528138528,0.3375110170985369,0.0,0.0,0.0,0.0,0.0
0.21842105263157896,SMOTETomek,0.38271423070386962,0.34522900710442306,0.6806501163489947,0.8677595628415301,0.4935406698564593,0.5064593301435406,0.13224043715846992,0.0,0.0,0.0,0.0,0.0
0.16631578947368422,SMOTETomek,0.44368088563904151,0.41724567806116236,0.7167315643803995,0.8601092896174863,0.5733538391433127,0.4266461608566871,0.13989071038251366,0.0,0.0,0.0,0.0,0.0
0.27052631578947373,SMOTETomek,0.48226586288151746,0.4641162672594179,0.739011878766673,0.8480169222633527,0.6300068352699931,0.3699931647300068,0.15198307773664727,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,NearMiss,0.52368539927589997,0.51501269612428235,0.7598583708682792,0.7958046888771374,0.7239120528594212,0.2760879471405787,0.20419531112286268,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,None,0.58751835094188332,0.58676407017075771,0.792444851853686,0.7536753040719196,0.8312143996354523,0.16878560036454773,0.24632469592808034,0.0,0.0,0.0,0.0,0.0
0.32263157894736844,SMOTETomek,0.34610968155716265,0.31037467832662941,0.661359365072939,0.8630354309888947,0.4596832991569834,0.5403167008430166,0.13696456901110524,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,NeighbourhoodCleaningRule,0.38829162534421496,0.30973694585564759,0.6658060196643235,0.9478230213291027,0.3837890179995443,0.6162109820004558,0.05217697867089723,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,None,0.51536800025248641,0.51215438444658057,0.7567120622333682,0.7470650449497621,0.7663590795169744,0.23364092048302573,0.25293495505023794,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,OneSidedSelection,0.55555838088142107,0.55527664163104939,0.7784557241861926,0.7654327516305305,0.7914786967418547,0.20852130325814536,0.2345672483694694,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,RandomUnderSampler,0.45087293097586373,0.4195022717125591,0.7179919114164433,0.8728714965626652,0.563112326270221,0.43688767372977894,0.12712850343733473,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,ClusterCentroids,0.55707296565178888,0.55698014647265293,0.7785283511890153,0.7545390445972148,0.8025176577808159,0.19748234221918434,0.24546095540278512,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,ClusterCentroids,0.56673247501422208,0.56639259788785912,0.7842610558654702,0.7774193548387097,0.7911027568922306,0.20889724310776944,0.2225806451612903,0.0,0.0,0.0,0.0,0.0
0.5831578947368421,EditedNearestNeighbours,0.6274610674145692,0.61943766923591681,0.8151274989309725,0.8740349021681649,0.7562200956937799,0.2437799043062201,0.125965097831835,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,TomekLinks,0.61454114629844403,0.61403669575741537,0.808223683457478,0.8036312356777721,0.8128161312371839,0.18718386876281615,0.19636876432222808,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,EditedNearestNeighbours,0.61763949370804749,0.60916278429605708,0.8100591757505393,0.8716904635995064,0.7484278879015721,0.25157211209842784,0.12830953640049356,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,EditedNearestNeighbours,0.47933534197773064,0.43672568308560894,0.727976637786958,0.9097126740701569,0.5462406015037594,0.45375939849624053,0.09028732592984312,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,ADASYN,0.46399099769048097,0.45758937057841265,0.7330221887828556,0.7872906751277983,0.678753702437913,0.32124629756208706,0.21270932487220165,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,RandomOverSampler,0.51655677725685201,0.51272631604905639,0.7594469142424835,0.7927375286444561,0.7261562998405103,0.2738437001594896,0.20726247135554376,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,InstanceHardnessThreshold,0.62974950378491013,0.6226540272549741,0.8158705950733283,0.8621011810329632,0.7696400091136933,0.23035999088630668,0.13789881896703685,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,SMOTE,0.51525210259136134,0.51049728308808362,0.7589263047527958,0.7966860567600916,0.7211665527455001,0.2788334472544999,0.20331394323990834,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,InstanceHardnessThreshold,0.66769704363365223,0.66435251839088261,0.8358712451047333,0.8676185439802574,0.8041239462292094,0.19587605377079062,0.13238145601974263,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,SMOTEENN,0.59608837661332015,0.58265658572099732,0.7846776392449805,0.6590340208002822,0.9103212576896788,0.08967874231032126,0.34096597919971794,0.0,0.0,0.0,0.0,0.0
0.37473684210526315,SMOTETomek,0.57345573664160154,0.57307841978705809,0.786968337265451,0.7698924731182797,0.8040442014126225,0.19595579858737752,0.2301075268817204,0.0,0.0,0.0,0.0,0.0
0.53105263157894744,EditedNearestNeighbours,0.62839418562082994,0.61973866709660486,0.8155930816657527,0.8784064868676186,0.752779676463887,0.247220323536113,0.12159351313238147,0.0,0.0,0.0,0.0,0.0
0.68736842105263163,EditedNearestNeighbours,0.62005098852697293,0.61257945165605676,0.8115823397009904,0.8686761854398025,0.7544884939621782,0.24551150603782182,0.13132381456019743,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,NeighbourhoodCleaningRule,0.59730838086093174,0.58577953386674508,0.7991676826796089,0.8740701568834831,0.7242652084757348,0.2757347915242652,0.12592984311651687,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,NearMiss,0.56334444333700984,0.56312599291457788,0.7815883845713509,0.7600211528291908,0.8031556163135111,0.19684438368648896,0.23997884717080908,0.0,0.0,0.0,0.0,0.0
0.63526315789473686,EditedNearestNeighbours,0.61759312089625296,0.6097965516671614,0.810394020241219,0.8688172043010752,0.7519708361813625,0.24802916381863752,0.13118279569892474,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,OneSidedSelection,0.61164309430682906,0.6114096582678995,0.8061912298413453,0.7925260003525473,0.8198564593301435,0.18014354066985647,0.20747399964745283,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,NeighbourhoodCleaningRule,0.60876230669110198,0.6036925579518968,0.8062275719585972,0.849092191080557,0.763362952836637,0.2366370471633629,0.150907808919443,0.0,0.0,0.0,0.0,0.0
0.73947368421052628,EditedNearestNeighbours,0.6361498334306861,0.62864331161229614,0.8195336214436383,0.8731182795698925,0.7659489633173844,0.23405103668261562,0.1268817204301075,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,RandomUnderSampler,0.56034239798504026,0.55386547832613764,0.7813410202107353,0.8295081967213115,0.7331738437001594,0.26682615629984047,0.17049180327868854,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,OneSidedSelection,0.59043900346991807,0.59042504251578498,0.7953821262930895,0.7753393266349374,0.8154249259512417,0.18457507404875825,0.2246606733650626,0.0,0.0,0.0,0.0,0.0
0.5831578947368421,NeighbourhoodCleaningRule,0.62449537222895035,0.61657709777160186,0.8138364847506487,0.873047770139256,0.7546251993620414,0.2453748006379585,0.12695222986074386,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,TomekLinks,0.5878938520998348,0.58778865863284946,0.7943711376899052,0.7775780010576415,0.8111642743221691,0.18883572567783094,0.22242199894235856,0.0,0.0,0.0,0.0,0.0
0.68736842105263163,NeighbourhoodCleaningRule,0.62829583856284588,0.62237725975726466,0.8159009067787492,0.8642693460250307,0.7675324675324675,0.23246753246753246,0.13573065397496914,0.0,0.0,0.0,0.0,0.0
0.47894736842105268,TomekLinks,0.59773662467740374,0.59768354195967865,0.7987488220816452,0.7733121805041425,0.8241854636591478,0.17581453634085212,0.2266878194958576,0.0,0.0,0.0,0.0,0.0
0.42684210526315791,ADASYN,0.54604486444265199,0.54302204716223201,0.7724459669678017,0.7698748457606204,0.7750170881749829,0.2249829118250171,0.23012515423937954,0.0,0.0,0.0,0.0,0.0
0.63526315789473686,NeighbourhoodCleaningRule,0.59818227139606173,0.59251538489041478,0.8007378579374738,0.8469416534461485,0.7545340624287992,0.24546593757120072,0.15305834655385156,0.0,0.0,0.0,0.0,0.0
