activation,hidden_layer_sizes,max_iter,solver,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
identity,"(50, 50)",1000,lbgfs,NearMiss,0.6788095238095239,0.7366666666666667,0.620952380952381,0.3790476190476191,0.26333333333333336,0.5911111111111113,0.48047619047619045,0.26666666666666666,0.1411111111111111,0.1411111111111111
identity,"(5,)",1000,adam,InstanceHardnessThreshold,0.6876984126984128,0.8811111111111112,0.4942857142857142,0.5057142857142858,0.11888888888888888,0.8266666666666667,0.41904761904761906,0.42476190476190484,0.08,0.08
identity,"(5,)",1000,lbgfs,SMOTETomek,0.7093650793650793,0.6911111111111111,0.7276190476190477,0.2723809523809524,0.3088888888888889,0.49000000000000005,0.5647619047619048,0.1461904761904762,0.17666666666666667,0.17666666666666667
identity,"(50, 50)",1000,lbgfs,NeighbourhoodCleaningRule,0.7154761904761905,0.71,0.7209523809523809,0.27904761904761904,0.29,0.5577777777777778,0.5942857142857143,0.16714285714285715,0.17888888888888888,0.17888888888888888
identity,"(5,)",1000,adam,NearMiss,0.683968253968254,0.7422222222222222,0.6257142857142858,0.3742857142857143,0.25777777777777783,0.5788888888888889,0.4495238095238095,0.2457142857142857,0.11888888888888889,0.11888888888888889
identity,"(50, 50)",1000,lbgfs,OneSidedSelection,0.6832539682539682,0.5322222222222223,0.8342857142857142,0.1657142857142857,0.4677777777777778,0.32555555555555554,0.690952380952381,0.06,0.26666666666666666,0.26666666666666666
identity,"(50, 50)",1000,lbgfs,RandomUnderSampler,0.7077777777777777,0.7288888888888888,0.6866666666666666,0.3133333333333333,0.27111111111111114,0.5344444444444445,0.5042857142857142,0.18523809523809523,0.1411111111111111,0.1411111111111111
identity,"(5,)",1000,adam,NeighbourhoodCleaningRule,0.7147619047619047,0.7066666666666667,0.722857142857143,0.2771428571428572,0.2933333333333333,0.5244444444444445,0.580952380952381,0.15380952380952378,0.1677777777777778,0.1677777777777778
identity,"(50, 50)",1000,lbgfs,TomekLinks,0.6824603174603174,0.5311111111111111,0.8338095238095238,0.1661904761904762,0.4688888888888889,0.3233333333333333,0.6938095238095238,0.06047619047619048,0.27,0.27
identity,"(5,)",1000,sgd,InstanceHardnessThreshold,0.6856349206349206,0.8655555555555555,0.5057142857142857,0.4942857142857144,0.13444444444444445,0.8066666666666666,0.3980952380952381,0.3976190476190476,0.0811111111111111,0.0811111111111111
