activation,hidden_layer_sizes,max_iter,solver,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
logistic,"(5,)",1000,lbgfs,SMOTETomek,0.6579365079365079,0.5777777777777778,0.738095238095238,0.26190476190476186,0.4222222222222222,0.5033333333333333,0.6961904761904761,0.21714285714285717,0.3711111111111111,0.3711111111111111
identity,"(4, 4)",1000,adam,ADASYN,0.7137301587301587,0.7055555555555556,0.7219047619047619,0.2780952380952381,0.29444444444444445,0.43999999999999995,0.501904761904762,0.12476190476190475,0.12222222222222222,0.12222222222222222
logistic,"(5,)",1000,sgd,None,0.5003174603174604,0.0011111111111111111,0.9995238095238096,0.0004761904761904762,0.9988888888888888,0.0,0.22285714285714286,0.0,0.12555555555555556,0.12555555555555556
identity,"(4, 4)",1000,sgd,NeighbourhoodCleaningRule,0.7139682539682539,0.6988888888888889,0.729047619047619,0.27095238095238094,0.3011111111111111,0.5055555555555555,0.5652380952380952,0.15333333333333332,0.15888888888888889,0.15888888888888889
identity,"(4, 4)",1000,adam,RandomOverSampler,0.7183333333333334,0.7166666666666667,0.7200000000000001,0.28,0.2833333333333334,0.47888888888888886,0.5252380952380953,0.13476190476190478,0.13555555555555557,0.13555555555555557
identity,"(50, 5)",1000,sgd,SMOTEENN,0.6968253968253967,0.6155555555555555,0.7780952380952381,0.2219047619047619,0.3844444444444444,0.40222222222222226,0.6295238095238096,0.10523809523809524,0.22333333333333336,0.22333333333333336
identity,"(4, 4)",1000,adam,SMOTE,0.7170634920634922,0.708888888888889,0.7252380952380953,0.27476190476190476,0.29111111111111115,0.47888888888888886,0.5557142857142857,0.14476190476190476,0.15666666666666665,0.15666666666666665
identity,"(4, 4)",1000,sgd,OneSidedSelection,0.6857142857142856,0.52,0.8514285714285714,0.14857142857142858,0.48,0.23444444444444443,0.671904761904762,0.04190476190476191,0.24444444444444444,0.24444444444444444
identity,"(4, 4)",1000,adam,SMOTEENN,0.6989682539682539,0.6122222222222222,0.7857142857142859,0.21428571428571427,0.3877777777777778,0.4155555555555555,0.6385714285714286,0.11666666666666665,0.2422222222222222,0.2422222222222222
logistic,"(5,)",1000,sgd,ClusterCentroids,0.5132539682539683,0.4955555555555556,0.530952380952381,0.4690476190476191,0.5044444444444444,0.0,0.0,0.0,0.0,0.0
identity,"(50, 5)",1000,sgd,SMOTETomek,0.7174603174603176,0.7077777777777777,0.7271428571428572,0.27285714285714285,0.2922222222222222,0.4822222222222223,0.5380952380952381,0.13095238095238093,0.1422222222222222,0.1422222222222222
identity,"(4, 4)",1000,adam,SMOTETomek,0.7123809523809523,0.6933333333333334,0.7314285714285716,0.26857142857142857,0.3066666666666667,0.4911111111111112,0.5623809523809524,0.14095238095238097,0.1688888888888889,0.1688888888888889
identity,"(4, 4)",1000,sgd,RandomUnderSampler,0.7063492063492064,0.7188888888888889,0.6938095238095238,0.3061904761904762,0.2811111111111111,0.46555555555555567,0.4676190476190476,0.13714285714285712,0.12333333333333334,0.12333333333333334
logistic,"(5,)",1000,sgd,EditedNearestNeighbours,0.5554761904761906,0.20333333333333337,0.9076190476190478,0.09238095238095238,0.7966666666666667,0.044444444444444446,0.09714285714285714,0.010476190476190477,0.025555555555555557,0.025555555555555557
logistic,"(50, 50)",1000,lbgfs,None,0.6518253968253968,0.5022222222222222,0.8014285714285713,0.19857142857142854,0.4977777777777778,0.48666666666666675,0.79,0.1923809523809524,0.4911111111111111,0.4911111111111111
logistic,"(5,)",1000,adam,None,0.6707142857142857,0.48666666666666664,0.8547619047619047,0.14523809523809525,0.5133333333333333,0.16888888888888887,0.7223809523809525,0.024761904761904763,0.2866666666666667,0.2866666666666667
identity,"(4, 4)",1000,sgd,TomekLinks,0.6854761904761905,0.5200000000000001,0.850952380952381,0.14904761904761907,0.48,0.22555555555555554,0.6757142857142857,0.039047619047619046,0.2333333333333333,0.2333333333333333
identity,"(4, 4)",1000,sgd,ADASYN,0.7133333333333333,0.7166666666666668,0.71,0.29,0.28333333333333327,0.4255555555555555,0.4685714285714286,0.1123809523809524,0.10111111111111111,0.10111111111111111
logistic,"(5,)",1000,sgd,InstanceHardnessThreshold,0.6649206349206349,0.7755555555555557,0.5542857142857143,0.44571428571428573,0.22444444444444445,0.46444444444444444,0.18428571428571427,0.16380952380952382,0.025555555555555557,0.025555555555555557
logistic,"(50, 50)",1000,lbgfs,ClusterCentroids,0.6505555555555556,0.6244444444444445,0.6766666666666666,0.32333333333333336,0.3755555555555556,0.611111111111111,0.6666666666666666,0.3133333333333333,0.3655555555555556,0.3655555555555556
logistic,"(50, 50)",1000,lbgfs,EditedNearestNeighbours,0.6796031746031747,0.7077777777777778,0.6514285714285715,0.34857142857142853,0.2922222222222222,0.6966666666666667,0.6423809523809524,0.34142857142857147,0.28444444444444444,0.28444444444444444
logistic,"(5,)",1000,sgd,NearMiss,0.5402380952380952,0.5433333333333333,0.537142857142857,0.4628571428571429,0.4566666666666667,0.07777777777777778,0.01619047619047619,0.03238095238095238,0.0033333333333333327,0.0033333333333333327
logistic,"(5,)",1000,adam,ClusterCentroids,0.6961111111111111,0.6822222222222223,0.7100000000000001,0.29,0.31777777777777777,0.48444444444444446,0.5247619047619047,0.15761904761904763,0.16111111111111112,0.16111111111111112
identity,"(4, 4)",1000,sgd,RandomOverSampler,0.7114285714285714,0.7133333333333333,0.7095238095238097,0.2904761904761905,0.2866666666666667,0.4733333333333334,0.4961904761904761,0.12523809523809523,0.12666666666666668,0.12666666666666668
logistic,"(5,)",1000,sgd,NeighbourhoodCleaningRule,0.5393650793650794,0.13444444444444445,0.9442857142857143,0.055714285714285716,0.8655555555555555,0.014444444444444446,0.0938095238095238,0.002380952380952381,0.021111111111111112,0.021111111111111112
logistic,"(50, 50)",1000,lbgfs,InstanceHardnessThreshold,0.6780952380952381,0.8700000000000001,0.48619047619047623,0.5138095238095238,0.13,0.8677777777777779,0.4795238095238095,0.5099999999999999,0.12555555555555556,0.12555555555555556
logistic,"(5,)",1000,sgd,OneSidedSelection,0.5049206349206349,0.012222222222222223,0.9976190476190476,0.0023809523809523807,0.9877777777777778,0.0,0.12285714285714285,0.0,0.06777777777777777,0.06777777777777777
logistic,"(5,)",1000,sgd,RandomUnderSampler,0.545873015873016,0.5455555555555556,0.5461904761904761,0.45380952380952383,0.45444444444444443,0.015555555555555557,0.013809523809523808,0.0038095238095238095,0.0,0.0
identity,"(4, 4)",1000,sgd,SMOTE,0.7157936507936506,0.7111111111111111,0.7204761904761906,0.27952380952380956,0.2888888888888889,0.4877777777777778,0.5257142857142857,0.13333333333333333,0.1433333333333333,0.1433333333333333
logistic,"(50, 50)",1000,lbgfs,NearMiss,0.6309523809523809,0.6733333333333333,0.5885714285714286,0.4114285714285714,0.32666666666666666,0.6666666666666666,0.579047619047619,0.4057142857142857,0.31777777777777777,0.31777777777777777
logistic,"(5,)",1000,sgd,TomekLinks,0.5,0.0,1.0,0.0,1.0,0.0,0.08380952380952379,0.0,0.04777777777777778,0.04777777777777778
logistic,"(5,)",1000,adam,EditedNearestNeighbours,0.7130952380952381,0.7433333333333335,0.6828571428571428,0.3171428571428571,0.2566666666666666,0.6277777777777779,0.5719047619047618,0.22857142857142856,0.1688888888888889,0.1688888888888889
logistic,"(50, 50)",1000,lbgfs,NeighbourhoodCleaningRule,0.6655555555555556,0.6544444444444444,0.6766666666666667,0.3233333333333333,0.34555555555555556,0.6455555555555555,0.6633333333333333,0.3161904761904762,0.3422222222222222,0.3422222222222222
identity,"(4, 4)",1000,sgd,SMOTEENN,0.6976984126984127,0.6077777777777778,0.7876190476190477,0.21238095238095236,0.39222222222222225,0.3955555555555555,0.6390476190476191,0.10904761904761905,0.22333333333333336,0.22333333333333336
logistic,"(50, 50)",1000,lbgfs,OneSidedSelection,0.6416666666666667,0.5233333333333333,0.7599999999999999,0.24,0.4766666666666666,0.5177777777777779,0.7509523809523809,0.22857142857142856,0.46222222222222226,0.46222222222222226
logistic,"(5,)",1000,sgd,ADASYN,0.6034126984126984,0.37444444444444436,0.8323809523809524,0.16761904761904764,0.6255555555555555,0.08444444444444443,0.14666666666666664,0.021428571428571425,0.020000000000000004,0.020000000000000004
logistic,"(50, 50)",1000,lbgfs,RandomUnderSampler,0.6536507936507937,0.6944444444444443,0.6128571428571428,0.3871428571428572,0.3055555555555555,0.6822222222222223,0.6028571428571428,0.37714285714285717,0.29666666666666663,0.29666666666666663
logistic,"(5,)",1000,adam,InstanceHardnessThreshold,0.6861904761904762,0.8766666666666666,0.4957142857142857,0.5042857142857143,0.12333333333333334,0.8333333333333334,0.43047619047619046,0.43190476190476196,0.08888888888888889,0.08888888888888889
identity,"(4, 4)",1000,sgd,SMOTETomek,0.7142857142857144,0.7033333333333333,0.7252380952380952,0.27476190476190476,0.29666666666666663,0.47666666666666674,0.5323809523809523,0.13428571428571429,0.14777777777777779,0.14777777777777779
logistic,"(50, 50)",1000,sgd,None,0.5,0.0,1.0,0.0,1.0,0.0,0.10476190476190476,0.0,0.12666666666666665,0.12666666666666665
logistic,"(5,)",1000,sgd,RandomOverSampler,0.5947619047619047,0.5666666666666668,0.6228571428571429,0.37714285714285717,0.4333333333333333,0.08888888888888889,0.11666666666666665,0.020476190476190478,0.025555555555555554,0.025555555555555554
logistic,"(50, 50)",1000,lbgfs,TomekLinks,0.6371428571428571,0.51,0.7642857142857142,0.23571428571428574,0.49,0.5011111111111112,0.7547619047619047,0.22476190476190475,0.4788888888888889,0.4788888888888889
logistic,"(5,)",1000,adam,NearMiss,0.6791269841269841,0.7377777777777778,0.6204761904761904,0.37952380952380943,0.2622222222222222,0.5955555555555556,0.46380952380952384,0.2561904761904762,0.13333333333333333,0.13333333333333333
logistic,"(50, 50)",1000,lbgfs,ADASYN,0.6603968253968254,0.5522222222222223,0.7685714285714286,0.23142857142857146,0.4477777777777778,0.5455555555555556,0.7633333333333333,0.2233333333333333,0.4377777777777778,0.4377777777777778
logistic,"(50, 50)",1000,sgd,ClusterCentroids,0.5022222222222222,0.5177777777777778,0.48666666666666664,0.5133333333333333,0.4822222222222223,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,sgd,EditedNearestNeighbours,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logistic,"(5,)",1000,adam,NeighbourhoodCleaningRule,0.7098412698412698,0.6977777777777777,0.7219047619047618,0.27809523809523806,0.3022222222222222,0.5455555555555556,0.61,0.17523809523809522,0.1822222222222222,0.1822222222222222
logistic,"(5,)",1000,sgd,SMOTE,0.6536507936507937,0.5877777777777778,0.7195238095238095,0.2804761904761905,0.41222222222222227,0.18333333333333332,0.23238095238095235,0.04190476190476191,0.04777777777777777,0.04777777777777777
logistic,"(50, 50)",1000,lbgfs,RandomOverSampler,0.6403968253968254,0.49222222222222217,0.7885714285714286,0.21142857142857144,0.5077777777777778,0.4766666666666666,0.7842857142857143,0.2042857142857143,0.5,0.5
logistic,"(50, 50)",1000,sgd,InstanceHardnessThreshold,0.4961111111111111,0.40888888888888886,0.5833333333333334,0.4166666666666667,0.5911111111111111,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,sgd,NearMiss,0.4976984126984127,0.5377777777777778,0.4576190476190476,0.5423809523809524,0.46222222222222215,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,sgd,NeighbourhoodCleaningRule,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logistic,"(5,)",1000,adam,OneSidedSelection,0.6833333333333332,0.54,0.8266666666666668,0.17333333333333334,0.45999999999999996,0.2833333333333333,0.6976190476190475,0.05523809523809523,0.26,0.26
logistic,"(50, 50)",1000,sgd,OneSidedSelection,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,sgd,RandomUnderSampler,0.4957142857142857,0.44333333333333336,0.5480952380952381,0.45190476190476186,0.5566666666666666,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,sgd,TomekLinks,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,lbgfs,SMOTE,0.6488095238095238,0.5266666666666667,0.770952380952381,0.22904761904761906,0.47333333333333333,0.5166666666666667,0.7619047619047619,0.22285714285714286,0.46222222222222226,0.46222222222222226
logistic,"(50, 50)",1000,sgd,ADASYN,0.508095238095238,0.10333333333333333,0.9128571428571428,0.08714285714285715,0.8966666666666666,0.0,0.0,0.0,0.0,0.0
logistic,"(5,)",1000,sgd,SMOTEENN,0.5815873015873017,0.25555555555555554,0.9076190476190477,0.09238095238095238,0.7444444444444445,0.08777777777777777,0.24619047619047618,0.014285714285714285,0.08,0.08
logistic,"(50, 50)",1000,sgd,RandomOverSampler,0.5041269841269841,0.4911111111111111,0.5171428571428572,0.48285714285714293,0.5088888888888888,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,sgd,SMOTE,0.4723809523809524,0.39333333333333337,0.5514285714285715,0.44857142857142857,0.6066666666666666,0.0,0.0,0.0,0.0,0.0
logistic,"(5,)",1000,adam,RandomUnderSampler,0.7022222222222222,0.7311111111111112,0.6733333333333332,0.32666666666666666,0.2688888888888889,0.5411111111111112,0.5076190476190475,0.18666666666666668,0.15777777777777777,0.15777777777777777
logistic,"(50, 50)",1000,sgd,SMOTEENN,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logistic,"(50, 50)",1000,lbgfs,SMOTEENN,0.6365079365079366,0.4444444444444445,0.8285714285714286,0.1714285714285714,0.5555555555555555,0.4333333333333334,0.8214285714285715,0.1595238095238095,0.5477777777777778,0.5477777777777778
logistic,"(50, 50)",1000,sgd,SMOTETomek,0.5115079365079365,0.24444444444444446,0.7785714285714286,0.22142857142857145,0.7555555555555555,0.0,0.0,0.0,0.0,0.0
logistic,"(5,)",1000,sgd,SMOTETomek,0.5792063492063493,0.4988888888888889,0.6595238095238095,0.34047619047619043,0.5011111111111112,0.0888888888888889,0.12047619047619047,0.021428571428571425,0.03333333333333333,0.03333333333333333
logistic,"(5,)",1000,adam,TomekLinks,0.6868253968253968,0.5422222222222223,0.8314285714285715,0.16857142857142857,0.4577777777777778,0.2544444444444444,0.7042857142857143,0.04523809523809524,0.26,0.26
logistic,"(100,)",1000,lbgfs,None,0.6548412698412699,0.5077777777777778,0.8019047619047619,0.1980952380952381,0.49222222222222217,0.4933333333333334,0.7895238095238094,0.18761904761904766,0.47222222222222215,0.47222222222222215
logistic,"(50, 50)",1000,lbgfs,SMOTETomek,0.6454761904761904,0.51,0.780952380952381,0.21904761904761907,0.49,0.5022222222222222,0.7723809523809524,0.21095238095238097,0.48,0.48
logistic,"(100,)",1000,sgd,None,0.5016666666666666,0.0033333333333333335,1.0,0.0,0.9966666666666667,0.0,0.7352380952380951,0.0,0.6666666666666666,0.6666666666666666
logistic,"(50, 50)",1000,adam,None,0.6725396825396825,0.5022222222222222,0.8428571428571429,0.15714285714285714,0.4977777777777777,0.2788888888888889,0.7304761904761906,0.058095238095238096,0.3022222222222222,0.3022222222222222
logistic,"(100,)",1000,lbgfs,ClusterCentroids,0.6641269841269841,0.6344444444444445,0.6938095238095238,0.3061904761904762,0.3655555555555556,0.6233333333333333,0.68,0.29095238095238096,0.35666666666666663,0.35666666666666663
logistic,"(100,)",1000,sgd,ClusterCentroids,0.5050793650793651,0.49444444444444446,0.5157142857142857,0.48428571428571426,0.5055555555555555,0.0,0.0,0.0,0.0,0.0
logistic,"(100,)",1000,lbgfs,EditedNearestNeighbours,0.683968253968254,0.7055555555555556,0.6623809523809524,0.33761904761904765,0.29444444444444445,0.6955555555555556,0.6428571428571428,0.3223809523809524,0.27555555555555555,0.27555555555555555
logistic,"(100,)",1000,lbgfs,InstanceHardnessThreshold,0.6838888888888889,0.8711111111111111,0.49666666666666676,0.5033333333333333,0.12888888888888886,0.8677777777777779,0.4914285714285715,0.4961904761904761,0.12666666666666668,0.12666666666666668
logistic,"(50, 50)",1000,adam,ClusterCentroids,0.6048412698412698,0.5644444444444444,0.6452380952380953,0.3547619047619048,0.43555555555555553,0.24777777777777776,0.27619047619047615,0.08047619047619048,0.08222222222222221,0.08222222222222221
logistic,"(100,)",1000,lbgfs,NearMiss,0.6294444444444444,0.6788888888888889,0.5800000000000001,0.4200000000000001,0.3211111111111111,0.668888888888889,0.5666666666666665,0.40190476190476193,0.3077777777777778,0.3077777777777778
logistic,"(5,)",1000,adam,ADASYN,0.6843650793650794,0.6144444444444445,0.7542857142857143,0.2457142857142857,0.3855555555555556,0.43777777777777777,0.6185714285714285,0.13952380952380952,0.23777777777777778,0.23777777777777778
logistic,"(100,)",1000,lbgfs,NeighbourhoodCleaningRule,0.6830158730158731,0.6788888888888889,0.6871428571428572,0.3128571428571429,0.32111111111111107,0.6633333333333334,0.67,0.3009523809523809,0.31111111111111106,0.31111111111111106
logistic,"(50, 50)",1000,adam,EditedNearestNeighbours,0.7181746031746034,0.7544444444444446,0.6819047619047618,0.31809523809523815,0.24555555555555553,0.6355555555555555,0.5723809523809523,0.22714285714285717,0.1677777777777778,0.1677777777777778
logistic,"(100,)",1000,lbgfs,OneSidedSelection,0.6733333333333335,0.5499999999999999,0.7966666666666667,0.20333333333333334,0.44999999999999996,0.5322222222222223,0.781904761904762,0.19000000000000003,0.4266666666666667,0.4266666666666667
logistic,"(100,)",1000,lbgfs,RandomUnderSampler,0.6498412698412699,0.6911111111111111,0.6085714285714285,0.39142857142857146,0.30888888888888894,0.6777777777777777,0.5933333333333334,0.3738095238095238,0.2922222222222222,0.2922222222222222
logistic,"(100,)",1000,lbgfs,TomekLinks,0.6495238095238095,0.5266666666666667,0.7723809523809523,0.2276190476190476,0.47333333333333333,0.4955555555555555,0.7604761904761905,0.21428571428571427,0.4444444444444444,0.4444444444444444
logistic,"(50, 50)",1000,adam,InstanceHardnessThreshold,0.6842063492063493,0.8822222222222224,0.4861904761904761,0.5138095238095238,0.11777777777777777,0.8455555555555555,0.43523809523809526,0.45714285714285713,0.09000000000000001,0.09000000000000001
logistic,"(100,)",1000,lbgfs,ADASYN,0.6505555555555556,0.5077777777777778,0.7933333333333333,0.20666666666666667,0.49222222222222234,0.4911111111111111,0.7838095238095238,0.19619047619047617,0.4722222222222223,0.4722222222222223
logistic,"(50, 50)",1000,adam,NearMiss,0.6455555555555555,0.7144444444444445,0.5766666666666667,0.42333333333333334,0.28555555555555556,0.4733333333333334,0.3861904761904762,0.19952380952380952,0.11666666666666665,0.11666666666666665
logistic,"(5,)",1000,adam,RandomOverSampler,0.6887301587301587,0.648888888888889,0.7285714285714286,0.27142857142857146,0.3511111111111111,0.49,0.5942857142857143,0.15523809523809526,0.20777777777777776,0.20777777777777776
logistic,"(100,)",1000,lbgfs,RandomOverSampler,0.6505555555555556,0.4911111111111111,0.81,0.18999999999999997,0.508888888888889,0.47333333333333333,0.7976190476190476,0.17952380952380953,0.4911111111111111,0.4911111111111111
logistic,"(100,)",1000,sgd,EditedNearestNeighbours,0.6804761904761905,0.6299999999999999,0.730952380952381,0.2690476190476191,0.36999999999999994,0.2777777777777778,0.3514285714285714,0.08380952380952382,0.08444444444444445,0.08444444444444445
logistic,"(50, 50)",1000,adam,NeighbourhoodCleaningRule,0.6565079365079365,0.5177777777777778,0.7952380952380954,0.20476190476190473,0.48222222222222216,0.4155555555555555,0.44523809523809527,0.1323809523809524,0.1411111111111111,0.1411111111111111
logistic,"(100,)",1000,lbgfs,SMOTE,0.655873015873016,0.5122222222222222,0.7995238095238095,0.20047619047619047,0.4877777777777778,0.48666666666666664,0.7842857142857143,0.1876190476190476,0.48,0.48
logistic,"(100,)",1000,lbgfs,SMOTEENN,0.6491269841269842,0.4577777777777778,0.8404761904761905,0.1595238095238095,0.5422222222222222,0.43888888888888894,0.8300000000000001,0.1519047619047619,0.5311111111111111,0.5311111111111111
logistic,"(50, 50)",1000,adam,OneSidedSelection,0.6600793650793652,0.4677777777777778,0.8523809523809524,0.14761904761904762,0.5322222222222223,0.28777777777777774,0.7400000000000001,0.057142857142857134,0.36777777777777776,0.36777777777777776
logistic,"(100,)",1000,lbgfs,SMOTETomek,0.6599206349206349,0.528888888888889,0.790952380952381,0.20904761904761904,0.4711111111111111,0.5077777777777778,0.7790476190476191,0.20047619047619047,0.4511111111111112,0.4511111111111112
logistic,"(50, 50)",1000,adam,RandomUnderSampler,0.6837301587301589,0.7688888888888888,0.5985714285714286,0.4014285714285714,0.23111111111111113,0.47000000000000003,0.4471428571428571,0.15285714285714286,0.12333333333333334,0.12333333333333334
logistic,"(5,)",1000,adam,SMOTE,0.6882539682539682,0.6422222222222222,0.7342857142857143,0.26571428571428574,0.35777777777777775,0.49111111111111105,0.6147619047619047,0.15476190476190477,0.22999999999999998,0.22999999999999998
logistic,"(100,)",1000,adam,None,0.6716666666666667,0.48,0.8633333333333333,0.1366666666666667,0.52,0.22555555555555554,0.7195238095238098,0.032857142857142856,0.2733333333333333,0.2733333333333333
logistic,"(50, 50)",1000,adam,TomekLinks,0.6468253968253969,0.43555555555555553,0.8580952380952381,0.14190476190476192,0.5644444444444444,0.2733333333333333,0.7619047619047619,0.055714285714285716,0.4122222222222222,0.4122222222222222
logistic,"(50, 50)",1000,adam,ADASYN,0.7140476190476189,0.6999999999999998,0.728095238095238,0.2719047619047619,0.3,0.4655555555555555,0.5366666666666666,0.13476190476190478,0.14222222222222222,0.14222222222222222
logistic,"(100,)",1000,adam,ClusterCentroids,0.7038888888888889,0.7111111111111111,0.6966666666666667,0.30333333333333334,0.2888888888888889,0.4777777777777778,0.4919047619047619,0.14428571428571427,0.13333333333333333,0.13333333333333333
logistic,"(100,)",1000,sgd,InstanceHardnessThreshold,0.6918253968253968,0.8355555555555556,0.5480952380952381,0.45190476190476186,0.16444444444444442,0.6533333333333333,0.2942857142857143,0.24952380952380956,0.056666666666666664,0.056666666666666664
logistic,"(5,)",1000,adam,SMOTEENN,0.6728571428571427,0.5466666666666666,0.7990476190476191,0.20095238095238097,0.45333333333333337,0.3866666666666667,0.6838095238095239,0.11857142857142859,0.29444444444444445,0.29444444444444445
logistic,"(50, 50)",1000,adam,RandomOverSampler,0.7152380952380951,0.7166666666666668,0.7138095238095238,0.28619047619047616,0.28333333333333327,0.5022222222222222,0.5423809523809524,0.15047619047619046,0.14222222222222222,0.14222222222222222
logistic,"(100,)",1000,adam,EditedNearestNeighbours,0.7138888888888889,0.7511111111111112,0.6766666666666666,0.3233333333333333,0.24888888888888885,0.6177777777777778,0.5561904761904762,0.2147619047619048,0.14444444444444446,0.14444444444444446
logistic,"(50, 50)",1000,adam,SMOTE,0.7106349206349206,0.7022222222222222,0.7190476190476192,0.28095238095238095,0.29777777777777775,0.5188888888888888,0.5666666666666668,0.16095238095238096,0.1633333333333333,0.1633333333333333
logistic,"(100,)",1000,adam,InstanceHardnessThreshold,0.6881746031746031,0.8811111111111111,0.49523809523809526,0.5047619047619047,0.11888888888888889,0.8388888888888889,0.42142857142857143,0.42857142857142855,0.08444444444444443,0.08444444444444443
logistic,"(100,)",1000,adam,NearMiss,0.684126984126984,0.737777777777778,0.6304761904761905,0.36952380952380953,0.2622222222222222,0.5788888888888889,0.46523809523809523,0.24380952380952378,0.12555555555555556,0.12555555555555556
logistic,"(100,)",1000,sgd,NearMiss,0.6123809523809524,0.6200000000000001,0.6047619047619047,0.3952380952380952,0.38000000000000006,0.18999999999999997,0.07666666666666667,0.08476190476190476,0.03222222222222222,0.03222222222222222
logistic,"(50, 50)",1000,adam,SMOTEENN,0.6921428571428571,0.59,0.7942857142857142,0.20571428571428574,0.41,0.4288888888888889,0.6804761904761903,0.12428571428571429,0.2822222222222222,0.2822222222222222
logistic,"(5,)",1000,adam,SMOTETomek,0.6960317460317459,0.6511111111111111,0.7409523809523809,0.259047619047619,0.34888888888888886,0.48666666666666664,0.6085714285714285,0.15238095238095237,0.23555555555555555,0.23555555555555555
logistic,"(100,)",1000,adam,NeighbourhoodCleaningRule,0.7101587301587302,0.6988888888888889,0.7214285714285714,0.2785714285714285,0.3011111111111111,0.5344444444444445,0.5928571428571429,0.16238095238095238,0.17,0.17
logistic,"(100,)",1000,adam,OneSidedSelection,0.687936507936508,0.5344444444444445,0.8414285714285715,0.15857142857142856,0.46555555555555556,0.3011111111111111,0.6952380952380951,0.0519047619047619,0.2511111111111111,0.2511111111111111
logistic,"(5, 5, 5)",1000,lbgfs,None,0.6362698412698413,0.4911111111111111,0.7814285714285715,0.21857142857142856,0.508888888888889,0.3644444444444445,0.7376190476190475,0.16,0.43444444444444447,0.43444444444444447
logistic,"(50, 50)",1000,adam,SMOTETomek,0.7002380952380952,0.6633333333333333,0.7371428571428572,0.26285714285714284,0.33666666666666667,0.508888888888889,0.6057142857142858,0.15428571428571428,0.21666666666666667,0.21666666666666667
logistic,"(100,)",1000,adam,RandomUnderSampler,0.7114285714285714,0.7366666666666667,0.6861904761904762,0.3138095238095238,0.26333333333333336,0.5166666666666667,0.4828571428571429,0.16285714285714287,0.12555555555555556,0.12555555555555556
logistic,"(5, 5, 5)",1000,sgd,None,0.5,0.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
logistic,"(100,)",1000,adam,TomekLinks,0.6823015873015873,0.5255555555555556,0.8390476190476192,0.16095238095238096,0.47444444444444445,0.29666666666666663,0.6976190476190475,0.0480952380952381,0.2522222222222222,0.2522222222222222
logistic,"(100,)",1000,sgd,NeighbourhoodCleaningRule,0.6243650793650793,0.39444444444444443,0.8542857142857144,0.1457142857142857,0.6055555555555555,0.1177777777777778,0.2690476190476191,0.027142857142857146,0.07555555555555556,0.07555555555555556
logistic,"(5, 5, 5)",1000,sgd,ClusterCentroids,0.5,0.7333333333333334,0.26666666666666666,0.7333333333333334,0.26666666666666666,0.0,0.0,0.0,0.0,0.0
logistic,"(100,)",1000,adam,ADASYN,0.7142063492063492,0.7022222222222223,0.7261904761904763,0.2738095238095238,0.2977777777777778,0.4444444444444445,0.5119047619047618,0.12380952380952381,0.12111111111111111,0.12111111111111111
logistic,"(5, 5, 5)",1000,sgd,EditedNearestNeighbours,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logistic,"(5, 5, 5)",1000,lbgfs,ClusterCentroids,0.6369841269841271,0.6044444444444445,0.6695238095238095,0.3304761904761905,0.3955555555555555,0.4933333333333334,0.5414285714285714,0.25285714285714284,0.28555555555555556,0.28555555555555556
logistic,"(100,)",1000,adam,RandomOverSampler,0.7125396825396825,0.7055555555555556,0.7195238095238096,0.28047619047619043,0.2944444444444444,0.4811111111111111,0.531904761904762,0.13619047619047617,0.13777777777777778,0.13777777777777778
logistic,"(5, 5, 5)",1000,sgd,InstanceHardnessThreshold,0.5,0.5333333333333333,0.4666666666666666,0.5333333333333333,0.4666666666666666,0.0,0.0,0.0,0.0,0.0
logistic,"(5, 5, 5)",1000,sgd,NearMiss,0.5,0.6,0.4000000000000001,0.6,0.4000000000000001,0.0,0.0,0.0,0.0,0.0
logistic,"(5, 5, 5)",1000,lbgfs,EditedNearestNeighbours,0.6723015873015873,0.6988888888888889,0.6457142857142858,0.35428571428571426,0.3011111111111111,0.668888888888889,0.5952380952380952,0.32476190476190475,0.2677777777777778,0.2677777777777778
logistic,"(100,)",1000,sgd,OneSidedSelection,0.5195238095238096,0.056666666666666664,0.9823809523809525,0.017619047619047618,0.9433333333333334,0.0033333333333333327,0.28285714285714286,0.0004761904761904762,0.1844444444444444,0.1844444444444444
