layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
"[(50, 'rbf_linf')]",SMOTE,0.33583770704787047,0.32744300601662318,0.6795238095238094,0.6533333333333333,0.7057142857142856,0.2942857142857143,0.3466666666666667,0.31,0.40904761904761905,0.09238095238095238,0.14444444444444446,0.14444444444444446,0.09228857358296712
"[(20, 'lin')]",RandomOverSampler,0.36641370863714878,0.35189317452583252,0.6980158730158731,0.7088888888888888,0.6871428571428572,0.3128571428571429,0.2911111111111111,0.3611111111111111,0.40523809523809523,0.08666666666666667,0.09888888888888887,0.09888888888888887,0.3193973700205485
"[(20, 'tanh')]",RandomOverSampler,0.27065299969054124,0.26106095262436163,0.6458730158730158,0.6288888888888889,0.6628571428571428,0.3371428571428572,0.3711111111111111,0.21444444444444444,0.24952380952380948,0.08047619047619047,0.08888888888888886,0.08888888888888886,0.29560399055480957
"[(20, 'rbf_linf')]",RandomOverSampler,0.27775879668050418,0.26703672268043338,0.6499206349206349,0.6422222222222222,0.6576190476190477,0.3423809523809524,0.3577777777777778,0.21333333333333335,0.2623809523809524,0.07333333333333333,0.08222222222222222,0.08222222222222222,0.2363605499267578
"[(75, 'sigm')]",ADASYN,0.32414051470823169,0.32055152736270115,0.6703174603174604,0.6044444444444445,0.7361904761904762,0.26380952380952377,0.3955555555555556,0.2911111111111111,0.46380952380952384,0.07952380952380951,0.1288888888888889,0.1288888888888889,0.3038392861684163
"[(20, 'rbf_l2')]",RandomOverSampler,0.30780850649652325,0.29668950356313956,0.6660317460317461,0.6577777777777778,0.6742857142857143,0.3257142857142857,0.3422222222222222,0.25999999999999995,0.28619047619047616,0.07523809523809524,0.08444444444444445,0.08444444444444445,0.20004733403523764
"[(20, 'rbf_l1')]",RandomOverSampler,0.049373224325289213,0.043787481403868678,0.523888888888889,0.42777777777777776,0.62,0.37999999999999995,0.5722222222222223,0.008888888888888889,0.007142857142857143,0.0009523809523809524,0.0011111111111111111,0.0011111111111111111,0.14966042836507162
"[(20, 'sigm')]",SMOTE,0.30114758718074924,0.29040794101181666,0.6623015873015873,0.6522222222222221,0.6723809523809523,0.3276190476190476,0.3477777777777778,0.28777777777777774,0.3057142857142857,0.08714285714285715,0.10666666666666665,0.10666666666666665,0.10620419184366862
"[(75, 'sigm')]",RandomOverSampler,0.3386806096851982,0.32937346701831133,0.6815873015873016,0.6622222222222223,0.7009523809523809,0.29904761904761906,0.3377777777777778,0.37666666666666665,0.46047619047619043,0.11285714285714284,0.12777777777777777,0.12777777777777777,0.12442302703857422
"[(20, 'lin')]",SMOTE,0.35027625331753015,0.33629980294643608,0.6892857142857142,0.6966666666666667,0.6819047619047621,0.31809523809523815,0.3033333333333333,0.3866666666666667,0.41619047619047617,0.09523809523809523,0.11777777777777776,0.11777777777777776,0.06811841328938802
"[(20, 'rbf_linf')]",SMOTE,0.27862744159846087,0.2681009527147728,0.6502380952380953,0.64,0.6604761904761904,0.33952380952380956,0.35999999999999993,0.2288888888888889,0.2980952380952381,0.07666666666666666,0.10777777777777779,0.10777777777777779,0.05731344223022461
"[(20, 'tanh')]",SMOTE,0.26497949675346905,0.25532108617248828,0.6428571428571429,0.6266666666666667,0.659047619047619,0.34095238095238095,0.37333333333333335,0.23777777777777775,0.27571428571428575,0.09476190476190477,0.09777777777777778,0.09777777777777778,0.07957180341084798
"[(50, 'rbf_linf')]",SMOTEENN,0.31759420235738195,0.31719670278112805,0.6593650793650794,0.5277777777777778,0.790952380952381,0.20904761904761904,0.47222222222222215,0.23666666666666666,0.5223809523809524,0.06428571428571428,0.20777777777777776,0.20777777777777776,0.107422669728597
"[(20, 'rbf_l2')]",SMOTE,0.28501912730883611,0.27705447013457896,0.6527777777777778,0.6222222222222223,0.6833333333333335,0.31666666666666665,0.37777777777777777,0.2577777777777778,0.3152380952380952,0.08238095238095237,0.11222222222222222,0.11222222222222222,0.10170102119445801
"[(20, 'rbf_l1')]",SMOTE,0.041262092598376605,0.023746155769608479,0.5161111111111111,0.5955555555555555,0.4366666666666666,0.5633333333333334,0.4044444444444444,0.01,0.006190476190476191,0.0014285714285714286,0.0011111111111111111,0.0011111111111111111,0.09749062856038411
"[(20, 'sigm')]",SMOTEENN,0.29913840284663545,0.29841801105833543,0.6529365079365079,0.5411111111111112,0.7647619047619049,0.23523809523809525,0.4588888888888889,0.20333333333333334,0.4371428571428571,0.06285714285714285,0.17888888888888888,0.17888888888888888,0.0370337168375651
"[(75, 'sigm')]",SMOTE,0.34056181471385566,0.33217709348703689,0.6821428571428573,0.6566666666666666,0.7076190476190476,0.29238095238095235,0.3433333333333333,0.36111111111111116,0.4761904761904761,0.11142857142857143,0.1411111111111111,0.1411111111111111,0.16309452056884766
"[(20, 'lin')]",SMOTEENN,0.36067775506698635,0.35846932813051446,0.6873809523809523,0.61,0.7647619047619049,0.23523809523809525,0.38999999999999996,0.31,0.5066666666666667,0.06428571428571428,0.18666666666666665,0.18666666666666665,0.030599276224772137
"[(20, 'rbf_linf')]",SMOTEENN,0.26392340622488292,0.26345457879701922,0.6343650793650794,0.5077777777777778,0.7609523809523808,0.23904761904761904,0.4922222222222223,0.16222222222222224,0.42095238095238097,0.05095238095238095,0.1922222222222222,0.1922222222222222,0.05273795127868652
"[(20, 'tanh')]",SMOTEENN,0.24764006901495947,0.24700292697580037,0.627063492063492,0.508888888888889,0.7452380952380953,0.25476190476190474,0.49111111111111105,0.15777777777777777,0.4047619047619048,0.05428571428571429,0.1822222222222222,0.1822222222222222,0.03788177172342936
"[(50, 'rbf_linf')]",SMOTETomek,0.33088245857165116,0.3231052043645567,0.6765873015873015,0.6455555555555555,0.7076190476190476,0.2923809523809524,0.3544444444444445,0.31,0.4147619047619047,0.09285714285714286,0.14777777777777776,0.14777777777777776,0.14521018664042154
"[(20, 'rbf_l2')]",SMOTEENN,0.26944113429922228,0.26933495392642087,0.6360317460317461,0.5011111111111112,0.7709523809523811,0.22904761904761903,0.4988888888888889,0.1844444444444444,0.4504761904761905,0.0519047619047619,0.19333333333333333,0.19333333333333333,0.05853843688964844
"[(20, 'rbf_l1')]",SMOTEENN,0.040710464569029416,0.037613416482961161,0.520079365079365,0.34777777777777774,0.6923809523809523,0.3076190476190476,0.6522222222222221,0.008888888888888889,0.007142857142857143,0.0004761904761904762,0.0033333333333333327,0.0033333333333333327,0.043075243631998696
"[(75, 'lin')]",None,0.37186964375701476,0.36432572103900429,0.6687301587301588,0.45888888888888885,0.8785714285714287,0.12142857142857143,0.5411111111111111,0.13888888888888887,0.6428571428571428,0.01761904761904762,0.20666666666666664,0.20666666666666664,0.17619760831197104
"[(75, 'sigm')]",SMOTEENN,0.3124067334249141,0.31209387009369322,0.6584126984126986,0.5377777777777777,0.7790476190476191,0.22095238095238093,0.46222222222222226,0.2644444444444444,0.5633333333333334,0.08380952380952382,0.21777777777777782,0.21777777777777782,0.0541080633799235
"[(20, 'sigm')]",SMOTETomek,0.29610814095200683,0.28595867418138421,0.6594444444444444,0.6455555555555555,0.6733333333333333,0.32666666666666666,0.3544444444444445,0.2911111111111111,0.30952380952380953,0.0842857142857143,0.11333333333333333,0.11333333333333333,0.036185264587402344
"[(20, 'rbf_linf')]",SMOTETomek,0.28613340853153196,0.27584505561728018,0.6541269841269841,0.6411111111111111,0.6671428571428571,0.33285714285714285,0.35888888888888887,0.22777777777777777,0.3019047619047619,0.07666666666666667,0.1111111111111111,0.1111111111111111,0.029756466547648113
"[(20, 'lin')]",SMOTETomek,0.3515765829803405,0.33831739423262741,0.6897619047619047,0.6933333333333334,0.6861904761904762,0.3138095238095238,0.30666666666666664,0.3811111111111111,0.42095238095238097,0.09285714285714286,0.12,0.12,0.08092188835144043
"[(20, 'tanh')]",SMOTETomek,0.26343986343715947,0.25410925540365509,0.6419047619047619,0.6233333333333333,0.6604761904761904,0.33952380952380956,0.3766666666666667,0.23222222222222222,0.28238095238095234,0.09142857142857143,0.09777777777777778,0.09777777777777778,0.05413444836934408
"[(75, 'tanh')]",None,0.27961722630202274,0.27297302456385042,0.6256349206349207,0.39222222222222225,0.859047619047619,0.14095238095238097,0.6077777777777779,0.13444444444444445,0.6033333333333333,0.025714285714285717,0.2522222222222222,0.2522222222222222,0.200593630472819
"[(20, 'rbf_l2')]",SMOTETomek,0.28244278394161659,0.27496324782067588,0.6511904761904762,0.6166666666666668,0.6857142857142856,0.3142857142857143,0.3833333333333333,0.25666666666666665,0.32047619047619047,0.08238095238095239,0.11333333333333334,0.11333333333333334,0.0582116444905599
"[(20, 'rbf_l1')]",SMOTETomek,0.048270571143713796,0.028616610936240423,0.5194444444444445,0.5922222222222223,0.4466666666666666,0.5533333333333333,0.4077777777777778,0.01,0.006190476190476191,0.0014285714285714286,0.0011111111111111111,0.0011111111111111111,0.04002483685811361
"[(75, 'rbf_l1')]",None,0.028721779249320126,0.010454205480383486,0.5038095238095238,0.016666666666666666,0.9909523809523809,0.009047619047619047,0.9833333333333334,0.005555555555555556,0.034761904761904765,0.0,0.03333333333333333,0.03333333333333333,0.28064123789469403
"[(75, 'rbf_l2')]",None,0.35082126471643599,0.34540458129663804,0.6615873015873016,0.4588888888888889,0.8642857142857142,0.1357142857142857,0.5411111111111111,0.16666666666666666,0.6333333333333333,0.02952380952380952,0.23777777777777778,0.23777777777777778,0.21111178398132324
"[(75, 'sigm')]",SMOTETomek,0.34002476086494049,0.33234979818049432,0.6815079365079365,0.6511111111111111,0.7119047619047619,0.28809523809523807,0.34888888888888886,0.35333333333333333,0.48,0.10809523809523809,0.14444444444444446,0.14444444444444446,0.15662837028503418
"[(75, 'rbf_linf')]",None,0.32363062974035722,0.31650471704651273,0.6463492063492063,0.42555555555555563,0.8671428571428571,0.13285714285714287,0.5744444444444444,0.14666666666666667,0.6152380952380953,0.030952380952380957,0.24666666666666667,0.24666666666666667,0.31256262461344403
"[(100, 'sigm')]",None,0.32928144994926617,0.32668819341944033,0.6555555555555556,0.4677777777777778,0.8433333333333334,0.15666666666666668,0.5322222222222223,0.19000000000000003,0.6328571428571429,0.03666666666666667,0.23111111111111113,0.23111111111111113,0.2854920228322347
"[(100, 'lin')]",None,0.37186964375701476,0.36432572103900429,0.6687301587301588,0.45888888888888885,0.8785714285714287,0.12142857142857143,0.5411111111111111,0.13888888888888887,0.6428571428571428,0.01761904761904762,0.20666666666666664,0.20666666666666664,0.2928660710652669
"[(100, 'tanh')]",None,0.31762626955709333,0.31355779882205354,0.6473809523809523,0.44333333333333336,0.8514285714285714,0.14857142857142855,0.5566666666666666,0.18000000000000002,0.6223809523809524,0.030952380952380953,0.23777777777777775,0.23777777777777775,0.39279818534851074
"[(75, 'lin')]",ClusterCentroids,0.35837011890656312,0.34505683294734552,0.6934126984126984,0.6977777777777779,0.6890476190476189,0.3109523809523809,0.3022222222222222,0.42444444444444446,0.4309523809523809,0.11714285714285715,0.11555555555555556,0.11555555555555556,0.0935057799021403
"[(75, 'tanh')]",ClusterCentroids,0.28926387263137343,0.27667062929311698,0.6565873015873015,0.6588888888888889,0.6542857142857142,0.3457142857142857,0.34111111111111114,0.3833333333333333,0.3961904761904762,0.14857142857142858,0.1288888888888889,0.1288888888888889,0.10710899035135905
"[(75, 'lin')]",EditedNearestNeighbours,0.3999070049100717,0.38074878550341223,0.7169047619047619,0.75,0.6838095238095239,0.3161904761904762,0.25,0.5055555555555556,0.44857142857142857,0.14142857142857143,0.09000000000000001,0.09000000000000001,0.09407687187194824
"[(75, 'rbf_l1')]",ClusterCentroids,0.046180489934283593,0.044874992494835252,0.5243650793650794,0.4344444444444446,0.6142857142857143,0.3857142857142857,0.5655555555555556,0.022222222222222223,0.026666666666666672,0.0023809523809523807,0.006666666666666665,0.006666666666666665,0.13737861315409342
"[(75, 'rbf_l2')]",ClusterCentroids,0.27881054100870534,0.25774754948174722,0.651984126984127,0.7011111111111111,0.6028571428571429,0.3971428571428571,0.2988888888888889,0.45888888888888885,0.35047619047619044,0.18523809523809528,0.10777777777777779,0.10777777777777779,0.17676631609598795
"[(75, 'rbf_linf')]",ClusterCentroids,0.24477721900790869,0.22111220246814148,0.6334126984126984,0.7044444444444445,0.5623809523809523,0.4376190476190476,0.29555555555555557,0.4566666666666667,0.2938095238095238,0.19666666666666666,0.11222222222222222,0.11222222222222222,0.19517302513122559
"[(100, 'lin')]",ClusterCentroids,0.35837011890656312,0.34505683294734552,0.6934126984126984,0.6977777777777779,0.6890476190476189,0.3109523809523809,0.3022222222222222,0.42444444444444446,0.4309523809523809,0.11714285714285715,0.11555555555555556,0.11555555555555556,0.10268553098042806
"[(100, 'sigm')]",ClusterCentroids,0.2868015781389131,0.27139262618555887,0.6557936507936507,0.6744444444444445,0.6371428571428571,0.3628571428571428,0.32555555555555554,0.4544444444444445,0.4128571428571428,0.16952380952380952,0.14666666666666664,0.14666666666666664,0.10698978106180827
"[(75, 'tanh')]",EditedNearestNeighbours,0.34540037555875686,0.32780297378632212,0.6874603174603174,0.7144444444444445,0.6604761904761904,0.3395238095238095,0.28555555555555556,0.4488888888888889,0.43238095238095237,0.16476190476190475,0.12222222222222222,0.12222222222222222,0.06376322110493977
"[(75, 'rbf_l1')]",EditedNearestNeighbours,0.038230743919168891,0.038044744373789206,0.5188888888888888,0.3377777777777778,0.7000000000000001,0.3,0.6622222222222222,0.013333333333333334,0.025714285714285714,0.0019047619047619048,0.012222222222222223,0.012222222222222223,0.0464935302734375
"[(75, 'rbf_l2')]",EditedNearestNeighbours,0.36734106543517964,0.34965828460491205,0.699206349206349,0.7255555555555556,0.6728571428571429,0.3271428571428571,0.27444444444444444,0.51,0.449047619047619,0.16857142857142857,0.12333333333333334,0.12333333333333334,0.029093503952026367
"[(75, 'rbf_linf')]",EditedNearestNeighbours,0.36100525997165978,0.34236669909248946,0.6959523809523809,0.7266666666666667,0.6652380952380952,0.3347619047619048,0.2733333333333334,0.4777777777777778,0.42857142857142855,0.16,0.12111111111111111,0.12111111111111111,0.05341386795043945
"[(100, 'tanh')]",ClusterCentroids,0.28159306260912192,0.26692450728732098,0.6529365079365079,0.6677777777777777,0.638095238095238,0.3619047619047619,0.33222222222222225,0.41888888888888887,0.4114285714285714,0.1595238095238095,0.15333333333333335,0.15333333333333335,0.10957972208658855
"[(100, 'lin')]",EditedNearestNeighbours,0.3999070049100717,0.38074878550341223,0.7169047619047619,0.75,0.6838095238095239,0.3161904761904762,0.25,0.5055555555555556,0.44857142857142857,0.14142857142857143,0.09000000000000001,0.09000000000000001,0.02039480209350586
"[(100, 'sigm')]",EditedNearestNeighbours,0.36720488074645136,0.34727352000024264,0.6995238095238095,0.7366666666666667,0.6623809523809524,0.33761904761904765,0.26333333333333336,0.48888888888888893,0.45714285714285713,0.17190476190476192,0.10888888888888888,0.10888888888888888,0.14701326688130698
"[(100, 'tanh')]",EditedNearestNeighbours,0.3442089696188248,0.32576171068035709,0.686984126984127,0.7177777777777777,0.6561904761904762,0.3438095238095238,0.2822222222222222,0.4877777777777778,0.4490476190476191,0.17380952380952383,0.1311111111111111,0.1311111111111111,0.08444046974182129
"[(75, 'lin')]",InstanceHardnessThreshold,0.38932579318044463,0.33664593049781527,0.7106349206349206,0.8588888888888889,0.5623809523809524,0.43761904761904763,0.1411111111111111,0.6722222222222222,0.3633333333333333,0.2595238095238095,0.05555555555555555,0.05555555555555555,0.108946959177653
"[(75, 'tanh')]",InstanceHardnessThreshold,0.34533019285856464,0.30199402328585423,0.6873015873015872,0.8155555555555555,0.559047619047619,0.440952380952381,0.1844444444444444,0.6344444444444445,0.33619047619047615,0.2680952380952381,0.06666666666666667,0.06666666666666667,0.1529101530710856
"[(75, 'rbf_l1')]",InstanceHardnessThreshold,0.060004397742657735,0.052568299254390626,0.5322222222222223,0.6011111111111112,0.4633333333333333,0.5366666666666666,0.39888888888888885,0.032222222222222215,0.02666666666666667,0.007619047619047619,0.01,0.01,0.11316935221354167
"[(75, 'rbf_l2')]",InstanceHardnessThreshold,0.35997101286195665,0.31388820512586063,0.6951587301587302,0.8288888888888888,0.5614285714285714,0.43857142857142856,0.1711111111111111,0.6722222222222222,0.35761904761904756,0.27190476190476187,0.06444444444444443,0.06444444444444443,0.16740051905314127
"[(100, 'lin')]",InstanceHardnessThreshold,0.38932579318044463,0.33664593049781527,0.7106349206349206,0.8588888888888889,0.5623809523809524,0.43761904761904763,0.1411111111111111,0.6722222222222222,0.3633333333333333,0.2595238095238095,0.05555555555555555,0.05555555555555555,0.17020797729492188
"[(75, 'lin')]",NearMiss,0.33881963384471137,0.31931515922339543,0.6842857142857145,0.7200000000000001,0.6485714285714286,0.3514285714285714,0.28,0.4411111111111112,0.40523809523809523,0.18285714285714286,0.08666666666666667,0.08666666666666667,0.07145937283833821
"[(75, 'rbf_linf')]",InstanceHardnessThreshold,0.34321653521334922,0.29702820115592088,0.6856349206349206,0.8222222222222223,0.5490476190476191,0.45095238095238094,0.17777777777777778,0.638888888888889,0.3552380952380953,0.2652380952380952,0.06666666666666667,0.06666666666666667,0.16432547569274902
"[(100, 'sigm')]",InstanceHardnessThreshold,0.36600522072416042,0.31696048658020787,0.6980952380952381,0.84,0.5561904761904762,0.4438095238095238,0.16,0.6577777777777777,0.3557142857142857,0.26904761904761904,0.06999999999999999,0.06999999999999999,0.14953533808390299
"[(75, 'tanh')]",NearMiss,0.26520985875698061,0.24706987355565144,0.6445238095238094,0.68,0.6090476190476191,0.39095238095238094,0.31999999999999995,0.42,0.3623809523809524,0.19619047619047617,0.12333333333333331,0.12333333333333331,0.021883010864257812
"[(75, 'rbf_l1')]",NearMiss,0.028312778578899803,0.027933697469499436,0.5149206349206349,0.34888888888888886,0.6809523809523809,0.319047619047619,0.6511111111111111,0.02444444444444444,0.031428571428571424,0.0047619047619047615,0.015555555555555553,0.015555555555555553,0.055152336756388344
"[(75, 'rbf_l2')]",NearMiss,0.30219281987594809,0.27999328513848026,0.6647619047619048,0.7166666666666668,0.6128571428571429,0.3871428571428572,0.2833333333333333,0.4522222222222223,0.3709523809523809,0.2038095238095238,0.10222222222222221,0.10222222222222221,0.058397531509399414
"[(100, 'lin')]",NearMiss,0.33881963384471137,0.31931515922339543,0.6842857142857145,0.7200000000000001,0.6485714285714286,0.3514285714285714,0.28,0.4411111111111112,0.40523809523809523,0.18285714285714286,0.08666666666666667,0.08666666666666667,0.10243288675944011
"[(75, 'rbf_linf')]",NearMiss,0.26688621943466778,0.24636102406866398,0.6455555555555555,0.6944444444444445,0.5966666666666667,0.4033333333333333,0.3055555555555555,0.4366666666666667,0.37000000000000005,0.2276190476190476,0.11333333333333333,0.11333333333333333,0.048390865325927734
"[(100, 'tanh')]",InstanceHardnessThreshold,0.34081042592808358,0.29681717861637097,0.6846825396825397,0.8155555555555557,0.5538095238095239,0.4461904761904762,0.1844444444444444,0.6499999999999999,0.3519047619047619,0.2652380952380953,0.0811111111111111,0.0811111111111111,0.13214906056722006
"[(75, 'lin')]",NeighbourhoodCleaningRule,0.40236018234757442,0.39155746642024464,0.7155555555555556,0.7077777777777777,0.7233333333333333,0.27666666666666667,0.2922222222222222,0.4466666666666666,0.489047619047619,0.11238095238095237,0.10444444444444445,0.10444444444444445,0.03334760665893555
"[(100, 'sigm')]",NearMiss,0.30886156636160816,0.28885434296855278,0.6682539682539682,0.708888888888889,0.6276190476190476,0.3723809523809524,0.29111111111111115,0.4955555555555555,0.4042857142857143,0.1980952380952381,0.11666666666666665,0.11666666666666665,0.043673038482666016
"[(75, 'tanh')]",NeighbourhoodCleaningRule,0.34099153339494298,0.33060143268993541,0.683095238095238,0.6699999999999999,0.6961904761904761,0.3038095238095238,0.33,0.39444444444444443,0.46428571428571425,0.1280952380952381,0.13777777777777778,0.13777777777777778,0.0313874880472819
"[(100, 'tanh')]",NearMiss,0.2782149066982888,0.25867458045760605,0.6516666666666667,0.6933333333333334,0.61,0.38999999999999996,0.30666666666666664,0.47444444444444445,0.3890476190476191,0.20809523809523808,0.12333333333333334,0.12333333333333334,0.056572914123535156
"[(75, 'rbf_l1')]",NeighbourhoodCleaningRule,0.037647517098222151,0.035300806220763072,0.5165873015873016,0.28555555555555556,0.7476190476190476,0.2523809523809524,0.7144444444444445,0.012222222222222223,0.029047619047619044,0.0004761904761904762,0.016666666666666666,0.016666666666666666,0.04265292485555013
"[(100, 'lin')]",NeighbourhoodCleaningRule,0.40236018234757442,0.39155746642024464,0.7155555555555556,0.7077777777777777,0.7233333333333333,0.27666666666666667,0.2922222222222222,0.4466666666666666,0.489047619047619,0.11238095238095237,0.10444444444444445,0.10444444444444445,0.07081143061319987
"[(75, 'rbf_l2')]",NeighbourhoodCleaningRule,0.36585332357567557,0.35505507602461789,0.6964285714285715,0.6866666666666666,0.7061904761904763,0.2938095238095238,0.31333333333333335,0.4322222222222223,0.48571428571428577,0.13523809523809524,0.1466666666666667,0.1466666666666667,0.06558505694071452
"[(75, 'rbf_linf')]",NeighbourhoodCleaningRule,0.3532034510804451,0.34194861438435503,0.6899206349206347,0.6822222222222222,0.6976190476190477,0.30238095238095236,0.3177777777777777,0.4177777777777778,0.4619047619047619,0.13095238095238093,0.14333333333333334,0.14333333333333334,0.05215080579121908
"[(75, 'lin')]",OneSidedSelection,0.37352804466207506,0.37169791707272704,0.6788888888888889,0.5111111111111112,0.8466666666666667,0.15333333333333332,0.4888888888888889,0.19000000000000003,0.6004761904761905,0.025714285714285717,0.18666666666666668,0.18666666666666668,0.03232105573018392
"[(100, 'sigm')]",NeighbourhoodCleaningRule,0.37039472326929973,0.35897926659711227,0.6990476190476191,0.6933333333333334,0.7047619047619048,0.29523809523809524,0.3066666666666667,0.44111111111111106,0.48380952380952386,0.13952380952380952,0.1277777777777778,0.1277777777777778,0.10482589403788249
"[(75, 'lin')]",RandomUnderSampler,0.37794988323309381,0.36463767149035897,0.7037301587301589,0.708888888888889,0.6985714285714285,0.30142857142857143,0.2911111111111111,0.4322222222222223,0.4357142857142857,0.12380952380952381,0.10555555555555556,0.10555555555555556,0.16440391540527344
"[(75, 'tanh')]",OneSidedSelection,0.30319561494929798,0.30179103788364542,0.6453174603174602,0.46444444444444444,0.8261904761904763,0.17380952380952377,0.5355555555555555,0.17444444444444443,0.5738095238095239,0.039523809523809524,0.22444444444444445,0.22444444444444445,0.07782284418741862
"[(100, 'tanh')]",NeighbourhoodCleaningRule,0.34406350408204051,0.33251868581289118,0.6852380952380953,0.68,0.6904761904761904,0.3095238095238095,0.32,0.42888888888888893,0.47,0.13476190476190475,0.14222222222222222,0.14222222222222222,0.07755303382873535
"[(75, 'rbf_l1')]",OneSidedSelection,0.050182025326094344,0.022930980782362848,0.5085714285714286,0.03666666666666666,0.9804761904761904,0.019523809523809523,0.9633333333333334,0.006666666666666665,0.03238095238095238,0.0,0.024444444444444446,0.024444444444444446,0.058918396631876625
"[(75, 'rbf_l2')]",OneSidedSelection,0.35044593487014603,0.34960540911939847,0.6703968253968254,0.5122222222222222,0.8285714285714286,0.1714285714285714,0.4877777777777778,0.2088888888888889,0.5961904761904762,0.04428571428571429,0.22444444444444445,0.22444444444444445,0.06444938977559407
"[(100, 'lin')]",OneSidedSelection,0.37352804466207506,0.37169791707272704,0.6788888888888889,0.5111111111111112,0.8466666666666667,0.15333333333333332,0.4888888888888889,0.19000000000000003,0.6004761904761905,0.025714285714285717,0.18666666666666668,0.18666666666666668,0.11069385210673015
"[(75, 'rbf_linf')]",OneSidedSelection,0.32480643103290729,0.32293581681124944,0.6553174603174603,0.4777777777777777,0.8328571428571429,0.16714285714285715,0.5222222222222221,0.19444444444444445,0.580952380952381,0.043333333333333335,0.2111111111111111,0.2111111111111111,0.047112067540486656
"[(75, 'tanh')]",RandomUnderSampler,0.31507839686346528,0.29871491329734973,0.6711111111111111,0.6922222222222222,0.65,0.35000000000000003,0.30777777777777776,0.41,0.3976190476190477,0.15761904761904763,0.12666666666666668,0.12666666666666668,0.15797185897827148
"[(100, 'sigm')]",OneSidedSelection,0.3331440338071594,0.33257768196511756,0.6628571428571429,0.5066666666666667,0.8190476190476191,0.18095238095238098,0.49333333333333335,0.23555555555555555,0.5947619047619048,0.04857142857142857,0.21000000000000005,0.21000000000000005,0.06317838033040364
"[(75, 'lin')]",TomekLinks,0.37280666999929751,0.3708759720108028,0.6782539682539682,0.508888888888889,0.8476190476190476,0.15238095238095237,0.49111111111111105,0.1877777777777778,0.6014285714285713,0.024761904761904763,0.18555555555555556,0.18555555555555556,0.12242062886555989
"[(75, 'rbf_l1')]",RandomUnderSampler,0.061135288153192857,0.05754476658230042,0.5328571428571428,0.5133333333333333,0.5523809523809524,0.4476190476190476,0.48666666666666664,0.025555555555555554,0.02666666666666667,0.0033333333333333335,0.0033333333333333327,0.0033333333333333327,0.2297687530517578
"[(75, 'rbf_l2')]",RandomUnderSampler,0.32803413420622524,0.31309811545978194,0.6776984126984127,0.6911111111111111,0.6642857142857144,0.3357142857142857,0.3088888888888888,0.43444444444444447,0.41904761904761906,0.13999999999999999,0.12666666666666668,0.12666666666666668,0.18402433395385742
"[(100, 'lin')]",RandomUnderSampler,0.37794988323309381,0.36463767149035897,0.7037301587301589,0.708888888888889,0.6985714285714285,0.30142857142857143,0.2911111111111111,0.4322222222222223,0.4357142857142857,0.12380952380952381,0.10555555555555556,0.10555555555555556,0.32401498158772785
"[(75, 'rbf_linf')]",RandomUnderSampler,0.31249270574683813,0.29576139659981832,0.6696825396825398,0.6922222222222222,0.6471428571428571,0.3528571428571429,0.30777777777777776,0.4222222222222222,0.4142857142857143,0.15714285714285717,0.10666666666666667,0.10666666666666667,0.31130750974019367
"[(100, 'sigm')]",RandomUnderSampler,0.292848685546029,0.28057918701215756,0.6584126984126983,0.6577777777777777,0.6590476190476191,0.34095238095238095,0.3422222222222222,0.4522222222222223,0.4447619047619047,0.17047619047619045,0.14,0.14,0.24166393280029297
"[(100, 'tanh')]",OneSidedSelection,0.32901172600385548,0.32834467315974847,0.6606349206349207,0.5022222222222222,0.8190476190476191,0.18095238095238095,0.4977777777777777,0.2388888888888889,0.5823809523809524,0.05000000000000001,0.22888888888888884,0.22888888888888884,0.049204349517822266
"[(75, 'lin')]",ADASYN,0.39735685446821911,0.38671627997470687,0.7129365079365079,0.7044444444444444,0.7214285714285715,0.2785714285714286,0.2955555555555555,0.36000000000000004,0.43047619047619046,0.08285714285714285,0.08555555555555557,0.08555555555555557,0.2408135732014974
"[(75, 'tanh')]",TomekLinks,0.30530052876910901,0.30372825929472075,0.645952380952381,0.4633333333333334,0.8285714285714286,0.17142857142857146,0.5366666666666666,0.17444444444444443,0.5752380952380952,0.03714285714285715,0.22555555555555554,0.22555555555555554,0.0603636900583903
"[(75, 'rbf_l1')]",TomekLinks,0.037632203134613781,0.018041938997821361,0.5067460317460317,0.031111111111111107,0.9823809523809524,0.01761904761904762,0.9688888888888888,0.006666666666666665,0.03238095238095238,0.0,0.024444444444444446,0.024444444444444446,0.0587010383605957
"[(75, 'rbf_l2')]",TomekLinks,0.3449707438586273,0.34405717630687976,0.6673015873015874,0.5055555555555556,0.829047619047619,0.17095238095238097,0.49444444444444446,0.20666666666666664,0.5985714285714285,0.04428571428571429,0.22444444444444445,0.22444444444444445,0.07584452629089355
"[(100, 'lin')]",TomekLinks,0.37280666999929751,0.3708759720108028,0.6782539682539682,0.508888888888889,0.8476190476190476,0.15238095238095237,0.49111111111111105,0.1877777777777778,0.6014285714285713,0.024761904761904763,0.18555555555555556,0.18555555555555556,0.10512820879618327
