layers,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
"[(50, 'sigm')]",None,0.6466666666666666,0.4166666666666667,0.8766666666666666,0.12333333333333334,0.5833333333333334,0.10777777777777776,0.6166666666666667,0.01904761904761905,0.2288888888888889,0.2288888888888889
"[(20, 'sigm'), (2, 'rbf_l2')]",None,0.6096031746031746,0.2911111111111111,0.9280952380952381,0.0719047619047619,0.708888888888889,0.04111111111111111,0.6152380952380953,0.009523809523809525,0.2922222222222222,0.2922222222222222
"[(20, 'sigm'), (20, 'sigm')]",None,0.6430158730158729,0.39888888888888885,0.8871428571428571,0.11285714285714284,0.6011111111111112,0.09444444444444444,0.6390476190476191,0.01619047619047619,0.25222222222222224,0.25222222222222224
"[(20, 'lin'), (20, 'lin')]",None,0.6477777777777778,0.3888888888888889,0.9066666666666666,0.09333333333333332,0.6111111111111112,0.08444444444444443,0.6257142857142858,0.016190476190476193,0.24222222222222223,0.24222222222222223
"[(20, 'sigm'), (2, 'rbf_l2')]",ClusterCentroids,0.6467460317460317,0.681111111111111,0.6123809523809524,0.3876190476190476,0.3188888888888889,0.31777777777777777,0.2642857142857143,0.11904761904761905,0.10333333333333332,0.10333333333333332
"[(50, 'sigm')]",ClusterCentroids,0.6781746031746033,0.6711111111111111,0.6852380952380952,0.31476190476190474,0.32888888888888884,0.3755555555555555,0.3976190476190476,0.12047619047619047,0.12,0.12
"[(20, 'sigm'), (2, 'rbf_l2')]",EditedNearestNeighbours,0.6765873015873017,0.668888888888889,0.6842857142857142,0.31571428571428567,0.33111111111111113,0.35555555555555557,0.39285714285714296,0.11571428571428571,0.12444444444444445,0.12444444444444445
"[(50, 'sigm')]",EditedNearestNeighbours,0.685079365079365,0.6977777777777777,0.6723809523809524,0.32761904761904764,0.3022222222222222,0.4666666666666666,0.43476190476190485,0.15142857142857144,0.12333333333333334,0.12333333333333334
"[(20, 'sigm'), (20, 'sigm')]",ClusterCentroids,0.6784920634920635,0.6922222222222221,0.6647619047619048,0.3352380952380953,0.30777777777777776,0.3855555555555556,0.3857142857142857,0.11333333333333333,0.11888888888888889,0.11888888888888889
"[(20, 'sigm'), (20, 'sigm')]",EditedNearestNeighbours,0.689047619047619,0.71,0.6680952380952382,0.3319047619047619,0.29,0.44222222222222224,0.40619047619047616,0.1457142857142857,0.10777777777777779,0.10777777777777779
"[(20, 'lin'), (20, 'lin')]",ClusterCentroids,0.6798412698412699,0.6877777777777778,0.6719047619047619,0.32809523809523805,0.3122222222222222,0.3788888888888889,0.37047619047619046,0.09428571428571429,0.11222222222222222,0.11222222222222222
"[(20, 'lin'), (20, 'lin')]",EditedNearestNeighbours,0.6892857142857144,0.71,0.6685714285714286,0.33142857142857146,0.29,0.4677777777777778,0.42857142857142855,0.1304761904761905,0.11555555555555556,0.11555555555555556
"[(20, 'sigm'), (2, 'rbf_l2')]",InstanceHardnessThreshold,0.6556349206349207,0.7722222222222221,0.539047619047619,0.46095238095238095,0.22777777777777777,0.5544444444444445,0.2919047619047619,0.23476190476190475,0.07666666666666667,0.07666666666666667
"[(50, 'sigm')]",InstanceHardnessThreshold,0.6923809523809524,0.8233333333333333,0.5614285714285714,0.4385714285714286,0.17666666666666667,0.6477777777777778,0.3357142857142857,0.2509523809523809,0.06888888888888887,0.06888888888888887
"[(20, 'sigm'), (2, 'rbf_l2')]",NearMiss,0.6287301587301587,0.6555555555555556,0.6019047619047618,0.3980952380952381,0.3444444444444445,0.3644444444444444,0.3009523809523809,0.17761904761904765,0.10666666666666667,0.10666666666666667
"[(50, 'sigm')]",NearMiss,0.6434920634920634,0.6888888888888888,0.5980952380952381,0.401904761904762,0.3111111111111111,0.4144444444444444,0.3466666666666667,0.18904761904761905,0.11222222222222221,0.11222222222222221
"[(20, 'sigm'), (20, 'sigm')]",InstanceHardnessThreshold,0.6922222222222224,0.8311111111111112,0.5533333333333333,0.4466666666666667,0.16888888888888887,0.6288888888888889,0.3342857142857143,0.2604761904761905,0.04888888888888889,0.04888888888888889
"[(20, 'sigm'), (20, 'sigm')]",NearMiss,0.6726190476190476,0.7266666666666666,0.6185714285714284,0.3814285714285714,0.2733333333333334,0.43111111111111117,0.3271428571428571,0.17047619047619048,0.08555555555555557,0.08555555555555557
"[(20, 'sigm'), (2, 'rbf_l2')]",NeighbourhoodCleaningRule,0.6576984126984127,0.5977777777777779,0.7176190476190477,0.2823809523809524,0.40222222222222226,0.3277777777777778,0.4114285714285715,0.08904761904761904,0.1511111111111111,0.1511111111111111
"[(50, 'sigm')]",NeighbourhoodCleaningRule,0.7024603174603175,0.6844444444444444,0.7204761904761905,0.2795238095238095,0.31555555555555553,0.3855555555555556,0.45142857142857146,0.11666666666666665,0.1322222222222222,0.1322222222222222
"[(20, 'lin'), (20, 'lin')]",InstanceHardnessThreshold,0.6851587301587302,0.8188888888888889,0.5514285714285715,0.44857142857142857,0.1811111111111111,0.6522222222222221,0.3609523809523809,0.25047619047619046,0.08444444444444443,0.08444444444444443
"[(20, 'sigm'), (20, 'sigm')]",NeighbourhoodCleaningRule,0.6949206349206349,0.6722222222222222,0.7176190476190477,0.2823809523809524,0.3277777777777778,0.36777777777777776,0.4566666666666667,0.11476190476190477,0.13444444444444445,0.13444444444444445
"[(20, 'sigm'), (2, 'rbf_l2')]",OneSidedSelection,0.6166666666666667,0.35333333333333333,0.8799999999999999,0.12000000000000001,0.6466666666666666,0.07111111111111111,0.5395238095238095,0.012380952380952381,0.2333333333333333,0.2333333333333333
"[(50, 'sigm')]",OneSidedSelection,0.6676984126984126,0.47777777777777786,0.8576190476190476,0.1423809523809524,0.5222222222222223,0.17,0.5914285714285714,0.02619047619047619,0.21222222222222223,0.21222222222222223
"[(20, 'sigm'), (2, 'rbf_l2')]",RandomUnderSampler,0.6533333333333333,0.6533333333333333,0.6533333333333333,0.3466666666666667,0.3466666666666667,0.2911111111111111,0.29333333333333333,0.09523809523809523,0.09444444444444444,0.09444444444444444
"[(50, 'sigm')]",RandomUnderSampler,0.6753174603174603,0.6944444444444445,0.6561904761904762,0.34380952380952384,0.3055555555555555,0.3955555555555556,0.39285714285714285,0.1328571428571428,0.10222222222222221,0.10222222222222221
"[(20, 'lin'), (20, 'lin')]",NearMiss,0.6876190476190477,0.7200000000000001,0.6552380952380952,0.34476190476190477,0.27999999999999997,0.38222222222222224,0.36714285714285716,0.13999999999999999,0.07999999999999999,0.07999999999999999
"[(20, 'sigm'), (2, 'rbf_l2')]",TomekLinks,0.6341269841269841,0.37777777777777777,0.8904761904761905,0.10952380952380954,0.6222222222222221,0.058888888888888886,0.5657142857142856,0.015238095238095238,0.22,0.22
"[(50, 'sigm')]",TomekLinks,0.6625396825396827,0.47222222222222227,0.8528571428571429,0.14714285714285713,0.5277777777777778,0.15555555555555553,0.5957142857142858,0.027142857142857146,0.20222222222222222,0.20222222222222222
"[(20, 'sigm'), (20, 'sigm')]",OneSidedSelection,0.6573015873015874,0.4588888888888889,0.8557142857142858,0.14428571428571427,0.5411111111111111,0.12888888888888891,0.5838095238095239,0.02238095238095238,0.20888888888888887,0.20888888888888887
"[(20, 'lin'), (20, 'lin')]",NeighbourhoodCleaningRule,0.6984126984126985,0.6677777777777777,0.729047619047619,0.27095238095238094,0.3322222222222222,0.3755555555555556,0.46714285714285714,0.09523809523809523,0.13666666666666666,0.13666666666666666
"[(20, 'sigm'), (20, 'sigm')]",RandomUnderSampler,0.6726190476190478,0.6866666666666666,0.6585714285714285,0.34142857142857147,0.31333333333333335,0.37777777777777777,0.37857142857142856,0.1280952380952381,0.09999999999999999,0.09999999999999999
"[(20, 'sigm'), (2, 'rbf_l2')]",ADASYN,0.6514285714285714,0.5633333333333334,0.7395238095238096,0.2604761904761905,0.4366666666666667,0.19999999999999998,0.37000000000000005,0.06142857142857142,0.12333333333333334,0.12333333333333334
"[(20, 'sigm'), (2, 'rbf_l2')]",RandomOverSampler,0.660079365079365,0.6477777777777778,0.6723809523809523,0.3276190476190476,0.3522222222222222,0.31444444444444447,0.331904761904762,0.09333333333333334,0.0988888888888889,0.0988888888888889
"[(50, 'sigm')]",ADASYN,0.6826190476190476,0.6333333333333333,0.731904761904762,0.2680952380952381,0.3666666666666667,0.29,0.4290476190476191,0.08047619047619048,0.12,0.12
"[(50, 'sigm')]",RandomOverSampler,0.6984920634920636,0.6888888888888888,0.7080952380952382,0.2919047619047619,0.3111111111111111,0.38333333333333336,0.4261904761904762,0.10857142857142858,0.12444444444444443,0.12444444444444443
"[(20, 'sigm'), (20, 'sigm')]",TomekLinks,0.650079365079365,0.4477777777777778,0.8523809523809524,0.14761904761904762,0.5522222222222223,0.1333333333333333,0.5876190476190476,0.03428571428571428,0.20666666666666664,0.20666666666666664
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTE,0.6586507936507936,0.6544444444444445,0.6628571428571429,0.33714285714285713,0.34555555555555556,0.2644444444444444,0.3028571428571429,0.08952380952380952,0.09999999999999999,0.09999999999999999
"[(50, 'sigm')]",SMOTE,0.681111111111111,0.6655555555555556,0.6966666666666667,0.3033333333333334,0.3344444444444445,0.38666666666666666,0.44095238095238093,0.11571428571428571,0.12666666666666668,0.12666666666666668
"[(20, 'sigm'), (20, 'sigm')]",ADASYN,0.6892857142857142,0.6566666666666666,0.7219047619047619,0.2780952380952381,0.3433333333333333,0.3011111111111111,0.4047619047619048,0.08190476190476191,0.10222222222222223,0.10222222222222223
"[(20, 'sigm'), (20, 'sigm')]",RandomOverSampler,0.6925396825396826,0.7022222222222222,0.6828571428571428,0.3171428571428571,0.29777777777777775,0.36222222222222217,0.4071428571428572,0.10761904761904761,0.09666666666666668,0.09666666666666668
"[(20, 'lin'), (20, 'lin')]",OneSidedSelection,0.6634920634920635,0.45555555555555555,0.8714285714285714,0.1285714285714286,0.5444444444444444,0.12666666666666668,0.5804761904761905,0.02190476190476191,0.21444444444444444,0.21444444444444444
"[(20, 'lin'), (20, 'lin')]",RandomUnderSampler,0.6896825396825398,0.7055555555555556,0.6738095238095237,0.3261904761904762,0.29444444444444445,0.37666666666666665,0.3866666666666667,0.09142857142857141,0.09333333333333332,0.09333333333333332
"[(20, 'sigm'), (20, 'sigm')]",SMOTE,0.6934126984126984,0.6844444444444444,0.7023809523809524,0.2976190476190476,0.3155555555555556,0.3688888888888888,0.4147619047619047,0.10523809523809523,0.10444444444444445,0.10444444444444445
"[(20, 'lin'), (20, 'lin')]",TomekLinks,0.6622222222222223,0.4511111111111112,0.8733333333333335,0.12666666666666668,0.5488888888888889,0.12333333333333334,0.5828571428571429,0.02190476190476191,0.2133333333333333,0.2133333333333333
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTEENN,0.6496031746031746,0.5344444444444445,0.7647619047619049,0.23523809523809525,0.46555555555555556,0.1811111111111111,0.4747619047619048,0.07095238095238095,0.16777777777777778,0.16777777777777778
"[(50, 'sigm')]",SMOTEENN,0.6763492063492063,0.5822222222222222,0.7704761904761903,0.22952380952380955,0.4177777777777778,0.2877777777777778,0.5304761904761905,0.08285714285714285,0.17777777777777778,0.17777777777777778
"[(20, 'lin'), (20, 'lin')]",ADASYN,0.6877777777777778,0.688888888888889,0.6866666666666666,0.31333333333333335,0.3111111111111111,0.3,0.3609523809523809,0.05809523809523809,0.07444444444444445,0.07444444444444445
"[(20, 'lin'), (20, 'lin')]",RandomOverSampler,0.6973809523809523,0.7133333333333333,0.6814285714285715,0.31857142857142856,0.2866666666666667,0.37222222222222223,0.3904761904761905,0.08285714285714285,0.09333333333333334,0.09333333333333334
"[(20, 'sigm'), (20, 'sigm')]",SMOTEENN,0.6723809523809523,0.5766666666666667,0.768095238095238,0.23190476190476192,0.42333333333333334,0.2811111111111111,0.5066666666666667,0.0761904761904762,0.17555555555555555,0.17555555555555555
"[(20, 'lin'), (20, 'lin')]",SMOTE,0.6917460317460318,0.6977777777777776,0.6857142857142856,0.3142857142857143,0.3022222222222222,0.39666666666666667,0.4271428571428571,0.09857142857142857,0.11555555555555554,0.11555555555555554
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTETomek,0.654047619047619,0.64,0.6680952380952382,0.33190476190476187,0.36000000000000004,0.28777777777777774,0.3452380952380953,0.08999999999999998,0.10111111111111111,0.10111111111111111
"[(50, 'lin')]",None,0.668095238095238,0.45333333333333337,0.8828571428571429,0.11714285714285715,0.5466666666666666,0.13888888888888887,0.640952380952381,0.02,0.20444444444444443,0.20444444444444443
"[(50, 'sigm')]",SMOTETomek,0.6941269841269841,0.6677777777777777,0.7204761904761905,0.2795238095238095,0.33222222222222225,0.3822222222222222,0.4561904761904762,0.10095238095238096,0.12333333333333334,0.12333333333333334
"[(50, 'tanh')]",None,0.6258730158730158,0.38222222222222224,0.8695238095238095,0.1304761904761905,0.6177777777777778,0.10333333333333333,0.6080952380952381,0.016666666666666666,0.26666666666666666,0.26666666666666666
"[(20, 'lin'), (20, 'lin')]",SMOTEENN,0.6915079365079363,0.6211111111111111,0.7619047619047619,0.2380952380952381,0.3788888888888889,0.3111111111111111,0.5042857142857143,0.06142857142857144,0.17,0.17
"[(20, 'sigm'), (20, 'sigm')]",SMOTETomek,0.6835714285714286,0.6566666666666667,0.7104761904761906,0.2895238095238095,0.34333333333333327,0.3499999999999999,0.42476190476190473,0.09952380952380953,0.13666666666666666,0.13666666666666666
"[(50, 'rbf_l1')]",None,0.5092857142857143,0.02666666666666666,0.991904761904762,0.008095238095238095,0.9733333333333333,0.0044444444444444444,0.03047619047619048,0.0,0.01888888888888889,0.01888888888888889
"[(20, 'lin'), (20, 'lin')]",SMOTETomek,0.6924603174603176,0.6944444444444443,0.6904761904761904,0.30952380952380953,0.3055555555555555,0.39000000000000007,0.43,0.09523809523809525,0.11777777777777776,0.11777777777777776
"[(50, 'rbf_l2')]",None,0.644920634920635,0.4155555555555555,0.8742857142857142,0.1257142857142857,0.5844444444444444,0.11222222222222222,0.6123809523809524,0.014761904761904763,0.23444444444444446,0.23444444444444446
"[(50, 'lin')]",ClusterCentroids,0.693968253968254,0.6988888888888889,0.689047619047619,0.310952380952381,0.3011111111111111,0.4077777777777778,0.4171428571428572,0.11095238095238096,0.11222222222222222,0.11222222222222222
"[(50, 'lin')]",EditedNearestNeighbours,0.7152380952380953,0.7466666666666667,0.6838095238095239,0.3161904761904762,0.25333333333333335,0.4988888888888889,0.4461904761904762,0.13904761904761906,0.09777777777777778,0.09777777777777778
"[(50, 'tanh')]",ClusterCentroids,0.6685714285714285,0.6766666666666666,0.6604761904761904,0.33952380952380956,0.3233333333333333,0.34333333333333327,0.34809523809523807,0.11952380952380953,0.1111111111111111,0.1111111111111111
"[(50, 'tanh')]",EditedNearestNeighbours,0.6778571428571428,0.6900000000000001,0.6657142857142857,0.3342857142857143,0.31,0.39666666666666667,0.40952380952380957,0.1357142857142857,0.10444444444444445,0.10444444444444445
"[(50, 'rbf_l1')]",ClusterCentroids,0.5106349206349207,0.14555555555555555,0.8757142857142858,0.12428571428571429,0.8544444444444445,0.015555555555555553,0.03285714285714286,0.0004761904761904762,0.005555555555555556,0.005555555555555556
"[(50, 'rbf_l1')]",EditedNearestNeighbours,0.5296825396825396,0.32222222222222224,0.7371428571428571,0.26285714285714284,0.6777777777777777,0.015555555555555559,0.01904761904761905,0.0023809523809523807,0.007777777777777777,0.007777777777777777
"[(50, 'rbf_l2')]",ClusterCentroids,0.651825396825397,0.7188888888888889,0.5847619047619048,0.41523809523809524,0.28111111111111114,0.4166666666666667,0.3242857142857143,0.16142857142857145,0.08444444444444443,0.08444444444444443
"[(50, 'rbf_l2')]",EditedNearestNeighbours,0.7123015873015873,0.7455555555555554,0.6790476190476191,0.32095238095238093,0.2544444444444444,0.48000000000000004,0.42904761904761907,0.14714285714285713,0.10555555555555556,0.10555555555555556
"[(50, 'lin')]",InstanceHardnessThreshold,0.7007142857142857,0.8399999999999999,0.5614285714285715,0.4385714285714286,0.16,0.6699999999999999,0.3633333333333333,0.25380952380952376,0.052222222222222225,0.052222222222222225
"[(50, 'lin')]",NearMiss,0.6811904761904762,0.7133333333333333,0.649047619047619,0.35095238095238096,0.2866666666666667,0.43999999999999995,0.3980952380952381,0.17523809523809522,0.07666666666666666,0.07666666666666666
"[(50, 'tanh')]",InstanceHardnessThreshold,0.682142857142857,0.7999999999999999,0.5642857142857143,0.4357142857142857,0.19999999999999998,0.6122222222222221,0.3319047619047619,0.2495238095238095,0.06666666666666667,0.06666666666666667
"[(50, 'rbf_l1')]",InstanceHardnessThreshold,0.536031746031746,0.40444444444444444,0.6676190476190476,0.3323809523809524,0.5955555555555555,0.014444444444444446,0.029523809523809525,0.010476190476190474,0.006666666666666667,0.006666666666666667
"[(50, 'tanh')]",NearMiss,0.6479365079365079,0.6877777777777778,0.6080952380952381,0.3919047619047619,0.31222222222222223,0.43111111111111117,0.3342857142857143,0.18571428571428572,0.10777777777777776,0.10777777777777776
"[(50, 'lin')]",NeighbourhoodCleaningRule,0.7185714285714285,0.7133333333333333,0.7238095238095239,0.27619047619047615,0.2866666666666667,0.43,0.49333333333333335,0.10904761904761905,0.11555555555555556,0.11555555555555556
"[(50, 'rbf_l1')]",NearMiss,0.5359523809523808,0.37999999999999995,0.6919047619047619,0.3080952380952381,0.62,0.024444444444444446,0.03333333333333333,0.002857142857142857,0.0044444444444444444,0.0044444444444444444
"[(50, 'tanh')]",NeighbourhoodCleaningRule,0.6751587301587301,0.6455555555555555,0.7047619047619048,0.2952380952380952,0.3544444444444445,0.35333333333333333,0.44857142857142857,0.10619047619047618,0.13777777777777778,0.13777777777777778
"[(50, 'rbf_l2')]",InstanceHardnessThreshold,0.6965079365079365,0.8377777777777778,0.5552380952380952,0.44476190476190475,0.1622222222222222,0.6488888888888887,0.34095238095238095,0.25619047619047614,0.04888888888888889,0.04888888888888889
"[(50, 'lin')]",OneSidedSelection,0.6806349206349207,0.5088888888888888,0.8523809523809524,0.14761904761904762,0.4911111111111112,0.1911111111111111,0.6028571428571429,0.025714285714285714,0.1822222222222222,0.1822222222222222
"[(50, 'lin')]",RandomUnderSampler,0.7119047619047619,0.7366666666666667,0.6871428571428572,0.3128571428571428,0.26333333333333336,0.42111111111111116,0.41952380952380947,0.12333333333333334,0.10555555555555556,0.10555555555555556
"[(50, 'rbf_l1')]",NeighbourhoodCleaningRule,0.5048412698412698,0.09444444444444444,0.9152380952380952,0.08476190476190476,0.9055555555555556,0.01,0.021904761904761903,0.0004761904761904762,0.005555555555555556,0.005555555555555556
"[(50, 'rbf_l2')]",NearMiss,0.6715873015873016,0.7322222222222222,0.6109523809523809,0.38904761904761903,0.2677777777777778,0.44333333333333336,0.3628571428571428,0.18619047619047616,0.10555555555555556,0.10555555555555556
"[(50, 'tanh')]",OneSidedSelection,0.6500793650793651,0.44777777777777783,0.8523809523809526,0.14761904761904762,0.5522222222222222,0.14444444444444443,0.5761904761904763,0.02238095238095238,0.21999999999999997,0.21999999999999997
"[(50, 'tanh')]",RandomUnderSampler,0.6584920634920636,0.6655555555555556,0.6514285714285714,0.3485714285714286,0.3344444444444445,0.36000000000000004,0.3566666666666667,0.13952380952380952,0.12333333333333334,0.12333333333333334
"[(50, 'lin')]",TomekLinks,0.6815079365079365,0.5111111111111111,0.8519047619047618,0.14809523809523809,0.48888888888888893,0.18777777777777774,0.6019047619047618,0.025714285714285714,0.18555555555555556,0.18555555555555556
"[(50, 'lin')]",ADASYN,0.7130952380952381,0.7066666666666667,0.7195238095238096,0.2804761904761905,0.2933333333333333,0.3355555555555556,0.42190476190476195,0.07333333333333333,0.07777777777777778,0.07777777777777778
"[(50, 'lin')]",RandomOverSampler,0.7148412698412697,0.721111111111111,0.7085714285714286,0.2914285714285714,0.2788888888888889,0.40888888888888886,0.44857142857142857,0.09904761904761905,0.10999999999999999,0.10999999999999999
"[(50, 'rbf_l1')]",OneSidedSelection,0.5005555555555555,0.011111111111111112,0.9899999999999999,0.01,0.9888888888888889,0.01,0.030476190476190473,0.0,0.017777777777777778,0.017777777777777778
"[(50, 'tanh')]",TomekLinks,0.640079365079365,0.42777777777777776,0.8523809523809524,0.14761904761904762,0.5722222222222222,0.11888888888888889,0.5747619047619047,0.021904761904761903,0.2288888888888889,0.2288888888888889
"[(50, 'rbf_l1')]",RandomUnderSampler,0.5223015873015873,0.5522222222222223,0.4923809523809524,0.5076190476190475,0.4477777777777778,0.011111111111111112,0.02190476190476191,0.002380952380952381,0.0044444444444444444,0.0044444444444444444
"[(50, 'rbf_l2')]",NeighbourhoodCleaningRule,0.7107142857142857,0.6933333333333334,0.728095238095238,0.27190476190476187,0.3066666666666667,0.40222222222222226,0.4704761904761905,0.10666666666666665,0.1311111111111111,0.1311111111111111
"[(50, 'tanh')]",ADASYN,0.683968253968254,0.6388888888888888,0.729047619047619,0.27095238095238094,0.3611111111111111,0.2988888888888888,0.41285714285714287,0.09333333333333334,0.10999999999999999,0.10999999999999999
"[(50, 'lin')]",SMOTE,0.7125396825396825,0.7155555555555555,0.7095238095238097,0.2904761904761905,0.28444444444444444,0.43111111111111117,0.4666666666666666,0.10999999999999999,0.11777777777777776,0.11777777777777776
"[(50, 'tanh')]",RandomOverSampler,0.686031746031746,0.6711111111111111,0.7009523809523809,0.29904761904761906,0.32888888888888884,0.3566666666666667,0.39904761904761904,0.09952380952380953,0.12444444444444445,0.12444444444444445
"[(50, 'rbf_l1')]",TomekLinks,0.5034920634920635,0.015555555555555557,0.9914285714285714,0.008571428571428572,0.9844444444444443,0.006666666666666665,0.03571428571428571,0.0,0.025555555555555554,0.025555555555555554
"[(50, 'tanh')]",SMOTE,0.6855555555555556,0.6677777777777777,0.7033333333333333,0.2966666666666667,0.33222222222222225,0.3522222222222222,0.4280952380952381,0.10523809523809524,0.12555555555555556,0.12555555555555556
"[(50, 'rbf_l1')]",ADASYN,0.5163492063492063,0.21555555555555558,0.8171428571428572,0.18285714285714283,0.7844444444444445,0.008888888888888889,0.029047619047619044,0.0004761904761904762,0.01888888888888889,0.01888888888888889
"[(50, 'rbf_l1')]",RandomOverSampler,0.5162698412698412,0.3611111111111111,0.6714285714285714,0.32857142857142857,0.638888888888889,0.012222222222222223,0.014761904761904763,0.0014285714285714286,0.0033333333333333327,0.0033333333333333327
"[(50, 'rbf_l2')]",OneSidedSelection,0.6737301587301587,0.49888888888888894,0.8485714285714286,0.15142857142857144,0.5011111111111112,0.17888888888888888,0.5880952380952381,0.02523809523809524,0.1988888888888889,0.1988888888888889
"[(50, 'lin')]",SMOTEENN,0.6972222222222223,0.6244444444444445,0.77,0.22999999999999998,0.3755555555555556,0.3411111111111111,0.5480952380952381,0.08380952380952382,0.16222222222222224,0.16222222222222224
"[(50, 'rbf_l2')]",RandomUnderSampler,0.6992857142857143,0.7233333333333333,0.6752380952380953,0.32476190476190475,0.27666666666666667,0.4288888888888889,0.41952380952380947,0.14238095238095239,0.10888888888888891,0.10888888888888891
"[(50, 'rbf_l1')]",SMOTE,0.5224603174603174,0.5411111111111112,0.5038095238095238,0.4961904761904761,0.45888888888888885,0.008888888888888889,0.012380952380952381,0.002380952380952381,0.0011111111111111111,0.0011111111111111111
"[(50, 'rbf_l2')]",TomekLinks,0.6731746031746031,0.49444444444444446,0.8519047619047618,0.14809523809523809,0.5055555555555555,0.15888888888888889,0.5923809523809523,0.027619047619047616,0.20555555555555557,0.20555555555555557
"[(50, 'tanh')]",SMOTEENN,0.6737301587301587,0.5755555555555555,0.771904761904762,0.2280952380952381,0.42444444444444446,0.2688888888888889,0.5147619047619048,0.06523809523809525,0.18000000000000002,0.18000000000000002
"[(50, 'rbf_l2')]",ADASYN,0.6762698412698412,0.5844444444444444,0.768095238095238,0.23190476190476192,0.4155555555555555,0.24666666666666667,0.4590476190476191,0.06523809523809523,0.13333333333333333,0.13333333333333333
"[(50, 'rbf_l2')]",RandomOverSampler,0.7069047619047618,0.7133333333333334,0.7004761904761905,0.2995238095238095,0.2866666666666667,0.3822222222222222,0.4128571428571428,0.0961904761904762,0.09888888888888887,0.09888888888888887
"[(50, 'lin')]",SMOTETomek,0.7080952380952382,0.7033333333333333,0.712857142857143,0.28714285714285714,0.2966666666666667,0.4222222222222222,0.4695238095238095,0.10761904761904761,0.11888888888888888,0.11888888888888888
"[(50, 'rbf_linf')]",None,0.6365079365079365,0.3744444444444445,0.8985714285714286,0.10142857142857142,0.6255555555555555,0.08777777777777777,0.638095238095238,0.018095238095238095,0.25333333333333335,0.25333333333333335
"[(50, 'rbf_l1')]",SMOTEENN,0.5329365079365079,0.4877777777777778,0.5780952380952381,0.42190476190476184,0.5122222222222222,0.012222222222222223,0.022857142857142854,0.0033333333333333335,0.0044444444444444444,0.0044444444444444444
"[(50, 'rbf_l2')]",SMOTE,0.6854761904761905,0.64,0.730952380952381,0.26904761904761904,0.35999999999999993,0.3566666666666667,0.4695238095238095,0.10476190476190476,0.1311111111111111,0.1311111111111111
"[(50, 'tanh')]",SMOTETomek,0.6714285714285714,0.66,0.6828571428571429,0.3171428571428571,0.34,0.34222222222222226,0.41095238095238096,0.09857142857142857,0.1322222222222222,0.1322222222222222
"[(20, 'sigm')]",None,0.5797619047619048,0.24,0.9195238095238095,0.08047619047619048,0.7600000000000001,0.042222222222222223,0.6057142857142858,0.008571428571428572,0.31444444444444447,0.31444444444444447
"[(50, 'rbf_l2')]",SMOTEENN,0.6708730158730157,0.5622222222222223,0.7795238095238095,0.2204761904761905,0.43777777777777777,0.27666666666666667,0.5499999999999999,0.07333333333333335,0.20777777777777776,0.20777777777777776
"[(50, 'rbf_l1')]",SMOTETomek,0.5173809523809524,0.5733333333333334,0.46142857142857147,0.5385714285714286,0.4266666666666666,0.015555555555555557,0.014285714285714285,0.0047619047619047615,0.0,0.0
"[(20, 'lin')]",None,0.6477777777777778,0.3888888888888889,0.9066666666666666,0.09333333333333332,0.6111111111111112,0.08444444444444443,0.6257142857142858,0.016190476190476193,0.24222222222222223,0.24222222222222223
"[(50, 'rbf_l2')]",SMOTETomek,0.7046825396825396,0.6755555555555556,0.7338095238095238,0.2661904761904762,0.3244444444444445,0.35555555555555557,0.47523809523809524,0.10380952380952381,0.12444444444444445,0.12444444444444445
"[(20, 'tanh')]",None,0.5676190476190476,0.21666666666666667,0.9185714285714285,0.08142857142857143,0.7833333333333332,0.01333333333333333,0.5885714285714286,0.0023809523809523807,0.3033333333333333,0.3033333333333333
"[(50, 'rbf_linf')]",ClusterCentroids,0.6328571428571429,0.6900000000000001,0.5757142857142857,0.4242857142857143,0.31,0.40444444444444444,0.28714285714285714,0.1580952380952381,0.12444444444444443,0.12444444444444443
"[(50, 'rbf_linf')]",EditedNearestNeighbours,0.6876190476190477,0.6833333333333332,0.6919047619047619,0.30809523809523803,0.31666666666666665,0.43444444444444447,0.4285714285714286,0.14333333333333334,0.14444444444444446,0.14444444444444446
"[(20, 'sigm')]",ClusterCentroids,0.6546825396825398,0.6588888888888889,0.6504761904761905,0.3495238095238095,0.34111111111111114,0.29777777777777775,0.2980952380952381,0.09809523809523808,0.09666666666666668,0.09666666666666668
"[(20, 'sigm')]",EditedNearestNeighbours,0.6678571428571427,0.6533333333333333,0.6823809523809524,0.31761904761904763,0.3466666666666667,0.33777777777777773,0.36571428571428566,0.12238095238095237,0.12222222222222223,0.12222222222222223
"[(20, 'lin')]",ClusterCentroids,0.6798412698412699,0.6877777777777778,0.6719047619047619,0.32809523809523805,0.3122222222222222,0.3788888888888889,0.37047619047619046,0.09428571428571429,0.11222222222222222,0.11222222222222222
