layers,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
"[(100, 'lin')]",SMOTEENN,0.701031746031746,0.6211111111111111,0.7809523809523808,0.21904761904761905,0.3788888888888889,0.3277777777777778,0.5504761904761905,0.07952380952380951,0.1711111111111111,0.1711111111111111
"[(100, 'tanh')]",SMOTE,0.6821428571428573,0.6566666666666667,0.7076190476190476,0.29238095238095235,0.34333333333333327,0.35888888888888887,0.47333333333333333,0.11476190476190475,0.1322222222222222,0.1322222222222222
"[(100, 'lin')]",SMOTETomek,0.7157142857142857,0.71,0.7214285714285715,0.2785714285714285,0.29,0.42111111111111105,0.47285714285714286,0.11238095238095236,0.10444444444444445,0.10444444444444445
"[(100, 'tanh')]",SMOTEENN,0.6647619047619048,0.5533333333333333,0.7761904761904762,0.2238095238095238,0.4466666666666667,0.3,0.5623809523809523,0.07666666666666667,0.23111111111111113,0.23111111111111113
"[(100, 'rbf_linf')]",None,0.6546825396825396,0.45222222222222214,0.8571428571428571,0.14285714285714288,0.5477777777777778,0.14333333333333334,0.6342857142857142,0.03714285714285714,0.2611111111111111,0.2611111111111111
"[(100, 'tanh')]",SMOTETomek,0.6696825396825398,0.6455555555555555,0.6938095238095238,0.3061904761904762,0.3544444444444445,0.3511111111111111,0.4747619047619048,0.11095238095238096,0.15222222222222223,0.15222222222222223
"[(5, 'sigm')]",None,0.5178571428571429,0.05333333333333334,0.9823809523809525,0.01761904761904762,0.9466666666666667,0.0,0.5385714285714286,0.0,0.3688888888888889,0.3688888888888889
"[(100, 'rbf_l1')]",ClusterCentroids,0.5269047619047619,0.2733333333333334,0.7804761904761904,0.21952380952380954,0.7266666666666667,0.024444444444444446,0.03380952380952381,0.0033333333333333327,0.007777777777777778,0.007777777777777778
"[(100, 'rbf_l1')]",EditedNearestNeighbours,0.5248412698412698,0.17444444444444449,0.8752380952380953,0.12476190476190474,0.8255555555555555,0.025555555555555554,0.04714285714285713,0.004761904761904762,0.015555555555555553,0.015555555555555553
"[(100, 'rbf_l2')]",ClusterCentroids,0.6542857142857142,0.73,0.5785714285714286,0.42142857142857143,0.26999999999999996,0.45999999999999996,0.33761904761904765,0.19571428571428573,0.11777777777777777,0.11777777777777777
"[(100, 'rbf_l2')]",EditedNearestNeighbours,0.6988888888888889,0.7244444444444446,0.6733333333333333,0.32666666666666666,0.27555555555555555,0.5133333333333333,0.4438095238095238,0.1619047619047619,0.12222222222222222,0.12222222222222222
"[(100, 'rbf_linf')]",ClusterCentroids,0.631904761904762,0.7233333333333333,0.5404761904761906,0.4595238095238095,0.2766666666666666,0.47444444444444445,0.2795238095238095,0.23047619047619047,0.12222222222222223,0.12222222222222223
"[(100, 'rbf_linf')]",EditedNearestNeighbours,0.6855555555555556,0.6944444444444445,0.6766666666666666,0.3233333333333333,0.3055555555555556,0.47666666666666674,0.44190476190476186,0.16476190476190478,0.13777777777777778,0.13777777777777778
"[(5, 'sigm')]",ClusterCentroids,0.564047619047619,0.5866666666666666,0.5414285714285715,0.4585714285714286,0.4133333333333333,0.07333333333333332,0.047619047619047616,0.03,0.035555555555555556,0.035555555555555556
"[(5, 'sigm')]",EditedNearestNeighbours,0.577936507936508,0.44111111111111106,0.7147619047619047,0.28523809523809524,0.5588888888888889,0.08444444444444445,0.21619047619047618,0.04190476190476191,0.1388888888888889,0.1388888888888889
"[(100, 'rbf_l1')]",InstanceHardnessThreshold,0.5564285714285715,0.7166666666666667,0.3961904761904762,0.6038095238095239,0.2833333333333333,0.05444444444444444,0.030952380952380953,0.016190476190476193,0.0022222222222222222,0.0022222222222222222
"[(100, 'rbf_l2')]",InstanceHardnessThreshold,0.7001587301587301,0.8455555555555554,0.5547619047619047,0.44523809523809527,0.1544444444444444,0.6811111111111111,0.35666666666666663,0.2714285714285714,0.056666666666666664,0.056666666666666664
"[(100, 'rbf_l1')]",NearMiss,0.5329365079365079,0.30777777777777776,0.758095238095238,0.24190476190476193,0.6922222222222221,0.03888888888888889,0.06190476190476191,0.009523809523809525,0.01888888888888889,0.01888888888888889
"[(100, 'rbf_l2')]",NearMiss,0.6582539682539683,0.6922222222222222,0.6242857142857143,0.3757142857142857,0.30777777777777776,0.4488888888888889,0.40095238095238095,0.20047619047619047,0.13555555555555557,0.13555555555555557
"[(100, 'rbf_l1')]",NeighbourhoodCleaningRule,0.5325396825396825,0.22222222222222224,0.8428571428571429,0.15714285714285714,0.7777777777777777,0.02666666666666666,0.04,0.002380952380952381,0.011111111111111113,0.011111111111111113
"[(100, 'rbf_linf')]",InstanceHardnessThreshold,0.685,0.82,0.5499999999999999,0.45,0.18000000000000002,0.6444444444444445,0.3652380952380953,0.2671428571428572,0.09000000000000001,0.09000000000000001
"[(100, 'rbf_l2')]",NeighbourhoodCleaningRule,0.7026190476190477,0.6900000000000001,0.7152380952380953,0.28476190476190477,0.31,0.45,0.4871428571428571,0.12904761904761905,0.11,0.11
"[(100, 'rbf_linf')]",NearMiss,0.644047619047619,0.6733333333333333,0.6147619047619047,0.3852380952380952,0.32666666666666666,0.4633333333333334,0.4019047619047618,0.21571428571428572,0.13111111111111112,0.13111111111111112
"[(5, 'sigm')]",InstanceHardnessThreshold,0.5779365079365079,0.6111111111111112,0.5447619047619048,0.4552380952380952,0.3888888888888889,0.2733333333333334,0.16666666666666666,0.14714285714285713,0.08333333333333333,0.08333333333333333
"[(100, 'rbf_l1')]",OneSidedSelection,0.5029365079365079,0.007777777777777778,0.998095238095238,0.0019047619047619048,0.9922222222222222,0.014444444444444446,0.07238095238095238,0.0,0.04777777777777778,0.04777777777777778
"[(100, 'rbf_l1')]",RandomUnderSampler,0.5408730158730158,0.46222222222222226,0.6195238095238096,0.38047619047619047,0.5377777777777778,0.030000000000000002,0.04142857142857143,0.0038095238095238095,0.008888888888888889,0.008888888888888889
"[(5, 'sigm')]",NearMiss,0.5429365079365078,0.5577777777777778,0.5280952380952381,0.4719047619047619,0.44222222222222224,0.17444444444444449,0.0857142857142857,0.10047619047619046,0.034444444444444444,0.034444444444444444
"[(100, 'rbf_l2')]",OneSidedSelection,0.6791269841269841,0.5211111111111112,0.8371428571428572,0.16285714285714287,0.4788888888888889,0.24444444444444446,0.598095238095238,0.04190476190476191,0.22555555555555554,0.22555555555555554
"[(100, 'rbf_l2')]",RandomUnderSampler,0.6824603174603173,0.7077777777777777,0.6571428571428571,0.3428571428571428,0.2922222222222222,0.45222222222222225,0.43238095238095237,0.1557142857142857,0.13444444444444445,0.13444444444444445
"[(100, 'rbf_linf')]",NeighbourhoodCleaningRule,0.7000793650793651,0.6877777777777778,0.7123809523809523,0.2876190476190476,0.3122222222222222,0.45,0.47714285714285715,0.12380952380952381,0.15222222222222223,0.15222222222222223
"[(100, 'rbf_l1')]",TomekLinks,0.5072222222222222,0.034444444444444444,0.98,0.02,0.9655555555555555,0.005555555555555556,0.049999999999999996,0.0,0.03777777777777778,0.03777777777777778
"[(5, 'sigm')]",NeighbourhoodCleaningRule,0.5758730158730159,0.35888888888888887,0.7928571428571428,0.20714285714285716,0.6411111111111111,0.06888888888888889,0.28333333333333327,0.02238095238095238,0.14777777777777779,0.14777777777777779
"[(100, 'rbf_l2')]",TomekLinks,0.6765873015873017,0.5122222222222224,0.840952380952381,0.15904761904761902,0.4877777777777778,0.2422222222222222,0.6142857142857142,0.039523809523809524,0.2266666666666667,0.2266666666666667
"[(100, 'rbf_l1')]",ADASYN,0.5134126984126984,0.06444444444444444,0.9623809523809523,0.037619047619047614,0.9355555555555556,0.015555555555555553,0.04380952380952382,0.0,0.017777777777777778,0.017777777777777778
"[(100, 'rbf_l1')]",RandomOverSampler,0.5445238095238095,0.35666666666666663,0.7323809523809525,0.26761904761904765,0.6433333333333334,0.02333333333333333,0.025714285714285717,0.0033333333333333335,0.01,0.01
"[(100, 'rbf_l2')]",ADASYN,0.6856349206349206,0.5888888888888889,0.7823809523809523,0.2176190476190476,0.41111111111111115,0.25666666666666665,0.508095238095238,0.06666666666666665,0.1622222222222222,0.1622222222222222
"[(100, 'rbf_l2')]",RandomOverSampler,0.6907936507936508,0.6677777777777778,0.7138095238095238,0.28619047619047616,0.3322222222222222,0.4066666666666667,0.46285714285714286,0.11190476190476191,0.15444444444444444,0.15444444444444444
"[(100, 'rbf_linf')]",OneSidedSelection,0.656984126984127,0.4877777777777778,0.8261904761904763,0.17380952380952383,0.5122222222222222,0.22666666666666668,0.6019047619047619,0.04666666666666666,0.24,0.24
"[(100, 'rbf_linf')]",RandomUnderSampler,0.6721428571428572,0.6933333333333334,0.650952380952381,0.34904761904761905,0.3066666666666667,0.4366666666666667,0.41285714285714287,0.17666666666666667,0.13444444444444445,0.13444444444444445
"[(5, 'sigm')]",OneSidedSelection,0.5227777777777778,0.08555555555555554,0.96,0.04,0.9144444444444444,0.012222222222222223,0.4523809523809524,0.0014285714285714286,0.32555555555555554,0.32555555555555554
"[(5, 'sigm')]",RandomUnderSampler,0.5828571428571429,0.5499999999999999,0.6157142857142857,0.3842857142857143,0.45,0.08333333333333333,0.07523809523809523,0.037619047619047614,0.04111111111111112,0.04111111111111112
"[(100, 'rbf_l1')]",SMOTE,0.5422222222222223,0.5777777777777778,0.5066666666666667,0.49333333333333335,0.4222222222222222,0.023333333333333334,0.03333333333333333,0.011904761904761906,0.008888888888888889,0.008888888888888889
"[(100, 'rbf_l2')]",SMOTE,0.6796825396825397,0.6355555555555555,0.7238095238095239,0.27619047619047615,0.3644444444444444,0.3677777777777778,0.501904761904762,0.10809523809523809,0.1722222222222222,0.1722222222222222
"[(5, 'sigm')]",TomekLinks,0.5124603174603175,0.05111111111111111,0.9738095238095238,0.02619047619047619,0.9488888888888889,0.0,0.4847619047619047,0.0004761904761904762,0.38222222222222224,0.38222222222222224
"[(100, 'rbf_linf')]",TomekLinks,0.671825396825397,0.5088888888888888,0.8347619047619048,0.16523809523809524,0.4911111111111111,0.21333333333333335,0.5890476190476189,0.04523809523809522,0.24111111111111114,0.24111111111111114
"[(5, 'sigm')]",ADASYN,0.5794444444444445,0.5422222222222223,0.6166666666666666,0.38333333333333336,0.45777777777777784,0.05444444444444444,0.05714285714285714,0.028095238095238093,0.01888888888888889,0.01888888888888889
"[(5, 'sigm')]",RandomOverSampler,0.5734920634920635,0.5322222222222222,0.6147619047619047,0.3852380952380952,0.4677777777777778,0.10222222222222221,0.09809523809523808,0.039523809523809524,0.043333333333333335,0.043333333333333335
"[(100, 'rbf_linf')]",ADASYN,0.6700793650793652,0.5444444444444444,0.7957142857142857,0.2042857142857143,0.45555555555555555,0.19444444444444442,0.5057142857142857,0.05428571428571428,0.15666666666666668,0.15666666666666668
"[(100, 'rbf_linf')]",RandomOverSampler,0.6971428571428572,0.6833333333333332,0.710952380952381,0.28904761904761905,0.31666666666666665,0.40444444444444444,0.4466666666666667,0.12190476190476192,0.1388888888888889,0.1388888888888889
"[(100, 'rbf_l1')]",SMOTEENN,0.5399999999999999,0.48666666666666675,0.5933333333333334,0.4066666666666667,0.5133333333333333,0.016666666666666666,0.03285714285714286,0.0038095238095238095,0.01,0.01
"[(5, 'sigm')]",SMOTE,0.577857142857143,0.6,0.5557142857142857,0.44428571428571423,0.3999999999999999,0.10777777777777776,0.10952380952380952,0.04047619047619048,0.05111111111111111,0.05111111111111111
"[(100, 'rbf_l2')]",SMOTEENN,0.6626984126984127,0.5244444444444446,0.800952380952381,0.19904761904761903,0.47555555555555556,0.27555555555555555,0.5861904761904762,0.06761904761904762,0.22999999999999998,0.22999999999999998
"[(100, 'rbf_linf')]",SMOTE,0.6933333333333334,0.6266666666666666,0.7599999999999999,0.24,0.37333333333333335,0.34,0.4985714285714286,0.07857142857142857,0.17555555555555555,0.17555555555555555
"[(5, 'sigm')]",SMOTEENN,0.5596031746031745,0.3411111111111111,0.7780952380952382,0.2219047619047619,0.658888888888889,0.034444444444444444,0.20523809523809522,0.014761904761904763,0.14888888888888888,0.14888888888888888
"[(100, 'rbf_l2')]",SMOTETomek,0.6809523809523809,0.63,0.731904761904762,0.2680952380952381,0.36999999999999994,0.36333333333333334,0.5085714285714286,0.10761904761904761,0.1677777777777778,0.1677777777777778
"[(5, 'lin')]",None,0.5763492063492063,0.5688888888888889,0.5838095238095239,0.4161904761904762,0.43111111111111117,0.0,0.0,0.0,0.0,0.0
"[(100, 'rbf_l1')]",SMOTETomek,0.5475396825396824,0.5388888888888889,0.5561904761904762,0.4438095238095238,0.4611111111111111,0.015555555555555557,0.02619047619047619,0.007619047619047619,0.006666666666666665,0.006666666666666665
"[(5, 'tanh')]",None,0.5305555555555556,0.13777777777777778,0.9233333333333335,0.07666666666666666,0.8622222222222223,0.0,0.4685714285714286,0.0,0.3933333333333333,0.3933333333333333
"[(100, 'rbf_linf')]",SMOTEENN,0.6541269841269841,0.49444444444444446,0.8138095238095238,0.1861904761904762,0.5055555555555555,0.2355555555555556,0.5885714285714286,0.0661904761904762,0.27111111111111114,0.27111111111111114
"[(5, 'sigm')]",SMOTETomek,0.6022222222222222,0.6077777777777778,0.5966666666666667,0.4033333333333333,0.39222222222222225,0.0811111111111111,0.12428571428571429,0.03523809523809524,0.056666666666666664,0.056666666666666664
"[(5, 'rbf_l1')]",None,0.5035714285714286,0.12333333333333331,0.8838095238095239,0.11619047619047618,0.8766666666666666,0.0,0.0004761904761904762,0.0,0.0,0.0
"[(100, 'rbf_linf')]",SMOTETomek,0.6669047619047618,0.5833333333333334,0.7504761904761904,0.2495238095238095,0.4166666666666667,0.31999999999999995,0.49714285714285716,0.09428571428571426,0.1955555555555555,0.1955555555555555
"[(5, 'rbf_l2')]",None,0.5058730158730159,0.01888888888888889,0.9928571428571429,0.007142857142857143,0.9811111111111112,0.0,0.5747619047619047,0.0,0.4177777777777778,0.4177777777777778
"[(5, 'lin')]",ClusterCentroids,0.5860317460317461,0.6544444444444445,0.5176190476190476,0.4823809523809524,0.34555555555555556,0.0,0.0,0.0,0.0,0.0
"[(5, 'lin')]",EditedNearestNeighbours,0.5771428571428571,0.5733333333333334,0.580952380952381,0.41904761904761906,0.42666666666666675,0.0,0.0004761904761904762,0.0,0.0,0.0
"[(5, 'tanh')]",ClusterCentroids,0.5675396825396826,0.5322222222222223,0.6028571428571429,0.3971428571428571,0.4677777777777778,0.03,0.06285714285714285,0.014285714285714285,0.052222222222222225,0.052222222222222225
"[(5, 'tanh')]",EditedNearestNeighbours,0.6044444444444445,0.4588888888888889,0.75,0.25,0.5411111111111111,0.044444444444444446,0.23285714285714287,0.010952380952380951,0.10222222222222221,0.10222222222222221
"[(5, 'rbf_l1')]",ClusterCentroids,0.5015079365079366,0.27777777777777785,0.7252380952380952,0.27476190476190476,0.7222222222222222,0.0011111111111111111,0.0009523809523809524,0.0,0.0,0.0
"[(5, 'rbf_l1')]",EditedNearestNeighbours,0.504047619047619,0.25333333333333335,0.7547619047619047,0.24523809523809526,0.7466666666666667,0.0,0.0,0.0,0.0,0.0
"[(5, 'rbf_l2')]",ClusterCentroids,0.5517460317460319,0.5644444444444444,0.5390476190476191,0.46095238095238095,0.43555555555555553,0.04777777777777777,0.03952380952380952,0.0280952380952381,0.02111111111111111,0.02111111111111111
"[(5, 'rbf_l2')]",EditedNearestNeighbours,0.56,0.37666666666666665,0.7433333333333335,0.25666666666666665,0.6233333333333334,0.04888888888888889,0.16809523809523808,0.019523809523809527,0.09555555555555556,0.09555555555555556
"[(5, 'lin')]",InstanceHardnessThreshold,0.5779365079365079,0.5677777777777777,0.5880952380952381,0.41190476190476194,0.43222222222222223,0.0022222222222222222,0.002380952380952381,0.0,0.0011111111111111111,0.0011111111111111111
"[(5, 'tanh')]",InstanceHardnessThreshold,0.5688095238095238,0.5866666666666667,0.550952380952381,0.4490476190476191,0.41333333333333333,0.11666666666666665,0.10619047619047618,0.07809523809523809,0.04666666666666666,0.04666666666666666
"[(5, 'lin')]",NearMiss,0.5549206349206349,0.47555555555555556,0.6342857142857143,0.3657142857142857,0.5244444444444445,0.008888888888888889,0.0,0.0038095238095238095,0.0,0.0
"[(5, 'tanh')]",NearMiss,0.5676190476190477,0.54,0.5952380952380952,0.4047619047619048,0.45999999999999996,0.08,0.07142857142857142,0.0480952380952381,0.038888888888888896,0.038888888888888896
"[(5, 'rbf_l1')]",InstanceHardnessThreshold,0.4992063492063492,0.5955555555555555,0.40285714285714286,0.5971428571428571,0.40444444444444444,0.006666666666666667,0.0019047619047619048,0.0004761904761904762,0.0,0.0
"[(5, 'rbf_l1')]",NearMiss,0.49674603174603177,0.23111111111111113,0.7623809523809525,0.23761904761904762,0.7688888888888888,0.0022222222222222222,0.0023809523809523807,0.0004761904761904762,0.0011111111111111111,0.0011111111111111111
"[(5, 'lin')]",NeighbourhoodCleaningRule,0.5757142857142857,0.5666666666666667,0.5847619047619047,0.41523809523809524,0.43333333333333335,0.0,0.0,0.0,0.0,0.0
"[(5, 'tanh')]",NeighbourhoodCleaningRule,0.5737301587301588,0.39222222222222225,0.7552380952380952,0.24476190476190476,0.6077777777777779,0.02666666666666666,0.22428571428571428,0.007142857142857142,0.1611111111111111,0.1611111111111111
"[(5, 'rbf_l1')]",NeighbourhoodCleaningRule,0.5170634920634921,0.5555555555555556,0.4785714285714285,0.5214285714285715,0.4444444444444445,0.0011111111111111111,0.0009523809523809524,0.0004761904761904762,0.0,0.0
"[(5, 'lin')]",OneSidedSelection,0.5761111111111111,0.5688888888888889,0.5833333333333334,0.4166666666666667,0.43111111111111117,0.0,0.0,0.0,0.0,0.0
"[(5, 'lin')]",RandomUnderSampler,0.5797619047619048,0.58,0.5795238095238094,0.42047619047619045,0.42,0.0022222222222222222,0.0,0.0,0.0,0.0
"[(5, 'tanh')]",OneSidedSelection,0.5344444444444445,0.15555555555555556,0.9133333333333334,0.08666666666666667,0.8444444444444444,0.0,0.43190476190476185,0.0,0.32555555555555554,0.32555555555555554
"[(5, 'tanh')]",RandomUnderSampler,0.5795238095238094,0.5666666666666668,0.5923809523809523,0.4076190476190476,0.4333333333333333,0.07444444444444444,0.04428571428571428,0.025714285714285717,0.017777777777777778,0.017777777777777778
"[(5, 'rbf_l2')]",InstanceHardnessThreshold,0.5634920634920634,0.5922222222222222,0.5347619047619047,0.4652380952380952,0.40777777777777774,0.17333333333333334,0.11047619047619046,0.09857142857142857,0.04777777777777777,0.04777777777777777
"[(5, 'lin')]",TomekLinks,0.5755555555555555,0.5677777777777778,0.5833333333333334,0.4166666666666667,0.4322222222222221,0.0,0.0,0.0,0.0,0.0
"[(5, 'rbf_l2')]",NearMiss,0.5642063492063492,0.6022222222222221,0.5261904761904762,0.47380952380952385,0.3977777777777778,0.15333333333333335,0.09333333333333334,0.08333333333333333,0.044444444444444446,0.044444444444444446
"[(5, 'tanh')]",TomekLinks,0.525,0.16,0.89,0.10999999999999999,0.84,0.0,0.3538095238095238,0.0,0.2866666666666667,0.2866666666666667
"[(5, 'rbf_l1')]",OneSidedSelection,0.49500000000000005,0.08666666666666667,0.9033333333333333,0.09666666666666666,0.9133333333333334,0.005555555555555556,0.008095238095238095,0.0,0.006666666666666665,0.006666666666666665
"[(5, 'rbf_l1')]",RandomUnderSampler,0.5033333333333333,0.4566666666666667,0.5499999999999999,0.45,0.5433333333333333,0.0011111111111111111,0.0004761904761904762,0.0,0.0,0.0
"[(5, 'lin')]",ADASYN,0.5792063492063492,0.5555555555555555,0.6028571428571429,0.3971428571428572,0.4444444444444445,0.0,0.0,0.0,0.0,0.0
"[(5, 'lin')]",RandomOverSampler,0.5830158730158731,0.5855555555555555,0.5804761904761905,0.41952380952380947,0.41444444444444445,0.0,0.0,0.0,0.0,0.0
"[(5, 'tanh')]",ADASYN,0.5738888888888889,0.4977777777777778,0.65,0.3499999999999999,0.5022222222222222,0.03,0.058095238095238096,0.011904761904761904,0.01888888888888889,0.01888888888888889
"[(5, 'tanh')]",RandomOverSampler,0.5692063492063492,0.5555555555555555,0.5828571428571429,0.4171428571428571,0.4444444444444445,0.044444444444444446,0.057619047619047625,0.01857142857142857,0.02666666666666667,0.02666666666666667
"[(5, 'rbf_l1')]",TomekLinks,0.501984126984127,0.23111111111111113,0.7728571428571428,0.22714285714285717,0.7688888888888888,0.0011111111111111111,0.0023809523809523807,0.0,0.0022222222222222222,0.0022222222222222222
"[(5, 'lin')]",SMOTE,0.5816666666666667,0.6033333333333334,0.5599999999999999,0.43999999999999995,0.39666666666666667,0.0011111111111111111,0.0,0.0,0.0,0.0
"[(5, 'rbf_l2')]",NeighbourhoodCleaningRule,0.5661904761904761,0.29000000000000004,0.8423809523809523,0.15761904761904763,0.71,0.02888888888888889,0.20619047619047617,0.012857142857142857,0.13555555555555554,0.13555555555555554
"[(5, 'tanh')]",SMOTE,0.5932539682539683,0.5922222222222223,0.5942857142857142,0.40571428571428575,0.40777777777777774,0.06666666666666667,0.06761904761904762,0.03523809523809524,0.021111111111111112,0.021111111111111112
"[(5, 'rbf_l1')]",ADASYN,0.501904761904762,0.35000000000000003,0.6538095238095237,0.3461904761904762,0.65,0.006666666666666667,0.004285714285714286,0.0,0.0022222222222222222,0.0022222222222222222
"[(5, 'rbf_l1')]",RandomOverSampler,0.5004761904761904,0.3233333333333333,0.6776190476190477,0.3223809523809524,0.6766666666666666,0.0011111111111111111,0.0009523809523809524,0.0,0.0011111111111111111,0.0011111111111111111
"[(5, 'rbf_l1')]",SMOTE,0.5001587301587301,0.6155555555555555,0.3847619047619048,0.6152380952380953,0.3844444444444444,0.0,0.0,0.0,0.0,0.0
"[(5, 'lin')]",SMOTEENN,0.5823809523809523,0.6166666666666668,0.5480952380952381,0.45190476190476186,0.3833333333333333,0.0033333333333333327,0.0,0.0004761904761904762,0.0,0.0
"[(5, 'rbf_l2')]",OneSidedSelection,0.5232539682539682,0.06555555555555555,0.980952380952381,0.019047619047619046,0.9344444444444444,0.0033333333333333327,0.47095238095238096,0.0,0.3011111111111111,0.3011111111111111
"[(5, 'rbf_l2')]",RandomUnderSampler,0.5793650793650794,0.5811111111111111,0.5776190476190476,0.42238095238095236,0.41888888888888887,0.05777777777777777,0.04428571428571428,0.030000000000000002,0.02888888888888889,0.02888888888888889
"[(5, 'tanh')]",SMOTEENN,0.5826190476190476,0.42333333333333334,0.741904761904762,0.2580952380952381,0.5766666666666667,0.013333333333333334,0.15571428571428572,0.007142857142857143,0.10111111111111111,0.10111111111111111
"[(5, 'rbf_l2')]",TomekLinks,0.5222222222222221,0.06111111111111111,0.9833333333333334,0.016666666666666666,0.938888888888889,0.0033333333333333335,0.4957142857142858,0.0,0.32666666666666666,0.32666666666666666
"[(5, 'rbf_l1')]",SMOTEENN,0.5002380952380953,0.5333333333333333,0.46714285714285714,0.5328571428571429,0.4666666666666666,0.0033333333333333327,0.0014285714285714286,0.002857142857142857,0.0,0.0
"[(5, 'rbf_l2')]",ADASYN,0.568015873015873,0.47222222222222227,0.6638095238095238,0.3361904761904762,0.5277777777777778,0.05888888888888888,0.12857142857142856,0.03428571428571429,0.07777777777777778,0.07777777777777778
"[(5, 'rbf_l2')]",RandomOverSampler,0.5824603174603175,0.5677777777777777,0.5971428571428572,0.40285714285714286,0.4322222222222223,0.056666666666666664,0.055714285714285716,0.017619047619047618,0.016666666666666666,0.016666666666666666
"[(5, 'lin')]",SMOTETomek,0.5844444444444444,0.6088888888888889,0.5600000000000002,0.43999999999999995,0.39111111111111113,0.0011111111111111111,0.0,0.0,0.0,0.0
"[(5, 'rbf_linf')]",None,0.5230158730158729,0.06555555555555555,0.9804761904761904,0.019523809523809523,0.9344444444444444,0.0022222222222222222,0.6290476190476191,0.0004761904761904762,0.4877777777777778,0.4877777777777778
"[(5, 'tanh')]",SMOTETomek,0.5628571428571428,0.5566666666666666,0.5690476190476191,0.43095238095238103,0.44333333333333336,0.04666666666666667,0.03857142857142857,0.027619047619047623,0.015555555555555559,0.015555555555555559
"[(5, 'sigm'), (5, 'sigm')]",None,0.5358730158730158,0.11888888888888888,0.9528571428571428,0.047142857142857146,0.8811111111111112,0.0033333333333333327,0.5628571428571428,0.0004761904761904762,0.33555555555555555,0.33555555555555555
"[(5, 'rbf_l2')]",SMOTE,0.5688095238095238,0.5566666666666666,0.580952380952381,0.41904761904761906,0.44333333333333336,0.06888888888888889,0.07571428571428572,0.028095238095238093,0.03888888888888889,0.03888888888888889
"[(5, 'rbf_l1')]",SMOTETomek,0.4999206349206349,0.45222222222222225,0.5476190476190477,0.45238095238095233,0.5477777777777778,0.0011111111111111111,0.0009523809523809524,0.0,0.0,0.0
"[(5, 'lin'), (5, 'lin')]",None,0.5763492063492063,0.5688888888888889,0.5838095238095239,0.4161904761904762,0.43111111111111117,0.0,0.0,0.0,0.0,0.0
"[(5, 'rbf_l2')]",SMOTEENN,0.5567460317460317,0.33777777777777773,0.7757142857142857,0.22428571428571428,0.6622222222222222,0.034444444444444444,0.15714285714285714,0.02,0.07444444444444444,0.07444444444444444
"[(5, 'rbf_l2')]",SMOTETomek,0.5690476190476191,0.5399999999999999,0.5980952380952381,0.40190476190476193,0.45999999999999996,0.049999999999999996,0.06523809523809525,0.026190476190476195,0.020000000000000004,0.020000000000000004
"[(5, 'tanh'), (5, 'tanh')]",None,0.5388095238095238,0.13666666666666666,0.940952380952381,0.05904761904761905,0.8633333333333333,0.0022222222222222222,0.5580952380952381,0.0,0.36333333333333334,0.36333333333333334
"[(5, 'rbf_linf')]",ClusterCentroids,0.5436507936507936,0.5277777777777778,0.5595238095238095,0.44047619047619047,0.47222222222222227,0.04222222222222222,0.047619047619047616,0.022857142857142854,0.023333333333333334,0.023333333333333334
"[(5, 'rbf_linf')]",EditedNearestNeighbours,0.558968253968254,0.3355555555555556,0.7823809523809525,0.2176190476190476,0.6644444444444445,0.052222222222222225,0.15333333333333332,0.03,0.09222222222222222,0.09222222222222222
"[(5, 'lin'), (5, 'lin')]",ClusterCentroids,0.5860317460317461,0.6544444444444445,0.5176190476190476,0.4823809523809524,0.34555555555555556,0.0,0.0,0.0,0.0,0.0
"[(5, 'lin'), (5, 'lin')]",EditedNearestNeighbours,0.5771428571428571,0.5733333333333334,0.580952380952381,0.41904761904761906,0.42666666666666675,0.0,0.0004761904761904762,0.0,0.0,0.0
"[(5, 'sigm'), (5, 'sigm')]",ClusterCentroids,0.6241269841269842,0.6311111111111111,0.6171428571428571,0.38285714285714284,0.368888888888889,0.21333333333333335,0.20714285714285716,0.06761904761904762,0.07444444444444444,0.07444444444444444
"[(5, 'sigm'), (5, 'sigm')]",EditedNearestNeighbours,0.6226984126984126,0.5577777777777778,0.6876190476190477,0.3123809523809524,0.44222222222222224,0.1988888888888889,0.2866666666666667,0.06333333333333334,0.1211111111111111,0.1211111111111111
"[(5, 'tanh'), (5, 'tanh')]",ClusterCentroids,0.589047619047619,0.5966666666666667,0.5814285714285714,0.4185714285714286,0.4033333333333333,0.11111111111111112,0.14619047619047618,0.04952380952380952,0.06888888888888889,0.06888888888888889
"[(5, 'tanh'), (5, 'tanh')]",EditedNearestNeighbours,0.5873809523809524,0.5066666666666667,0.6680952380952382,0.3319047619047619,0.49333333333333335,0.14555555555555555,0.2866666666666666,0.06238095238095238,0.16,0.16
"[(5, 'rbf_linf')]",InstanceHardnessThreshold,0.560952380952381,0.54,0.581904761904762,0.41809523809523813,0.45999999999999996,0.12222222222222222,0.057619047619047604,0.055714285714285716,0.034444444444444444,0.034444444444444444
"[(5, 'lin'), (5, 'lin')]",InstanceHardnessThreshold,0.5779365079365079,0.5677777777777777,0.5880952380952381,0.41190476190476194,0.43222222222222223,0.0022222222222222222,0.002380952380952381,0.0,0.0011111111111111111,0.0011111111111111111
