C,cache_size,class_weight,decision_function_shape,gamma,kernel,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
1.5873684210526318,2048,balanced,ovr,0.7368684210526316,rbf,ADASYN,0.5046031746031746,0.014444444444444446,0.9947619047619048,0.005238095238095239,0.9855555555555555,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.684242105263158,rbf,SMOTETomek,0.5037301587301587,0.012222222222222223,0.9952380952380953,0.004761904761904762,0.9877777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7368684210526316,rbf,RandomOverSampler,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,None,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,InstanceHardnessThreshold,0.5896825396825397,0.9388888888888888,0.2404761904761905,0.7595238095238095,0.061111111111111116,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,NearMiss,0.5510317460317461,0.8977777777777778,0.2042857142857143,0.7957142857142857,0.10222222222222221,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7368684210526316,rbf,SMOTE,0.5014285714285714,0.006666666666666667,0.9961904761904762,0.0038095238095238095,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,NeighbourhoodCleaningRule,0.5038095238095238,0.01333333333333333,0.9942857142857143,0.005714285714285714,0.9866666666666667,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7368684210526316,rbf,SMOTEENN,0.5014285714285714,0.0033333333333333327,0.9995238095238096,0.0004761904761904762,0.9966666666666667,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,ClusterCentroids,0.6094444444444445,0.8255555555555557,0.3933333333333333,0.6066666666666667,0.17444444444444443,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,OneSidedSelection,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,RandomUnderSampler,0.4996825396825397,0.9855555555555555,0.013809523809523808,0.9861904761904764,0.014444444444444446,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,EditedNearestNeighbours,0.5023809523809524,0.01333333333333333,0.9914285714285714,0.008571428571428572,0.9866666666666667,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,TomekLinks,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7368684210526316,rbf,SMOTETomek,0.5016666666666666,0.006666666666666667,0.9966666666666667,0.0033333333333333335,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,None,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,ClusterCentroids,0.6086507936507937,0.8077777777777778,0.40952380952380957,0.5904761904761905,0.1922222222222222,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,ADASYN,0.5045238095238095,0.01333333333333333,0.9957142857142859,0.004285714285714286,0.9866666666666667,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,RandomOverSampler,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,EditedNearestNeighbours,0.5038095238095238,0.01333333333333333,0.9942857142857143,0.005714285714285714,0.9866666666666667,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,InstanceHardnessThreshold,0.5819047619047619,0.94,0.22380952380952382,0.7761904761904762,0.06,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,SMOTE,0.5019047619047619,0.006666666666666667,0.9971428571428572,0.002857142857142857,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,NearMiss,0.545873015873016,0.9022222222222221,0.1895238095238095,0.8104761904761905,0.09777777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,SMOTEENN,0.5008730158730159,0.0022222222222222222,0.9995238095238096,0.0004761904761904762,0.9977777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,NeighbourhoodCleaningRule,0.5028571428571428,0.01,0.9957142857142857,0.004285714285714286,0.9900000000000001,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,InstanceHardnessThreshold,0.5812698412698412,0.9444444444444443,0.2180952380952381,0.781904761904762,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,NearMiss,0.5384126984126983,0.9044444444444445,0.17238095238095238,0.8276190476190477,0.09555555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,ClusterCentroids,0.6000793650793651,0.7277777777777777,0.4723809523809523,0.5276190476190475,0.27222222222222225,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,OneSidedSelection,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,RandomUnderSampler,0.5004761904761905,0.9899999999999999,0.010952380952380951,0.9890476190476191,0.01,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.7894947368421052,rbf,SMOTETomek,0.5023809523809523,0.006666666666666667,0.998095238095238,0.0019047619047619048,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,EditedNearestNeighbours,0.5037301587301587,0.012222222222222223,0.9952380952380953,0.004761904761904762,0.9877777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,None,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,NeighbourhoodCleaningRule,0.5016666666666667,0.006666666666666667,0.9966666666666667,0.0033333333333333335,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,TomekLinks,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,ADASYN,0.5047619047619046,0.01333333333333333,0.9961904761904762,0.00380952380952381,0.9866666666666667,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,OneSidedSelection,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,RandomUnderSampler,0.5003174603174604,0.9911111111111112,0.009523809523809523,0.9904761904761905,0.008888888888888889,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,RandomOverSampler,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,TomekLinks,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,InstanceHardnessThreshold,0.5705555555555555,0.9144444444444444,0.22666666666666666,0.7733333333333333,0.08555555555555555,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,SMOTE,0.5023809523809523,0.006666666666666667,0.998095238095238,0.0019047619047619048,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,ADASYN,0.5042063492063491,0.012222222222222223,0.9961904761904762,0.00380952380952381,0.9877777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,NearMiss,0.5354761904761903,0.91,0.16095238095238093,0.8390476190476192,0.09000000000000001,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,RandomOverSampler,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,SMOTEENN,0.5008730158730159,0.0022222222222222222,0.9995238095238096,0.0004761904761904762,0.9977777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,NeighbourhoodCleaningRule,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,ClusterCentroids,0.5882539682539684,0.6188888888888889,0.5576190476190477,0.4423809523809524,0.3811111111111111,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,SMOTE,0.5026190476190476,0.006666666666666667,0.9985714285714286,0.0014285714285714286,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,EditedNearestNeighbours,0.5023015873015874,0.008888888888888889,0.9957142857142857,0.004285714285714286,0.9911111111111112,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,OneSidedSelection,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,RandomUnderSampler,0.5017460317460318,0.9944444444444445,0.009047619047619046,0.9909523809523809,0.005555555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.842121052631579,rbf,SMOTETomek,0.5026190476190476,0.006666666666666667,0.9985714285714286,0.0014285714285714286,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,None,0.6484920634920635,0.3855555555555556,0.9114285714285714,0.08857142857142856,0.6144444444444445,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,SMOTEENN,0.5003174603174604,0.0011111111111111111,0.9995238095238096,0.0004761904761904762,0.9988888888888888,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,TomekLinks,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,ADASYN,0.5030952380952382,0.01,0.9961904761904762,0.00380952380952381,0.9900000000000001,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,RandomOverSampler,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.8947473684210527,rbf,SMOTETomek,0.5028571428571428,0.006666666666666667,0.9990476190476191,0.0009523809523809524,0.9933333333333333,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,InstanceHardnessThreshold,0.5621428571428572,0.9066666666666667,0.2176190476190476,0.7823809523809523,0.09333333333333334,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,None,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,NearMiss,0.5372222222222222,0.9177777777777778,0.15666666666666665,0.8433333333333334,0.08222222222222221,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,SMOTE,0.502063492063492,0.005555555555555556,0.9985714285714286,0.0014285714285714286,0.9944444444444445,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,NeighbourhoodCleaningRule,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,SMOTEENN,0.5003174603174604,0.0011111111111111111,0.9995238095238096,0.0004761904761904762,0.9988888888888888,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,OneSidedSelection,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,RandomUnderSampler,0.5018253968253968,0.9955555555555556,0.008095238095238095,0.991904761904762,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,ClusterCentroids,0.709047619047619,0.7233333333333333,0.6947619047619048,0.30523809523809525,0.27666666666666667,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,EditedNearestNeighbours,0.7138095238095238,0.7366666666666667,0.690952380952381,0.30904761904761907,0.26333333333333336,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,TomekLinks,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,0.9473736842105264,rbf,SMOTETomek,0.5023015873015874,0.005555555555555556,0.9990476190476191,0.0009523809523809524,0.9944444444444445,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,None,0.6792063492063493,0.46222222222222226,0.8961904761904762,0.10380952380952384,0.5377777777777778,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,ADASYN,0.5011111111111111,0.005555555555555554,0.9966666666666667,0.0033333333333333335,0.9944444444444445,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,ClusterCentroids,0.6326190476190475,0.7966666666666667,0.4685714285714286,0.5314285714285715,0.20333333333333334,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,RandomOverSampler,0.5015079365079366,0.0044444444444444444,0.9985714285714286,0.0014285714285714286,0.9955555555555556,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,EditedNearestNeighbours,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,SMOTE,0.502063492063492,0.005555555555555556,0.9985714285714286,0.0014285714285714286,0.9944444444444445,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,InstanceHardnessThreshold,0.6942857142857143,0.8399999999999999,0.5485714285714286,0.45142857142857146,0.16,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,NearMiss,0.6783333333333332,0.7400000000000001,0.6166666666666667,0.3833333333333333,0.26,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,SMOTEENN,0.5005555555555555,0.0011111111111111111,1.0,0.0,0.9988888888888888,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,NeighbourhoodCleaningRule,0.7140476190476189,0.6933333333333334,0.7347619047619048,0.2652380952380952,0.30666666666666664,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,InstanceHardnessThreshold,0.6569841269841269,0.5211111111111112,0.7928571428571428,0.20714285714285716,0.47888888888888886,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,OneSidedSelection,0.6775396825396826,0.47888888888888886,0.8761904761904761,0.12380952380952381,0.5211111111111111,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,ClusterCentroids,0.6919841269841269,0.7111111111111112,0.6728571428571429,0.3271428571428572,0.2888888888888889,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,RandomUnderSampler,0.7100000000000001,0.7366666666666667,0.6833333333333332,0.31666666666666665,0.26333333333333325,0.0,0.0,0.0,0.0,0.0
1.5873684210526318,2048,balanced,ovr,1.0,rbf,SMOTETomek,0.5023015873015874,0.005555555555555556,0.9990476190476191,0.0009523809523809524,0.9944444444444445,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,NearMiss,0.5677777777777778,0.2222222222222222,0.9133333333333334,0.08666666666666667,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,EditedNearestNeighbours,0.7147619047619047,0.7466666666666667,0.6828571428571428,0.31714285714285717,0.25333333333333335,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,None,0.6642857142857143,0.4466666666666667,0.881904761904762,0.11809523809523809,0.5533333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,TomekLinks,0.6769047619047619,0.4766666666666666,0.8771428571428572,0.12285714285714285,0.5233333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,NeighbourhoodCleaningRule,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,ADASYN,0.6988888888888889,0.6044444444444445,0.7933333333333333,0.20666666666666667,0.3955555555555555,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,RandomOverSampler,0.7115079365079365,0.6944444444444443,0.7285714285714286,0.2714285714285714,0.3055555555555555,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,OneSidedSelection,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,RandomUnderSampler,0.6434920634920634,0.45888888888888885,0.8280952380952381,0.17190476190476192,0.5411111111111112,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,SMOTE,0.7055555555555557,0.6644444444444444,0.7466666666666667,0.25333333333333335,0.33555555555555555,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,TomekLinks,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,InstanceHardnessThreshold,0.6929365079365079,0.8444444444444444,0.5414285714285715,0.45857142857142863,0.15555555555555556,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,SMOTEENN,0.6867460317460319,0.5611111111111112,0.8123809523809524,0.18761904761904766,0.43888888888888894,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,ADASYN,0.5058730158730159,0.012222222222222223,0.9995238095238096,0.0004761904761904762,0.9877777777777778,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,NearMiss,0.6653968253968255,0.7255555555555556,0.6052380952380952,0.3947619047619048,0.27444444444444444,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,RandomOverSampler,0.6582539682539682,0.5122222222222222,0.8042857142857143,0.19571428571428573,0.4877777777777778,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,NeighbourhoodCleaningRule,0.7121428571428572,0.6966666666666667,0.7276190476190476,0.2723809523809524,0.3033333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,ClusterCentroids,0.6824603174603174,0.7044444444444444,0.6604761904761904,0.33952380952380956,0.2955555555555555,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,auto,rbf,SMOTETomek,0.7034126984126984,0.6577777777777778,0.7490476190476191,0.2509523809523809,0.3422222222222222,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,SMOTE,0.6673809523809524,0.5766666666666667,0.758095238095238,0.24190476190476193,0.42333333333333334,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.15797894736842105,rbf,None,0.6440476190476191,0.38999999999999996,0.8980952380952382,0.1019047619047619,0.61,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,EditedNearestNeighbours,0.7135714285714286,0.7600000000000001,0.6671428571428571,0.33285714285714285,0.24,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,OneSidedSelection,0.6864285714285714,0.5099999999999999,0.8628571428571429,0.13714285714285712,0.49,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,RandomUnderSampler,0.703174603174603,0.7444444444444445,0.6619047619047619,0.33809523809523806,0.2555555555555556,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,SMOTEENN,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,TomekLinks,0.6857936507936507,0.5077777777777778,0.8638095238095239,0.13619047619047617,0.49222222222222217,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,ADASYN,0.689047619047619,0.5399999999999999,0.8380952380952381,0.1619047619047619,0.45999999999999996,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,RandomOverSampler,0.6922222222222224,0.5911111111111111,0.7933333333333333,0.20666666666666667,0.40888888888888886,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.0001,rbf,SMOTETomek,0.5111904761904762,0.03,0.9923809523809525,0.007619047619047619,0.9700000000000001,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,InstanceHardnessThreshold,0.6940476190476191,0.8666666666666667,0.5214285714285715,0.4785714285714286,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.21060526315789474,rbf,None,0.6077777777777779,0.28555555555555556,0.9299999999999998,0.06999999999999999,0.7144444444444445,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,SMOTE,0.6769047619047619,0.5466666666666667,0.8071428571428573,0.19285714285714287,0.4533333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,NearMiss,0.6572222222222223,0.7377777777777778,0.5766666666666668,0.4233333333333333,0.2622222222222222,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,SMOTEENN,0.6585714285714285,0.43999999999999995,0.8771428571428571,0.12285714285714285,0.56,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,NeighbourhoodCleaningRule,0.7055555555555557,0.6911111111111111,0.7200000000000001,0.27999999999999997,0.30888888888888894,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.15797894736842105,rbf,ClusterCentroids,0.692936507936508,0.7277777777777779,0.6580952380952381,0.34190476190476193,0.2722222222222222,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.15797894736842105,rbf,EditedNearestNeighbours,0.7103174603174603,0.7544444444444444,0.6661904761904762,0.3338095238095238,0.24555555555555555,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,OneSidedSelection,0.6732539682539681,0.4955555555555555,0.850952380952381,0.14904761904761907,0.5044444444444445,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.05272631578947369,rbf,SMOTETomek,0.6797619047619049,0.5466666666666667,0.8128571428571428,0.18714285714285714,0.45333333333333337,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,RandomUnderSampler,0.6954761904761905,0.7599999999999999,0.6309523809523809,0.36904761904761907,0.24,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.2632315789473684,rbf,None,0.57,0.18333333333333335,0.9566666666666667,0.043333333333333335,0.8166666666666668,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,TomekLinks,0.6729365079365079,0.49444444444444446,0.8514285714285714,0.14857142857142858,0.5055555555555556,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,ADASYN,0.6803968253968254,0.5022222222222221,0.8585714285714285,0.14142857142857143,0.4977777777777777,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,RandomOverSampler,0.6696031746031745,0.4811111111111111,0.8580952380952381,0.14190476190476192,0.5188888888888888,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.15797894736842105,rbf,InstanceHardnessThreshold,0.6960317460317461,0.8777777777777779,0.5142857142857143,0.4857142857142857,0.12222222222222222,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.21060526315789474,rbf,ClusterCentroids,0.6985714285714287,0.7566666666666667,0.6404761904761905,0.3595238095238095,0.24333333333333332,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.10535263157894738,rbf,SMOTE,0.66,0.4666666666666666,0.8533333333333334,0.14666666666666664,0.5333333333333333,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.15797894736842105,rbf,NearMiss,0.6471428571428571,0.7633333333333333,0.5309523809523808,0.469047619047619,0.23666666666666666,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.21060526315789474,rbf,EditedNearestNeighbours,0.7111904761904762,0.7466666666666666,0.6757142857142857,0.32428571428571423,0.25333333333333335,0.0,0.0,0.0,0.0,0.0
2.113157894736842,2048,,ovr,0.15797894736842105,rbf,NeighbourhoodCleaningRule,0.7037301587301587,0.6855555555555556,0.7219047619047619,0.2780952380952381,0.31444444444444447,0.0,0.0,0.0,0.0,0.0
