C,cache_size,class_weight,decision_function_shape,kernel,max_iter,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
2.113157895,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.488945419,0.463012344,0.757277732,0.842818518,0.671736947,0.328263053,0.157181482,0,0,0,0,0,21.40257533
2.113157895,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.495849289,0.472073015,0.760920585,0.838983185,0.682857984,0.317142016,0.161016815,0,0,0,0,0,19.12949793
2.638947368,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.488186988,0.46244203,0.756879059,0.841809027,0.671949092,0.328050908,0.158190973,0,0,0,0,0,22.28608378
2.638947368,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.491473653,0.466769048,0.75861809,0.839993897,0.677242284,0.322757716,0.160006103,0,0,0,0,0,21.39376601
3.164736842,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.494885527,0.471198342,0.760411565,0.838175105,0.682648026,0.317351974,0.161824895,0,0,0,0,0,19.53473767
3.164736842,2048,balanced,ovr,linear,10000,NearMiss,0.406444055,0.389323368,0.713776851,0.766924837,0.660628864,0.339371136,0.233075163,0,0,0,0,0,22.48927593
2.113157895,2048,None,ovr,linear,10000,OneSidedSelection,0.530135727,0.523698953,0.749875901,0.605717599,0.894034202,0.105965798,0.394282401,0,0,0,0,0,40.886096
3.164736842,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.488086604,0.462255983,0.756820256,0.842009216,0.671631295,0.328368705,0.157990784,0,0,0,0,0,19.10579308
2.113157895,2048,balanced,ovr,linear,10000,OneSidedSelection,0.512646048,0.502339146,0.767800212,0.791341207,0.744259217,0.255740783,0.208658793,0,0,0,0,0,48.4686629
2.638947368,2048,None,ovr,linear,10000,OneSidedSelection,0.528170301,0.526497745,0.756884231,0.646088681,0.867679781,0.132320219,0.353911319,0,0,0,0,0,41.54350297
2.638947368,2048,balanced,ovr,linear,10000,OneSidedSelection,0.506247784,0.492040693,0.765369795,0.806273612,0.724465979,0.275534021,0.193726388,0,0,0,0,0,44.53249057
3.164736842,2048,None,ovr,linear,10000,OneSidedSelection,0.518527975,0.517178908,0.760804014,0.699346944,0.822261085,0.177738915,0.300653056,0,0,0,0,0,43.60205086
2.113157895,2048,None,ovr,linear,10000,RandomUnderSampler,0.502459827,0.489920143,0.763167727,0.797003265,0.729332189,0.270667811,0.202996735,0,0,0,0,0,19.66672397
2.113157895,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.502459827,0.489920143,0.763167727,0.797003265,0.729332189,0.270667811,0.202996735,0,0,0,0,0,18.20788272
2.638947368,2048,None,ovr,linear,10000,RandomUnderSampler,0.502957805,0.490553101,0.763391071,0.796602887,0.730179255,0.269820745,0.203397113,0,0,0,0,0,18.38030267
2.638947368,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.502957805,0.490553101,0.763391071,0.796602887,0.730179255,0.269820745,0.203397113,0,0,0,0,0,18.37135347
3.164736842,2048,None,ovr,linear,10000,RandomUnderSampler,0.502186783,0.489981637,0.762948918,0.795188135,0.730709701,0.269290299,0.204811865,0,0,0,0,0,18.67178679
3.164736842,2048,balanced,ovr,linear,10000,OneSidedSelection,0.495364469,0.47975675,0.759822254,0.806091123,0.713553385,0.286446615,0.193908877,0,0,0,0,0,42.60985374
2.113157895,2048,None,ovr,linear,10000,TomekLinks,0.527974171,0.521133969,0.748241127,0.601278648,0.895203607,0.104796393,0.398721352,0,0,0,0,0,45.36666274
3.164736842,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.502186783,0.489981637,0.762948918,0.795188135,0.730709701,0.269290299,0.204811865,0,0,0,0,0,21.62960879
2.113157895,2048,balanced,ovr,linear,10000,TomekLinks,0.515418409,0.504837811,0.769312439,0.794367848,0.74425703,0.25574297,0.205632152,0,0,0,0,0,48.77074544
2.638947368,2048,None,ovr,linear,10000,TomekLinks,0.512842058,0.511684366,0.752650582,0.658154353,0.847146811,0.152853189,0.341845647,0,0,0,0,0,49.0741756
3.164736842,2048,None,ovr,linear,10000,TomekLinks,0.53217589,0.531925254,0.763898323,0.679177271,0.848619376,0.151380624,0.320822729,0,0,0,0,0,45.64439178
2.638947368,2048,balanced,ovr,linear,10000,TomekLinks,0.505655723,0.491863163,0.76475484,0.803029082,0.726480598,0.273519402,0.196970918,0,0,0,0,0,49.7102294
3.690526316,2048,None,ovr,linear,10000,InstanceHardnessThreshold,0.471201102,0.434559164,0.747061531,0.866626995,0.627496067,0.372503933,0.133373005,0,0,0,0,0,11.35569414
3.690526316,2048,None,ovr,linear,10000,NearMiss,0.406827653,0.390015632,0.713965325,0.765715158,0.662215493,0.337784507,0.234284842,0,0,0,0,0,20.74748611
3.164736842,2048,balanced,ovr,linear,10000,TomekLinks,0.489720556,0.471551448,0.757275319,0.814129207,0.70042143,0.29957857,0.185870793,0,0,0,0,0,47.08140667
3.690526316,2048,balanced,ovr,linear,10000,InstanceHardnessThreshold,0.470811431,0.434177511,0.746855006,0.866425585,0.627284427,0.372715573,0.133574415,0,0,0,0,0,12.07048615
3.690526316,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.494866631,0.469189539,0.760396646,0.845030974,0.675762317,0.324237683,0.154969026,0,0,0,0,0,16.77479768
3.690526316,2048,balanced,ovr,linear,10000,NearMiss,0.406827653,0.390015632,0.713965325,0.765715158,0.662215493,0.337784507,0.234284842,0,0,0,0,0,20.8976059
2.113157895,2048,None,ovr,linear,10000,ADASYN,0.344355303,0.254247958,0.66085201,0.941077848,0.380626172,0.619373828,0.058922152,0,0,0,0,0,97.21693953
2.113157895,2048,balanced,ovr,linear,10000,ADASYN,0.353554702,0.269616368,0.668654606,0.931580457,0.405728754,0.594271246,0.068419543,0,0,0,0,0,95.38214628
3.164736842,2048,None,ovr,linear,10000,ADASYN,0.283638293,0.189914897,0.623569107,0.942496262,0.304641953,0.695358047,0.057503738,0,0,0,0,0,90.22537223
2.638947368,2048,None,ovr,linear,10000,ADASYN,0.304569174,0.211780193,0.63645474,0.941279868,0.331629613,0.668370387,0.058720132,0,0,0,0,0,93.18077048
2.638947368,2048,balanced,ovr,linear,10000,ADASYN,0.319023597,0.234375079,0.648493421,0.927767707,0.369219135,0.630780865,0.072232293,0,0,0,0,0,95.28697904
3.690526316,2048,None,ovr,linear,10000,OneSidedSelection,0.486200131,0.478131364,0.751942686,0.754425829,0.749459544,0.250540456,0.245574171,0,0,0,0,0,38.09815701
3.690526316,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.482496893,0.454758105,0.753773975,0.845439287,0.662108663,0.337891337,0.154560713,0,0,0,0,0,16.53657142
3.690526316,2048,None,ovr,linear,10000,RandomUnderSampler,0.505863307,0.493334025,0.764923494,0.798820837,0.731026152,0.268973848,0.201179163,0,0,0,0,0,18.41820542
3.164736842,2048,balanced,ovr,linear,10000,ADASYN,0.306149772,0.218068259,0.639580834,0.932805395,0.346356272,0.653643728,0.067194605,0,0,0,0,0,93.0302186
2.113157895,2048,None,ovr,linear,10000,RandomOverSampler,0.492598416,0.475326384,0.758678048,0.811726937,0.705629159,0.294370841,0.188273063,0,0,0,0,0,65.57894222
2.113157895,2048,balanced,ovr,linear,10000,RandomOverSampler,0.492598416,0.475326384,0.758678048,0.811726937,0.705629159,0.294370841,0.188273063,0,0,0,0,0,65.57350071
3.164736842,2048,None,ovr,linear,10000,RandomOverSampler,0.403650904,0.350876886,0.707312302,0.87970582,0.534918784,0.465081216,0.12029418,0,0,0,0,0,63.85801379
2.638947368,2048,None,ovr,linear,10000,RandomOverSampler,0.446533537,0.410339741,0.732632594,0.852486191,0.612778997,0.387221003,0.147513809,0,0,0,0,0,64.73671095
3.690526316,2048,balanced,ovr,linear,10000,OneSidedSelection,0.477095801,0.454863236,0.750358754,0.821238366,0.679479143,0.320520857,0.178761634,0,0,0,0,0,37.26339801
2.638947368,2048,balanced,ovr,linear,10000,RandomOverSampler,0.446533537,0.410339741,0.732632594,0.852486191,0.612778997,0.387221003,0.147513809,0,0,0,0,0,63.55723818
3.690526316,2048,None,ovr,linear,10000,TomekLinks,0.480220294,0.471162351,0.748782259,0.754029723,0.743534795,0.256465205,0.245970277,0,0,0,0,0,39.92061416
3.690526316,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.505863307,0.493334025,0.764923494,0.798820837,0.731026152,0.268973848,0.201179163,0,0,0,0,0,17.74911674
3.164736842,2048,balanced,ovr,linear,10000,RandomOverSampler,0.403650904,0.350876886,0.707312302,0.87970582,0.534918784,0.465081216,0.12029418,0,0,0,0,0,60.82864197
2.113157895,2048,None,ovr,linear,10000,SMOTE,0.518589261,0.508366785,0.770849092,0.794369679,0.747328505,0.252671495,0.205630321,0,0,0,0,0,72.07165988
3.164736842,2048,None,ovr,linear,10000,SMOTE,0.417988433,0.369185919,0.715359578,0.874661418,0.556057738,0.443942262,0.125338582,0,0,0,0,0,69.32390134
2.113157895,2048,balanced,ovr,linear,10000,SMOTE,0.518589261,0.508366785,0.770849092,0.794369679,0.747328505,0.252671495,0.205630321,0,0,0,0,0,72.03015971
2.638947368,2048,None,ovr,linear,10000,SMOTE,0.479821071,0.452262261,0.751955862,0.841790107,0.662121617,0.337878383,0.158209893,0,0,0,0,0,71.45259714
2.638947368,2048,balanced,ovr,linear,10000,SMOTE,0.479821071,0.452262261,0.751955862,0.841790107,0.662121617,0.337878383,0.158209893,0,0,0,0,0,72.10470398
3.690526316,2048,balanced,ovr,linear,10000,TomekLinks,0.48238639,0.460584108,0.753669643,0.824060545,0.683278741,0.316721259,0.175939455,0,0,0,0,0,41.52618146
2.113157895,2048,None,ovr,linear,10000,SMOTEENN,0.535739647,0.529177353,0.752304912,0.607929446,0.896680378,0.103319622,0.392070554,0,0,0,0,0,36.04679322
3.164736842,2048,None,ovr,linear,10000,SMOTEENN,0.5444974,0.54089395,0.761121624,0.636782325,0.885460923,0.114539077,0.363217675,0,0,0,0,0,45.28769747
3.164736842,2048,balanced,ovr,linear,10000,SMOTE,0.417988433,0.369185919,0.715359578,0.874661418,0.556057738,0.443942262,0.125338582,0,0,0,0,0,84.14016628
2.113157895,2048,balanced,ovr,linear,10000,SMOTEENN,0.532072503,0.532065204,0.766352481,0.695299826,0.837405136,0.162594864,0.304700174,0,0,0,0,0,37.41054265
2.638947368,2048,None,ovr,linear,10000,SMOTEENN,0.543108614,0.538225323,0.758333861,0.625066374,0.891601349,0.108398651,0.374933626,0,0,0,0,0,37.24716711
2.638947368,2048,balanced,ovr,linear,10000,SMOTEENN,0.535143005,0.535111657,0.768387651,0.700745827,0.836029475,0.163970525,0.299254173,0,0,0,0,0,41.0582006
3.690526316,2048,None,ovr,linear,10000,ADASYN,0.292621682,0.20327483,0.631009594,0.934410571,0.327608617,0.672391383,0.065589429,0,0,0,0,0,96.14557497
3.164736842,2048,balanced,ovr,linear,10000,SMOTEENN,0.533810738,0.533752285,0.767992252,0.701755318,0.834229187,0.165770813,0.298244682,0,0,0,0,0,40.58436831
3.690526316,2048,balanced,ovr,linear,10000,ADASYN,0.278663778,0.194991436,0.625405066,0.923527724,0.327282408,0.672717592,0.076472276,0,0,0,0,0,102.9418787
3.164736842,2048,None,ovr,linear,10000,SMOTETomek,0.404132873,0.360943852,0.709533574,0.855894901,0.563172248,0.436827752,0.144105099,0,0,0,0,0,80.30837011
3.690526316,2048,None,ovr,linear,10000,RandomOverSampler,0.365068741,0.305550994,0.684002495,0.884805151,0.483199838,0.516800162,0.115194849,0,0,0,0,0,77.45754019
2.113157895,2048,None,ovr,linear,10000,SMOTETomek,0.503073897,0.488843621,0.763801463,0.805044402,0.722558525,0.277441475,0.194955598,0,0,0,0,0,86.83525483
2.113157895,2048,balanced,ovr,linear,10000,SMOTETomek,0.5003008,0.486465876,0.762018756,0.800411364,0.723626147,0.276373853,0.199588636,0,0,0,0,0,85.79179827
2.638947368,2048,None,ovr,linear,10000,SMOTETomek,0.455637476,0.419794751,0.738636888,0.856747536,0.620526241,0.379473759,0.143252464,0,0,0,0,0,80.60415459
2.638947368,2048,balanced,ovr,linear,10000,SMOTETomek,0.459355589,0.428025274,0.740564625,0.842825231,0.638304018,0.361695982,0.157174769,0,0,0,0,0,86.63374821
4.216315789,2048,None,ovr,linear,10000,None,0.486936846,0.480394378,0.752422159,0.749986268,0.754858051,0.245141949,0.250013732,0,0,0,0,0,39.52791373
4.216315789,2048,balanced,ovr,linear,10000,None,0.419444391,0.37635261,0.716261921,0.859538588,0.572985254,0.427014746,0.140461412,0,0,0,0,0,45.01405827
4.742105263,2048,None,ovr,linear,10000,None,0.400496278,0.361942593,0.708248928,0.839186426,0.577311429,0.422688571,0.160813574,0,0,0,0,0,40.53290764
5.267894737,2048,None,ovr,linear,10000,None,0.368803817,0.326519678,0.690449404,0.8402008,0.540698009,0.459301991,0.1597992,0,0,0,0,0,40.40356048
4.742105263,2048,balanced,ovr,linear,10000,None,0.378895774,0.327609115,0.694056953,0.867623669,0.520490238,0.479509762,0.132376331,0,0,0,0,0,43.32275399
3.164736842,2048,balanced,ovr,linear,10000,SMOTETomek,0.429857935,0.387756893,0.723808131,0.863415423,0.584200839,0.415799161,0.136584577,0,0,0,0,0,71.26240595
3.690526316,2048,balanced,ovr,linear,10000,RandomOverSampler,0.365068741,0.305550994,0.684002495,0.884805151,0.483199838,0.516800162,0.115194849,0,0,0,0,0,61.28854171
3.690526316,2048,None,ovr,linear,10000,SMOTE,0.394119333,0.335111664,0.699256342,0.892652202,0.505860482,0.494139518,0.107347798,0,0,0,0,0,70.27240785
5.267894737,2048,balanced,ovr,linear,10000,None,0.35081689,0.288387643,0.674637167,0.891266746,0.458007587,0.541992413,0.108733254,0,0,0,0,0,49.31360237
3.690526316,2048,None,ovr,linear,10000,SMOTEENN,0.544365705,0.541888247,0.763175564,0.647881229,0.878469898,0.121530102,0.352118771,0,0,0,0,0,34.1014386
3.690526316,2048,balanced,ovr,linear,10000,SMOTE,0.394119333,0.335111664,0.699256342,0.892652202,0.505860482,0.494139518,0.107347798,0,0,0,0,0,77.0141352
3.690526316,2048,balanced,ovr,linear,10000,SMOTEENN,0.535055494,0.534981718,0.768790386,0.703773689,0.833807084,0.166192916,0.296226311,0,0,0,0,0,37.4064943
3.690526316,2048,None,ovr,linear,10000,SMOTETomek,0.40934935,0.356590096,0.710320601,0.882159358,0.538481843,0.461518157,0.117840642,0,0,0,0,0,74.36797659
5.793684211,2048,None,ovr,linear,10000,None,0.391658116,0.359379335,0.704916478,0.817821111,0.592011844,0.407988156,0.182178889,0,0,0,0,0,45.99203793
3.690526316,2048,balanced,ovr,linear,10000,SMOTETomek,0.432843423,0.397923857,0.726758672,0.843992188,0.609525155,0.390474845,0.156007812,0,0,0,0,0,71.22376998
5.793684211,2048,balanced,ovr,linear,10000,None,0.354058342,0.295858684,0.678069033,0.878949617,0.477188449,0.522811551,0.121050383,0,0,0,0,0,47.61949197
4.216315789,2048,None,ovr,linear,10000,ClusterCentroids,0.365437247,0.294226295,0.680447713,0.909201379,0.451694047,0.548305953,0.090798621,0,0,0,0,0,19.20325891
4.216315789,2048,balanced,ovr,linear,10000,ClusterCentroids,0.365437247,0.294226295,0.680447713,0.909201379,0.451694047,0.548305953,0.090798621,0,0,0,0,0,18.34851519
4.742105263,2048,None,ovr,linear,10000,ClusterCentroids,0.358883481,0.287640505,0.676760252,0.907774421,0.445746082,0.554253918,0.092225579,0,0,0,0,0,18.68995722
5.267894737,2048,None,ovr,linear,10000,ClusterCentroids,0.325398029,0.250077313,0.656105551,0.910606976,0.401604125,0.598395875,0.089393024,0,0,0,0,0,19.04380655
4.742105263,2048,balanced,ovr,linear,10000,ClusterCentroids,0.358883481,0.287640505,0.676760252,0.907774421,0.445746082,0.554253918,0.092225579,0,0,0,0,0,18.59370255
4.216315789,2048,None,ovr,linear,10000,EditedNearestNeighbours,0.480716413,0.446171148,0.752296456,0.864819189,0.639773723,0.360226277,0.135180811,0,0,0,0,0,16.9875807
4.216315789,2048,balanced,ovr,linear,10000,EditedNearestNeighbours,0.482608372,0.451416687,0.753664254,0.856336171,0.650992337,0.349007663,0.143663829,0,0,0,0,0,16.61926126
4.742105263,2048,None,ovr,linear,10000,EditedNearestNeighbours,0.481972793,0.44718875,0.752949764,0.866230279,0.639669249,0.360330751,0.133769721,0,0,0,0,0,16.54301826
5.267894737,2048,None,ovr,linear,10000,EditedNearestNeighbours,0.481294622,0.446169375,0.752514948,0.866630657,0.63839924,0.36160076,0.133369343,0,0,0,0,0,18.27661411
4.742105263,2048,balanced,ovr,linear,10000,EditedNearestNeighbours,0.486497069,0.455132158,0.755719632,0.85875431,0.652684954,0.347315046,0.14124569,0,0,0,0,0,15.83917983
5.267894737,2048,balanced,ovr,linear,10000,ClusterCentroids,0.325398029,0.250077313,0.656105551,0.910606976,0.401604125,0.598395875,0.089393024,0,0,0,0,0,19.24103904
5.267894737,2048,balanced,ovr,linear,10000,EditedNearestNeighbours,0.479347111,0.446282267,0.751770061,0.860167842,0.64337228,0.35662772,0.139832158,0,0,0,0,0,12.41416876
5.793684211,2048,None,ovr,linear,10000,ClusterCentroids,0.303393825,0.223124851,0.641434883,0.917462846,0.36540692,0.63459308,0.082537154,0,0,0,0,0,17.21577827
5.793684211,2048,None,ovr,linear,10000,EditedNearestNeighbours,0.470154102,0.432241527,0.746302464,0.869465654,0.623139274,0.376860726,0.130534346,0,0,0,0,0,11.76772722
5.793684211,2048,balanced,ovr,linear,10000,ClusterCentroids,0.303393825,0.223124851,0.641434883,0.917462846,0.36540692,0.63459308,0.082537154,0,0,0,0,0,17.06509765
5.793684211,2048,balanced,ovr,linear,10000,EditedNearestNeighbours,0.478289878,0.443942911,0.750956718,0.862983918,0.638929518,0.361070482,0.137016082,0,0,0,0,0,11.68250553
4.216315789,2048,None,ovr,linear,10000,InstanceHardnessThreshold,0.469857121,0.433122835,0.7463308,0.866223565,0.626438035,0.373561965,0.133776435,0,0,0,0,0,10.46513255
4.216315789,2048,balanced,ovr,linear,10000,InstanceHardnessThreshold,0.470243746,0.433505593,0.746537378,0.866425585,0.62664917,0.37335083,0.133574415,0,0,0,0,0,10.51089247
4.742105263,2048,balanced,ovr,linear,10000,InstanceHardnessThreshold,0.470482368,0.433412872,0.746618316,0.867433855,0.625802778,0.374197222,0.132566145,0,0,0,0,0,11.0778513
4.742105263,2048,None,ovr,linear,10000,InstanceHardnessThreshold,0.468791794,0.432089451,0.745763241,0.865618725,0.625907756,0.374092244,0.134381275,0,0,0,0,0,10.70727809
5.267894737,2048,None,ovr,linear,10000,InstanceHardnessThreshold,0.470017707,0.433603069,0.746456302,0.865416705,0.627495899,0.372504101,0.134583295,0,0,0,0,0,10.8564086
4.216315789,2048,None,ovr,linear,10000,NearMiss,0.409830527,0.393434474,0.71551062,0.765312338,0.665708902,0.334291098,0.234687662,0,0,0,0,0,17.41519809
4.216315789,2048,balanced,ovr,linear,10000,NearMiss,0.409830527,0.393434474,0.71551062,0.765312338,0.665708902,0.334291098,0.234687662,0,0,0,0,0,17.91592065
4.742105263,2048,balanced,ovr,linear,10000,NearMiss,0.411153734,0.3948589,0.716193725,0.765514358,0.666873092,0.333126908,0.234485642,0,0,0,0,0,18.52210458
4.742105263,2048,None,ovr,linear,10000,NearMiss,0.411153734,0.3948589,0.716193725,0.765514358,0.666873092,0.333126908,0.234485642,0,0,0,0,0,19.13710427
5.267894737,2048,None,ovr,linear,10000,NearMiss,0.410583332,0.394359354,0.715892504,0.764910739,0.666874269,0.333125731,0.235089261,0,0,0,0,0,20.74876889
4.216315789,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.493291949,0.468965047,0.759582908,0.839587415,0.679578402,0.320421598,0.160412585,0,0,0,0,0,17.06176964
4.216315789,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.490639469,0.464598302,0.758145628,0.844024535,0.672266721,0.327733279,0.155975465,0,0,0,0,0,23.23392049
5.267894737,2048,balanced,ovr,linear,10000,InstanceHardnessThreshold,0.46929885,0.432330621,0.746003467,0.866627605,0.625379329,0.374620671,0.133372395,0,0,0,0,0,11.45428125
4.742105263,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.488893539,0.460472481,0.757139232,0.85068815,0.663590313,0.336409687,0.14931185,0,0,0,0,0,18.98476076
4.742105263,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.485157294,0.459430165,0.755274571,0.840189203,0.67035994,0.32964006,0.159810797,0,0,0,0,0,16.34371487
5.267894737,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.482610414,0.451826689,0.753646423,0.854920809,0.652372036,0.347627964,0.145079191,0,0,0,0,0,17.20818798
5.267894737,2048,balanced,ovr,linear,10000,NearMiss,0.410583332,0.394359354,0.715892504,0.764910739,0.666874269,0.333125731,0.235089261,0,0,0,0,0,22.90223074
4.216315789,2048,None,ovr,linear,10000,OneSidedSelection,0.446670417,0.424673318,0.733547824,0.800190424,0.666905225,0.333094775,0.199809576,0,0,0,0,0,42.88921722
4.216315789,2048,balanced,ovr,linear,10000,OneSidedSelection,0.463200689,0.432655415,0.742829076,0.84280387,0.642854283,0.357145717,0.15719613,0,0,0,0,0,44.4703846
4.742105263,2048,None,ovr,linear,10000,OneSidedSelection,0.404924218,0.375987374,0.712506628,0.812111447,0.612901809,0.387098191,0.187888553,0,0,0,0,0,39.68461291
4.742105263,2048,balanced,ovr,linear,10000,OneSidedSelection,0.426595957,0.38176675,0.72118063,0.866628216,0.575733044,0.424266956,0.133371784,0,0,0,0,0,44.7412405
5.267894737,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.46794099,0.434324035,0.745611269,0.856320913,0.634901624,0.365098376,0.143679087,0,0,0,0,0,17.48358083
5.267894737,2048,None,ovr,linear,10000,OneSidedSelection,0.394674313,0.357306962,0.705637849,0.834151179,0.577124519,0.422875481,0.165848821,0,0,0,0,0,40.55595946
4.216315789,2048,None,ovr,linear,10000,RandomUnderSampler,0.500556874,0.486486073,0.762491253,0.803056547,0.72192596,0.27807404,0.196943453,0,0,0,0,0,19.60643593
4.216315789,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.500556874,0.486486073,0.762491253,0.803056547,0.72192596,0.27807404,0.196943453,0,0,0,0,0,18.58012327
4.742105263,2048,None,ovr,linear,10000,RandomUnderSampler,0.501351262,0.486574918,0.763037113,0.806695352,0.719378875,0.280621125,0.193304648,0,0,0,0,0,19.38554382
4.742105263,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.501351262,0.486574918,0.763037113,0.806695352,0.719378875,0.280621125,0.193304648,0,0,0,0,0,18.89381941
5.267894737,2048,None,ovr,linear,10000,RandomUnderSampler,0.485453215,0.467426446,0.754939582,0.810708902,0.699170263,0.300829737,0.189291098,0,0,0,0,0,20.17657288
5.267894737,2048,balanced,ovr,linear,10000,OneSidedSelection,0.432239233,0.383434211,0.723147032,0.879540419,0.566753644,0.433246356,0.120459581,0,0,0,0,0,40.18821828
4.216315789,2048,None,ovr,linear,10000,TomekLinks,0.412397253,0.381289259,0.715877056,0.821184046,0.610570066,0.389429934,0.178815954,0,0,0,0,0,44.77142215
4.742105263,2048,None,ovr,linear,10000,TomekLinks,0.419025697,0.397678642,0.7203777,0.79092557,0.64982983,0.35017017,0.20907443,0,0,0,0,0,45.52512066
4.216315789,2048,balanced,ovr,linear,10000,TomekLinks,0.450371709,0.41503488,0.735557455,0.850913363,0.620201546,0.379798454,0.149086637,0,0,0,0,0,48.58147669
5.793684211,2048,None,ovr,linear,10000,InstanceHardnessThreshold,0.467733413,0.430928757,0.745185987,0.865416094,0.62495588,0.37504412,0.134583906,0,0,0,0,0,10.91762956
5.267894737,2048,balanced,ovr,linear,10000,RandomUnderSampler,0.485453215,0.467426446,0.754939582,0.810708902,0.699170263,0.300829737,0.189291098,0,0,0,0,0,21.80950475
4.742105263,2048,balanced,ovr,linear,10000,TomekLinks,0.409580374,0.359719105,0.711008626,0.874114559,0.547902693,0.452097307,0.125885441,0,0,0,0,0,49.52501726
5.267894737,2048,None,ovr,linear,10000,TomekLinks,0.4007351,0.368866209,0.709916712,0.820400378,0.599433046,0.400566954,0.179599622,0,0,0,0,0,44.00920161
5.793684211,2048,None,ovr,linear,10000,NearMiss,0.413518666,0.3974867,0.717412276,0.765515579,0.669308973,0.330691027,0.234484421,0,0,0,0,0,20.81208372
5.267894737,2048,balanced,ovr,linear,10000,TomekLinks,0.42361972,0.372163489,0.718303255,0.883759041,0.552847469,0.447152531,0.116240959,0,0,0,0,0,47.20974199
5.793684211,2048,None,ovr,linear,10000,NeighbourhoodCleaningRule,0.45240729,0.415353341,0.736666557,0.858972199,0.614360916,0.385639084,0.141027801,0,0,0,0,0,17.56220078
5.793684211,2048,balanced,ovr,linear,10000,InstanceHardnessThreshold,0.467866055,0.43072483,0.745215205,0.866427416,0.624002995,0.375997005,0.133572584,0,0,0,0,0,11.45251131
5.793684211,2048,balanced,ovr,linear,10000,NearMiss,0.413518666,0.3974867,0.717412276,0.765515579,0.669308973,0.330691027,0.234484421,0,0,0,0,0,21.17846568
4.216315789,2048,None,ovr,linear,10000,ADASYN,0.260685192,0.173853723,0.613089173,0.933604931,0.292573414,0.707426586,0.066395069,0,0,0,0,0,86.97803505
5.793684211,2048,None,ovr,linear,10000,OneSidedSelection,0.424618589,0.391530583,0.72080993,0.830127865,0.611491996,0.388508004,0.169872135,0,0,0,0,0,37.89990934
4.742105263,2048,None,ovr,linear,10000,ADASYN,0.299949394,0.214311014,0.636993751,0.928174799,0.345812703,0.654187297,0.071825201,0,0,0,0,0,84.06344597
5.267894737,2048,None,ovr,linear,10000,ADASYN,0.281763766,0.188823423,0.622810591,0.940876438,0.304744745,0.695255255,0.059123562,0,0,0,0,0,82.94550037
4.216315789,2048,balanced,ovr,linear,10000,ADASYN,0.297510863,0.212784804,0.635976748,0.926543379,0.345410116,0.654589884,0.073456621,0,0,0,0,0,92.33982913
4.742105263,2048,balanced,ovr,linear,10000,ADASYN,0.2782103,0.192027659,0.623947226,0.928972505,0.318921947,0.681078053,0.071027495,0,0,0,0,0,89.29310838
5.793684211,2048,balanced,ovr,linear,10000,NeighbourhoodCleaningRule,0.467499441,0.432325013,0.745006907,0.859969483,0.63004433,0.36995567,0.140030517,0,0,0,0,0,16.68318391
5.793684211,2048,None,ovr,linear,10000,RandomUnderSampler,0.472613992,0.447833299,0.748636089,0.830481858,0.66679032,0.33320968,0.169518142,0,0,0,0,0,19.70695869
4.216315789,2048,None,ovr,linear,10000,RandomOverSampler,0.358585391,0.299300616,0.680524372,0.881533767,0.479514977,0.520485023,0.118466233,0,0,0,0,0,63.74692297
4.742105263,2048,None,ovr,linear,10000,RandomOverSampler,0.354730049,0.29474978,0.678105049,0.881955507,0.474254591,0.525745409,0.118044493,0,0,0,0,0,61.10906275
5.267894737,2048,None,ovr,linear,10000,RandomOverSampler,0.354472574,0.292818876,0.677305237,0.886000183,0.468610291,0.531389709,0.113999817,0,0,0,0,0,59.5774889
5.267894737,2048,balanced,ovr,linear,10000,ADASYN,0.270139724,0.184475895,0.619418921,0.928368885,0.310468956,0.689531044,0.071631115,0,0,0,0,0,81.3711528
4.216315789,2048,balanced,ovr,linear,10000,RandomOverSampler,0.358585391,0.299300616,0.680524372,0.881533767,0.479514977,0.520485023,0.118466233,0,0,0,0,0,62.16166973
