algorithm,leaf_size,n_neighbors,p,weights,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
auto,20,5,2,uniform,None,0.477891129,0.170441329,0.744685419,0.707011505,0.782359334,0.217640666,0.292988495,0.532284171,0.635748017,0.097709138,0.157786322,0.157786322
auto,20,5,2,distance,None,0.479642962,0.177226889,0.745479827,0.707011505,0.78394815,0.21605185,0.292988495,0.561738839,0.636807564,0.107127968,0.17473893,0.17473893
auto,20,5,1,uniform,None,0.449860396,0.18401381,0.734463741,0.741718087,0.727209394,0.272790606,0.258281913,0.56053099,0.555089375,0.125651534,0.123487442,0.123487442
auto,20,5,1,distance,None,0.446006305,0.191330559,0.732274661,0.736068235,0.728481086,0.271518914,0.263931765,0.588575178,0.558477301,0.136658339,0.144067259,0.144067259
auto,20,20,1,distance,None,0.46009487,0.181684432,0.739702571,0.748168696,0.731236447,0.268763553,0.251831304,0.553663523,0.444687713,0.090716767,0.093826482,0.093826482
auto,20,20,1,uniform,None,0.441316679,0.176418834,0.726580969,0.690059507,0.76310243,0.23689757,0.309940493,0.429571851,0.400758237,0.061076707,0.057500687,0.057500687
auto,20,5,3,uniform,None,0.485368787,0.16685899,0.746758843,0.695915042,0.797602645,0.202397355,0.304084958,0.521182825,0.6589312,0.088392763,0.167474747,0.167474747
auto,20,5,3,distance,None,0.484687263,0.173506722,0.746226879,0.693897891,0.798555867,0.201444133,0.306102109,0.549629223,0.660626004,0.09823521,0.185435015,0.185435015
auto,20,5,2,uniform,ClusterCentroids,0.303612534,0.336349991,0.646870614,0.890022887,0.40371834,0.59628166,0.109977113,0.827675547,0.291306601,0.50619914,0.062956453,0.062956453
auto,20,5,2,distance,ClusterCentroids,0.304240836,0.339704959,0.647753726,0.886387745,0.409119708,0.590880292,0.113612255,0.830902377,0.299034665,0.50355246,0.070015563,0.070015563
auto,20,5,1,uniform,ClusterCentroids,0.270100329,0.418787304,0.61624202,0.941072965,0.291411075,0.708588925,0.058927035,0.88275016,0.18778476,0.610248063,0.027446672,0.027446672
auto,20,20,1,distance,ClusterCentroids,0.223986897,0.400883853,0.580003821,0.972755348,0.187252294,0.812747706,0.027244652,0.919481217,0.058641162,0.615226151,0.007871464,0.007871464
auto,20,5,1,distance,ClusterCentroids,0.257776254,0.422546265,0.61156322,0.931183741,0.291942699,0.708057301,0.068816259,0.885377033,0.189901162,0.602307181,0.034913485,0.034913485
auto,20,20,1,uniform,ClusterCentroids,0.289736279,0.359079122,0.622381219,0.958430224,0.286332215,0.713667785,0.041569776,0.88659892,0.067208553,0.492432432,0.008673441,0.008673441
auto,20,5,2,uniform,EditedNearestNeighbours,0.389087382,0.311600121,0.695772173,0.903141994,0.488402352,0.511597648,0.096858006,0.857536086,0.354817675,0.412097644,0.062956453,0.062956453
auto,20,5,2,distance,EditedNearestNeighbours,0.379770703,0.320597049,0.689966374,0.904550642,0.475382105,0.524617895,0.095449358,0.86823095,0.356617963,0.428291989,0.066588544,0.066588544
auto,20,5,1,uniform,EditedNearestNeighbours,0.339683858,0.362013911,0.659652477,0.934214654,0.3850903,0.6149097,0.065785346,0.89748787,0.25542265,0.507153877,0.041975037,0.041975037
auto,20,5,1,distance,EditedNearestNeighbours,0.323979736,0.369620241,0.650833414,0.931183741,0.370483088,0.629516912,0.068816259,0.903944582,0.261774043,0.518798462,0.04560896,0.04560896
auto,20,20,1,distance,EditedNearestNeighbours,0.33620345,0.339759143,0.655034456,0.943504532,0.36656438,0.63343562,0.056495468,0.895675791,0.251398121,0.495186783,0.036323354,0.036323354
auto,20,20,1,uniform,EditedNearestNeighbours,0.347174485,0.326326607,0.660865169,0.947543715,0.374186624,0.625813376,0.052456285,0.858150081,0.227680958,0.452524121,0.031271629,0.031271629
auto,20,5,3,distance,ClusterCentroids,0.313096361,0.313419149,0.655154897,0.871657359,0.438652434,0.561347566,0.128342641,0.812737038,0.332484922,0.479098426,0.08051329,0.08051329
auto,20,5,3,uniform,ClusterCentroids,0.314939899,0.307755742,0.655881197,0.874487473,0.437274922,0.562725078,0.125512527,0.81092618,0.325709912,0.478676492,0.073857609,0.073857609
auto,20,5,3,distance,EditedNearestNeighbours,0.395597621,0.306553091,0.701098644,0.893048308,0.509148981,0.490851019,0.106951692,0.855316915,0.394089047,0.403311883,0.073047087,0.073047087
auto,20,5,3,uniform,EditedNearestNeighbours,0.406239885,0.297602471,0.707529439,0.89204309,0.523015789,0.476984211,0.10795691,0.843816412,0.391653334,0.388070255,0.071430315,0.071430315
auto,20,5,2,uniform,InstanceHardnessThreshold,0.463802439,0.267212446,0.742144301,0.87933962,0.604948983,0.395051017,0.12066038,0.827685312,0.498989073,0.329843457,0.085548537,0.085548537
auto,20,5,2,distance,InstanceHardnessThreshold,0.454753196,0.276221005,0.736771801,0.882565229,0.590978373,0.409021627,0.117434771,0.847656016,0.487873588,0.349001775,0.084742287,0.084742287
auto,20,5,1,uniform,InstanceHardnessThreshold,0.403828561,0.316013753,0.702855477,0.914446581,0.491264374,0.508735626,0.085553419,0.870459276,0.385724548,0.425323811,0.05932253,0.05932253
auto,20,5,2,uniform,NearMiss,0.322565675,0.284492016,0.663342716,0.848869969,0.477815463,0.522184537,0.151130031,0.709653026,0.303054483,0.33397717,0.06597577,0.06597577
auto,20,5,1,distance,InstanceHardnessThreshold,0.395237382,0.323031978,0.697730928,0.914040099,0.481421758,0.518578242,0.085959901,0.88639751,0.378632246,0.44024697,0.058920321,0.058920321
auto,20,20,1,distance,InstanceHardnessThreshold,0.363675447,0.32651089,0.677794287,0.917674021,0.437914553,0.562085447,0.082325979,0.874694376,0.302103784,0.461947494,0.034499069,0.034499069
auto,20,20,1,uniform,InstanceHardnessThreshold,0.366540237,0.311719242,0.682700024,0.898907504,0.466492543,0.533507457,0.101092496,0.78207147,0.28961533,0.404465979,0.029856267,0.029856267
auto,20,5,2,distance,NearMiss,0.311989074,0.291813101,0.659000698,0.831715951,0.486285445,0.513714555,0.168284049,0.721552077,0.307713764,0.337257257,0.087771369,0.087771369
auto,20,5,1,uniform,NearMiss,0.288585346,0.296553756,0.641504455,0.865003509,0.4180054,0.5819946,0.134996491,0.715296774,0.238274072,0.364778728,0.049035369,0.049035369
auto,20,5,1,distance,NearMiss,0.277344674,0.303245384,0.637394096,0.847042632,0.427745561,0.572254439,0.152957368,0.726793616,0.245790665,0.368058815,0.073854558,0.073854558
auto,20,20,1,distance,NearMiss,0.306243634,0.241045008,0.656278095,0.824041625,0.488514565,0.511485435,0.175958375,0.631555433,0.315970424,0.226532078,0.063360493,0.063360493
auto,20,5,2,uniform,NeighbourhoodCleaningRule,0.387856175,0.296534162,0.697831638,0.881751045,0.513912232,0.486087768,0.118248955,0.822839879,0.376941816,0.378226798,0.071225854,0.071225854
auto,20,20,1,uniform,NearMiss,0.30575444,0.234989381,0.657343785,0.806483567,0.508204002,0.491795998,0.193516433,0.561735787,0.290456339,0.176569847,0.036116452,0.036116452
auto,20,5,2,distance,NeighbourhoodCleaningRule,0.376343668,0.30767882,0.691257352,0.880138546,0.502376158,0.497623842,0.119861454,0.839791266,0.380542055,0.396114434,0.081721139,0.081721139
auto,20,5,1,uniform,NeighbourhoodCleaningRule,0.339843606,0.343665988,0.663290352,0.917462846,0.409117857,0.590882143,0.082537154,0.861785224,0.270136691,0.47000143,0.047419207,0.047419207
auto,20,5,1,distance,NeighbourhoodCleaningRule,0.32190997,0.353590993,0.654065772,0.909596875,0.398534669,0.601465331,0.090403125,0.872681498,0.277230003,0.483125983,0.058117733,0.058117733
auto,20,5,2,uniform,OneSidedSelection,0.428539518,0.212734132,0.72531435,0.788733864,0.661894836,0.338105164,0.211266136,0.640231927,0.503537992,0.1975335,0.115822881,0.115822881
auto,20,20,1,distance,NeighbourhoodCleaningRule,0.341773697,0.31785716,0.661187098,0.932201166,0.39017303,0.60982697,0.067798834,0.874489914,0.259763293,0.442474239,0.044391345,0.044391345
auto,20,20,1,uniform,NeighbourhoodCleaningRule,0.357762029,0.29952547,0.669594585,0.939066191,0.40012298,0.59987702,0.060933809,0.823029082,0.24187162,0.393247197,0.03288779,0.03288779
auto,20,5,2,distance,OneSidedSelection,0.425553125,0.216203683,0.723737782,0.77965211,0.667823454,0.332176546,0.22034789,0.660407092,0.511478369,0.199331264,0.131156276,0.131156276
auto,20,5,2,uniform,RandomUnderSampler,0.39389853,0.257140766,0.703769207,0.857955385,0.549583028,0.450416972,0.142044615,0.743541152,0.38583306,0.304657767,0.072635723,0.072635723
auto,20,5,1,uniform,OneSidedSelection,0.390692778,0.236254958,0.703772726,0.829488236,0.578057217,0.421942783,0.170511764,0.6773597,0.405519806,0.245165333,0.082734292,0.082734292
auto,20,5,1,distance,OneSidedSelection,0.382434346,0.239708483,0.700035044,0.813543898,0.58652619,0.41347381,0.186456102,0.695113064,0.414095608,0.245798403,0.102305228,0.102305228
auto,20,5,2,distance,RandomUnderSampler,0.387378081,0.261518755,0.701073138,0.844833837,0.557312438,0.442687562,0.155166163,0.753427935,0.392290946,0.303704545,0.085351399,0.085351399
auto,20,5,1,uniform,RandomUnderSampler,0.343217553,0.295406724,0.669786301,0.892455064,0.447117538,0.552882462,0.107544936,0.781277427,0.28728224,0.379285672,0.047824468,0.047824468
auto,20,20,1,distance,OneSidedSelection,0.41991262,0.198622936,0.720727385,0.796594953,0.644859818,0.355140182,0.203405047,0.60430712,0.411028339,0.128827651,0.079303,0.079303
auto,20,20,1,uniform,OneSidedSelection,0.40822367,0.195739334,0.71456887,0.775809454,0.653328286,0.346671714,0.224190546,0.525610791,0.367414473,0.105220178,0.053267417,0.053267417
auto,20,5,1,distance,RandomUnderSampler,0.334138243,0.299017167,0.66692508,0.875297995,0.458552166,0.541447834,0.124702005,0.78753517,0.296493805,0.377378723,0.061547194,0.061547194
auto,20,5,2,uniform,TomekLinks,0.481515254,0.173335914,0.748260037,0.727392963,0.76912711,0.23087289,0.272607037,0.555077665,0.623152396,0.112317023,0.14830419,0.14830419
auto,20,5,2,distance,TomekLinks,0.48209269,0.179572863,0.748945983,0.731833135,0.766058832,0.233941168,0.268166865,0.592404407,0.620401242,0.123535973,0.160006714,0.160006714
auto,20,20,1,distance,RandomUnderSampler,0.352596167,0.255756732,0.67521514,0.893462724,0.456967556,0.543032444,0.106537276,0.735869267,0.263039342,0.281676971,0.047620617,0.047620617
auto,20,20,1,uniform,RandomUnderSampler,0.365589364,0.249580558,0.682004529,0.899312765,0.464696293,0.535303707,0.100687235,0.674913485,0.217731345,0.243459931,0.030869419,0.030869419
auto,20,5,1,uniform,TomekLinks,0.446835088,0.189732816,0.733924427,0.761494095,0.706354758,0.293645242,0.238505905,0.588775977,0.541857656,0.145340467,0.115822881,0.115822881
auto,20,5,1,distance,TomekLinks,0.444284504,0.196597094,0.732659648,0.761292075,0.70402722,0.29597278,0.238707925,0.622872227,0.540801137,0.158146382,0.131759895,0.131759895
auto,20,20,1,distance,TomekLinks,0.452054623,0.186558331,0.737008439,0.773794135,0.700222744,0.299777256,0.226205865,0.589374714,0.426904383,0.111465247,0.085348958,0.085348958
auto,20,20,1,uniform,TomekLinks,0.426725032,0.182402541,0.721497107,0.711649425,0.73134479,0.26865521,0.288350575,0.461041838,0.386148501,0.075367132,0.056894626,0.056894626
auto,20,5,2,uniform,ADASYN,0.41596134,0.216044966,0.718307107,0.820020141,0.616594073,0.383405927,0.179979859,0.66362904,0.485016613,0.218065292,0.102698892,0.102698892
auto,20,5,2,distance,ADASYN,0.4053467,0.219836442,0.71315628,0.788335927,0.637976632,0.362023368,0.211664073,0.659191309,0.505869735,0.217428184,0.134583906,0.134583906
auto,20,5,2,uniform,RandomOverSampler,0.421511716,0.201573824,0.719976953,0.725974549,0.713979358,0.286020642,0.274025451,0.594817053,0.582723227,0.157198711,0.176962373,0.176962373
auto,20,5,1,uniform,ADASYN,0.392832592,0.234350592,0.704237581,0.843221337,0.565253825,0.434746175,0.156778663,0.688650249,0.424258376,0.254797487,0.084944307,0.084944307
auto,20,5,1,distance,ADASYN,0.378534504,0.237923173,0.698126384,0.807500992,0.588751777,0.411248223,0.192499008,0.680579206,0.446381844,0.252572068,0.114405688,0.114405688
auto,20,5,2,distance,RandomOverSampler,0.419027247,0.206469488,0.718361684,0.718508346,0.718215022,0.281784978,0.281491654,0.61096158,0.592780512,0.165348542,0.192094968,0.192094968
auto,20,5,2,uniform,SMOTE,0.454530874,0.195787041,0.73860867,0.78187006,0.69534728,0.30465272,0.21812994,0.638205011,0.557101135,0.173501064,0.118041442,0.118041442
auto,20,5,1,uniform,RandomOverSampler,0.387693114,0.220225362,0.70378691,0.751601208,0.655972611,0.344027389,0.248398792,0.621655833,0.510215426,0.196043607,0.149728707,0.149728707
auto,20,5,1,distance,RandomOverSampler,0.382995736,0.225194336,0.701235131,0.741309774,0.661160488,0.338839512,0.258690226,0.637395709,0.521543056,0.204722706,0.164052,0.164052
auto,20,20,1,distance,ADASYN,0.388986621,0.234601526,0.699923909,0.867828741,0.532019078,0.467980922,0.132171259,0.725373371,0.252983404,0.235209832,0.065576002,0.065576002
auto,20,20,1,uniform,ADASYN,0.414412818,0.228015778,0.71277019,0.888014282,0.537526098,0.462473902,0.111985718,0.640021972,0.183224401,0.189480068,0.027234887,0.027234887
auto,20,5,2,distance,SMOTE,0.448295202,0.199734201,0.734494605,0.75543532,0.71355389,0.28644611,0.24456468,0.630940828,0.574885642,0.170536082,0.145280601,0.145280601
auto,20,5,2,uniform,SMOTEENN,0.464625255,0.187580457,0.730366103,0.635184473,0.825547733,0.174452267,0.364815527,0.545993469,0.757802677,0.105329027,0.288941378,0.288941378
auto,20,5,1,uniform,SMOTE,0.428574745,0.210406426,0.725351085,0.798015197,0.652686973,0.347313027,0.201984803,0.645471024,0.49951666,0.199220902,0.101895694,0.101895694
auto,20,5,1,distance,SMOTE,0.417609405,0.215642672,0.71947077,0.772387928,0.666553612,0.333446388,0.227612072,0.645265342,0.514865622,0.200489733,0.128934054,0.128934054
auto,20,20,1,distance,RandomOverSampler,0.399880479,0.221896842,0.708216273,0.842811194,0.573621352,0.426378648,0.157188806,0.693085538,0.378531977,0.205569771,0.092815771,0.092815771
auto,20,5,2,distance,SMOTEENN,0.457811572,0.196765523,0.721930588,0.597248009,0.846613168,0.153386832,0.402751991,0.528847386,0.784266956,0.098555362,0.339998169,0.339998169
auto,20,20,1,uniform,RandomOverSampler,0.404525566,0.216510223,0.711709804,0.825450883,0.597968725,0.402031275,0.174549117,0.617219933,0.345187372,0.168202825,0.079095487,0.079095487
auto,20,5,1,uniform,SMOTEENN,0.434861455,0.199667511,0.716920383,0.626710611,0.807130155,0.192869845,0.373289389,0.54317129,0.726262397,0.120146028,0.293992493,0.293992493
auto,20,5,2,uniform,SMOTETomek,0.459282111,0.193040485,0.740720754,0.773390094,0.708051413,0.291948587,0.226609906,0.631349141,0.571816018,0.167149839,0.126516525,0.126516525
auto,20,5,1,distance,SMOTEENN,0.423419411,0.208546871,0.708640065,0.59967042,0.817609711,0.182390289,0.40032958,0.532677836,0.745103927,0.118134773,0.333947328,0.333947328
auto,20,20,1,distance,SMOTE,0.401885195,0.222176917,0.709749432,0.836353871,0.583144994,0.416855006,0.163646129,0.6829888,0.346347692,0.207372078,0.078084165,0.078084165
auto,20,20,1,uniform,SMOTE,0.417528425,0.2179388,0.717120078,0.859561781,0.574678376,0.425321624,0.140438219,0.637787543,0.269493022,0.181329397,0.036919039,0.036919039
auto,20,5,2,distance,SMOTETomek,0.449406813,0.1973344,0.734200706,0.73928591,0.729115502,0.270884498,0.26071409,0.617224206,0.594893549,0.163020836,0.160012207,0.160012207
auto,20,20,2,uniform,None,0.49899566,0.154214372,0.746829432,0.654345265,0.839313599,0.160686401,0.345654735,0.407567518,0.554666768,0.044247272,0.09321737,0.09321737
auto,20,5,1,uniform,SMOTETomek,0.434333257,0.206973689,0.728332567,0.78650859,0.670156543,0.329843457,0.21349141,0.636596784,0.517935414,0.192763183,0.111784919,0.111784919
auto,20,20,2,distance,None,0.517656602,0.159722639,0.762711471,0.714267753,0.811155189,0.188844811,0.285732247,0.526425585,0.591399298,0.069230407,0.128130245,0.128130245
auto,20,5,1,distance,SMOTETomek,0.419847011,0.212540109,0.720303537,0.755631847,0.684975227,0.315024773,0.244368153,0.630337819,0.539847579,0.192444714,0.146491501,0.146491501
auto,20,20,1,distance,SMOTEENN,0.393428281,0.203452521,0.701606574,0.652928072,0.750285075,0.249714925,0.347071928,0.532278678,0.593839386,0.109773471,0.239309713,0.239309713
auto,20,20,1,uniform,SMOTEENN,0.416947926,0.189600574,0.714063318,0.673923525,0.754203111,0.245796889,0.326076475,0.496364247,0.531177396,0.097175663,0.166454881,0.166454881
auto,20,20,1,distance,SMOTETomek,0.399668453,0.219286538,0.709172397,0.823238427,0.595106367,0.404893633,0.176761573,0.665235436,0.360743264,0.19752677,0.084541487,0.084541487
auto,20,20,1,uniform,SMOTETomek,0.420330591,0.214973962,0.719034721,0.85492142,0.583148022,0.416851978,0.14507858,0.626085019,0.28082183,0.173178725,0.040350331,0.040350331
auto,20,35,1,uniform,None,0.420237857,0.17962602,0.718911174,0.721940248,0.715882101,0.284117899,0.278059752,0.430188288,0.419071004,0.072722975,0.07101712,0.07101712
auto,20,35,1,distance,None,0.445443772,0.182914947,0.732704397,0.750794348,0.714614446,0.285385554,0.249205652,0.53994507,0.434208158,0.092518233,0.097053313,0.097053313
auto,20,5,3,distance,InstanceHardnessThreshold,0.464145064,0.264528442,0.742902688,0.870055845,0.615749531,0.384250469,0.129944155,0.834538131,0.516560426,0.328784583,0.09362019,0.09362019
auto,20,5,3,uniform,InstanceHardnessThreshold,0.474438852,0.255356363,0.74881975,0.866225396,0.631414103,0.368585897,0.133774604,0.815374287,0.527463935,0.309308132,0.09462846,0.09462846
auto,20,5,3,distance,NearMiss,0.326604679,0.281754356,0.668412008,0.819206567,0.517617449,0.482382551,0.180793433,0.712068723,0.342646849,0.320533306,0.095638561,0.095638561
auto,20,20,2,uniform,ClusterCentroids,0.414390276,0.269898716,0.711134744,0.900524886,0.521744602,0.478255398,0.099475114,0.793177088,0.279551148,0.326982108,0.040760475,0.040760475
auto,20,5,3,uniform,NearMiss,0.337244095,0.274093556,0.672931575,0.837774726,0.508088425,0.491911575,0.162225274,0.700573103,0.339576047,0.316723783,0.074449632,0.074449632
auto,20,20,2,distance,ClusterCentroids,0.344982007,0.309088615,0.66561312,0.922106869,0.409119371,0.590880629,0.077893131,0.840581647,0.263149031,0.419820325,0.037336507,0.037336507
auto,20,20,3,uniform,None,0.500985566,0.152500913,0.745330509,0.639812017,0.850849,0.149151,0.360187983,0.398492478,0.593514691,0.042870938,0.108147945,0.108147945
auto,20,20,3,distance,None,0.520002064,0.157910008,0.761941026,0.700344228,0.823537824,0.176462176,0.299655772,0.516931246,0.629717785,0.068277353,0.145685251,0.145685251
auto,20,20,2,uniform,EditedNearestNeighbours,0.441035756,0.256279005,0.725668765,0.912229851,0.539107679,0.460892321,0.087770149,0.81354756,0.367406062,0.315340214,0.047211694,0.047211694
auto,20,20,2,distance,EditedNearestNeighbours,0.428034766,0.272373012,0.717775056,0.912426989,0.523123123,0.476876877,0.087573011,0.85510513,0.398108192,0.365518291,0.05347432,0.05347432
auto,20,35,1,uniform,ClusterCentroids,0.194777917,0.410457228,0.560826277,0.982245415,0.139407138,0.860592862,0.017754585,0.934419116,0.034824404,0.662438909,0.002421191,0.002421191
auto,20,35,1,distance,ClusterCentroids,0.157408485,0.433596693,0.542480262,0.985671824,0.0992887,0.9007113,0.014328176,0.944100217,0.026886046,0.707105593,0.003633312,0.003633312
auto,20,35,1,uniform,EditedNearestNeighbours,0.339601178,0.330409055,0.657281779,0.942706827,0.371856731,0.628143269,0.057293173,0.875312643,0.267382172,0.507471842,0.032276237,0.032276237
auto,20,5,3,distance,NeighbourhoodCleaningRule,0.389381392,0.29524443,0.700156908,0.869040862,0.531272954,0.468727046,0.130959138,0.82667338,0.418649406,0.376214534,0.090601483,0.090601483
auto,20,35,1,distance,EditedNearestNeighbours,0.33409206,0.340335941,0.655653049,0.935639171,0.375666927,0.624333073,0.064360829,0.896085935,0.270557448,0.513293293,0.038538253,0.038538253
auto,20,5,3,uniform,NeighbourhoodCleaningRule,0.401023681,0.284328006,0.706726437,0.870855992,0.542596883,0.457403117,0.129144008,0.809923403,0.414625718,0.358009102,0.082524947,0.082524947
auto,20,5,3,distance,OneSidedSelection,0.434228765,0.209902753,0.727889769,0.765727975,0.690051564,0.309948436,0.234272025,0.646680704,0.543236682,0.186309503,0.142257011,0.142257011
auto,20,5,3,uniform,OneSidedSelection,0.437209503,0.206521557,0.729610943,0.7754164,0.683805486,0.316194514,0.2245836,0.62731484,0.535507777,0.183982806,0.126116146,0.126116146
auto,20,20,2,uniform,InstanceHardnessThreshold,0.466752804,0.237036595,0.744879945,0.856122555,0.633637335,0.366362665,0.143877445,0.738689005,0.440453395,0.258603646,0.055684336,0.055684336
auto,20,20,2,distance,InstanceHardnessThreshold,0.465360644,0.25354325,0.74281305,0.882156917,0.603469183,0.396530817,0.117843083,0.828481797,0.455376889,0.319574701,0.060326528,0.060326528
auto,20,20,2,uniform,NearMiss,0.36976926,0.220051233,0.693986037,0.786298636,0.601673438,0.398326562,0.213701364,0.560724465,0.343914839,0.161642146,0.046606244,0.046606244
auto,20,20,2,distance,NearMiss,0.368722934,0.226121301,0.692756449,0.806279716,0.579233183,0.420766817,0.193720284,0.621260948,0.369851869,0.193821889,0.073649486,0.073649486
auto,20,20,3,uniform,ClusterCentroids,0.432691921,0.250126918,0.724699074,0.873882633,0.575515516,0.424484484,0.126117367,0.758062193,0.343271843,0.288877617,0.06133785,0.06133785
auto,20,5,3,distance,RandomUnderSampler,0.397380764,0.252249689,0.707527148,0.832125484,0.582928811,0.417071189,0.167874516,0.738095151,0.42563471,0.282639446,0.096851903,0.096851903
auto,20,20,3,distance,ClusterCentroids,0.359157982,0.292595524,0.678585421,0.898092099,0.459078743,0.540921257,0.101907901,0.818785437,0.326661115,0.389441374,0.057512283,0.057512283
auto,20,20,2,uniform,NeighbourhoodCleaningRule,0.449159916,0.237529684,0.732166318,0.897703317,0.566629318,0.433370682,0.102296683,0.769554152,0.389216612,0.272047341,0.055689218,0.055689218
auto,20,5,3,uniform,RandomUnderSampler,0.403673093,0.247839567,0.710363927,0.843835332,0.576892523,0.423107477,0.156164668,0.726999298,0.420023721,0.283698825,0.083330587,0.083330587
auto,20,20,2,distance,NeighbourhoodCleaningRule,0.434811384,0.257671472,0.723562791,0.898703043,0.54842254,0.45157746,0.101296957,0.828478135,0.420869441,0.33154028,0.067798834,0.067798834
auto,20,20,2,uniform,OneSidedSelection,0.46777117,0.168518885,0.742405349,0.732829809,0.751980888,0.248019112,0.267170191,0.486468308,0.530216267,0.078334974,0.08636089,0.08636089
auto,20,35,1,distance,InstanceHardnessThreshold,0.359646431,0.328900466,0.674885026,0.919690561,0.430079491,0.569920509,0.080309439,0.865212243,0.339576888,0.476238087,0.047818365,0.047818365
auto,20,35,1,uniform,InstanceHardnessThreshold,0.362726966,0.313637179,0.678824343,0.907987427,0.449661258,0.550338742,0.092012573,0.758876987,0.345293024,0.415902457,0.047412494,0.047412494
auto,20,20,2,distance,OneSidedSelection,0.477550051,0.172254846,0.748695744,0.756841527,0.740549962,0.259450038,0.243158473,0.569805609,0.565043531,0.097919769,0.114212823,0.114212823
auto,20,20,2,uniform,RandomUnderSampler,0.450810026,0.20494062,0.735795618,0.859760749,0.611830486,0.388169514,0.140239251,0.643232323,0.353222298,0.167991521,0.049437578,0.049437578
auto,20,35,1,distance,NearMiss,0.329859483,0.226192431,0.670945475,0.806484787,0.535406162,0.464593838,0.193515213,0.604920504,0.319462824,0.184723547,0.06416125,0.06416125
auto,20,35,1,uniform,NearMiss,0.33867094,0.220969882,0.675206088,0.816171381,0.534240795,0.465759205,0.183828619,0.573850896,0.307499432,0.181125832,0.040548689,0.040548689
auto,20,20,2,distance,RandomUnderSampler,0.441926043,0.211650281,0.730940652,0.859157741,0.602723564,0.397276436,0.140842259,0.700956392,0.409434308,0.200068135,0.065985535,0.065985535
auto,20,20,2,uniform,TomekLinks,0.497960691,0.15619071,0.749161259,0.673512161,0.824810357,0.175189643,0.326487839,0.43158656,0.547467636,0.05324501,0.09019256,0.09019256
auto,20,35,1,distance,NeighbourhoodCleaningRule,0.343169705,0.317679354,0.663272133,0.927162867,0.399381398,0.600618602,0.072837133,0.875099637,0.267381163,0.467986306,0.043377582,0.043377582
auto,20,35,1,uniform,NeighbourhoodCleaningRule,0.353681328,0.302680611,0.66712255,0.938465623,0.395779477,0.604220523,0.061534377,0.846045958,0.257955098,0.457930367,0.028442125,0.028442125
auto,20,20,2,distance,TomekLinks,0.516005385,0.160985551,0.764545373,0.736459459,0.792631287,0.207368713,0.263540541,0.556488755,0.582508223,0.082356138,0.120460801,0.120460801
auto,20,35,1,distance,OneSidedSelection,0.425337925,0.193863161,0.723507934,0.788925509,0.658090359,0.341909641,0.211074491,0.578485154,0.368366518,0.116336336,0.072837743,0.072837743
auto,20,35,1,uniform,OneSidedSelection,0.415429983,0.192886376,0.718267874,0.795382831,0.641152918,0.358847082,0.204617169,0.528451891,0.347724531,0.115810264,0.049629833,0.049629833
auto,20,20,2,uniform,ADASYN,0.485057425,0.193459423,0.755029965,0.852499008,0.657560922,0.342439078,0.147500992,0.59967042,0.29934691,0.135600979,0.04054991,0.04054991
auto,20,20,3,uniform,EditedNearestNeighbours,0.462792658,0.238888135,0.740387391,0.894879307,0.585895475,0.414104525,0.105120693,0.798615765,0.432295657,0.28485393,0.069607251,0.069607251
auto,20,35,1,distance,RandomUnderSampler,0.354128197,0.251044112,0.677021036,0.886806433,0.467235639,0.532764361,0.113193567,0.746564131,0.283786139,0.296073553,0.047007843,0.047007843
auto,20,35,1,uniform,RandomUnderSampler,0.36626293,0.247362158,0.680498305,0.911222802,0.449773807,0.550226193,0.088777198,0.729600537,0.272987946,0.303693946,0.033687937,0.033687937
auto,20,20,3,distance,EditedNearestNeighbours,0.447977996,0.255675062,0.731902409,0.893259483,0.570545335,0.429454665,0.106740517,0.84482102,0.457492955,0.332597471,0.075265037,0.075265037
auto,20,5,3,distance,TomekLinks,0.487198189,0.175214613,0.750142124,0.719723519,0.780560729,0.219439271,0.280276481,0.58009094,0.647607103,0.113160051,0.171712289,0.171712289
auto,20,20,2,distance,ADASYN,0.4575529,0.201359748,0.740433392,0.836752418,0.644114366,0.355885634,0.163247582,0.691473649,0.37143446,0.173603183,0.080101926,0.080101926
auto,20,5,3,uniform,TomekLinks,0.487822344,0.169111879,0.750023621,0.715888797,0.784158444,0.215841556,0.284111203,0.544178339,0.650146112,0.10120036,0.159606946,0.159606946
auto,20,20,2,uniform,RandomOverSampler,0.482696814,0.181772387,0.752989245,0.791151393,0.714827096,0.285172904,0.208848607,0.585542433,0.480782968,0.119508921,0.100079343,0.100079343
auto,20,35,1,distance,TomekLinks,0.433265489,0.188668898,0.727500307,0.777221154,0.67777946,0.32222054,0.222778846,0.568601422,0.423516289,0.113478857,0.090798621,0.090798621
auto,20,35,1,uniform,TomekLinks,0.404376035,0.186704277,0.711905921,0.74190607,0.681905771,0.318094229,0.25809393,0.456219598,0.409541811,0.093473473,0.07101773,0.07101773
auto,20,20,2,distance,RandomOverSampler,0.479868397,0.187887616,0.752219966,0.811737313,0.692702619,0.307297381,0.188262687,0.662412036,0.516880242,0.154866463,0.114403857,0.114403857
