class_weight,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,splitter,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
,entropy,5,auto,3,2,2,best,None,0.116282527,0.216304854,0.529340524,0.081329915,0.977351133,0.022648867,0.918670085,0.018989899,0.142567778,0.002119767,0.057163173,0.057163173
,entropy,5,auto,,2,2,best,SMOTETomek,0.272125873,0.220138805,0.611535559,0.748916964,0.474154154,0.525845846,0.251083036,0.15393268,0.172215072,0.034935944,0.012304922,0.012304922
,entropy,5,auto,,3,2,best,SMOTEENN,0.265883021,0.200686859,0.597893206,0.289042693,0.906743719,0.093256281,0.710957307,0.218519332,0.360046097,0.046480935,0.150455614,0.150455614
,entropy,5,auto,3,2,2,random,None,0.139855515,0.218635287,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,,3,3,random,ADASYN,0.155370786,0.244085922,0.538609374,0.768641094,0.308577653,0.691422347,0.231358906,0.060322256,0.055141865,0.012806756,0.00544478,0.00544478
,entropy,5,auto,,2,3,best,SMOTETomek,0.272125873,0.220138805,0.611535559,0.748916964,0.474154154,0.525845846,0.251083036,0.15393268,0.172215072,0.034935944,0.012304922,0.012304922
,entropy,5,auto,,3,3,random,RandomOverSampler,0.222015507,0.2285601,0.580909701,0.628779639,0.533039762,0.466960238,0.371220361,0.148738747,0.04911954,0.020955914,0.00544417,0.00544417
,entropy,5,auto,3,2,3,best,None,0.116282527,0.216304854,0.529340524,0.081329915,0.977351133,0.022648867,0.918670085,0.018989899,0.142567778,0.002119767,0.057163173,0.057163173
,entropy,5,auto,,2,3,random,SMOTETomek,0.229354538,0.227437638,0.575816456,0.307815313,0.843817599,0.156182401,0.692184687,0.158989289,0.050171516,0.027943574,0.005846379,0.005846379
,entropy,5,auto,,3,3,best,SMOTEENN,0.265883021,0.200686859,0.597893206,0.289042693,0.906743719,0.093256281,0.710957307,0.218519332,0.360046097,0.046480935,0.150455614,0.150455614
,entropy,5,auto,3,2,3,random,None,0.139855515,0.218635287,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,,3,2,random,SMOTEENN,0.25185354,0.206921028,0.583585099,0.227499771,0.939670427,0.060329573,0.772500229,0.179725961,0.39695662,0.028051917,0.237014862,0.237014862
,entropy,5,auto,,3,3,random,SMOTE,0.22524832,0.229057662,0.577570672,0.483167018,0.671974327,0.328025673,0.516832982,0.156159175,0.051441189,0.026779553,0.005040129,0.005040129
,entropy,5,auto,,3,2,best,SMOTETomek,0.272571287,0.219892844,0.611646494,0.748715554,0.474577435,0.525422565,0.251284446,0.15373127,0.172320388,0.034512664,0.012102902,0.012102902
,entropy,5,auto,3,3,2,best,None,0.116282527,0.216304854,0.529340524,0.081329915,0.977351133,0.022648867,0.918670085,0.018989899,0.142567778,0.002119767,0.057163173,0.057163173
,entropy,5,auto,,3,3,random,SMOTEENN,0.25185354,0.206921028,0.583585099,0.227499771,0.939670427,0.060329573,0.772500229,0.179725961,0.39695662,0.028051917,0.237014862,0.237014862
,entropy,5,auto,,3,3,best,SMOTETomek,0.272571287,0.219892844,0.611646494,0.748715554,0.474577435,0.525422565,0.251284446,0.15373127,0.172320388,0.034512664,0.012102902,0.012102902
,entropy,5,auto,3,3,2,random,None,0.139855515,0.218635287,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,,3,2,random,SMOTETomek,0.229994262,0.227275823,0.575974271,0.307813482,0.844135059,0.155864941,0.692186518,0.158987458,0.051018077,0.027626114,0.0058476,0.0058476
,entropy,5,auto,3,3,3,best,None,0.116282527,0.216304854,0.529340524,0.081329915,0.977351133,0.022648867,0.918670085,0.018989899,0.142567778,0.002119767,0.057163173,0.057163173
,entropy,5,auto,,3,3,random,SMOTETomek,0.229994262,0.227275823,0.575974271,0.307813482,0.844135059,0.155864941,0.692186518,0.158987458,0.051018077,0.027626114,0.0058476,0.0058476
,entropy,5,auto,3,3,3,random,None,0.139855515,0.218635287,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,2,2,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
,entropy,5,auto,3,2,3,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
,entropy,5,auto,3,2,2,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
,entropy,5,auto,3,2,2,best,EditedNearestNeighbours,0.167335732,0.248204795,0.556581708,0.840482163,0.272681253,0.727318747,0.159517837,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
,entropy,5,auto,3,2,3,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
,entropy,5,auto,3,2,3,best,EditedNearestNeighbours,0.167335732,0.248204795,0.556581708,0.840482163,0.272681253,0.727318747,0.159517837,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
,entropy,5,auto,3,2,2,random,EditedNearestNeighbours,0.16270373,0.248288831,0.549113286,0.728868138,0.369358434,0.630641566,0.271131862,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
,entropy,5,auto,3,2,3,random,EditedNearestNeighbours,0.16270373,0.248288831,0.549113286,0.728868138,0.369358434,0.630641566,0.271131862,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
,entropy,5,auto,3,3,2,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
,entropy,5,auto,3,3,2,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
,entropy,5,auto,3,3,2,best,EditedNearestNeighbours,0.167335732,0.248204795,0.556581708,0.840482163,0.272681253,0.727318747,0.159517837,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
,entropy,5,auto,3,3,3,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
,entropy,5,auto,3,3,2,random,EditedNearestNeighbours,0.16270373,0.248288831,0.549113286,0.728868138,0.369358434,0.630641566,0.271131862,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
,entropy,5,auto,3,3,3,best,EditedNearestNeighbours,0.167335732,0.248204795,0.556581708,0.840482163,0.272681253,0.727318747,0.159517837,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
,entropy,5,auto,3,3,3,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
,entropy,5,auto,3,3,3,random,EditedNearestNeighbours,0.16270373,0.248288831,0.549113286,0.728868138,0.369358434,0.630641566,0.271131862,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
,entropy,5,auto,3,2,2,best,InstanceHardnessThreshold,0.177668603,0.247020477,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
,entropy,5,auto,3,2,3,best,InstanceHardnessThreshold,0.177668603,0.247020477,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
,entropy,5,auto,3,2,2,best,NearMiss,0.114750004,0.272452368,0.554963061,0.502782508,0.607143614,0.392856386,0.497217492,0.373285117,0.019171945,0.278694998,0.003835943,0.003835943
,entropy,5,auto,3,2,2,random,InstanceHardnessThreshold,0.105501358,0.249472808,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047205357,0.009845476,0.019160792,0.019160792
,entropy,5,auto,3,2,3,best,NearMiss,0.114750004,0.272452368,0.554963061,0.502782508,0.607143614,0.392856386,0.497217492,0.373285117,0.019171945,0.278694998,0.003835943,0.003835943
,entropy,5,auto,3,2,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,entropy,5,auto,3,2,3,random,InstanceHardnessThreshold,0.105501358,0.249472808,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047205357,0.009845476,0.019160792,0.019160792
,entropy,5,auto,3,2,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,entropy,5,auto,3,2,2,best,NeighbourhoodCleaningRule,0.186305706,0.235105757,0.559869657,0.587812262,0.531927053,0.468072947,0.412187738,0.056289176,0.072402991,0.013232056,0.005446611,0.005446611
,entropy,5,auto,3,3,2,best,InstanceHardnessThreshold,0.177668603,0.247020477,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
,entropy,5,auto,3,2,3,best,NeighbourhoodCleaningRule,0.186305706,0.235105757,0.559869657,0.587812262,0.531927053,0.468072947,0.412187738,0.056289176,0.072402991,0.013232056,0.005446611,0.005446611
,entropy,5,auto,3,3,2,best,NearMiss,0.114750004,0.272452368,0.554963061,0.502782508,0.607143614,0.392856386,0.497217492,0.373285117,0.019171945,0.278694998,0.003835943,0.003835943
,entropy,5,auto,3,2,2,random,NeighbourhoodCleaningRule,0.151374016,0.237237874,0.541772706,0.430276176,0.653269236,0.346730764,0.569723824,0.052058958,0.037370311,0.009843793,0.00342824,0.00342824
,entropy,5,auto,3,3,2,random,InstanceHardnessThreshold,0.105501358,0.249472808,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047205357,0.009845476,0.019160792,0.019160792
,entropy,5,auto,3,2,3,random,NeighbourhoodCleaningRule,0.151374016,0.237237874,0.541772706,0.430276176,0.653269236,0.346730764,0.569723824,0.052058958,0.037370311,0.009843793,0.00342824,0.00342824
,entropy,5,auto,3,2,2,best,OneSidedSelection,0.101453296,0.216904325,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,3,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,entropy,5,auto,3,2,2,best,RandomUnderSampler,0.187239378,0.237999964,0.56903898,0.498512008,0.639565953,0.360434047,0.501487992,0.072075437,0.05048864,0.017149418,0.00221734,0.00221734
,entropy,5,auto,3,2,3,best,OneSidedSelection,0.101453296,0.216904325,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,2,3,best,RandomUnderSampler,0.187239378,0.237999964,0.56903898,0.498512008,0.639565953,0.360434047,0.501487992,0.072075437,0.05048864,0.017149418,0.00221734,0.00221734
,entropy,5,auto,3,3,2,best,NeighbourhoodCleaningRule,0.186305706,0.235105757,0.559869657,0.587812262,0.531927053,0.468072947,0.412187738,0.056289176,0.072402991,0.013232056,0.005446611,0.005446611
,entropy,5,auto,3,3,3,best,InstanceHardnessThreshold,0.177668603,0.247020477,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
,entropy,5,auto,3,2,2,random,OneSidedSelection,0.139855515,0.218712634,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,2,2,random,RandomUnderSampler,0.157025752,0.242143792,0.540835289,0.502195978,0.579474601,0.420525399,0.497804022,0.061956727,0.027734121,0.011855385,0.002822179,0.002822179
,entropy,5,auto,3,3,3,best,NearMiss,0.114750004,0.272452368,0.554963061,0.502782508,0.607143614,0.392856386,0.497217492,0.373285117,0.019171945,0.278694998,0.003835943,0.003835943
,entropy,5,auto,3,2,3,random,OneSidedSelection,0.139855515,0.218712634,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,2,2,best,TomekLinks,0.101453296,0.216893366,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,2,3,random,RandomUnderSampler,0.157025752,0.242143792,0.540835289,0.502195978,0.579474601,0.420525399,0.497804022,0.061956727,0.027734121,0.011855385,0.002822179,0.002822179
,entropy,5,auto,3,3,2,random,NeighbourhoodCleaningRule,0.151374016,0.237237874,0.541772706,0.430276176,0.653269236,0.346730764,0.569723824,0.052058958,0.037370311,0.009843793,0.00342824,0.00342824
,entropy,5,auto,3,2,3,best,TomekLinks,0.101453296,0.216893366,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,3,3,random,InstanceHardnessThreshold,0.105501358,0.249472808,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047205357,0.009845476,0.019160792,0.019160792
,entropy,5,auto,3,3,2,best,OneSidedSelection,0.101453296,0.216904325,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,2,2,random,TomekLinks,0.139855515,0.21870379,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,3,2,best,RandomUnderSampler,0.187239378,0.237999964,0.56903898,0.498512008,0.639565953,0.360434047,0.501487992,0.072075437,0.05048864,0.017149418,0.00221734,0.00221734
,entropy,5,auto,3,3,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,entropy,5,auto,3,3,3,best,NeighbourhoodCleaningRule,0.186305706,0.235105757,0.559869657,0.587812262,0.531927053,0.468072947,0.412187738,0.056289176,0.072402991,0.013232056,0.005446611,0.005446611
,entropy,5,auto,3,2,3,random,TomekLinks,0.139855515,0.21870379,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,3,2,random,OneSidedSelection,0.139855515,0.218712634,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,3,2,random,RandomUnderSampler,0.157025752,0.242143792,0.540835289,0.502195978,0.579474601,0.420525399,0.497804022,0.061956727,0.027734121,0.011855385,0.002822179,0.002822179
,entropy,5,auto,3,3,2,best,TomekLinks,0.101453296,0.216893366,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,3,3,random,NeighbourhoodCleaningRule,0.151374016,0.237237874,0.541772706,0.430276176,0.653269236,0.346730764,0.569723824,0.052058958,0.037370311,0.009843793,0.00342824,0.00342824
,entropy,5,auto,3,3,3,best,OneSidedSelection,0.101453296,0.216904325,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,3,3,best,RandomUnderSampler,0.187239378,0.237999964,0.56903898,0.498512008,0.639565953,0.360434047,0.501487992,0.072075437,0.05048864,0.017149418,0.00221734,0.00221734
,entropy,5,auto,3,3,2,random,TomekLinks,0.139855515,0.21870379,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,2,2,best,ADASYN,0.177076073,0.245252843,0.550148877,0.966878452,0.133419302,0.866580698,0.033121548,0,0.092931755,0,0.006050841,0.006050841
,entropy,5,auto,3,3,3,random,OneSidedSelection,0.139855515,0.218712634,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,2,2,best,RandomOverSampler,0.170554717,0.24090746,0.554192455,0.706656291,0.401728619,0.598271381,0.293343709,0.046848546,0.074188306,0.015560603,0.006252251,0.006252251
,entropy,5,auto,3,3,3,random,RandomUnderSampler,0.157025752,0.242143792,0.540835289,0.502195978,0.579474601,0.420525399,0.497804022,0.061956727,0.027734121,0.011855385,0.002822179,0.002822179
,entropy,5,auto,3,3,3,best,TomekLinks,0.101453296,0.216893366,0.52515101,0.070622845,0.979679175,0.020320825,0.929377155,0.018989899,0.158229154,0.002119767,0.067870243,0.067870243
,entropy,5,auto,3,2,3,best,ADASYN,0.177076073,0.245252843,0.550148877,0.966878452,0.133419302,0.866580698,0.033121548,0,0.092931755,0,0.006050841,0.006050841
,entropy,5,auto,3,2,2,best,SMOTE,0.161516854,0.239810085,0.556264705,0.479772956,0.632756454,0.367243546,0.520227044,0.093401691,0.055030829,0.034822049,0.004437731,0.004437731
,entropy,5,auto,3,2,3,best,RandomOverSampler,0.170554717,0.24090746,0.554192455,0.706656291,0.401728619,0.598271381,0.293343709,0.046848546,0.074188306,0.015560603,0.006252251,0.006252251
,entropy,5,auto,3,2,2,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,entropy,5,auto,3,2,2,random,RandomOverSampler,0.156130352,0.241966542,0.534823652,0.335890018,0.733757287,0.266242713,0.664109982,0.07164027,0.018736215,0.013019069,0.002014709,0.002014709
,entropy,5,auto,3,2,3,best,SMOTE,0.161516854,0.239810085,0.556264705,0.479772956,0.632756454,0.367243546,0.520227044,0.093401691,0.055030829,0.034822049,0.004437731,0.004437731
,entropy,5,auto,3,2,2,random,SMOTE,0.152877742,0.242196286,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,3,2,3,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,entropy,5,auto,3,3,3,random,TomekLinks,0.139855515,0.21870379,0.531867073,0.079508072,0.984226075,0.015773925,0.920491928,0.048625835,0.02962963,0.006244396,0.010473313,0.010473313
,entropy,5,auto,3,2,3,random,RandomOverSampler,0.156130352,0.241966542,0.534823652,0.335890018,0.733757287,0.266242713,0.664109982,0.07164027,0.018736215,0.013019069,0.002014709,0.002014709
,entropy,5,auto,3,2,2,best,SMOTEENN,0.163431728,0.216669629,0.547908315,0.137208947,0.958607683,0.041392317,0.862791053,0.127916018,0.162354119,0.03545697,0.077901675,0.077901675
,entropy,5,auto,3,2,3,random,SMOTE,0.152877742,0.242196286,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,3,3,2,best,ADASYN,0.177076073,0.245252843,0.550148877,0.966878452,0.133419302,0.866580698,0.033121548,0,0.092931755,0,0.006050841,0.006050841
,entropy,5,auto,3,3,2,best,RandomOverSampler,0.170554717,0.24090746,0.554192455,0.706656291,0.401728619,0.598271381,0.293343709,0.046848546,0.074188306,0.015560603,0.006252251,0.006252251
,entropy,5,auto,3,2,3,best,SMOTEENN,0.163431728,0.216669629,0.547908315,0.137208947,0.958607683,0.041392317,0.862791053,0.127916018,0.162354119,0.03545697,0.077901675,0.077901675
,entropy,5,auto,3,3,2,best,SMOTE,0.161516854,0.239810085,0.556264705,0.479772956,0.632756454,0.367243546,0.520227044,0.093401691,0.055030829,0.034822049,0.004437731,0.004437731
,entropy,5,auto,3,2,2,random,SMOTEENN,0.125651027,0.221745427,0.527852664,0.068407947,0.987297381,0.012702619,0.931592053,0.068407947,0.03047619,0.012702619,0.010473313,0.010473313
,entropy,5,auto,3,3,2,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,entropy,5,auto,3,3,2,random,RandomOverSampler,0.156130352,0.241966542,0.534823652,0.335890018,0.733757287,0.266242713,0.664109982,0.07164027,0.018736215,0.013019069,0.002014709,0.002014709
,entropy,5,auto,3,2,3,random,SMOTEENN,0.125651027,0.221745427,0.527852664,0.068407947,0.987297381,0.012702619,0.931592053,0.068407947,0.03047619,0.012702619,0.010473313,0.010473313
,entropy,5,auto,3,3,2,random,SMOTE,0.152877742,0.242196286,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,3,2,2,best,SMOTETomek,0.161453265,0.237658425,0.555220629,0.436944063,0.673497195,0.326502805,0.563055937,0.093401691,0.053231887,0.034822049,0.004034301,0.004034301
,entropy,5,auto,3,3,3,best,ADASYN,0.177076073,0.245252843,0.550148877,0.966878452,0.133419302,0.866580698,0.033121548,0,0.092931755,0,0.006050841,0.006050841
,entropy,5,auto,3,3,2,best,SMOTEENN,0.163431728,0.216669629,0.547908315,0.137208947,0.958607683,0.041392317,0.862791053,0.127916018,0.162354119,0.03545697,0.077901675,0.077901675
,entropy,5,auto,6,2,2,best,None,0.196653841,0.205814285,0.55707858,0.150573408,0.963583752,0.036416248,0.849426592,0.074082822,0.239955249,0.011750238,0.071697641,0.071697641
,entropy,5,auto,3,3,3,best,RandomOverSampler,0.170554717,0.24090746,0.554192455,0.706656291,0.401728619,0.598271381,0.293343709,0.046848546,0.074188306,0.015560603,0.006252251,0.006252251
,entropy,5,auto,3,2,3,best,SMOTETomek,0.161453265,0.237658425,0.555220629,0.436944063,0.673497195,0.326502805,0.563055937,0.093401691,0.053231887,0.034822049,0.004034301,0.004034301
,entropy,5,auto,3,3,3,best,SMOTE,0.161516854,0.239810085,0.556264705,0.479772956,0.632756454,0.367243546,0.520227044,0.093401691,0.055030829,0.034822049,0.004437731,0.004437731
,entropy,5,auto,6,2,2,random,None,0.220850904,0.208045402,0.55883704,0.143292136,0.974381945,0.025618055,0.856707864,0.094638835,0.378382248,0.009527679,0.229361897,0.229361897
,entropy,5,auto,3,2,2,random,SMOTETomek,0.152877742,0.240218337,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,6,2,3,best,None,0.196653841,0.205814285,0.55707858,0.150573408,0.963583752,0.036416248,0.849426592,0.074082822,0.239955249,0.011750238,0.071697641,0.071697641
,entropy,5,auto,3,3,2,random,SMOTEENN,0.125651027,0.221745427,0.527852664,0.068407947,0.987297381,0.012702619,0.931592053,0.068407947,0.03047619,0.012702619,0.010473313,0.010473313
,entropy,5,auto,3,3,3,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,entropy,5,auto,3,2,3,random,SMOTETomek,0.152877742,0.240218337,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,3,3,3,random,RandomOverSampler,0.156130352,0.241966542,0.534823652,0.335890018,0.733757287,0.266242713,0.664109982,0.07164027,0.018736215,0.013019069,0.002014709,0.002014709
,entropy,5,auto,6,2,3,random,None,0.220850904,0.208045402,0.55883704,0.143292136,0.974381945,0.025618055,0.856707864,0.094638835,0.378382248,0.009527679,0.229361897,0.229361897
,entropy,5,auto,3,3,3,random,SMOTE,0.152877742,0.242196286,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,3,3,2,best,SMOTETomek,0.161453265,0.237658425,0.555220629,0.436944063,0.673497195,0.326502805,0.563055937,0.093401691,0.053231887,0.034822049,0.004034301,0.004034301
,entropy,5,auto,3,3,3,best,SMOTEENN,0.163431728,0.216669629,0.547908315,0.137208947,0.958607683,0.041392317,0.862791053,0.127916018,0.162354119,0.03545697,0.077901675,0.077901675
,entropy,5,auto,6,3,2,best,None,0.196653841,0.205814285,0.55707858,0.150573408,0.963583752,0.036416248,0.849426592,0.074082822,0.239955249,0.011750238,0.071697641,0.071697641
,entropy,5,auto,3,3,2,random,SMOTETomek,0.152877742,0.240218337,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,6,3,2,random,None,0.220850904,0.208045402,0.55883704,0.143292136,0.974381945,0.025618055,0.856707864,0.094638835,0.378382248,0.009527679,0.229361897,0.229361897
,entropy,5,auto,3,3,3,random,SMOTEENN,0.125651027,0.221745427,0.527852664,0.068407947,0.987297381,0.012702619,0.931592053,0.068407947,0.03047619,0.012702619,0.010473313,0.010473313
,entropy,5,auto,3,3,3,best,SMOTETomek,0.161453265,0.237658425,0.555220629,0.436944063,0.673497195,0.326502805,0.563055937,0.093401691,0.053231887,0.034822049,0.004034301,0.004034301
,entropy,5,auto,6,3,3,best,None,0.196653841,0.205814285,0.55707858,0.150573408,0.963583752,0.036416248,0.849426592,0.074082822,0.239955249,0.011750238,0.071697641,0.071697641
,entropy,5,auto,3,3,3,random,SMOTETomek,0.152877742,0.240218337,0.534827275,0.335474992,0.734179558,0.265820442,0.664525008,0.071225243,0.015876885,0.0141841,0.001812689,0.001812689
,entropy,5,auto,6,3,3,random,None,0.220850904,0.208045402,0.55883704,0.143292136,0.974381945,0.025618055,0.856707864,0.094638835,0.378382248,0.009527679,0.229361897,0.229361897
,entropy,5,auto,6,2,2,best,ClusterCentroids,0.238790666,0.24735038,0.600391212,0.705868351,0.494914074,0.505085926,0.294131649,0.30678263,0.249940529,0.150544831,0.075481095,0.075481095
,entropy,5,auto,6,2,2,random,ClusterCentroids,0.217633435,0.236106921,0.58001731,0.550260307,0.609774312,0.390225688,0.449739693,0.186432909,0.133487269,0.035671302,0.054655925,0.054655925
,entropy,5,auto,6,2,3,best,ClusterCentroids,0.238790666,0.24735038,0.600391212,0.705868351,0.494914074,0.505085926,0.294131649,0.30678263,0.249940529,0.150544831,0.075481095,0.075481095
,entropy,5,auto,6,2,2,best,EditedNearestNeighbours,0.268831279,0.238635727,0.609892454,0.825967225,0.393817683,0.606182317,0.174032775,0.073717233,0.180054508,0.017046458,0.014525314,0.014525314
,entropy,5,auto,6,2,3,random,ClusterCentroids,0.217633435,0.236106921,0.58001731,0.550260307,0.609774312,0.390225688,0.449739693,0.186432909,0.133487269,0.035671302,0.054655925,0.054655925
,entropy,5,auto,6,2,2,random,EditedNearestNeighbours,0.21558379,0.239456056,0.592460989,0.72326284,0.461659138,0.538340862,0.27673716,0.113806341,0.08330364,0.023071307,0.011300925,0.011300925
,entropy,5,auto,6,3,2,best,ClusterCentroids,0.238790666,0.24735038,0.600391212,0.705868351,0.494914074,0.505085926,0.294131649,0.30678263,0.249940529,0.150544831,0.075481095,0.075481095
