class_weight,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,splitter,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
,gini,3,auto,3,2,2,best,ClusterCentroids,0.204150241,0.246803269,0.569661063,0.762342458,0.376979669,0.623020331,0.237657542,0.077663646,0.123752156,0.015028979,0.042997955,0.042997955
,gini,3,auto,3,3,2,best,ClusterCentroids,0.204150241,0.246803269,0.569661063,0.762342458,0.376979669,0.623020331,0.237657542,0.077663646,0.123752156,0.015028979,0.042997955,0.042997955
,gini,3,auto,3,3,2,random,ClusterCentroids,0.175473649,0.240162964,0.545788786,0.540786109,0.550791464,0.449208536,0.459213891,0.103128567,0.041382223,0.015878231,0.009870304,0.009870304
,gini,3,auto,3,2,2,random,EditedNearestNeighbours,0.162435738,0.248296529,0.549060376,0.728868138,0.369252614,0.630747386,0.271131862,0.040947847,0.042767137,0.007407912,0.004438341,0.004438341
,gini,3,auto,3,2,3,random,EditedNearestNeighbours,0.162435738,0.248296529,0.549060376,0.728868138,0.369252614,0.630747386,0.271131862,0.040947847,0.042767137,0.007407912,0.004438341,0.004438341
,gini,3,auto,3,2,3,best,EditedNearestNeighbours,0.169105846,0.246669939,0.558321983,0.675195459,0.441448507,0.558551493,0.324804541,0.061361653,0.063192941,0.02159504,0.005043791,0.005043791
,gini,3,auto,3,2,2,best,EditedNearestNeighbours,0.169105846,0.246669939,0.558321983,0.675195459,0.441448507,0.558551493,0.324804541,0.061361653,0.063192941,0.02159504,0.005043791,0.005043791
,gini,3,auto,3,3,3,best,ClusterCentroids,0.204150241,0.246803269,0.569661063,0.762342458,0.376979669,0.623020331,0.237657542,0.077663646,0.123752156,0.015028979,0.042997955,0.042997955
,gini,3,auto,3,3,2,best,EditedNearestNeighbours,0.169105846,0.246669939,0.558321983,0.675195459,0.441448507,0.558551493,0.324804541,0.061361653,0.063192941,0.02159504,0.005043791,0.005043791
,gini,3,auto,3,3,2,random,EditedNearestNeighbours,0.162435738,0.248296529,0.549060376,0.728868138,0.369252614,0.630747386,0.271131862,0.040947847,0.042767137,0.007407912,0.004438341,0.004438341
,gini,3,auto,3,3,3,random,ClusterCentroids,0.175473649,0.240162964,0.545788786,0.540786109,0.550791464,0.449208536,0.459213891,0.103128567,0.041382223,0.015878231,0.009870304,0.009870304
,gini,3,auto,3,3,3,best,EditedNearestNeighbours,0.169105846,0.246669939,0.558321983,0.675195459,0.441448507,0.558551493,0.324804541,0.061361653,0.063192941,0.02159504,0.005043791,0.005043791
,gini,3,auto,3,3,3,random,EditedNearestNeighbours,0.162435738,0.248296529,0.549060376,0.728868138,0.369252614,0.630747386,0.271131862,0.040947847,0.042767137,0.007407912,0.004438341,0.004438341
,gini,3,auto,3,2,2,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,3,auto,3,2,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,3,auto,3,2,3,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,3,auto,3,2,3,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,3,auto,3,3,2,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,3,auto,3,2,2,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,3,auto,3,2,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,3,auto,3,2,3,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,3,auto,3,3,2,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,3,auto,3,3,2,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,3,auto,3,2,2,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,3,auto,3,3,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,3,auto,3,2,2,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,3,auto,3,3,3,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,3,auto,3,2,3,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,3,auto,3,3,3,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,3,auto,3,3,3,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,3,auto,3,2,3,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,3,auto,3,3,2,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,3,auto,3,2,2,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,3,auto,3,3,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,3,auto,3,3,2,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,3,auto,3,2,2,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,2,2,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,3,auto,3,3,3,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,3,auto,3,2,3,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,2,3,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,3,2,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,2,3,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,3,auto,3,2,3,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,3,auto,3,3,2,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,3,auto,3,3,3,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,3,auto,3,2,2,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,3,2,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,2,2,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,3,auto,3,2,2,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,3,2,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,3,auto,3,3,3,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,2,3,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,2,3,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,3,2,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,3,3,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,3,auto,3,3,3,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,2,2,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,3,2,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,3,3,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,3,auto,3,3,3,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,3,auto,3,3,3,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,3,auto,3,2,2,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,3,auto,3,2,2,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,3,auto,3,2,2,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,3,auto,3,2,3,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,3,auto,3,2,3,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,3,auto,3,3,2,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,3,auto,3,2,3,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,3,auto,3,2,3,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,3,auto,3,3,2,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,3,auto,3,2,2,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,3,auto,3,3,2,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,3,auto,3,2,3,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,3,auto,3,2,2,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,3,auto,3,2,3,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,3,auto,3,3,2,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,3,auto,3,3,2,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,3,auto,3,2,2,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,3,auto,3,3,2,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,3,auto,3,2,2,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,3,auto,3,3,3,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,3,auto,3,3,3,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,3,auto,3,3,3,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,3,auto,3,2,3,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,3,auto,3,3,3,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,3,auto,3,3,3,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,3,auto,3,2,3,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,3,auto,3,3,2,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,3,auto,3,3,3,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,3,auto,3,2,2,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,3,auto,3,3,2,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,3,auto,3,2,2,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,3,auto,3,3,3,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,3,auto,6,2,2,best,None,0.209590727,0.205348173,0.559866479,0.150964021,0.968768937,0.031231063,0.849035979,0.102499313,0.273503588,0.018522724,0.104807593,0.104807593
,gini,3,auto,3,3,3,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,3,auto,3,2,3,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,3,auto,3,2,3,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,3,auto,3,3,2,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,3,auto,6,2,2,random,None,0.205462343,0.211962972,0.551605612,0.124910739,0.978300485,0.021699515,0.875089261,0.088586774,0.215245666,0.009101539,0.138068296,0.138068296
,gini,3,auto,6,2,3,best,None,0.209590727,0.205348173,0.559866479,0.150964021,0.968768937,0.031231063,0.849035979,0.102499313,0.273503588,0.018522724,0.104807593,0.104807593
,gini,3,auto,6,2,3,random,None,0.205462343,0.211962972,0.551605612,0.124910739,0.978300485,0.021699515,0.875089261,0.088586774,0.215245666,0.009101539,0.138068296,0.138068296
,gini,3,auto,3,2,2,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,3,auto,3,3,2,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,3,auto,6,3,2,best,None,0.209590727,0.205348173,0.559866479,0.150964021,0.968768937,0.031231063,0.849035979,0.102499313,0.273503588,0.018522724,0.104807593,0.104807593
,gini,3,auto,6,3,2,random,None,0.205462343,0.211956888,0.551605612,0.124910739,0.978300485,0.021699515,0.875089261,0.088586774,0.215245666,0.009101539,0.138068296,0.138068296
,gini,3,auto,3,3,3,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,3,auto,6,3,3,best,None,0.209590727,0.205348173,0.559866479,0.150964021,0.968768937,0.031231063,0.849035979,0.102499313,0.273503588,0.018522724,0.104807593,0.104807593
,gini,3,auto,3,3,3,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,3,auto,6,3,3,random,None,0.205462343,0.211956888,0.551605612,0.124910739,0.978300485,0.021699515,0.875089261,0.088586774,0.215245666,0.009101539,0.138068296,0.138068296
,gini,3,auto,6,2,2,best,ClusterCentroids,0.230355592,0.251631474,0.593816434,0.712937838,0.474695031,0.525304969,0.287062162,0.077663646,0.218716195,0.014817338,0.067403339,0.067403339
,gini,3,auto,6,2,2,random,ClusterCentroids,0.195567912,0.236695914,0.560590436,0.440301504,0.680879367,0.319120633,0.559698496,0.156377064,0.076653292,0.030692373,0.021583204,0.021583204
,gini,3,auto,6,2,3,random,ClusterCentroids,0.195567912,0.236695914,0.560590436,0.440301504,0.680879367,0.319120633,0.559698496,0.156377064,0.076653292,0.030692373,0.021583204,0.021583204
,gini,3,auto,6,2,3,best,ClusterCentroids,0.230355592,0.251631474,0.593816434,0.712937838,0.474695031,0.525304969,0.287062162,0.077663646,0.218716195,0.014817338,0.067403339,0.067403339
,gini,3,auto,6,3,2,best,ClusterCentroids,0.230355592,0.251619105,0.593816434,0.712937838,0.474695031,0.525304969,0.287062162,0.077663646,0.218716195,0.014817338,0.067403339,0.067403339
,gini,3,auto,6,2,2,best,EditedNearestNeighbours,0.250050033,0.239135173,0.596156093,0.787737191,0.404574995,0.595425005,0.212262809,0.144155757,0.143961777,0.051657203,0.010489792,0.010489792
,gini,3,auto,6,3,2,random,ClusterCentroids,0.194964438,0.236705997,0.560484616,0.440301504,0.680667727,0.319332273,0.559698496,0.156377064,0.076441652,0.030904013,0.021583204,0.021583204
,gini,3,auto,6,2,2,random,EditedNearestNeighbours,0.210880551,0.241161545,0.586111336,0.708765602,0.463457071,0.536542929,0.291234398,0.100694559,0.072293302,0.020319984,0.010090024,0.010090024
,gini,3,auto,6,2,3,random,EditedNearestNeighbours,0.210880551,0.241161545,0.586111336,0.708765602,0.463457071,0.536542929,0.291234398,0.100694559,0.072293302,0.020319984,0.010090024,0.010090024
,gini,3,auto,6,2,3,best,EditedNearestNeighbours,0.250050033,0.239135173,0.596156093,0.787737191,0.404574995,0.595425005,0.212262809,0.144155757,0.143961777,0.051657203,0.010489792,0.010489792
,gini,3,auto,6,3,3,best,ClusterCentroids,0.230355592,0.251619105,0.593816434,0.712937838,0.474695031,0.525304969,0.287062162,0.077663646,0.218716195,0.014817338,0.067403339,0.067403339
,gini,3,auto,6,3,2,best,EditedNearestNeighbours,0.250050033,0.239135336,0.596156093,0.787737191,0.404574995,0.595425005,0.212262809,0.144155757,0.143961777,0.051657203,0.010489792,0.010489792
,gini,3,auto,6,3,2,random,EditedNearestNeighbours,0.211321576,0.241000078,0.586270066,0.708765602,0.463774531,0.536225469,0.291234398,0.100694559,0.072716582,0.020002524,0.010291434,0.010291434
,gini,3,auto,6,3,3,random,ClusterCentroids,0.194964438,0.236705997,0.560484616,0.440301504,0.680667727,0.319332273,0.559698496,0.156377064,0.076441652,0.030904013,0.021583204,0.021583204
,gini,3,auto,6,3,3,best,EditedNearestNeighbours,0.250050033,0.239135336,0.596156093,0.787737191,0.404574995,0.595425005,0.212262809,0.144155757,0.143961777,0.051657203,0.010489792,0.010489792
,gini,3,auto,6,3,3,random,EditedNearestNeighbours,0.211321576,0.241000078,0.586270066,0.708765602,0.463774531,0.536225469,0.291234398,0.100694559,0.072716582,0.020002524,0.010291434,0.010291434
,gini,3,auto,6,2,2,best,InstanceHardnessThreshold,0.255969693,0.238522367,0.604549763,0.553956483,0.655143042,0.344856958,0.446043517,0.308027709,0.108088761,0.115468914,0.009283164,0.009283164
,gini,3,auto,6,2,2,random,InstanceHardnessThreshold,0.175615441,0.243450556,0.556486831,0.681224938,0.431748724,0.568251276,0.318775062,0.086566572,0.088057301,0.016093404,0.030469651,0.030469651
,gini,3,auto,6,2,3,random,InstanceHardnessThreshold,0.175615441,0.243450556,0.556486831,0.681224938,0.431748724,0.568251276,0.318775062,0.086566572,0.088057301,0.016093404,0.030469651,0.030469651
,gini,3,auto,6,2,2,best,NearMiss,0.137986805,0.272275546,0.569528774,0.514140193,0.624917354,0.375082646,0.485859807,0.460408313,0.128521967,0.322197492,0.053214929,0.053214929
,gini,3,auto,6,2,2,random,NearMiss,0.144662306,0.253060324,0.548730237,0.680226434,0.417234041,0.582765959,0.319773566,0.174107235,0.05430422,0.103209933,0.007457658,0.007457658
,gini,3,auto,6,3,2,best,InstanceHardnessThreshold,0.255969693,0.238522362,0.604549763,0.553956483,0.655143042,0.344856958,0.446043517,0.308027709,0.108088761,0.115468914,0.009283164,0.009283164
,gini,3,auto,6,3,2,random,InstanceHardnessThreshold,0.175615441,0.243450556,0.556486831,0.681224938,0.431748724,0.568251276,0.318775062,0.086566572,0.088057301,0.016093404,0.030469651,0.030469651
,gini,3,auto,6,2,3,random,NearMiss,0.144662306,0.253060324,0.548730237,0.680226434,0.417234041,0.582765959,0.319773566,0.174107235,0.05430422,0.103209933,0.007457658,0.007457658
,gini,3,auto,6,2,3,best,InstanceHardnessThreshold,0.255969693,0.238522367,0.604549763,0.553956483,0.655143042,0.344856958,0.446043517,0.308027709,0.108088761,0.115468914,0.009283164,0.009283164
,gini,3,auto,6,3,2,best,NearMiss,0.138084296,0.27203143,0.569576874,0.514342214,0.624811534,0.375188466,0.485657786,0.460610333,0.128521967,0.322303312,0.053214929,0.053214929
,gini,3,auto,6,3,2,random,NearMiss,0.144662306,0.253060324,0.548730237,0.680226434,0.417234041,0.582765959,0.319773566,0.174107235,0.05430422,0.103209933,0.007457658,0.007457658
,gini,3,auto,6,2,3,best,NearMiss,0.137986805,0.272275546,0.569528774,0.514140193,0.624917354,0.375082646,0.485859807,0.460408313,0.128521967,0.322197492,0.053214929,0.053214929
,gini,3,auto,6,3,3,best,InstanceHardnessThreshold,0.255969693,0.238522362,0.604549763,0.553956483,0.655143042,0.344856958,0.446043517,0.308027709,0.108088761,0.115468914,0.009283164,0.009283164
,gini,3,auto,6,2,2,best,NeighbourhoodCleaningRule,0.247889218,0.225711414,0.594413874,0.718382007,0.47044574,0.52955426,0.281617993,0.136809179,0.143634222,0.031232577,0.011099515,0.011099515
,gini,3,auto,6,2,2,random,NeighbourhoodCleaningRule,0.218309568,0.229805352,0.585616897,0.510813879,0.660419916,0.339580084,0.489186121,0.099880375,0.058644695,0.017995811,0.00504135,0.00504135
,gini,3,auto,6,3,3,best,NearMiss,0.138084296,0.27203143,0.569576874,0.514342214,0.624811534,0.375188466,0.485657786,0.460610333,0.128521967,0.322303312,0.053214929,0.053214929
