C,class_weight,fit_intercept,intercept_scaling,solver,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
0.1,,TRUE,0.1,liblinear,None,0.47510675,0.148856138,0.712082044,0.513717843,0.910446245,0.089553755,0.486282157,0.307302634,0.670791968,0.016725465,0.145082242,0.145082242
1,balanced,FALSE,5,liblinear,SMOTETomek,0.544202411,0.144868884,0.781464071,0.778238579,0.784689564,0.215310436,0.221761421,0.561133388,0.577322364,0.069335049,0.082533492,0.082533492
1,balanced,FALSE,3.366666667,liblinear,SMOTETomek,0.544202411,0.144868884,0.781464071,0.778238579,0.784689564,0.215310436,0.221761421,0.561133388,0.577322364,0.069335049,0.082533492,0.082533492
0.1,,TRUE,3.366666667,liblinear,None,0.489264438,0.148088398,0.715137857,0.507866581,0.922409132,0.077590868,0.492133419,0.29640636,0.67661342,0.015137154,0.145889103,0.145889103
0.1,,TRUE,1.733333333,liblinear,None,0.489086201,0.148127909,0.715084557,0.507865971,0.922303143,0.077696857,0.492134029,0.29761665,0.67629596,0.015243142,0.146090512,0.146090512
0.1,,TRUE,1,liblinear,ClusterCentroids,0.413324059,0.205394049,0.711979891,0.889830022,0.53412976,0.46587024,0.110169978,0.541756538,0.257752542,0.153491979,0.028456163,0.028456163
0.1,,TRUE,0.1,liblinear,ClusterCentroids,0.411610534,0.205974892,0.711041993,0.889224572,0.532859414,0.467140586,0.110775428,0.542358937,0.255529479,0.155610064,0.027447282,0.027447282
0.1,,TRUE,3.366666667,liblinear,ClusterCentroids,0.413414633,0.205242048,0.712032412,0.889829412,0.534235412,0.465764588,0.110170588,0.541554518,0.258599944,0.152856891,0.029061003,0.029061003
0.1,,TRUE,1.733333333,liblinear,ClusterCentroids,0.413324793,0.205289981,0.711979502,0.889829412,0.534129592,0.465870408,0.110170588,0.541756538,0.258387968,0.153068531,0.029061003,0.029061003
0.1,,TRUE,1,liblinear,EditedNearestNeighbours,0.465776059,0.196981994,0.742670571,0.881771186,0.603569957,0.396430043,0.118228814,0.614996491,0.38467274,0.164603595,0.044187494,0.044187494
0.1,,TRUE,0.1,liblinear,EditedNearestNeighbours,0.470272318,0.193834101,0.745284497,0.880964936,0.609604058,0.390395942,0.119035064,0.613987,0.390282383,0.159628704,0.044792945,0.044792945
0.1,,TRUE,3.366666667,liblinear,EditedNearestNeighbours,0.464471178,0.197940051,0.741929662,0.881771186,0.602088139,0.397911861,0.118228814,0.614795691,0.382661821,0.16555564,0.044187494,0.044187494
0.1,,TRUE,1.733333333,liblinear,EditedNearestNeighbours,0.464662578,0.197632345,0.742030451,0.881972596,0.602088307,0.397911693,0.118027404,0.614593671,0.38319109,0.165555976,0.044187494,0.044187494
0.1,,TRUE,1,liblinear,InstanceHardnessThreshold,0.461318781,0.208641949,0.740889561,0.876721291,0.605057831,0.394942169,0.123278709,0.644667216,0.465854931,0.204193774,0.079108304,0.079108304
0.1,,TRUE,0.1,liblinear,InstanceHardnessThreshold,0.468592657,0.200998536,0.745130552,0.874300101,0.615961003,0.384038997,0.125699899,0.641234093,0.474746679,0.195301688,0.080522445,0.080522445
0.1,,TRUE,1,liblinear,NearMiss,0.339283743,0.230588138,0.67795765,0.697929751,0.657985549,0.342014451,0.302070249,0.426957185,0.402875144,0.185563547,0.089580396,0.089580396
0.1,,TRUE,3.366666667,liblinear,InstanceHardnessThreshold,0.459344805,0.211822759,0.739700291,0.877730172,0.60167041,0.39832959,0.122269828,0.647491837,0.462043051,0.207581026,0.078099423,0.078099423
0.1,,TRUE,0.1,liblinear,NearMiss,0.391832633,0.201811979,0.703444972,0.688042357,0.718847587,0.281152413,0.311957643,0.39143825,0.46966866,0.130415121,0.095432879,0.095432879
0.1,,TRUE,1.733333333,liblinear,InstanceHardnessThreshold,0.459981667,0.210727131,0.740075724,0.877528152,0.602623296,0.397376704,0.122471848,0.646481736,0.46341989,0.206522657,0.078301443,0.078301443
0.1,,TRUE,3.366666667,liblinear,NearMiss,0.302636896,0.250128351,0.659147874,0.700956392,0.617339356,0.382660644,0.299043608,0.44531661,0.36953239,0.222189248,0.086754555,0.086754555
0.1,,TRUE,1.733333333,liblinear,NearMiss,0.317126561,0.242679203,0.666668593,0.700756203,0.632580984,0.367419016,0.299243797,0.438053648,0.380647034,0.209910415,0.087764045,0.087764045
0.1,,TRUE,1,liblinear,NeighbourhoodCleaningRule,0.49471355,0.179858998,0.760040981,0.855327291,0.664754671,0.335245329,0.144672709,0.517552565,0.411136683,0.112098653,0.046813147,0.046813147
0.1,,TRUE,0.1,liblinear,NeighbourhoodCleaningRule,0.496730885,0.178344619,0.761119148,0.854519821,0.667718475,0.332281525,0.145480179,0.514726723,0.414418116,0.108817725,0.047419207,0.047419207
0.1,,TRUE,3.366666667,liblinear,NeighbourhoodCleaningRule,0.494596552,0.180303301,0.75998304,0.855528701,0.664437379,0.335562621,0.144471299,0.517552565,0.410395774,0.113156854,0.046813147,0.046813147
0.1,,TRUE,1.733333333,liblinear,NeighbourhoodCleaningRule,0.49450412,0.180161282,0.759935245,0.855327291,0.664543199,0.335456801,0.144672709,0.517351155,0.410501594,0.112733574,0.046813147,0.046813147
0.1,,TRUE,1,liblinear,OneSidedSelection,0.483266115,0.148454083,0.715384328,0.517147304,0.913621352,0.086378648,0.482852696,0.306293143,0.660947502,0.017254397,0.13963258,0.13963258
0.1,,TRUE,1,liblinear,RandomUnderSampler,0.508821564,0.168920125,0.764600042,0.772986054,0.756214029,0.243785971,0.227013946,0.438463182,0.41442249,0.067958715,0.045399615,0.045399615
0.1,,TRUE,0.1,liblinear,OneSidedSelection,0.472044406,0.149127801,0.712979065,0.522393726,0.903564405,0.096435595,0.477606274,0.314161555,0.657030644,0.01926582,0.138623699,0.138623699
0.1,,TRUE,0.1,liblinear,RandomUnderSampler,0.508831386,0.168476193,0.764562035,0.772380604,0.756743466,0.243256534,0.227619396,0.43583814,0.415904139,0.064359822,0.045601636,0.045601636
0.1,,TRUE,3.366666667,liblinear,OneSidedSelection,0.4865288,0.148309851,0.716203144,0.516138424,0.916267865,0.083732135,0.483861576,0.303871952,0.662535477,0.017042757,0.14003601,0.14003601
0.1,,TRUE,1.733333333,liblinear,OneSidedSelection,0.485050525,0.14835369,0.715774885,0.516340444,0.915209327,0.084790673,0.483659556,0.304275382,0.661900556,0.017148577,0.1398346,0.1398346
0.1,,TRUE,3.366666667,liblinear,RandomUnderSampler,0.508962413,0.16904347,0.764695936,0.773389484,0.756002389,0.243997611,0.226610516,0.438866612,0.414105029,0.068276512,0.045399615,0.045399615
0.1,,TRUE,1.733333333,liblinear,RandomUnderSampler,0.508706624,0.169004263,0.764547131,0.772986054,0.756108209,0.243891791,0.227013946,0.438866612,0.414105029,0.068276512,0.045399615,0.045399615
0.1,,TRUE,1,liblinear,TomekLinks,0.482868438,0.148399699,0.715134765,0.516541854,0.913727677,0.086272323,0.483458146,0.306091123,0.66200604,0.017148409,0.13922915,0.13922915
0.1,,TRUE,0.1,liblinear,TomekLinks,0.472634065,0.149070405,0.713143026,0.522191706,0.904094346,0.095905654,0.477808294,0.313959535,0.657559745,0.019159832,0.138825109,0.138825109
0.1,,TRUE,3.366666667,liblinear,TomekLinks,0.486664101,0.148256517,0.716160106,0.515734383,0.91658583,0.08341417,0.484265617,0.303266502,0.663805318,0.016936769,0.13963258,0.13963258
0.1,,TRUE,1.733333333,liblinear,TomekLinks,0.485183208,0.148299992,0.715731848,0.515936403,0.915527292,0.084472708,0.484063597,0.304073362,0.662958589,0.017042589,0.13943117,0.13943117
0.1,,TRUE,1,liblinear,ADASYN,0.513349454,0.170737717,0.769730254,0.848455553,0.691004955,0.308995045,0.151544447,0.458428393,0.400968868,0.060654268,0.037328573,0.037328573
0.1,,TRUE,1,liblinear,RandomOverSampler,0.519241964,0.157931597,0.76987827,0.777827215,0.761929324,0.238070676,0.222172785,0.487889164,0.483325006,0.059489405,0.051459611,0.051459611
0.1,,TRUE,0.1,liblinear,ADASYN,0.513369382,0.170812288,0.76972978,0.848454942,0.691004618,0.308995382,0.151545058,0.460043944,0.400545419,0.061077885,0.037328573,0.037328573
0.1,,TRUE,0.1,liblinear,RandomOverSampler,0.518645981,0.158222254,0.769608657,0.778029235,0.761188079,0.238811921,0.221970765,0.488897434,0.482689749,0.060865571,0.051055571,0.051055571
0.1,,TRUE,3.366666667,liblinear,ADASYN,0.513148743,0.170720469,0.769629243,0.848253532,0.691004955,0.308995045,0.151746468,0.458227593,0.401392148,0.060654268,0.037328573,0.037328573
0.1,,TRUE,1,liblinear,SMOTE,0.523459935,0.15707627,0.771759455,0.776615704,0.766903206,0.233096794,0.223384296,0.487289817,0.494969423,0.059277092,0.052467271,0.052467271
0.1,,TRUE,3.366666667,liblinear,RandomOverSampler,0.519054708,0.157863835,0.769777565,0.777625805,0.761929324,0.238070676,0.222374195,0.487485123,0.483325006,0.059277765,0.051459611,0.051459611
0.1,,TRUE,1.733333333,liblinear,ADASYN,0.513148743,0.17072586,0.769629243,0.848253532,0.691004955,0.308995045,0.151746468,0.458025573,0.401180508,0.060654268,0.037328573,0.037328573
0.1,,TRUE,0.1,liblinear,SMOTE,0.523662205,0.157542401,0.771984915,0.778230645,0.765739185,0.234260815,0.221769355,0.489911197,0.492851843,0.06033563,0.052467881,0.052467881
0.1,,TRUE,1.733333333,liblinear,RandomOverSampler,0.518939241,0.157884609,0.769724655,0.777625805,0.761823504,0.238176496,0.222374195,0.487485123,0.483325006,0.059383585,0.051459611,0.051459611
0.1,,TRUE,3.366666667,liblinear,SMOTE,0.523389515,0.156965464,0.771711744,0.776414294,0.767009194,0.232990806,0.223585706,0.486079526,0.495392704,0.058747655,0.052467271,0.052467271
0.1,,TRUE,1.733333333,liblinear,SMOTE,0.523274871,0.156999641,0.771658834,0.776414294,0.766903374,0.233096626,0.223585706,0.486281547,0.495181063,0.058747655,0.052467271,0.052467271
0.1,,TRUE,1,liblinear,SMOTEENN,0.501702424,0.146012701,0.731052701,0.562139217,0.899966185,0.100033815,0.437860783,0.365210412,0.707098527,0.023710938,0.17433489,0.17433489
0.1,,TRUE,0.1,liblinear,SMOTEENN,0.487620802,0.147244013,0.72729149,0.566578168,0.888004812,0.111995188,0.433421832,0.376103635,0.701382727,0.028580682,0.172517929,0.172517929
0.1,,TRUE,3.366666667,liblinear,SMOTEENN,0.504835283,0.145710028,0.731393063,0.559116238,0.903669888,0.096330112,0.440883762,0.359765022,0.709956848,0.022441097,0.175344991,0.175344991
0.1,,TRUE,1.733333333,liblinear,SMOTEENN,0.502877355,0.145804574,0.730661721,0.558711587,0.902611856,0.097388144,0.441288413,0.361782172,0.70900413,0.022546917,0.174941561,0.174941561
0.1,,TRUE,1,liblinear,SMOTETomek,0.523872058,0.155683533,0.770948171,0.764513412,0.777382929,0.222617071,0.235486588,0.483051054,0.500367258,0.057584139,0.056301993,0.056301993
0.1,,TRUE,5,liblinear,None,0.489246349,0.148079173,0.715089756,0.507664561,0.922514952,0.077485048,0.492335439,0.29640636,0.67671924,0.015137154,0.145889103,0.145889103
0.1,,TRUE,0.1,liblinear,SMOTETomek,0.522626945,0.156238293,0.770408587,0.764916232,0.775900943,0.224099057,0.235083768,0.487288596,0.497614758,0.059277765,0.056504013,0.056504013
0.1,,FALSE,1,liblinear,None,0.474962148,0.148891542,0.712077234,0.513919863,0.910234604,0.089765396,0.486080137,0.307504043,0.67036852,0.016725465,0.145082242,0.145082242
0.1,,TRUE,3.366666667,liblinear,SMOTETomek,0.524044298,0.155550973,0.771049433,0.764715432,0.777383434,0.222616566,0.235284568,0.481638744,0.500791043,0.057160522,0.056705423,0.056705423
0.1,,FALSE,0.1,liblinear,None,0.474962148,0.148891542,0.712077234,0.513919863,0.910234604,0.089765396,0.486080137,0.307504043,0.67036852,0.016725465,0.145082242,0.145082242
0.1,,TRUE,1.733333333,liblinear,SMOTETomek,0.524281432,0.155591952,0.771155253,0.764715432,0.777595074,0.222404926,0.235284568,0.482849644,0.500791043,0.057372162,0.056301993,0.056301993
0.1,,FALSE,1.733333333,liblinear,None,0.474962148,0.148891542,0.712077234,0.513919863,0.910234604,0.089765396,0.486080137,0.307504043,0.67036852,0.016725465,0.145082242,0.145082242
0.1,,FALSE,0.1,liblinear,ClusterCentroids,0.411520839,0.206001622,0.710989083,0.889224572,0.532753594,0.467246406,0.110775428,0.542358937,0.255423659,0.155610064,0.027447282,0.027447282
0.1,,TRUE,5,liblinear,ClusterCentroids,0.413414633,0.205230939,0.712032412,0.889829412,0.534235412,0.465764588,0.110170588,0.541554518,0.258599944,0.152645082,0.029061003,0.029061003
0.1,,FALSE,1,liblinear,ClusterCentroids,0.411520839,0.206001622,0.710989083,0.889224572,0.532753594,0.467246406,0.110775428,0.542358937,0.255423659,0.155610064,0.027447282,0.027447282
0.1,,FALSE,0.1,liblinear,EditedNearestNeighbours,0.470454362,0.193706301,0.745390485,0.880964936,0.609816035,0.390183965,0.119035064,0.61338277,0.39060018,0.159522884,0.044792945,0.044792945
0.1,,TRUE,5,liblinear,EditedNearestNeighbours,0.46438527,0.198006791,0.741876668,0.881771186,0.60198215,0.39801785,0.118228814,0.614795691,0.382556001,0.16555564,0.044187494,0.044187494
0.1,,FALSE,1.733333333,liblinear,ClusterCentroids,0.411520839,0.206001622,0.710989083,0.889224572,0.532753594,0.467246406,0.110775428,0.542358937,0.255423659,0.155610064,0.027447282,0.027447282
0.1,,FALSE,1,liblinear,EditedNearestNeighbours,0.470454362,0.193706301,0.745390485,0.880964936,0.609816035,0.390183965,0.119035064,0.61338277,0.39060018,0.159522884,0.044792945,0.044792945
0.1,,FALSE,1.733333333,liblinear,EditedNearestNeighbours,0.470454362,0.193706301,0.745390485,0.880964936,0.609816035,0.390183965,0.119035064,0.61338277,0.39060018,0.159522884,0.044792945,0.044792945
0.1,,FALSE,0.1,liblinear,InstanceHardnessThreshold,0.468587569,0.200749697,0.745135667,0.874098691,0.616172643,0.383827357,0.125901309,0.641032073,0.475276285,0.195090048,0.080724465,0.080724465
0.1,,TRUE,5,liblinear,InstanceHardnessThreshold,0.45916976,0.212070519,0.739589577,0.877932192,0.601246961,0.398753039,0.122067808,0.647693857,0.461831411,0.208216115,0.077897403,0.077897403
0.1,,FALSE,0.1,liblinear,NearMiss,0.393114406,0.201154546,0.704037023,0.687638317,0.72043573,0.27956427,0.312361683,0.39083341,0.471574095,0.12946274,0.095836309,0.095836309
0.1,,FALSE,1,liblinear,InstanceHardnessThreshold,0.468587569,0.200749697,0.745135667,0.874098691,0.616172643,0.383827357,0.125901309,0.641032073,0.475276285,0.195090048,0.080724465,0.080724465
0.1,,TRUE,5,liblinear,NearMiss,0.299803171,0.251914179,0.657665972,0.700956392,0.614375552,0.385624448,0.299043608,0.446124081,0.366145473,0.226740354,0.086754555,0.086754555
0.1,,FALSE,1,liblinear,NearMiss,0.393114406,0.201154546,0.704037023,0.687638317,0.72043573,0.27956427,0.312361683,0.39083341,0.471574095,0.12946274,0.095836309,0.095836309
0.1,,FALSE,1.733333333,liblinear,InstanceHardnessThreshold,0.468587569,0.200749697,0.745135667,0.874098691,0.616172643,0.383827357,0.125901309,0.641032073,0.475276285,0.195090048,0.080724465,0.080724465
0.1,,FALSE,1.733333333,liblinear,NearMiss,0.393114406,0.201154546,0.704037023,0.687638317,0.72043573,0.27956427,0.312361683,0.39083341,0.471574095,0.12946274,0.095836309,0.095836309
0.1,,FALSE,0.1,liblinear,NeighbourhoodCleaningRule,0.496539631,0.178281482,0.761018138,0.8543178,0.667718475,0.332281525,0.1456822,0.515130153,0.414735744,0.108817894,0.047419207,0.047419207
0.1,,TRUE,5,liblinear,NeighbourhoodCleaningRule,0.494696244,0.180333902,0.76003595,0.855528701,0.664543199,0.335456801,0.144471299,0.517552565,0.410184134,0.113262674,0.046813147,0.046813147
0.1,,FALSE,1,liblinear,NeighbourhoodCleaningRule,0.496539631,0.178281482,0.761018138,0.8543178,0.667718475,0.332281525,0.1456822,0.515130153,0.414735744,0.108817894,0.047419207,0.047419207
0.1,,FALSE,1.733333333,liblinear,NeighbourhoodCleaningRule,0.496539631,0.178281482,0.761018138,0.8543178,0.667718475,0.332281525,0.1456822,0.515130153,0.414735744,0.108817894,0.047419207,0.047419207
0.1,,FALSE,0.1,liblinear,OneSidedSelection,0.471878023,0.149164149,0.712926155,0.522393726,0.903458585,0.096541415,0.477606274,0.314767005,0.657136464,0.019583281,0.138623699,0.138623699
0.1,,FALSE,0.1,liblinear,RandomUnderSampler,0.508944116,0.168456791,0.764614945,0.772380604,0.756849286,0.243150714,0.227619396,0.43583814,0.415904139,0.064359822,0.045601636,0.045601636
0.1,,TRUE,5,liblinear,OneSidedSelection,0.4865288,0.148300965,0.716203144,0.516138424,0.916267865,0.083732135,0.483861576,0.303871952,0.662641297,0.017042757,0.14003601,0.14003601
0.1,,TRUE,5,liblinear,RandomUnderSampler,0.509076977,0.169051838,0.764748847,0.773389484,0.756108209,0.243891791,0.226610516,0.438866612,0.414105029,0.068382332,0.045399615,0.045399615
0.1,,FALSE,1,liblinear,OneSidedSelection,0.471878023,0.149164149,0.712926155,0.522393726,0.903458585,0.096541415,0.477606274,0.314767005,0.657136464,0.019583281,0.138623699,0.138623699
0.1,,FALSE,1,liblinear,RandomUnderSampler,0.508944116,0.168456791,0.764614945,0.772380604,0.756849286,0.243150714,0.227619396,0.43583814,0.415904139,0.064359822,0.045601636,0.045601636
0.1,,FALSE,1.733333333,liblinear,OneSidedSelection,0.471878023,0.149164149,0.712926155,0.522393726,0.903458585,0.096541415,0.477606274,0.314767005,0.657136464,0.019583281,0.138623699,0.138623699
0.1,,FALSE,1.733333333,liblinear,RandomUnderSampler,0.508944116,0.168456791,0.764614945,0.772380604,0.756849286,0.243150714,0.227619396,0.43583814,0.415904139,0.064359822,0.045601636,0.045601636
0.1,,FALSE,0.1,liblinear,TomekLinks,0.471980462,0.149106627,0.712883423,0.521990296,0.90377655,0.09622345,0.478009704,0.313757515,0.657559745,0.019477292,0.138825109,0.138825109
0.1,,TRUE,5,liblinear,TomekLinks,0.486499058,0.148247142,0.716107112,0.515734383,0.916479841,0.083520159,0.484265617,0.303266502,0.664016958,0.016936769,0.13963258,0.13963258
0.1,,FALSE,1,liblinear,TomekLinks,0.471980462,0.149106627,0.712883423,0.521990296,0.90377655,0.09622345,0.478009704,0.313757515,0.657559745,0.019477292,0.138825109,0.138825109
0.1,,FALSE,1.733333333,liblinear,TomekLinks,0.471980462,0.149106627,0.712883423,0.521990296,0.90377655,0.09622345,0.478009704,0.313757515,0.657559745,0.019477292,0.138825109,0.138825109
0.1,,FALSE,0.1,liblinear,ADASYN,0.513369382,0.170816119,0.76972978,0.848454942,0.691004618,0.308995382,0.151545058,0.460043944,0.400545419,0.061077885,0.037328573,0.037328573
0.1,,FALSE,0.1,liblinear,RandomOverSampler,0.518645981,0.158236853,0.769608657,0.778029235,0.761188079,0.238811921,0.221970765,0.488897434,0.482689749,0.060865571,0.051055571,0.051055571
0.1,,TRUE,5,liblinear,ADASYN,0.513148743,0.170719726,0.769629243,0.848253532,0.691004955,0.308995045,0.151746468,0.458227593,0.401392148,0.060654268,0.037328573,0.037328573
0.1,,FALSE,1,liblinear,ADASYN,0.513369382,0.170816119,0.76972978,0.848454942,0.691004618,0.308995382,0.151545058,0.460043944,0.400545419,0.061077885,0.037328573,0.037328573
0.1,,TRUE,5,liblinear,RandomOverSampler,0.519054708,0.157858991,0.769777565,0.777625805,0.761929324,0.238070676,0.222374195,0.487283103,0.483325006,0.059277765,0.051459611,0.051459611
0.1,,FALSE,0.1,liblinear,SMOTE,0.523662205,0.157565679,0.771984915,0.778230645,0.765739185,0.234260815,0.221769355,0.489911197,0.492851843,0.060547438,0.052467881,0.052467881
0.1,,FALSE,1,liblinear,RandomOverSampler,0.518645981,0.158236853,0.769608657,0.778029235,0.761188079,0.238811921,0.221970765,0.488897434,0.482689749,0.060865571,0.051055571,0.051055571
0.1,,FALSE,1.733333333,liblinear,ADASYN,0.513369382,0.170816119,0.76972978,0.848454942,0.691004618,0.308995382,0.151545058,0.460043944,0.400545419,0.061077885,0.037328573,0.037328573
0.1,,TRUE,5,liblinear,SMOTE,0.523389515,0.156957917,0.771711744,0.776414294,0.767009194,0.232990806,0.223585706,0.486079526,0.495392704,0.058747655,0.052467271,0.052467271
0.1,,FALSE,1,liblinear,SMOTE,0.523662205,0.157565679,0.771984915,0.778230645,0.765739185,0.234260815,0.221769355,0.489911197,0.492851843,0.060547438,0.052467881,0.052467881
0.1,,FALSE,1.733333333,liblinear,RandomOverSampler,0.518645981,0.158236853,0.769608657,0.778029235,0.761188079,0.238811921,0.221970765,0.488897434,0.482689749,0.060865571,0.051055571,0.051055571
0.1,,FALSE,1.733333333,liblinear,SMOTE,0.523662205,0.157565679,0.771984915,0.778230645,0.765739185,0.234260815,0.221769355,0.489911197,0.492851843,0.060547438,0.052467881,0.052467881
0.1,,FALSE,0.1,liblinear,SMOTEENN,0.487183276,0.147304435,0.72722896,0.566982209,0.887475711,0.112524289,0.433017791,0.377113736,0.700959447,0.02910995,0.172517929,0.172517929
0.1,,TRUE,5,liblinear,SMOTEENN,0.505315289,0.145690497,0.731551793,0.559116238,0.903987349,0.096012651,0.440883762,0.359361592,0.710168488,0.022335108,0.175344991,0.175344991
0.1,,FALSE,1,liblinear,SMOTEENN,0.487183276,0.147304435,0.72722896,0.566982209,0.887475711,0.112524289,0.433017791,0.377113736,0.700959447,0.02910995,0.172517929,0.172517929
0.1,,FALSE,1.733333333,liblinear,SMOTEENN,0.487183276,0.147304435,0.72722896,0.566982209,0.887475711,0.112524289,0.433017791,0.377113736,0.700959447,0.02910995,0.172517929,0.172517929
0.1,,FALSE,0.1,liblinear,SMOTETomek,0.522808626,0.156265894,0.770509597,0.765118252,0.775900943,0.224099057,0.234881748,0.488095456,0.497297297,0.059277765,0.056504013,0.056504013
0.1,,FALSE,3.366666667,liblinear,None,0.474962148,0.148891542,0.712077234,0.513919863,0.910234604,0.089765396,0.486080137,0.307504043,0.67036852,0.016725465,0.145082242,0.145082242
0.1,,TRUE,5,liblinear,SMOTETomek,0.524044298,0.155541682,0.771049433,0.764715432,0.777383434,0.222616566,0.235284568,0.481638744,0.500896863,0.057160522,0.056907443,0.056907443
0.1,,FALSE,1,liblinear,SMOTETomek,0.522808626,0.156265894,0.770509597,0.765118252,0.775900943,0.224099057,0.234881748,0.488095456,0.497297297,0.059277765,0.056504013,0.056504013
0.1,,FALSE,5,liblinear,None,0.474962148,0.148891542,0.712077234,0.513919863,0.910234604,0.089765396,0.486080137,0.307504043,0.67036852,0.016725465,0.145082242,0.145082242
0.1,balanced,TRUE,1,liblinear,None,0.518482638,0.160794995,0.769234265,0.7737862,0.764682329,0.235317671,0.2262138,0.480823339,0.468507836,0.060442123,0.048633159,0.048633159
0.1,,FALSE,1.733333333,liblinear,SMOTETomek,0.522808626,0.156265894,0.770509597,0.765118252,0.775900943,0.224099057,0.234881748,0.488095456,0.497297297,0.059277765,0.056504013,0.056504013
0.1,balanced,TRUE,0.1,liblinear,None,0.518798052,0.160871219,0.76943056,0.77439043,0.764470689,0.235529311,0.22560957,0.481226159,0.467977894,0.060865908,0.048633159,0.048633159
0.1,,FALSE,3.366666667,liblinear,ClusterCentroids,0.411520839,0.206001622,0.710989083,0.889224572,0.532753594,0.467246406,0.110775428,0.542358937,0.255423659,0.155610064,0.027447282,0.027447282
0.1,balanced,TRUE,1,liblinear,ClusterCentroids,0.413324059,0.205394049,0.711979891,0.889830022,0.53412976,0.46587024,0.110169978,0.541756538,0.257752542,0.153491979,0.028456163,0.028456163
0.1,,FALSE,5,liblinear,ClusterCentroids,0.411520839,0.206001622,0.710989083,0.889224572,0.532753594,0.467246406,0.110775428,0.542358937,0.255423659,0.155610064,0.027447282,0.027447282
0.1,,FALSE,3.366666667,liblinear,EditedNearestNeighbours,0.470454362,0.193706301,0.745390485,0.880964936,0.609816035,0.390183965,0.119035064,0.61338277,0.39060018,0.159522884,0.044792945,0.044792945
0.1,balanced,TRUE,0.1,liblinear,ClusterCentroids,0.411610534,0.205974892,0.711041993,0.889224572,0.532859414,0.467140586,0.110775428,0.542358937,0.255529479,0.155610064,0.027447282,0.027447282
0.1,balanced,TRUE,1,liblinear,EditedNearestNeighbours,0.472144602,0.193999164,0.747080532,0.872278678,0.621882387,0.378117613,0.127721322,0.602073301,0.392295152,0.157720746,0.044792945,0.044792945
0.1,,FALSE,5,liblinear,EditedNearestNeighbours,0.470454362,0.193706301,0.745390485,0.880964936,0.609816035,0.390183965,0.119035064,0.61338277,0.39060018,0.159522884,0.044792945,0.044792945
0.1,balanced,TRUE,0.1,liblinear,EditedNearestNeighbours,0.475773117,0.191113415,0.749194133,0.870260307,0.62812796,0.37187204,0.129739693,0.599049101,0.398329085,0.15285218,0.045196985,0.045196985
0.1,balanced,TRUE,1,liblinear,InstanceHardnessThreshold,0.461134091,0.208671803,0.740783741,0.876721291,0.604846191,0.395153809,0.123278709,0.644869236,0.465537134,0.204193774,0.079108304,0.079108304
0.1,,FALSE,3.366666667,liblinear,InstanceHardnessThreshold,0.468587569,0.200749697,0.745135667,0.874098691,0.616172643,0.383827357,0.125901309,0.641032073,0.475276285,0.195090048,0.080724465,0.080724465
0.1,,FALSE,5,liblinear,InstanceHardnessThreshold,0.468587569,0.200749697,0.745135667,0.874098691,0.616172643,0.383827357,0.125901309,0.641032073,0.475276285,0.195090048,0.080724465,0.080724465
0.1,balanced,TRUE,1,liblinear,NearMiss,0.339283743,0.230588138,0.67795765,0.697929751,0.657985549,0.342014451,0.302070249,0.426957185,0.402875144,0.185563547,0.089580396,0.089580396
0.1,,FALSE,3.366666667,liblinear,NearMiss,0.393114406,0.201154546,0.704037023,0.687638317,0.72043573,0.27956427,0.312361683,0.39083341,0.471574095,0.12946274,0.095836309,0.095836309
0.1,,FALSE,5,liblinear,NearMiss,0.393114406,0.201154546,0.704037023,0.687638317,0.72043573,0.27956427,0.312361683,0.39083341,0.471574095,0.12946274,0.095836309,0.095836309
0.1,balanced,TRUE,0.1,liblinear,InstanceHardnessThreshold,0.468592657,0.201026167,0.745130552,0.874300101,0.615961003,0.384038997,0.125699899,0.641435503,0.474534871,0.195301688,0.080522445,0.080522445
0.1,balanced,TRUE,0.1,liblinear,NearMiss,0.391832633,0.201811979,0.703444972,0.688042357,0.718847587,0.281152413,0.311957643,0.39143825,0.46966866,0.130415121,0.095432879,0.095432879
0.1,balanced,TRUE,1,liblinear,NeighbourhoodCleaningRule,0.486817054,0.184338272,0.755568439,0.862791053,0.648345825,0.351654175,0.137208947,0.540748268,0.39663445,0.121836795,0.045199426,0.045199426
0.1,,FALSE,3.366666667,liblinear,NeighbourhoodCleaningRule,0.496539631,0.178281482,0.761018138,0.8543178,0.667718475,0.332281525,0.1456822,0.515130153,0.414735744,0.108817894,0.047419207,0.047419207
0.1,,FALSE,5,liblinear,NeighbourhoodCleaningRule,0.496539631,0.178281482,0.761018138,0.8543178,0.667718475,0.332281525,0.1456822,0.515130153,0.414735744,0.108817894,0.047419207,0.047419207
0.1,balanced,TRUE,0.1,liblinear,NeighbourhoodCleaningRule,0.488585663,0.182453811,0.756535807,0.862185602,0.650886012,0.349113988,0.137814398,0.539942018,0.40160934,0.116968397,0.045804877,0.045804877
0.1,balanced,TRUE,1,liblinear,OneSidedSelection,0.513649061,0.161849806,0.767158312,0.776408801,0.757907824,0.242092176,0.223591199,0.486075864,0.464591314,0.063088803,0.048431139,0.048431139
