Default without balancer,Default with balancer,Tuned
0.6077849694354549,0.6330456670262495,0.6661272923408845
0.6432937792161093,0.7435275080906149,0.7104458827759799
0.5667925206760158,0.7450557353469975,0.7481121898597627
0.5248419150858175,0.7357723577235773,0.7396567299006324
0.6392120075046904,0.6927767354596623,0.6803001876172607
0.6311578568860122,0.6846458108594031,0.6983099604458828
0.6223480762315714,0.6831175836030206,0.6676555195972671
0.6360122258180511,0.7499101042790364,0.7046925566343042
0.580397470641373,0.691869918699187,0.6699186991869919
0.5479362101313321,0.7531894934333958,0.7309568480300188
0.561938151743977,0.6612729234088457,0.6385293060050341
0.6457209636821287,0.8030384753685724,0.7869471413160734
0.6214491190219346,0.6667565623876304,0.664329377921611
0.580397470641373,0.67289972899729,0.646070460704607
0.5888367729831144,0.7293621013133209,0.7409943714821763
0.5498022294138799,0.5792880258899676,0.6403272204243078
0.5692197051420352,0.5665228335131247,0.7201546206400575
0.52490111470694,0.6099424667385832,0.7241100323624595
0.5618789521228545,0.614453477868112,0.7455284552845528
0.6654784240150093,0.6405253283302064,0.6952157598499062
0.6263034879539734,0.6333153541891405,0.6943545487234808
0.5667925206760158,0.6251348435814454,0.680690399137001
0.5756023013304566,0.5898957209636821,0.7620460266091333
0.5779584462511291,0.6675700090334237,0.6879855465221318
0.574202626641651,0.5947467166979362,0.7605065666041275
0.5780294857964761,0.5889967637540453,0.6427544048903272
0.6174937072995326,0.63574253865516,0.8200287666307083
0.5522294138798993,0.5519597267170082,0.6676555195972671
0.5643179765130985,0.6612466124661247,0.6802168021680217
0.5983114446529081,0.6307692307692307,0.7366791744840525
0.6752067601582165,0.6752067601582165,0.6612729234088457
0.6970514203523912,0.7131427544048903,0.7007371449119022
0.7380438691118303,0.7380438691118303,0.7216828478964401
0.7177958446251129,0.715356820234869,0.740650406504065
0.7128517823639775,0.7079737335834897,0.6784240150093809
0.689769866954333,0.6824883135562747,0.7232110751528227
0.7155699388709098,0.7131427544048903,0.6661272923408845
0.7122437971952535,0.7122437971952535,0.709546925566343
0.7056007226738934,0.7007226738934056,0.6743450767841012
0.7106941838649156,0.7082551594746717,0.7605065666041275
0.6961524631427544,0.6912980942107155,0.6773642574613448
0.7759798633585042,0.7735526788924847,0.7562927004674578
0.676734987414599,0.676734987414599,0.6676555195972671
0.684643179765131,0.7031616982836495,0.7382113821138212
0.725328330206379,0.7228893058161351,0.7318011257035648
0.5586120100683207,0.5322725638259619,0.6703523912261776
0.6020316432937792,0.7295936713412441,0.6321467098166127
0.6077849694354549,0.63915857605178,0.6537216828478964
0.5511291779584463,0.6007226738934056,0.6017163504968382
0.650844277673546,0.6052532833020638,0.6735459662288931
0.627831715210356,0.6883315354189141,0.6736785329018339
0.6165947500898957,0.7022653721682848,0.656688241639698
0.5634663790003596,0.6555195972671701,0.6376303487953974
0.6227642276422765,0.6338753387533875,0.6777777777777778
0.5980300187617261,0.6074108818011257,0.6914634146341463
0.5625674217907228,0.6248651564185546,0.622437971952535
0.7091873426824883,0.647339086659475,0.7243797195253506
0.5932218626393384,0.5942107155699389,0.5426105717367853
0.5930442637759711,0.6080397470641372,0.6982836495031617
0.5571294559099438,0.6656660412757973,0.7044090056285178
0.5361380798274002,0.540183387270766,0.5993347716648687
0.6247752606975908,0.6166846458108595,0.7483818770226537
0.5409924487594391,0.7141316073354909,0.6983099604458828
0.5667570009033424,0.6514001806684734,0.7455284552845528
0.672795497185741,0.6318011257035647,0.675984990619137
0.6311578568860122,0.5489931679252067,0.7216828478964401
0.5482740021574973,0.5750629270046745,0.647608773822366
0.5570837828119382,0.5611290902553039,0.6564185544768069
0.6174345076784101,0.673803071364047,0.6509485094850949
0.5839587242026266,0.5472795497185741,0.7098499061913697
0.5482740021574973,0.5265192376842862,0.6612729234088457
0.6150665228335132,0.6361021215390148,0.7660014383315354
0.5312837108953614,0.6279216109313197,0.7022653721682848
0.5755194218608852,0.6382113821138211,0.6568202348690153
0.5598499061913695,0.6564727954971857,0.7122889305816136
0.5318230852211434,0.6564185544768069,0.6564185544768069
0.6076950737144912,0.6943545487234808,0.6943545487234808
0.5858504135203164,0.6949838187702265,0.6949838187702265
0.6239385727190605,0.7445347786811202,0.7445347786811202
0.5590994371482176,0.7120075046904315,0.7120075046904315
0.583423229054297,0.6709816612729234,0.6709816612729234
0.5700287666307083,0.6734088457389429,0.6734088457389429
0.5454872348076232,0.6782632146709817,0.6782632146709817
0.6302619692863595,0.6967479674796748,0.6967479674796748
0.575891181988743,0.7843339587242026,0.7843339587242026
0.4978425026968716,0.6740381157856886,0.6740381157856886
0.5615785688601223,0.8160733549083063,0.8160733549083063
0.5748831355627472,0.6442826321467099,0.6442826321467099
0.6448961156278229,0.6977416440831075,0.6977416440831075
0.5929643527204503,0.6860225140712946,0.6860225140712946
0.5297554836389788,0.6245055735346998,0.627562028047465
0.5346098525710177,0.5962783171521036,0.6652283351312478
0.5112369651204602,0.6114706939949658,0.6564185544768069
0.5901535682023487,0.5467028003613369,0.7074977416440831
0.600750469043152,0.6667917448405254,0.6900562851782364
0.5458468176914779,0.6703523912261776,0.7046925566343042
0.5297554836389788,0.6630708378281194,0.6758360302049622
0.5273282991729593,0.5865695792880259,0.6539913700107876
0.5531165311653117,0.7021680216802169,0.6645889792231255
0.5647279549718573,0.6283302063789868,0.6613508442776735
0.5160913340524991,0.606616325062927,0.6233369291621719
0.5321826681049981,0.6099424667385832,0.7651024811218986
0.5224739302409205,0.5865695792880259,0.6257641136281913
0.5160794941282746,0.653929539295393,0.6309846431797651
0.5552532833020638,0.6741088180112571,0.6784240150093809
0.598975188781014,0.6379000359582884,0.6330456670262495
0.6481481481481481,0.7250089895720964,0.722581805106077
0.5643653362099964,0.7104458827759799,0.7080186983099604
0.5506775067750678,0.7567299006323397,0.7518518518518519
0.6367729831144465,0.6976547842401501,0.6952157598499062
0.6360122258180511,0.6943545487234808,0.6943545487234808
0.6062567421790723,0.6879719525350594,0.680690399137001
0.6014023732470335,0.7547644732110752,0.7732829917295936
0.5828364950316169,0.6879855465221318,0.6855465221318879
0.5479362101313321,0.7629455909943714,0.7580675422138836
0.5643653362099964,0.6427544048903272,0.6451815893563466
0.6272024451636102,0.8176015821646889,0.8151743976986695
0.6077849694354549,0.6555195972671701,0.6506652283351313
0.5643179765130985,0.67289972899729,0.6704607046070461
0.5888367729831144,0.7150093808630393,0.7125703564727955
0.5361380798274002,0.6048184106436534,0.6506652283351313
0.5707479323984178,0.668554476806904,0.6910284070478245
0.5804566702624955,0.693185904350953,0.7062207838906869
0.589159891598916,0.7250225835591689,0.7504065040650406
0.5958724202626642,0.6754221388367729,0.6467166979362102
0.6102121539014743,0.6916576770945704,0.6691837468536498
0.6053577849694355,0.6967817331895001,0.6670262495505214
0.5312837108953614,0.6740381157856886,0.693455591513844
0.5940379403794038,0.6650406504065041,0.7128274616079494
0.5668855534709193,0.5863039399624765,0.6637898686679174
0.5215749730312838,0.6852750809061489,0.6652283351312478
0.598975188781014,0.7329198130169003,0.7241100323624595
0.5215749730312838,0.5996943545487234,0.68042071197411
0.5779584462511291,0.6796747967479675,0.6533875338753388
0.600750469043152,0.7572232645403377,0.7217636022514071
0.5,0.6582164688960805,0.6661272923408845
0.5,0.7137720244516361,0.693455591513844
0.5,0.7168284789644013,0.6673858324343762
0.5,0.7328816621499548,0.7308943089430895
0.5,0.6909005628517824,0.6708255159474672
0.5,0.7137720244516361,0.7168284789644013
0.5,0.6985796476087738,0.7064904710535778
0.5,0.7137720244516361,0.7207838906868034
0.5,0.6753387533875339,0.7030713640469738
0.5,0.7363977485928705,0.7046904315196998
0.5,0.6743078029485796,0.6530924128011506
0.5,0.7629449838187702,0.7571916576770945
0.5,0.6564185544768069,0.6707119741100324
0.5,0.709936766034327,0.6967479674796748
0.5,0.7201688555347092,0.7455909943714822
0.6714285714285715,0.6654761904761904,0.6797619047619048
0.6595238095238095,0.769047619047619,0.8047619047619048
0.6583333333333334,0.6761904761904762,0.6607142857142857
0.6476190476190476,0.7083333333333334,0.7142857142857143
0.6833333333333333,0.7107142857142856,0.7142857142857142
0.6928571428571428,0.7142857142857143,0.7511904761904762
0.7345238095238096,0.7416666666666667,0.7440476190476191
0.6011904761904762,0.5976190476190477,0.6583333333333333
0.6333333333333333,0.6476190476190476,0.7119047619047619
0.7095238095238094,0.7309523809523809,0.680952380952381
0.6357142857142857,0.6797619047619048,0.7214285714285714
0.6642857142857144,0.6630952380952382,0.6714285714285715
0.7142857142857143,0.7119047619047619,0.7202380952380952
0.6345238095238095,0.7761904761904762,0.7214285714285714
0.6547619047619048,0.7035714285714285,0.6892857142857143
0.6488095238095238,0.6880952380952381,0.7035714285714285
0.6690476190476191,0.7726190476190475,0.780952380952381
0.6952380952380952,0.6797619047619048,0.6785714285714286
0.6845238095238095,0.6904761904761905,0.75
0.6571428571428571,0.7011904761904761,0.6952380952380952
0.6880952380952381,0.7095238095238094,0.7523809523809524
0.6845238095238095,0.7214285714285715,0.7392857142857143
0.6654761904761906,0.6369047619047619,0.6797619047619048
0.6726190476190477,0.6273809523809524,0.6880952380952381
0.6916666666666667,0.719047619047619,0.7166666666666666
0.6869047619047619,0.6678571428571429,0.6714285714285715
0.6738095238095239,0.6571428571428571,0.7142857142857143
0.730952380952381,0.7738095238095238,0.7797619047619048
0.6571428571428571,0.6857142857142857,0.7202380952380952
0.6952380952380952,0.7166666666666667,0.6869047619047619
0.6869047619047619,0.6797619047619048,0.6797619047619048
0.7416666666666667,0.7642857142857142,0.7642857142857142
0.6345238095238095,0.6333333333333333,0.6333333333333333
0.6845238095238095,0.7547619047619047,0.7547619047619047
0.6797619047619048,0.7321428571428572,0.7321428571428572
0.6797619047619048,0.6964285714285714,0.6928571428571428
0.7428571428571429,0.7047619047619048,0.7047619047619048
0.661904761904762,0.7238095238095238,0.7166666666666666
0.6714285714285715,0.7083333333333334,0.7047619047619048
0.675,0.6857142857142857,0.6857142857142857
0.6880952380952381,0.6952380952380952,0.6952380952380952
0.680952380952381,0.6916666666666667,0.6916666666666667
0.7416666666666667,0.7440476190476191,0.7523809523809524
0.6726190476190477,0.6785714285714286,0.675
0.6892857142857143,0.6976190476190476,0.7059523809523809
