Default time range,Classifier description,Matthews correlation coefficient,Cohen Kappa score,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,initialisation_values
"(200, 1000)",Decision Tree,0.22095515884651484,0.2098809069912006,0.6258539399582382,0.47809715986478424,0.773610720051692,0.22638927994830815,0.5219028401352158,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",Extreme Learning Machine,0.18694767490667219,0.17470707539299413,0.6098883222906148,0.5051248754268307,0.7146517691543989,0.28534823084560107,0.4948751245731694,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",Extreme Learning Machine,0.23834177468752746,0.22775561308520498,0.6377206794578261,0.5044027071363106,0.7710386517793417,0.22896134822065833,0.49559729286368936,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",Extreme Learning Machine,0.22010145798961189,0.20144174314068711,0.6406016484458248,0.5227401366938985,0.7584631601977514,0.2415368398022487,0.4772598633061015,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",Extreme Learning Machine,0.14562788479406352,0.11172853139663901,0.62527442508455,0.48729172029172013,0.7632571298773795,0.23674287012262055,0.5127082797082799,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",Extreme Learning Machine,0.22274188775859835,0.19780571432808561,0.6414577774277204,0.589774510383868,0.6931410444715724,0.30685895552842746,0.4102254896161321,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",Extreme Learning Machine,0.23990848688792113,0.20287374984166792,0.6683012430830371,0.6180359464006184,0.7185665397654566,0.2814334602345436,0.38196405359938146,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",Extreme Learning Machine,0.23587062623001384,0.20215754931520347,0.660849367760892,0.6115809818186154,0.7101177537031689,0.2898822462968312,0.3884190181813848,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",Extreme Learning Machine,0.1900043824806612,0.16955566869369806,0.62073177762167,0.5344669361570571,0.7069966190862829,0.2930033809137171,0.4655330638429428,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",Gaussian Naive Bayes,0.099986794085725486,0.046464470490158068,0.5524185468726288,0.9270813657994077,0.17775572794584962,0.8222442720541503,0.07291863420059225,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",Gaussian Naive Bayes,0.11604104662259289,0.056387535720660444,0.5657778040806604,0.9222640517426254,0.20929155641869548,0.7907084435813044,0.07773594825737468,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",Gaussian Naive Bayes,-0.03357925800514365,-0.0098449688141948304,0.4842375392849614,0.8993554785069939,0.06911960006292865,0.9308803999370712,0.10064452149300601,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",Gaussian Naive Bayes,-0.027201620008339561,-0.0055797055711837729,0.4814284020968577,0.9067362498415129,0.05612055435220273,0.9438794456477975,0.093263750158487,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",Gaussian Naive Bayes,0.029924587698131021,0.0045056186742456397,0.5067578804331092,0.9486743096043493,0.06484145126186888,0.9351585487381313,0.0513256903956504,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",Gaussian Naive Bayes,0.04042391414608125,0.0069407073551523155,0.5133390427601079,0.9520686527190493,0.07460943280116637,0.9253905671988335,0.04793134728095075,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",Gaussian Naive Bayes,0.073497130859116078,0.019403111558434681,0.5322595789624793,0.9539860770997268,0.11053308082523178,0.8894669191747682,0.046013922900273195,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",Gaussian Naive Bayes,0.081899782957631048,0.01463205298610047,0.52228809798423,0.9954587876338323,0.04911740833462771,0.9508825916653723,0.004541212366167796,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",Logistic regression,0.32432647508867951,0.32242300460954809,0.6708251903922648,0.49091574524272885,0.8507346355418004,0.1492653644581995,0.5090842547572711,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",Logistic regression,0.30900956217249409,0.3077929610567296,0.6610696240896878,0.46047025812784637,0.8616689900515289,0.13833100994847108,0.5395297418721536,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",Logistic regression,0.25178218643991473,0.23719037120693517,0.6557085785958792,0.515713196562574,0.7957039606291846,0.20429603937081547,0.48428680343742614,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",Logistic regression,0.14148481318163841,0.10782365449066354,0.6227017490680108,0.4821902295586505,0.7632132685773714,0.2367867314226285,0.5178097704413495,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",Logistic regression,0.30836008919963243,0.29070565022873818,0.6864372648575895,0.596282658610217,0.7765918711049623,0.22340812889503767,0.4037173413897832,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",Logistic regression,0.28810796882249573,0.24996871684979444,0.6988739587551913,0.6480844272534972,0.7496634902568857,0.25033650974311444,0.3519155727465028,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",Logistic regression,0.25766895184619665,0.22865891527283191,0.6714849101241421,0.5988431752561932,0.7441266449920915,0.2558733550079086,0.40115682474380676,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",Logistic regression,0.28653268973979701,0.27324502626765729,0.6716386742542452,0.5489577928369592,0.7943195556715311,0.205680444328469,0.4510422071630408,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",Random forest,0.2883177495438885,0.2782640808363932,0.6614751593309953,0.5350113997188374,0.7879389189431529,0.21206108105684682,0.46498860028116257,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",Random forest,0.27824594905627342,0.27042123076490127,0.6544336499483514,0.5004885011125743,0.8083787987841284,0.19162120121587145,0.49951149888742563,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",Random forest,0.24306980658387189,0.22631345314431706,0.6517799348447021,0.5229973939547317,0.7805624757346724,0.2194375242653275,0.47700260604526834,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",Random forest,0.15161989971389261,0.11910251519743305,0.6277793885549109,0.4803786875365823,0.7751800895732395,0.2248199104267605,0.5196213124634176,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",Random forest,0.25388448024062288,0.22732476698012782,0.6599333185624287,0.6108774538749461,0.7089891832499113,0.29101081675008883,0.389122546125054,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",Random forest,0.24708578903849435,0.21419552763563021,0.6693489256572701,0.6015191897737678,0.7371786615407723,0.26282133845922767,0.3984808102262321,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",Random forest,0.26150825981324866,0.22668526841495698,0.6763276192879363,0.6317907856746381,0.7208644529012347,0.2791355470987655,0.36820921432536197,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",Random forest,0.2526018666419329,0.23111197354941129,0.6571266560878516,0.5704383983455762,0.743814913830127,0.256185086169873,0.4295616016544239,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",SVM (RDF),0.31829418799696901,0.30970990981462859,0.6737987300346103,0.5415563852831926,0.806041074786028,0.19395892521397204,0.4584436147168073,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",SVM (RDF),0.31282970645999247,0.30796466585896176,0.6653305823694908,0.48761571837195283,0.8430454463670293,0.15695455363297087,0.5123842816280471,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",SVM (RDF),0.24370126778349813,0.22648212839092255,0.6513041805055383,0.5260748951748312,0.7765334658362449,0.2234665341637551,0.4739251048251687,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",SVM (RDF),0.14640895940492205,0.11275987596237158,0.624997282680917,0.49345084297715863,0.7565437223846755,0.2434562776153247,0.5065491570228414,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",SVM (RDF),0.26219773547584108,0.23581445732649484,0.6639892695903543,0.6153032198334715,0.7126753193472375,0.28732468065276284,0.38469678016652864,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
