None,ANOVA_CHI2,Logistic regression,Bernoulli Naive Bayes,SVM (linear),Decision Tree,Random forest
0.2975068402209009,0.31998715795524446,0.31625476129071095,0.30532883552523826,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.2975068402209009,0.31998715795524446,0.31625476129071095,0.30532883552523826,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.40657202018290883,0.4087210442344056,0.3611070571347551,0.40657202018290883,0.4271501810059539,0.35139401061184694,0.30543563253860073
0.2975068402209009,0.31998715795524446,0.31625476129071095,0.30532883552523826,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.40657202018290883,0.4087210442344056,0.3611070571347551,0.40657202018290883,0.4271501810059539,0.35139401061184694,0.30543563253860073
0.33321335290736687,0.3249844312202267,0.32958256367013605,0.33321335290736687,0.23854611239200962,0.3282362082979361,0.2584899117217534
0.2975068402209009,0.31998715795524446,0.31625476129071095,0.30532883552523826,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.40657202018290883,0.4087210442344056,0.3611070571347551,0.40657202018290883,0.4271501810059539,0.35139401061184694,0.30543563253860073
0.33321335290736687,0.3249844312202267,0.32958256367013605,0.33321335290736687,0.23854611239200962,0.3282362082979361,0.2584899117217534
0.310456064242584,0.3085074893860078,0.3187785647323814,0.310456064242584,0.310456064242584,0.249789167769787,0.23794482907309056
0.2975068402209009,0.31998715795524446,0.31625476129071095,0.30532883552523826,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.40657202018290883,0.4087210442344056,0.3611070571347551,0.40657202018290883,0.4271501810059539,0.35139401061184694,0.30543563253860073
0.33321335290736687,0.3249844312202267,0.32958256367013605,0.33321335290736687,0.23854611239200962,0.3282362082979361,0.2584899117217534
0.310456064242584,0.3085074893860078,0.3187785647323814,0.310456064242584,0.310456064242584,0.249789167769787,0.23794482907309056
0.3988486642709015,0.35281448565835116,0.22361871252742682,0.3708276442443278,0.2627104376088718,0.3988486642709015,0.2417223825345599
0.39860415474009037,0.4053352833684115,0.4084648909352684,0.39860415474009037,0.3992975270199365,0.38548723399440044,0.2697047331783732
0.39860415474009037,0.4053352833684115,0.4084648909352684,0.39860415474009037,0.3992975270199365,0.38548723399440044,0.2697047331783732
0.5681465597971809,0.5614902598851979,0.49258917386934853,0.5681465597971809,0.49258917386934853,0.5108576901022523,0.5086592467087374
0.39860415474009037,0.4053352833684115,0.4084648909352684,0.39860415474009037,0.3992975270199365,0.38548723399440044,0.2697047331783732
0.5681465597971809,0.5614902598851979,0.49258917386934853,0.5681465597971809,0.49258917386934853,0.5108576901022523,0.5086592467087374
0.2725428177720589,0.27932241594197194,0.16721917214534587,0.295041359303007,0.16721917214534587,0.08174491440750453,0.1654150437370916
0.39860415474009037,0.4053352833684115,0.4084648909352684,0.39860415474009037,0.3992975270199365,0.38548723399440044,0.2697047331783732
0.5681465597971809,0.5614902598851979,0.49258917386934853,0.5681465597971809,0.49258917386934853,0.5108576901022523,0.5086592467087374
0.2725428177720589,0.27932241594197194,0.16721917214534587,0.295041359303007,0.16721917214534587,0.08174491440750453,0.1654150437370916
0.28120888742981553,0.300150546675785,0.2887647878973729,0.2946289581604975,0.21916439419746492,0.2870743315033919,0.24118061472394847
0.39860415474009037,0.4053352833684115,0.4084648909352684,0.39860415474009037,0.3992975270199365,0.38548723399440044,0.2697047331783732
0.5681465597971809,0.5614902598851979,0.49258917386934853,0.5681465597971809,0.49258917386934853,0.5108576901022523,0.5086592467087374
0.2725428177720589,0.27932241594197194,0.16721917214534587,0.295041359303007,0.16721917214534587,0.08174491440750453,0.1654150437370916
0.28120888742981553,0.300150546675785,0.2887647878973729,0.2946289581604975,0.21916439419746492,0.2870743315033919,0.24118061472394847
0.2728040604154207,0.28565877373579707,0.13546343053675325,0.2728040604154207,0.2728040604154207,0.2728040604154207,0.1813490925182053
0.2861244378047043,0.32401836611897505,0.31625476129071095,0.29649474105744134,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.2861244378047043,0.32401836611897505,0.31625476129071095,0.29649474105744134,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.39730865359115364,0.4024879989191872,0.3623330141859985,0.39730865359115364,0.46146376214528984,0.34091939380315794,0.30543563253860073
0.2861244378047043,0.32401836611897505,0.31625476129071095,0.29649474105744134,0.31625476129071095,0.2814806640180234,0.3050579193677022
0.39730865359115364,0.4024879989191872,0.3623330141859985,0.39730865359115364,0.46146376214528984,0.34091939380315794,0.30543563253860073
