Data balancer,Classifier description,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,H-measure,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Standard Deviation of MCC,Standard Deviation of BS,Standard Deviation of BACC,Standard Deviation of AUC,Standard Deviation of H-measure,Standard Deviation of TPR,Standard Deviation of TNR,initialisation_values
SMOTE,Decision Tree,0.27974876118908898,0.18432830771545083,0.6672147528379274,0.68335124726236884,0.18671580942384705,0.4790123456790123,0.8554171599968429,0.14458284000315733,0.5209876543209877,0.08625229176755211,0.017698139686909763,0.055717481319705,0.06409505807013653,0.09772747847291893,0.13099885975432857,0.054686384032726874,
SMOTEENN,Decision Tree,0.20764402441123939,0.19329304386260854,0.6364077512487014,0.66340476641842172,0.17114156511981182,0.4890788224121558,0.7837366800852476,0.2162633199147526,0.5109211775878442,0.09097478274843131,0.010891224131641999,0.061016141034205766,0.06329561036270497,0.05134766664090441,0.12301586834028697,0.07420135844866085,
SMOTETomek,Decision Tree,0.25466202820049416,0.19628379149445091,0.6665284127822608,0.68987202537364356,0.18989911326167122,0.5538461538461539,0.7792106717183676,0.2207893282816323,0.4461538461538462,0.09334644860867346,0.014520677705107569,0.05041956569046709,0.062456292719856664,0.08238160870362488,0.11218730282244917,0.0869422794217552,
None,Extreme Learning Machine,0.25549745225061249,0.098229397239568195,0.5916081945318665,0.70466731162208307,0.26387003983770424,0.21661918328584998,0.966597205777883,0.03340279422211698,0.78338081671415,0.06741253958970998,0.007779542009602793,0.029857137513467653,0.060601390375209695,0.08295713430392716,0.0632077819891847,0.009383643237011038,
ClusterCentroids,Extreme Learning Machine,0.26259252260097343,0.19322105232141903,0.6855715939866228,0.72987640828196521,0.28336314421636,0.6191832858499525,0.7519599021232931,0.24804009787670692,0.3808167141500475,0.06524204656956921,0.016075260363203798,0.044380702403794346,0.053402848604797534,0.09169950463374203,0.07549170652095079,0.03458809849200961,
EditedNearestNeighbours,Extreme Learning Machine,0.29796281289632925,0.11005466660899929,0.64524208203662,0.72811199196549259,0.2905143716752395,0.3679962013295347,0.9224879627437051,0.0775120372562949,0.6320037986704654,0.10740582063680755,0.011434109563789263,0.049465520105393755,0.04512283038199641,0.0759085010736837,0.09185352887571595,0.02147286719139351,
InstanceHardnessThreshold,Extreme Learning Machine,0.15220314644834379,0.29443803721747919,0.6177484894258121,0.69299911239922296,0.22374276115207525,0.726400759734093,0.5090962191175309,0.490903780882469,0.27359924026590693,0.048736781275437194,0.031667917569059845,0.03767861839326958,0.04842063958096521,0.07087904049774449,0.05981654702658711,0.08237918620311462,
NearMiss,Extreme Learning Machine,0.16633063789549768,0.34265034024787611,0.6285417710952481,0.6740214454422363,0.1552812898047675,0.7882241215574549,0.46885942063304137,0.5311405793669587,0.2117758784425451,0.040762660727729126,0.036206161924384875,0.03139438583163921,0.052262938059683274,0.07143433766485632,0.07724015173749771,0.04811162998565852,
NeighbourhoodCleaningRule,Extreme Learning Machine,0.32296355889206507,0.10336863145197316,0.6484647992193971,0.75590885754513515,0.3215550778217863,0.3582146248812915,0.9387149735575026,0.06128502644249743,0.6417853751187084,0.08456060501813666,0.011104775464025027,0.04503919335565055,0.04898221044795018,0.07984614316807799,0.09080808947154544,0.015754361658854365,
OneSidedSelection,Extreme Learning Machine,0.27474678751553239,0.10151171389299327,0.6063295020552893,0.70568091707802827,0.2671959225257813,0.2538461538461538,0.9588128502644248,0.041187149735575024,0.7461538461538463,0.09329181415826777,0.009681121304901667,0.04434133943508342,0.044197445072557295,0.07068398261445215,0.08916392786254679,0.016450567947085177,
RandomUnderSampler,Extreme Learning Machine,0.3071090041869779,0.1843714135855353,0.7126339862270085,0.76606044230718617,0.33551935819023826,0.6460588793922127,0.7792090930618044,0.2207909069381956,0.35394112060778726,0.06970043435892778,0.013605490114683223,0.04806591264538612,0.04992672226125631,0.09743329744838482,0.0922872702408131,0.029823336608218606,
TomekLinks,Extreme Learning Machine,0.27820902661858693,0.099359482695046075,0.6066509475649896,0.7031741476322737,0.2709245373851324,0.2515669515669516,0.9617349435630281,0.03826505643697213,0.7484330484330484,0.07530721739094294,0.008768536464417057,0.03728105539088012,0.06624881984445069,0.08479936568830077,0.07774837774732735,0.009554253848158957,
ADASYN,Extreme Learning Machine,0.30199264882401172,0.16450918544934309,0.6999997481345654,0.76344408216300219,0.3082858952540121,0.5919278252611585,0.8080716710079724,0.19192832899202777,0.40807217473884144,0.06337486508087259,0.010729673527527635,0.04033119841657337,0.03700954493549051,0.06812365505668772,0.0741723846603888,0.032193003614546474,
RandomOverSampler,Extreme Learning Machine,0.28727863784527286,0.18187363736791365,0.698537889668997,0.74986047329562999,0.3132454721051846,0.6191832858499525,0.7778924934880417,0.22210750651195835,0.38081671415004753,0.06156650811000632,0.009757817195450465,0.04213323604468411,0.04971060646763736,0.07690391745181253,0.07743780979176125,0.02784608792964467,
SMOTE,Extreme Learning Machine,0.19283033936100163,0.2112806263289411,0.6445169209720476,0.69420215889155812,0.21766553290146856,0.6239316239316239,0.6651022180124715,0.3348977819875286,0.3760683760683761,0.04359005079625008,0.012279930058965216,0.03234778348322808,0.05317304961390213,0.07856213691847434,0.08412200559217489,0.05051328262947746,
SMOTEENN,Extreme Learning Machine,0.2204552948009898,0.17334354294284776,0.6507848644165637,0.70254297510197738,0.2300071790839243,0.5268755935422603,0.7746941352908675,0.22530586470913253,0.47312440645773973,0.055426996850595794,0.01452806710155036,0.04073394105266784,0.05850304635313448,0.09548763160365224,0.10227201559117778,0.04356082572617327,
SMOTETomek,Extreme Learning Machine,0.19283033936100163,0.2112806263289411,0.6445169209720476,0.69420215889155812,0.21766553290146856,0.6239316239316239,0.6651022180124715,0.3348977819875286,0.3760683760683761,0.04359005079625008,0.012279930058965216,0.03234778348322808,0.05317304961390213,0.07856213691847434,0.08412200559217489,0.05051328262947746,
None,Gaussian Naive Bayes,0.1211579123434572,0.61070339161272191,0.5819052608167771,0.752324252460017,0.3266297018955731,0.9053181386514721,0.2584923829820822,0.7415076170179178,0.09468186134852802,0.045334244338530436,0.06433818290330856,0.03235408048056941,0.048211282899324956,0.08827323534786545,0.04754184435050056,0.07020253070250379,
ClusterCentroids,Gaussian Naive Bayes,0.085018781232998941,0.71417651275989713,0.5463394349983661,0.73018097880754762,0.2792661758141183,0.9451092117758786,0.14756965822085405,0.8524303417791459,0.054890788224121544,0.035998559250512784,0.042311012565152066,0.02044723496562794,0.03903407135133702,0.0728721504003095,0.030467314555259695,0.03200196250686995,
