None,ClusterCentroids,EditedNearestNeighbours,InstanceHardnessThreshold,NearMiss,NeighbourhoodCleaningRule,OneSidedSelection,RandomUnderSampler,TomekLinks,ADASYN,RandomOverSampler,SMOTE,SMOTEENN,SMOTETomek
0.6086839266450916,0.771754764473211,0.7413700107874865,0.7280654440848615,0.7395720963682129,0.7374145990650844,0.7204243078029486,0.7660014383315354,0.7277058612010068,0.7732829917295936,0.7377741819489392,0.7289644012944984,0.7459546925566343,0.7289644012944984
0.5844120819848975,0.6363718087019058,0.63574253865516,0.6616325062927004,0.6870729953254224,0.6478784609852571,0.6293599424667387,0.6537216828478964,0.6245055735346998,0.6782632146709817,0.6661272923408845,0.6579467817331894,0.6524631427544049,0.6579467817331894
0.5780294857964761,0.7322905429701546,0.7428982380438691,0.7359762675296656,0.6782632146709817,0.7277058612010068,0.6512046026609133,0.7441567781373606,0.6536317871269328,0.7732829917295936,0.7523372887450557,0.7748112189859763,0.7975548363897877,0.7748112189859763
0.6310749774164408,0.6763324299909665,0.6549232158988256,0.6284552845528455,0.6037037037037037,0.6573622402890695,0.5462511291779585,0.7274616079494128,0.5930442637759711,0.6495031616982836,0.67289972899729,0.67289972899729,0.660252935862692,0.67289972899729
0.5574108818011256,0.6594746716697937,0.5950281425891182,0.6537523452157599,0.6575984990619137,0.5519699812382739,0.6267354596622889,0.598780487804878,0.6099437148217637,0.7171669793621014,0.6811444652908067,0.6426829268292683,0.6621951219512194,0.6426829268292683
0.6038295577130528,0.6396979503775619,0.6761057173678533,0.5827040632865875,0.6363718087019058,0.6906688241639698,0.5932218626393384,0.7073894282632147,0.5932218626393384,0.680690399137001,0.664599065084502,0.6588457389428264,0.6606436533621,0.6588457389428264
0.5916936353829558,0.668554476806904,0.6445523193096008,0.6832074793239842,0.7064904710535778,0.6284609852571017,0.6254045307443366,0.7101761956130888,0.5747033441208198,0.709546925566343,0.6837468536497663,0.7031643293779216,0.6773642574613448,0.7031643293779216
0.6014023732470335,0.771754764473211,0.6946242358863718,0.6974110032362459,0.6797914419273643,0.7404710535778497,0.648777418194894,0.730492628550881,0.6093131966918375,0.7635742538655159,0.7660014383315354,0.6749370729953255,0.7234807623157138,0.6749370729953255
0.5989159891598916,0.7328816621499548,0.6943992773261066,0.6825654923215898,0.6085817524841916,0.6968383017163505,0.6091237579042457,0.7060523938572718,0.6534778681120145,0.6938572719060524,0.7011743450767841,0.7367660343270099,0.7143631436314364,0.7367660343270099
0.6703564727954971,0.7128517823639775,0.7494371482176361,0.7696998123827392,0.7201688555347092,0.7613508442776735,0.6868667917448406,0.6491557223264541,0.674671669793621,0.7363977485928705,0.7363977485928705,0.7702626641651031,0.7561913696060037,0.7702626641651031
0.6384394102840705,0.8233549083063646,0.7131427544048903,0.7235706580366774,0.7772384034519957,0.7920711974110033,0.6745774901114707,0.7988133764832794,0.7091873426824883,0.8224559510967278,0.796655879180151,0.825782092772384,0.8160733549083063,0.825782092772384
0.5224739302409205,0.6888709097446961,0.6293599424667387,0.6376303487953974,0.689500179791442,0.6229773462783171,0.6093131966918375,0.7022653721682848,0.6463502337288745,0.6910284070478245,0.7168284789644013,0.6822186263933836,0.6758360302049622,0.6822186263933836
0.5731751168644372,0.6815893563466379,0.668824163969795,0.6124595469255663,0.5993347716648687,0.6302588996763754,0.627831715210356,0.6370010787486515,0.5932218626393384,0.6943545487234808,0.7104458827759799,0.7183567062207838,0.6679252067601582,0.7183567062207838
0.5828364950316169,0.7133694670280035,0.6822041553748871,0.7323396567299006,0.6812104787714544,0.6797651309846432,0.6227642276422765,0.6914182475158085,0.678319783197832,0.709936766034327,0.7011743450767841,0.7182475158084913,0.6924119241192412,0.7182475158084913
0.5790806754221388,0.650281425891182,0.650844277673546,0.5863039399624765,0.6337711069418387,0.6435272045028143,0.5861163227016886,0.6881801125703565,0.624577861163227,0.6573170731707316,0.6909005628517824,0.6258911819887429,0.6673545966228893,0.6258911819887429
0.5780294857964761,0.7474829198130168,0.7374145990650844,0.7086479683567062,0.6549802229413879,0.7446961524631428,0.7140417116145271,0.7474829198130168,0.6521035598705501,0.7216828478964401,0.7459546925566343,0.7611470693994966,0.7620460266091333,0.7571916576770945
0.627831715210356,0.6458108594030925,0.6414958647968356,0.6192017259978425,0.629809421071557,0.6326860841423948,0.6214491190219346,0.7031643293779216,0.5537576411362819,0.6661272923408845,0.6467098166127292,0.6813196691837469,0.6661272923408845,0.6700827040632866
0.7028047464940669,0.767529665587918,0.6584861560589717,0.6664868752247393,0.6240560949298813,0.6360122258180511,0.6423948220064725,0.751438331535419,0.6311578568860122,0.7338187702265372,0.7216828478964401,0.7587198849334771,0.7556634304207119,0.7684286227975548
0.5706413730803974,0.6841011743450768,0.6461607949412828,0.643992773261066,0.6474254742547425,0.626196928635953,0.6052393857271906,0.67289972899729,0.5818428184281843,0.6582655826558266,0.6631436314363144,0.6704607046070461,0.657813911472448,0.6543812104787714
0.6123827392120076,0.6182926829268293,0.6557223264540338,0.5992495309568481,0.6299249530956847,0.576360225140713,0.6221388367729832,0.6134146341463415,0.6053470919324577,0.6497185741088181,0.6787054409005628,0.6594746716697937,0.6789868667917448,0.6787054409005628
0.6077849694354549,0.6451815893563466,0.6955231930960086,0.5702984537935994,0.651294498381877,0.6794318590435096,0.6190219345559151,0.6782632146709817,0.6521035598705501,0.664599065084502,0.6306184825602301,0.6339446242358864,0.6776339446242359,0.6178532901833873
0.5279575692197052,0.6828478964401294,0.6624415677813736,0.7065803667745415,0.6014023732470335,0.6560589715929521,0.5376663070837828,0.7763394462423588,0.5819848975188782,0.6998381877022654,0.7256382596188422,0.7046925566343042,0.7201546206400575,0.7353469974829199
0.6600143833153542,0.734717727436174,0.6697231211794319,0.6558791801510249,0.6428443006112909,0.6721503056454513,0.5916936353829558,0.7402013664149587,0.6287306724199928,0.7860481841064365,0.7723840345199569,0.7411003236245954,0.7556634304207119,0.7353469974829199
0.6115627822944896,0.6938572719060524,0.6373983739837398,0.6317976513098464,0.6508581752484192,0.6213188798554652,0.5682023486901535,0.7196928635953026,0.6310749774164408,0.6816621499548329,0.7109304426377596,0.6962962962962963,0.7143631436314364,0.7011743450767841
