layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",ClusterCentroids,-0.03133931,-0.014789076,0.47714424,0.634567901,0.319720578,0.680279422,0.365432099,0.594681861,0.272048307,0.610581735,0.325546059,0.325546059,0.151019653
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",EditedNearestNeighbours,0.274818654,0.273833911,0.645706068,0.39031339,0.901098745,0.098901255,0.60968661,0.29325736,0.811931486,0.063553556,0.493162393,0.493162393,0.34378163
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",InstanceHardnessThreshold,0.022587136,0.013118125,0.51760415,0.582241216,0.452967085,0.547032915,0.417758784,0.552421652,0.40628621,0.496108612,0.398005698,0.398005698,0.538333813
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",NearMiss,0.094124321,0.057250582,0.573790249,0.664767331,0.482813166,0.517186834,0.335232669,0.584805318,0.385239561,0.422868419,0.23637227,0.23637227,0.162276268
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",NeighbourhoodCleaningRule,0.267972174,0.267305132,0.639719327,0.375403609,0.904035046,0.095964954,0.624596391,0.295631529,0.816817428,0.059657432,0.517663818,0.517663818,0.562722683
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",OneSidedSelection,0.228791266,0.226178318,0.601644942,0.268471035,0.934818849,0.065181151,0.731528965,0.151377018,0.879695319,0.037289447,0.619563153,0.619563153,0.479048411
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",RandomUnderSampler,0.081369482,0.061208113,0.561568809,0.491832858,0.63130476,0.36869524,0.508167142,0.47682811,0.56804957,0.328796274,0.475688509,0.475688509,0.489269336
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",TomekLinks,0.23420895,0.229823239,0.599971751,0.258309592,0.94163391,0.05836609,0.741690408,0.158784425,0.887474939,0.03501776,0.622127255,0.622127255,0.517452637
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",ADASYN,0.249553844,0.248129759,0.634738,0.375498575,0.893977425,0.106022575,0.624501425,0.131623932,0.644974347,0.030494909,0.358214625,0.358214625,0.693029006
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",RandomOverSampler,0.175607103,0.162212314,0.614682331,0.429724596,0.799640066,0.200359934,0.570275404,0.288319088,0.612512432,0.103431999,0.385470085,0.385470085,1.04143699
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",SMOTE,0.229213494,0.227413437,0.603874552,0.276163343,0.931585761,0.068414239,0.723836657,0.131623932,0.780173652,0.02529955,0.507692308,0.507692308,0.599060297
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",SMOTEENN,0.215828745,0.209872697,0.589319799,0.234093067,0.944546531,0.055453469,0.765906933,0.09677113,0.857008446,0.022047518,0.582526116,0.582526116,0.417399724
"[(100, 'rbf_linf'), (100, 'rbf_linf')]",SMOTETomek,0.229213494,0.227413437,0.603874552,0.276163343,0.931585761,0.068414239,0.723836657,0.131623932,0.780173652,0.02529955,0.507692308,0.507692308,0.525703748
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",None,0.229622116,0.209973998,0.580051949,0.19382716,0.966276738,0.033723262,0.80617284,0.084615385,0.912438235,0.015563975,0.617188984,0.617188984,0.36095794
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",ClusterCentroids,0.045926239,0.015395,0.527886946,0.860588794,0.195185097,0.804814903,0.139411206,0.664007597,0.077134738,0.493838503,0.0668566,0.0668566,0.080898126
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",EditedNearestNeighbours,0.303911343,0.3030775,0.644867936,0.36011396,0.929621912,0.070378088,0.63988604,0.228679962,0.855683953,0.040216276,0.482526116,0.482526116,0.116656939
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",InstanceHardnessThreshold,0.068835678,0.038849879,0.552951463,0.671035138,0.434867788,0.565132212,0.328964862,0.524596391,0.28958876,0.399775831,0.224311491,0.224311491,0.234996557
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",NearMiss,0.079086713,0.051120566,0.561956432,0.602184236,0.521728629,0.478271371,0.397815764,0.525071225,0.429325124,0.390086037,0.345394112,0.345394112,0.09867994
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",NeighbourhoodCleaningRule,0.295032682,0.293751719,0.637193077,0.340550807,0.933835346,0.066164654,0.659449193,0.218613485,0.861859657,0.039561133,0.51025641,0.51025641,0.116129001
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",OneSidedSelection,0.25351042,0.240789375,0.597334202,0.236182336,0.958486068,0.041513932,0.763817664,0.114245014,0.902383771,0.017186834,0.594681861,0.594681861,0.066289266
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",RandomUnderSampler,0.147487758,0.115810744,0.610460439,0.557169991,0.663750888,0.336249112,0.442830009,0.415099715,0.473058647,0.204273423,0.294112061,0.294112061,0.280002038
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",TomekLinks,0.257793644,0.24330418,0.597238635,0.2337132,0.96076407,0.03923593,0.7662868,0.121842355,0.907891704,0.017512037,0.604748338,0.604748338,0.226607879
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",ADASYN,0.263044322,0.258771747,0.649175867,0.41994302,0.878408714,0.121591286,0.58005698,0.169040836,0.59533507,0.024655458,0.261443495,0.261443495,0.381498575
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",RandomOverSampler,0.253739047,0.233564822,0.666903384,0.524786325,0.809020444,0.190979556,0.475213675,0.328205128,0.557759886,0.081075065,0.303988604,0.303988604,0.341394027
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",SMOTE,0.238606039,0.238478793,0.616629825,0.315954416,0.917305233,0.082694767,0.684045584,0.14662868,0.724083985,0.023681427,0.450332384,0.450332384,0.256068309
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",SMOTEENN,0.249684771,0.245555138,0.607679474,0.273409307,0.941949641,0.058050359,0.726590693,0.111870845,0.813892178,0.018489226,0.534947768,0.534947768,0.099363406
"[(100, 'rbf_linf'), (5, 'rbf_linf')]",SMOTETomek,0.238606039,0.238478793,0.616629825,0.315954416,0.917305233,0.082694767,0.684045584,0.14662868,0.724083985,0.023681427,0.450332384,0.450332384,0.095401605
"[(100, 'rbf_linf')]",None,0.240022333,0.214811601,0.579968829,0.188793922,0.971143737,0.028856263,0.811206078,0.074358974,0.914387876,0.01102218,0.631813865,0.631813865,0.286940018
"[(100, 'rbf_linf')]",ClusterCentroids,0.068089428,0.024782263,0.543802352,0.875878443,0.211726261,0.788273739,0.124121557,0.706647673,0.079097008,0.47732102,0.054605888,0.054605888,0.085906347
"[(100, 'rbf_linf')]",EditedNearestNeighbours,0.296943903,0.296211288,0.642548955,0.357739791,0.927358118,0.072641882,0.642260209,0.2337132,0.851838346,0.036002842,0.485280152,0.485280152,0.159269174
"[(100, 'rbf_linf')]",InstanceHardnessThreshold,0.065166543,0.035273228,0.549972358,0.689078822,0.410865893,0.589134107,0.310921178,0.537132004,0.2597411,0.42410135,0.203893637,0.203893637,0.206263701
"[(100, 'rbf_linf')]",NearMiss,0.090734169,0.057131301,0.571328356,0.637511871,0.505144842,0.494855158,0.362488129,0.552896486,0.40238535,0.385575815,0.263437797,0.263437797,0.058209578
"[(100, 'rbf_linf')]",NeighbourhoodCleaningRule,0.302829599,0.301782536,0.642514107,0.352801519,0.932226695,0.067773305,0.647198481,0.20617284,0.861248717,0.02983503,0.507597341,0.507597341,0.131934643
"[(100, 'rbf_linf')]",OneSidedSelection,0.261047985,0.242387086,0.59452141,0.22374169,0.965301129,0.034698871,0.77625831,0.091737892,0.902720025,0.014269477,0.597245964,0.597245964,0.078022083
"[(100, 'rbf_linf')]",RandomUnderSampler,0.176086784,0.138370934,0.631665896,0.591832858,0.671498934,0.328501066,0.408167142,0.440265907,0.473106007,0.213393322,0.264197531,0.264197531,0.33397762
"[(100, 'rbf_linf')]",TomekLinks,0.253630371,0.235444374,0.591629736,0.218613485,0.964645986,0.035354014,0.781386515,0.08679962,0.90693346,0.013620649,0.597340931,0.597340931,0.113339583
"[(100, 'rbf_linf')]",ADASYN,0.278438702,0.272611688,0.661359803,0.45014245,0.872577157,0.127422843,0.54985755,0.191168091,0.589849238,0.025293235,0.256030389,0.256030389,0.477353334
"[(100, 'rbf_linf')]",RandomOverSampler,0.253577273,0.230641224,0.669432325,0.53988604,0.798978609,0.201021391,0.46011396,0.325641026,0.565859973,0.082685295,0.268850902,0.268850902,0.517040253
"[(100, 'rbf_linf')]",SMOTE,0.250894188,0.250538644,0.620899836,0.320607787,0.921191886,0.078808114,0.679392213,0.131433998,0.719840556,0.020434131,0.435232669,0.435232669,0.280122598
"[(100, 'rbf_linf')]",SMOTEENN,0.252768751,0.249380666,0.611016617,0.28300095,0.939032284,0.060967716,0.71699905,0.109116809,0.810002368,0.018808114,0.515194682,0.515194682,0.22492679
"[(100, 'rbf_linf')]",SMOTETomek,0.250894188,0.250538644,0.620899836,0.320607787,0.921191886,0.078808114,0.679392213,0.131433998,0.719840556,0.020434131,0.435232669,0.435232669,0.218243837
"[(100, 'sigm'), (100, 'sigm')]",None,0.21530145,0.205984827,0.584078174,0.216144349,0.952011998,0.047988002,0.783855651,0.111775878,0.88101034,0.019778988,0.62697056,0.62697056,0.401650111
"[(100, 'sigm'), (100, 'sigm')]",ClusterCentroids,-0.017619733,-0.009384468,0.486374723,0.589173789,0.383575657,0.616424343,0.410826211,0.549382716,0.341106638,0.55545189,0.378537512,0.378537512,0.098368645
"[(100, 'sigm'), (100, 'sigm')]",EditedNearestNeighbours,0.234818973,0.233100209,0.627477401,0.365527066,0.889427737,0.110572263,0.634472934,0.27331434,0.786980819,0.056746389,0.465337132,0.465337132,0.103211085
"[(100, 'sigm'), (100, 'sigm')]",InstanceHardnessThreshold,0.018402526,0.010953246,0.514403067,0.572269706,0.456536428,0.543463572,0.427730294,0.527350427,0.400127871,0.494503118,0.368186135,0.368186135,0.36807092
"[(100, 'sigm'), (100, 'sigm')]",NearMiss,0.135000523,0.076452951,0.60437354,0.758689459,0.450057621,0.549942379,0.241310541,0.637037037,0.307426,0.42996448,0.14957265,0.14957265,0.102652152
"[(100, 'sigm'), (100, 'sigm')]",NeighbourhoodCleaningRule,0.255428087,0.2545067,0.635820235,0.373124406,0.898516063,0.101483937,0.626875594,0.276068376,0.801270819,0.053829031,0.49031339,0.49031339,0.162807147
"[(100, 'sigm'), (100, 'sigm')]",OneSidedSelection,0.238706494,0.233711542,0.601132558,0.258689459,0.943575657,0.056424343,0.741310541,0.141595442,0.86707396,0.025618439,0.597150997,0.597150997,0.170535326
"[(100, 'sigm'), (100, 'sigm')]",RandomUnderSampler,0.095402253,0.069937092,0.573152483,0.534472934,0.611832031,0.388167969,0.465527066,0.504558405,0.544055569,0.339832662,0.393352327,0.393352327,0.480542421
"[(100, 'sigm'), (100, 'sigm')]",TomekLinks,0.230520681,0.224668458,0.595837993,0.246153846,0.945522141,0.054477859,0.753846154,0.124121557,0.872583471,0.023997158,0.612440646,0.612440646,0.093996127
"[(100, 'sigm'), (100, 'sigm')]",ADASYN,0.218986625,0.211407968,0.632187656,0.415479582,0.84889573,0.15110427,0.584520418,0.181386515,0.634545742,0.049617176,0.387654321,0.387654321,0.389591297
"[(100, 'sigm'), (100, 'sigm')]",RandomOverSampler,0.190544395,0.17634919,0.624459626,0.445394112,0.80352514,0.19647486,0.554605888,0.313390313,0.631626806,0.098557108,0.40294397,0.40294397,0.534405867
"[(100, 'sigm'), (100, 'sigm')]",SMOTE,0.204525453,0.199918136,0.618971645,0.377682811,0.860260478,0.139739522,0.622317189,0.218803419,0.702999447,0.060962981,0.445299145,0.445299145,0.290701946
"[(100, 'sigm'), (100, 'sigm')]",SMOTEENN,0.200023948,0.199575977,0.604513872,0.313105413,0.89592233,0.10407767,0.686894587,0.18651472,0.767550714,0.05123372,0.500379867,0.500379867,0.238103867
"[(100, 'sigm'), (100, 'sigm')]",SMOTETomek,0.204525453,0.199918136,0.618971645,0.377682811,0.860260478,0.139739522,0.622317189,0.218803419,0.702999447,0.060962981,0.445299145,0.445299145,0.290058374
"[(100, 'sigm'), (5, 'sigm')]",None,0.211916258,0.189970107,0.570943299,0.173979107,0.967907491,0.032092509,0.826020893,0.0671415,0.90792012,0.010368616,0.619468186,0.619468186,0.240976095
"[(100, 'sigm'), (5, 'sigm')]",ClusterCentroids,0.09889139,0.063122093,0.57756696,0.637321937,0.517811982,0.482188018,0.362678063,0.432763533,0.294125819,0.282418502,0.218423552,0.218423552,0.072427432
"[(100, 'sigm'), (5, 'sigm')]",EditedNearestNeighbours,0.319055178,0.318947692,0.658174479,0.392877493,0.923471466,0.076528534,0.607122507,0.238556505,0.824254479,0.032428763,0.45014245,0.45014245,0.05767266
"[(100, 'sigm'), (5, 'sigm')]",InstanceHardnessThreshold,0.058028408,0.031340065,0.544299575,0.681291548,0.407307601,0.592692399,0.318708452,0.51699905,0.267574394,0.419572184,0.179012346,0.179012346,0.241134405
"[(100, 'sigm'), (5, 'sigm')]",NearMiss,0.092431211,0.058266125,0.572313362,0.636847104,0.50777962,0.49222038,0.363152896,0.547483381,0.432229852,0.446489857,0.321082621,0.321082621,0.100484133
"[(100, 'sigm'), (5, 'sigm')]",NeighbourhoodCleaningRule,0.281071095,0.279989253,0.631084897,0.330579297,0.931590496,0.068409504,0.669420703,0.211111111,0.830097087,0.029184624,0.470180437,0.470180437,0.055872679
"[(100, 'sigm'), (5, 'sigm')]",OneSidedSelection,0.248338729,0.23244974,0.591412729,0.221082621,0.961742837,0.038257163,0.778917379,0.081956315,0.894621517,0.011667851,0.579582146,0.579582146,0.156992515
"[(100, 'sigm'), (5, 'sigm')]",RandomUnderSampler,0.167952004,0.13278212,0.625341807,0.574264008,0.676419607,0.323580393,0.425735992,0.457834758,0.508120609,0.205234825,0.288793922,0.288793922,0.054982106
"[(100, 'sigm'), (5, 'sigm')]",TomekLinks,0.240256969,0.224381876,0.587824933,0.213580247,0.962069619,0.037930381,0.786419753,0.079487179,0.898514484,0.010371774,0.589838557,0.589838557,0.097466151
"[(100, 'sigm'), (5, 'sigm')]",ADASYN,0.245962625,0.233018786,0.654659609,0.475308642,0.834010577,0.165989423,0.524691358,0.231623932,0.583038914,0.049280922,0.268376068,0.268376068,0.403676589
"[(100, 'sigm'), (5, 'sigm')]",RandomOverSampler,0.233386942,0.212006068,0.656233858,0.517378917,0.795088799,0.204911201,0.482621083,0.330674264,0.571356855,0.086242008,0.280816714,0.280816714,0.569701354
"[(100, 'sigm'), (5, 'sigm')]",SMOTE,0.200045962,0.187342827,0.628295645,0.44045584,0.816135449,0.183864551,0.55954416,0.251187085,0.625482674,0.07263241,0.352896486,0.352896486,0.197344542
"[(100, 'sigm'), (5, 'sigm')]",SMOTEENN,0.223982626,0.218668284,0.631212361,0.400569801,0.861854921,0.138145079,0.599430199,0.216144349,0.709798721,0.056422764,0.407787274,0.407787274,0.091992776
"[(100, 'sigm'), (5, 'sigm')]",SMOTETomek,0.200045962,0.187342827,0.628295645,0.44045584,0.816135449,0.183864551,0.55954416,0.251187085,0.625482674,0.07263241,0.352896486,0.352896486,0.113481839
"[(100, 'sigm')]",None,0.23330645,0.212493927,0.580538965,0.19382716,0.96725077,0.03274923,0.80617284,0.024786325,0.900808272,0.008753651,0.587559354,0.587559354,0.30289499
"[(100, 'sigm')]",ClusterCentroids,0.09653096,0.061777562,0.575425683,0.636847104,0.514004262,0.485995738,0.363152896,0.452136752,0.300966138,0.279112795,0.224026591,0.224026591,0.064690272
"[(100, 'sigm')]",EditedNearestNeighbours,0.316385107,0.316358547,0.659475097,0.4,0.918950193,0.081049807,0.6,0.248717949,0.825907333,0.037944589,0.455555556,0.455555556,0.071258307
"[(100, 'sigm')]",InstanceHardnessThreshold,0.042665851,0.022680382,0.532301121,0.668660969,0.395941274,0.604058726,0.331339031,0.512060779,0.255868656,0.435456626,0.20702754,0.20702754,0.19135499
"[(100, 'sigm')]",NearMiss,0.066649348,0.043627188,0.552083282,0.579582146,0.524584419,0.475415581,0.420417854,0.530009497,0.469127792,0.438449759,0.380436847,0.380436847,0.073052168
"[(100, 'sigm')]",NeighbourhoodCleaningRule,0.303094871,0.30292655,0.64774103,0.37037037,0.92511169,0.07488831,0.62962963,0.206362773,0.828842055,0.03438314,0.478347578,0.478347578,0.061286449
"[(100, 'sigm')]",OneSidedSelection,0.259249437,0.244497987,0.597308638,0.233523267,0.961094009,0.038905991,0.766476733,0.072459639,0.887839608,0.012649775,0.56039886,0.56039886,0.083274921
"[(100, 'sigm')]",RandomUnderSampler,0.198827902,0.155063436,0.649297152,0.62640076,0.672193543,0.327806457,0.37359924,0.442450142,0.486706133,0.199408004,0.269230769,0.269230769,0.201517661
"[(100, 'sigm')]",TomekLinks,0.247942425,0.233942196,0.593068067,0.226020893,0.960115242,0.039884758,0.773979107,0.062203229,0.891404215,0.011030073,0.565432099,0.565432099,0.082502524
"[(100, 'sigm')]",ADASYN,0.252586664,0.238186511,0.659705812,0.489268756,0.830142868,0.169857132,0.510731244,0.235897436,0.568711027,0.051874655,0.2665717,0.2665717,0.459484657
"[(100, 'sigm')]",RandomOverSampler,0.256845252,0.232416637,0.672428772,0.549097816,0.795759728,0.204240272,0.450902184,0.348053181,0.552231431,0.092723972,0.256695157,0.256695157,0.378039678
"[(100, 'sigm')]",SMOTE,0.202956708,0.190046528,0.629985342,0.445109212,0.814861473,0.185138527,0.554890788,0.250997151,0.590122346,0.071653643,0.331244065,0.331244065,0.170130332
"[(100, 'sigm')]",SMOTEENN,0.208888813,0.203290059,0.623343608,0.39031339,0.856373826,0.143626174,0.60968661,0.206267806,0.691323704,0.057715684,0.413105413,0.413105413,0.101836363
"[(100, 'sigm')]",SMOTETomek,0.202956708,0.190046528,0.629985342,0.445109212,0.814861473,0.185138527,0.554890788,0.250997151,0.590122346,0.071653643,0.331244065,0.331244065,0.112343152
"[(100, 'tanh'), (100, 'tanh')]",None,0.1842341,0.175655071,0.571243111,0.191452991,0.951033231,0.048966769,0.808547009,0.086894587,0.880356776,0.01848449,0.631908832,0.631908832,0.409419457
"[(100, 'tanh'), (100, 'tanh')]",ClusterCentroids,-0.017755044,-0.009574056,0.486383127,0.5671415,0.405624753,0.594375247,0.4328585,0.532193732,0.36410135,0.540228905,0.395346629,0.395346629,0.170517127
"[(100, 'tanh'), (100, 'tanh')]",EditedNearestNeighbours,0.270166767,0.268777007,0.645716028,0.395536562,0.895895493,0.104104507,0.604463438,0.280911681,0.785345331,0.05546452,0.490123457,0.490123457,0.151392301
"[(100, 'tanh'), (100, 'tanh')]",InstanceHardnessThreshold,0.024329017,0.014319457,0.518880795,0.577018044,0.460743547,0.539256453,0.422981956,0.522127255,0.418923356,0.504892257,0.378252612,0.378252612,0.516685247
"[(100, 'tanh'), (100, 'tanh')]",NearMiss,0.12149794,0.06542011,0.592877266,0.771035138,0.414719394,0.585280606,0.228964862,0.6668566,0.289293551,0.439070171,0.131813865,0.131813865,0.206857284
"[(100, 'tanh'), (100, 'tanh')]",NeighbourhoodCleaningRule,0.260155874,0.259689042,0.635838814,0.367996201,0.903681427,0.096318573,0.632003799,0.228679962,0.798004578,0.054155813,0.495251662,0.495251662,0.116229932
"[(100, 'tanh'), (100, 'tanh')]",OneSidedSelection,0.202671652,0.197168821,0.583752062,0.223931624,0.9435725,0.0564275,0.776068376,0.124121557,0.868692083,0.024980661,0.594586895,0.594586895,0.214847962
"[(100, 'tanh'), (100, 'tanh')]",RandomUnderSampler,0.100279038,0.075269789,0.576504225,0.529819563,0.623188886,0.376811114,0.470180437,0.492497626,0.561910174,0.321659168,0.41291548,0.41291548,0.508327961
"[(100, 'tanh'), (100, 'tanh')]",TomekLinks,0.205201648,0.198356418,0.582924358,0.218708452,0.947140264,0.052859736,0.781291548,0.10674264,0.8754882,0.024001894,0.607122507,0.607122507,0.155838569
"[(100, 'tanh'), (100, 'tanh')]",ADASYN,0.220732186,0.21297353,0.633349853,0.418138651,0.848561055,0.151438945,0.581861349,0.193352327,0.636473281,0.048982556,0.379962013,0.379962013,0.609973669
"[(100, 'tanh'), (100, 'tanh')]",RandomOverSampler,0.203653038,0.188273956,0.633110102,0.46011396,0.806106244,0.193893756,0.53988604,0.285849953,0.629688215,0.096626411,0.405508072,0.405508072,0.644401232
"[(100, 'tanh'), (100, 'tanh')]",SMOTE,0.191056991,0.186454368,0.611708866,0.365432099,0.857985634,0.142014366,0.634567901,0.206077873,0.680274686,0.066800852,0.448053181,0.448053181,0.538430293
"[(100, 'tanh'), (100, 'tanh')]",SMOTEENN,0.19096958,0.189916968,0.603031688,0.320512821,0.885550556,0.114449444,0.679487179,0.188888889,0.759433262,0.048968348,0.520607787,0.520607787,0.253009637
"[(100, 'tanh'), (100, 'tanh')]",SMOTETomek,0.191056991,0.186454368,0.611708866,0.365432099,0.857985634,0.142014366,0.634567901,0.206077873,0.680274686,0.066800852,0.448053181,0.448053181,0.323318164
"[(100, 'tanh'), (5, 'tanh')]",None,0.223130805,0.195203991,0.571207978,0.169325736,0.97309022,0.02690978,0.830674264,0.049762583,0.90337201,0.0094009,0.633903134,0.633903134,0.265543461
