C,cache_size,class_weight,decision_function_shape,gamma,kernel,Data balancer,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
2.113157895,2048,balanced,ovr,1.158315789,rbf,SMOTETomek,0.513339958,0.08686067,0.939819245,0.060180755,0.91313933,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,None,0.499160528,0.062962963,0.935358092,0.064641908,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,ClusterCentroids,0.646494393,0.606613757,0.686375028,0.313624972,0.393386243,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,ClusterCentroids,0.651531354,0.625925926,0.677136781,0.322863219,0.374074074,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,EditedNearestNeighbours,0.501786875,0.067901235,0.935672515,0.064327485,0.932098765,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,EditedNearestNeighbours,0.502583563,0.067901235,0.937265892,0.062734108,0.932098765,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,ClusterCentroids,0.634366261,0.568342152,0.70039037,0.29960963,0.431657848,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,EditedNearestNeighbours,0.500273917,0.062962963,0.937584871,0.062415129,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,ClusterCentroids,0.612256188,0.477336861,0.747175515,0.252824485,0.522663139,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,EditedNearestNeighbours,0.500273917,0.062962963,0.937584871,0.062415129,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,InstanceHardnessThreshold,0.554727602,0.92037037,0.189084833,0.810915167,0.07962963,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,InstanceHardnessThreshold,0.548872856,0.929982363,0.167763348,0.832236652,0.070017637,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,NearMiss,0.552269014,0.966049383,0.138488646,0.861511354,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,NearMiss,0.547969629,0.966049383,0.129889876,0.870110124,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,InstanceHardnessThreshold,0.544172848,0.93712522,0.151220475,0.848779525,0.06287478,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,NearMiss,0.547969629,0.966049383,0.129889876,0.870110124,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,InstanceHardnessThreshold,0.539035425,0.939594356,0.138476494,0.861523506,0.060405644,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,NeighbourhoodCleaningRule,0.501947124,0.067901235,0.935993013,0.064006987,0.932098765,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,NeighbourhoodCleaningRule,0.499956457,0.062962963,0.936949951,0.063050049,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,NearMiss,0.547969629,0.966049383,0.129889876,0.870110124,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,NeighbourhoodCleaningRule,0.499956457,0.062962963,0.936949951,0.063050049,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,OneSidedSelection,0.501788394,0.067901235,0.935675553,0.064324447,0.932098765,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,RandomUnderSampler,0.63902686,0.877248677,0.400805043,0.599194957,0.122751323,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,OneSidedSelection,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,RandomUnderSampler,0.620000886,0.87962963,0.360372142,0.639627858,0.12037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,NeighbourhoodCleaningRule,0.499956457,0.062962963,0.936949951,0.063050049,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,TomekLinks,0.501788394,0.067901235,0.935675553,0.064324447,0.932098765,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,OneSidedSelection,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,RandomUnderSampler,0.614098251,0.884391534,0.343804967,0.656195033,0.115608466,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,ADASYN,0.506663882,0.084656085,0.928671679,0.071328321,0.915343915,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,OneSidedSelection,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,ADASYN,0.504760639,0.07989418,0.929627098,0.070372902,0.92010582,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,RandomUnderSampler,0.610581589,0.901234568,0.319928609,0.680071391,0.098765432,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,RandomOverSampler,0.499245968,0.060582011,0.937909926,0.062090074,0.939417989,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,RandomOverSampler,0.499245968,0.060582011,0.937909926,0.062090074,0.939417989,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,ADASYN,0.502495085,0.075044092,0.929946077,0.070053923,0.924955908,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,RandomOverSampler,0.499245968,0.060582011,0.937909926,0.062090074,0.939417989,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,SMOTE,0.511805102,0.077425044,0.94618516,0.05381484,0.922574956,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,ADASYN,0.502813304,0.075044092,0.930582517,0.069417483,0.924955908,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,SMOTE,0.509495456,0.072486772,0.946504139,0.053495861,0.927513228,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,RandomOverSampler,0.499245968,0.060582011,0.937909926,0.062090074,0.939417989,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,SMOTE,0.510289107,0.072486772,0.948091441,0.051908559,0.927513228,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,SMOTEENN,0.513041315,0.057936508,0.968146123,0.031853877,0.942063492,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,SMOTEENN,0.511456292,0.053174603,0.969737981,0.030262019,0.946825397,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,SMOTE,0.50941761,0.07010582,0.948729399,0.051270601,0.92989418,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,SMOTEENN,0.511933242,0.053174603,0.970691881,0.029308119,0.946825397,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.263526316,rbf,SMOTETomek,0.511053264,0.077513228,0.944593301,0.055406699,0.922486772,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,SMOTEENN,0.512252221,0.053174603,0.97132984,0.02867016,0.946825397,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.368736842,rbf,SMOTETomek,0.510180249,0.075132275,0.945228222,0.054771778,0.924867725,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,None,0.498366877,0.062962963,0.933770791,0.066229209,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,None,0.498366877,0.062962963,0.933770791,0.066229209,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.473947368,rbf,SMOTETomek,0.509624693,0.072751323,0.946498063,0.053501937,0.927248677,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,None,0.498366877,0.062962963,0.933770791,0.066229209,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.579157895,rbf,SMOTETomek,0.509784183,0.072751323,0.946817043,0.053182957,0.927248677,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,None,0.498366877,0.062962963,0.933770791,0.066229209,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,ClusterCentroids,0.571698438,0.341798942,0.801597934,0.198402066,0.658201058,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,ClusterCentroids,0.552788664,0.275925926,0.829651401,0.170348599,0.724074074,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,EditedNearestNeighbours,0.500273917,0.062962963,0.937584871,0.062415129,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,EditedNearestNeighbours,0.500273917,0.062962963,0.937584871,0.062415129,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,ClusterCentroids,0.537838198,0.224691358,0.850985038,0.149014962,0.775308642,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,EditedNearestNeighbours,0.500273917,0.062962963,0.937584871,0.062415129,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,ClusterCentroids,0.536973072,0.210229277,0.863716868,0.136283132,0.789770723,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,InstanceHardnessThreshold,0.536844088,0.947001764,0.126686413,0.873313587,0.052998236,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,InstanceHardnessThreshold,0.537870223,0.95670194,0.119038505,0.880961495,0.04329806,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,EditedNearestNeighbours,0.500273917,0.062962963,0.937584871,0.062415129,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,NearMiss,0.54781014,0.966049383,0.129570897,0.870429103,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,NearMiss,0.54781014,0.966049383,0.129570897,0.870429103,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,InstanceHardnessThreshold,0.533011485,0.959082892,0.106940077,0.893059923,0.040917108,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,NearMiss,0.54781014,0.966049383,0.129570897,0.870429103,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,NeighbourhoodCleaningRule,0.499956457,0.062962963,0.936949951,0.063050049,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,NeighbourhoodCleaningRule,0.499956457,0.062962963,0.936949951,0.063050049,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,InstanceHardnessThreshold,0.531543083,0.966313933,0.096772234,0.903227766,0.033686067,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,NearMiss,0.54781014,0.966049383,0.129570897,0.870429103,0.033950617,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,NeighbourhoodCleaningRule,0.499480266,0.062962963,0.93599757,0.06400243,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,OneSidedSelection,0.498843827,0.062962963,0.934724691,0.065275309,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,RandomUnderSampler,0.601126385,0.908112875,0.294139895,0.705860105,0.091887125,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,OneSidedSelection,0.498843827,0.062962963,0.934724691,0.065275309,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,RandomUnderSampler,0.593681299,0.912962963,0.274399635,0.725600365,0.087037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,NeighbourhoodCleaningRule,0.499480266,0.062962963,0.93599757,0.06400243,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,OneSidedSelection,0.498843827,0.062962963,0.934724691,0.065275309,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,RandomUnderSampler,0.588747753,0.917724868,0.259770639,0.740229361,0.082275132,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,ADASYN,0.501897716,0.072574956,0.931220475,0.068779525,0.927425044,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,ADASYN,0.502057205,0.072574956,0.931539455,0.068460545,0.927425044,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,OneSidedSelection,0.498843827,0.062962963,0.934724691,0.065275309,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,RandomUnderSampler,0.585121305,0.922574956,0.247667654,0.752332346,0.077425044,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,RandomOverSampler,0.499477988,0.062962963,0.935993013,0.064006987,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,RandomOverSampler,0.499477988,0.062962963,0.935993013,0.064006987,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,ADASYN,0.498601175,0.065343915,0.931858434,0.068141566,0.934656085,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,TomekLinks,0.499478747,0.062962963,0.935994532,0.064005468,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,RandomOverSampler,0.499477988,0.062962963,0.935993013,0.064006987,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,SMOTE,0.506795524,0.067724868,0.945866181,0.054133819,0.932275132,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,SMOTE,0.50452997,0.06287478,0.94618516,0.05381484,0.93712522,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,ADASYN,0.498601175,0.065343915,0.931858434,0.068141566,0.934656085,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,RandomOverSampler,0.499477988,0.062962963,0.935993013,0.064006987,0.937037037,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,SMOTE,0.5046887,0.06287478,0.94650262,0.05349738,0.93712522,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,SMOTEENN,0.51078382,0.050881834,0.970685805,0.029314195,0.949118166,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,SMOTEENN,0.510390792,0.048500882,0.972280702,0.027719298,0.951499118,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,SMOTE,0.504294153,0.060493827,0.948094479,0.051905521,0.939506173,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,SMOTEENN,0.509156224,0.046031746,0.972280702,0.027719298,0.953968254,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.684368421,rbf,SMOTETomek,0.505886475,0.067813051,0.9439599,0.0560401,0.932186949,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.789578947,rbf,SMOTETomek,0.505649899,0.065432099,0.9458677,0.0541323,0.934567901,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,None,0.499521531,0,0.999043062,0.000956938,1,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,SMOTEENN,0.509315714,0.046031746,0.972599681,0.027400319,0.953968254,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,None,0.5,0,1,0,1,0,0,0,0,0
2.113157895,2048,balanced,ovr,1.894789474,rbf,SMOTETomek,0.504337485,0.060582011,0.94809296,0.05190704,0.939417989,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,None,0.564920508,0.147354497,0.982486519,0.017513481,0.852645503,0,0,0,0,0
2.113157895,2048,balanced,ovr,2,rbf,SMOTETomek,0.50239015,0.055731922,0.949048379,0.050951621,0.944268078,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,ClusterCentroids,0.702542003,0.541358025,0.863725982,0.136274018,0.458641975,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,None,0.567057754,0.161816578,0.972298929,0.027701071,0.838183422,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,ClusterCentroids,0.714372252,0.560229277,0.868515227,0.131484773,0.439770723,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,EditedNearestNeighbours,0.648488941,0.349823633,0.947154249,0.052845751,0.650176367,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,EditedNearestNeighbours,0.5,0,1,0,1,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,ClusterCentroids,0.684766588,0.681216931,0.688316245,0.311683755,0.318783069,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,EditedNearestNeighbours,0.65563471,0.37654321,0.934726209,0.065273791,0.62345679,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,ClusterCentroids,0.676429542,0.729805996,0.623053087,0.376946913,0.270194004,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,InstanceHardnessThreshold,0.646420259,0.770723104,0.522117415,0.477882585,0.229276896,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,InstanceHardnessThreshold,0.704735661,0.557848325,0.851622997,0.148377003,0.442151675,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,NearMiss,0.68325477,0.719929453,0.646580087,0.353419913,0.280070547,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,EditedNearestNeighbours,0.656536797,0.398412698,0.914660895,0.085339105,0.601587302,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,NearMiss,0.70619921,0.581746032,0.830652389,0.169347611,0.418253968,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,InstanceHardnessThreshold,0.593521936,0.778306878,0.408736994,0.591263006,0.221693122,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,NeighbourhoodCleaningRule,0.624972237,0.291975309,0.957969165,0.042030835,0.708024691,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,NeighbourhoodCleaningRule,0.5,0,1,0,1,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,NearMiss,0.677150916,0.79303351,0.561268322,0.438731678,0.20696649,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,InstanceHardnessThreshold,0.56897357,0.783333333,0.354613807,0.645386193,0.216666667,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,OneSidedSelection,0.502614491,0.007142857,0.998086124,0.001913876,0.992857143,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,RandomUnderSampler,0.699422377,0.589594356,0.809250399,0.190749601,0.410405644,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,NearMiss,0.657386353,0.802557319,0.512215387,0.487784613,0.197442681,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,OneSidedSelection,0.5,0,1,0,1,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,NeighbourhoodCleaningRule,0.646891007,0.349823633,0.943958381,0.056041619,0.650176367,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,RandomUnderSampler,0.706535489,0.552821869,0.860249108,0.139750892,0.447178131,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,TomekLinks,0.499202552,0,0.998405104,0.001594896,1,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,TomekLinks,0.5,0,1,0,1,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,NeighbourhoodCleaningRule,0.643787583,0.362081129,0.925494038,0.074505962,0.637918871,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,ADASYN,0.689642245,0.485626102,0.893658388,0.106341612,0.514373898,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,OneSidedSelection,0.572060792,0.168959436,0.975162148,0.024837852,0.831040564,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,RandomUnderSampler,0.692987815,0.652469136,0.733506494,0.266493506,0.347530864,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,ADASYN,0.711313975,0.565255732,0.857372218,0.142627782,0.434744268,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,RandomOverSampler,0.703529573,0.589506173,0.817552973,0.182447027,0.410493827,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,TomekLinks,0.576287815,0.176455026,0.976120605,0.023879395,0.823544974,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,OneSidedSelection,0.58051273,0.195414462,0.965610997,0.034389003,0.804585538,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,RandomUnderSampler,0.674161456,0.654585538,0.693737374,0.306262626,0.345414462,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,RandomOverSampler,0.70428833,0.538800705,0.869775955,0.130224045,0.461199295,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,ADASYN,0.629723425,0.356878307,0.902568543,0.097431457,0.643121693,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,TomekLinks,0.579596382,0.192945326,0.966247437,0.033752563,0.807054674,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,SMOTE,0.681682869,0.531481481,0.831884256,0.168115744,0.468518519,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,RandomOverSampler,0.642207075,0.439770723,0.844643427,0.155356573,0.560229277,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,ADASYN,0.595142317,0.30617284,0.884111795,0.115888205,0.69382716,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,SMOTE,0.706030565,0.54356261,0.868498519,0.131501481,0.45643739,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,RandomOverSampler,0.591716708,0.308553792,0.874879623,0.125120377,0.691446208,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,SMOTE,0.602084757,0.301587302,0.902582213,0.097417787,0.698412698,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,SMOTEENN,0.686592491,0.497354497,0.875830485,0.124169515,0.502645503,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,SMOTE,0.571763036,0.238712522,0.904813549,0.095186451,0.761287478,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,SMOTEENN,0.702462765,0.52654321,0.878382319,0.121617681,0.47345679,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,SMOTEENN,0.605280626,0.287301587,0.923259664,0.076740336,0.712698413,0,0,0,0,0
2.638947368,2048,,ovo,auto,rbf,SMOTETomek,0.671748395,0.509700176,0.833796613,0.166203387,0.490299824,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,SMOTEENN,0.578097306,0.2170194,0.939175211,0.060824789,0.7829806,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,None,0.559577985,0.154497354,0.964658616,0.035341384,0.845502646,0,0,0,0,0
2.638947368,2048,,ovo,0.001,rbf,SMOTETomek,0.706002127,0.541269841,0.870734412,0.129265588,0.458730159,0,0,0,0,0
2.638947368,2048,,ovo,0.106210526,rbf,SMOTETomek,0.612726218,0.32319224,0.902260196,0.097739804,0.67680776,0,0,0,0,0
2.638947368,2048,,ovo,0.421842105,rbf,None,0.540756605,0.11622575,0.965287461,0.034712539,0.88377425,0,0,0,0,0
2.638947368,2048,,ovo,0.527052632,rbf,None,0.529394319,0.08968254,0.969106099,0.030893901,0.91031746,0,0,0,0,0
2.638947368,2048,,ovo,0.211421053,rbf,SMOTETomek,0.572596517,0.236243386,0.908949647,0.091050353,0.763756614,0,0,0,0,0
2.638947368,2048,,ovo,0.632263158,rbf,None,0.526932019,0.079982363,0.973881674,0.026118326,0.920017637,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,ClusterCentroids,0.68740669,0.74664903,0.62816435,0.37183565,0.25335097,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,EditedNearestNeighbours,0.641221783,0.378924162,0.903519405,0.096480595,0.621075838,0,0,0,0,0
2.638947368,2048,,ovo,0.421842105,rbf,ClusterCentroids,0.684639545,0.729982363,0.639296727,0.360703273,0.270017637,0,0,0,0,0
2.638947368,2048,,ovo,0.527052632,rbf,ClusterCentroids,0.687416563,0.727601411,0.647231716,0.352768284,0.272398589,0,0,0,0,0
2.638947368,2048,,ovo,0.421842105,rbf,EditedNearestNeighbours,0.629984937,0.357407407,0.902562467,0.097437533,0.642592593,0,0,0,0,0
2.638947368,2048,,ovo,0.632263158,rbf,ClusterCentroids,0.689114242,0.724955908,0.653272575,0.346727425,0.275044092,0,0,0,0,0
2.638947368,2048,,ovo,0.527052632,rbf,EditedNearestNeighbours,0.583719653,0.262962963,0.904476342,0.095523658,0.737037037,0,0,0,0,0
2.638947368,2048,,ovo,0.632263158,rbf,EditedNearestNeighbours,0.561038413,0.209964727,0.912112098,0.087887902,0.790035273,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,InstanceHardnessThreshold,0.59056737,0.828659612,0.352475127,0.647524873,0.171340388,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,NearMiss,0.649205421,0.821869489,0.476541353,0.523458647,0.178130511,0,0,0,0,0
2.638947368,2048,,ovo,0.421842105,rbf,InstanceHardnessThreshold,0.587695501,0.840740741,0.334650262,0.665349738,0.159259259,0,0,0,0,0
2.638947368,2048,,ovo,0.527052632,rbf,InstanceHardnessThreshold,0.587235302,0.855114638,0.319355966,0.680644034,0.144885362,0,0,0,0,0
2.638947368,2048,,ovo,0.421842105,rbf,NearMiss,0.632911783,0.850705467,0.415118098,0.584881902,0.149294533,0,0,0,0,0
2.638947368,2048,,ovo,0.527052632,rbf,NearMiss,0.624511025,0.896296296,0.352725754,0.647274246,0.103703704,0,0,0,0,0
2.638947368,2048,,ovo,0.632263158,rbf,InstanceHardnessThreshold,0.582605546,0.859876543,0.305334548,0.694665452,0.140123457,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,NeighbourhoodCleaningRule,0.626144528,0.34047619,0.911812865,0.088187135,0.65952381,0,0,0,0,0
2.638947368,2048,,ovo,0.632263158,rbf,NearMiss,0.609374404,0.908377425,0.310371383,0.689628617,0.091622575,0,0,0,0,0
2.638947368,2048,,ovo,0.421842105,rbf,NeighbourhoodCleaningRule,0.606819743,0.304056437,0.909583049,0.090416951,0.695943563,0,0,0,0,0
2.638947368,2048,,ovo,0.316631579,rbf,OneSidedSelection,0.567991148,0.176102293,0.959880003,0.040119997,0.823897707,0,0,0,0,0
