alpha,binarize,fit_prior,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
0.5,,TRUE,RandomOverSampler,0.313818362,0.284739516,0.710375453,0.614339981,0.806410924,0.193589076,0.385660019,0.586989554,0.754548899,0.156953193,0.340550807,0.340550807,0.12363402
0.5,0,FALSE,RandomOverSampler,0.313818362,0.284739516,0.710375453,0.614339981,0.806410924,0.193589076,0.385660019,0.586989554,0.754548899,0.156953193,0.340550807,0.340550807,0.08864967
0.5,0,TRUE,RandomOverSampler,0.313818362,0.284739516,0.710375453,0.614339981,0.806410924,0.193589076,0.385660019,0.586989554,0.754548899,0.156953193,0.340550807,0.340550807,0.145179351
0.3,0,FALSE,OneSidedSelection,0.312655222,0.282873417,0.710360638,0.616904084,0.803817192,0.196182808,0.383095916,0.589458689,0.755843397,0.159556398,0.343209877,0.343209877,0.015620629
0.3,,FALSE,OneSidedSelection,0.312655222,0.282873417,0.710360638,0.616904084,0.803817192,0.196182808,0.383095916,0.589458689,0.755843397,0.159556398,0.343209877,0.343209877,0.010979017
0.2,,FALSE,TomekLinks,0.311439454,0.280915794,0.710252434,0.619278253,0.801226616,0.198773384,0.380721747,0.594491928,0.753259136,0.160849317,0.345679012,0.345679012,0.054123322
0.2,0,FALSE,TomekLinks,0.311439454,0.280915794,0.710252434,0.619278253,0.801226616,0.198773384,0.380721747,0.594491928,0.753259136,0.160849317,0.345679012,0.345679012,0.030988296
0.4,,FALSE,EditedNearestNeighbours,0.305121829,0.270296474,0.710234336,0.634472934,0.785995738,0.214004262,0.365527066,0.604368471,0.746774015,0.175764464,0.32317189,0.32317189,0.071462075
0.4,0,FALSE,EditedNearestNeighbours,0.305121829,0.270296474,0.710234336,0.634472934,0.785995738,0.214004262,0.365527066,0.604368471,0.746774015,0.175764464,0.32317189,0.32317189,0.041613499
0.5,,FALSE,EditedNearestNeighbours,0.305123049,0.270298124,0.710234336,0.634472934,0.785995738,0.214004262,0.365527066,0.601899335,0.747749625,0.175117215,0.32317189,0.32317189,0.022839228
0.5,0,FALSE,EditedNearestNeighbours,0.305123049,0.270298124,0.710234336,0.634472934,0.785995738,0.214004262,0.365527066,0.601899335,0.747749625,0.175117215,0.32317189,0.32317189,0.019417524
0.6,,FALSE,EditedNearestNeighbours,0.305122191,0.270299555,0.710234336,0.634472934,0.785995738,0.214004262,0.365527066,0.601899335,0.747749625,0.173822717,0.32317189,0.32317189,0.036420266
0.6,0,FALSE,EditedNearestNeighbours,0.305122191,0.270299555,0.710234336,0.634472934,0.785995738,0.214004262,0.365527066,0.601899335,0.747749625,0.173822717,0.32317189,0.32317189,0.030303319
0.5,,FALSE,OneSidedSelection,0.312296528,0.282458389,0.710199615,0.616904084,0.803495146,0.196504854,0.383095916,0.589458689,0.756496961,0.159878443,0.343209877,0.343209877,0.012679418
0.5,0,FALSE,OneSidedSelection,0.312296528,0.282458389,0.710199615,0.616904084,0.803495146,0.196504854,0.383095916,0.589458689,0.756496961,0.159878443,0.343209877,0.343209877,0.022052844
0.4,,FALSE,OneSidedSelection,0.312296528,0.282458389,0.710198825,0.616904084,0.803493567,0.196506433,0.383095916,0.589458689,0.755519773,0.159231194,0.343209877,0.343209877,0.013124625
0.4,0,FALSE,OneSidedSelection,0.312296528,0.282458389,0.710198825,0.616904084,0.803493567,0.196506433,0.383095916,0.589458689,0.755519773,0.159231194,0.343209877,0.343209877,0.019492706
0.9,,FALSE,TomekLinks,0.312256781,0.282391615,0.710109384,0.61671415,0.803504618,0.196495382,0.38328585,0.594491928,0.757474149,0.161176099,0.348243115,0.348243115,0.047661225
0.9,0,FALSE,TomekLinks,0.312256781,0.282391615,0.710109384,0.61671415,0.803504618,0.196495382,0.38328585,0.594491928,0.757474149,0.161176099,0.348243115,0.348243115,0.041523536
1,,FALSE,TomekLinks,0.312256781,0.282391615,0.710109384,0.61671415,0.803504618,0.196495382,0.38328585,0.594491928,0.758768648,0.160852475,0.348243115,0.348243115,0.040279547
1,0,FALSE,TomekLinks,0.312256781,0.282391615,0.710109384,0.61671415,0.803504618,0.196495382,0.38328585,0.594491928,0.758768648,0.160852475,0.348243115,0.348243115,0.03685085
0.3,0,FALSE,EditedNearestNeighbours,0.304779951,0.269900257,0.710070945,0.634472934,0.785668956,0.214331044,0.365527066,0.604368471,0.746774015,0.175764464,0.32317189,0.32317189,0.032477458
0.3,,FALSE,EditedNearestNeighbours,0.304779951,0.269900257,0.710070945,0.634472934,0.785668956,0.214331044,0.365527066,0.604368471,0.746774015,0.175764464,0.32317189,0.32317189,0.040403446
0.8,,FALSE,TomekLinks,0.311904772,0.281983303,0.709945993,0.61671415,0.803177836,0.196822164,0.38328585,0.594491928,0.756823743,0.161176099,0.345679012,0.345679012,0.046262026
0.8,0,FALSE,TomekLinks,0.311904772,0.281983303,0.709945993,0.61671415,0.803177836,0.196822164,0.38328585,0.594491928,0.756823743,0.161176099,0.345679012,0.345679012,0.071173986
1,,TRUE,RandomUnderSampler,0.312712832,0.283454692,0.709942235,0.614434948,0.805449522,0.194550478,0.385565052,0.594396961,0.755516615,0.15987055,0.35337132,0.35337132,0.018811544
1,,FALSE,RandomUnderSampler,0.312712832,0.283454692,0.709942235,0.614434948,0.805449522,0.194550478,0.385565052,0.594396961,0.755516615,0.15987055,0.35337132,0.35337132,0.011156321
1,0,FALSE,RandomUnderSampler,0.312712832,0.283454692,0.709942235,0.614434948,0.805449522,0.194550478,0.385565052,0.594396961,0.755516615,0.15987055,0.35337132,0.35337132,0.002966324
1,0,TRUE,RandomUnderSampler,0.312712832,0.283454692,0.709942235,0.614434948,0.805449522,0.194550478,0.385565052,0.594396961,0.755516615,0.15987055,0.35337132,0.35337132,0.016232332
0.8,0,FALSE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.75584024,0.160844581,0.350902184,0.350902184,0.033098062
0.8,,FALSE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.75584024,0.160844581,0.350902184,0.350902184,0.003714244
0.8,,TRUE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.75584024,0.160844581,0.350902184,0.350902184,0.005179405
0.8,0,TRUE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.75584024,0.160844581,0.350902184,0.350902184,0.014009635
0.9,,FALSE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.755516615,0.160519378,0.350902184,0.350902184,0.007815758
0.9,0,TRUE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.755516615,0.160519378,0.350902184,0.350902184,0.010132631
0.9,,TRUE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.755516615,0.160519378,0.350902184,0.350902184,0.006749551
0.9,0,FALSE,RandomUnderSampler,0.312351709,0.2830356,0.709780423,0.614434948,0.805125898,0.194874102,0.385565052,0.594396961,0.755516615,0.160519378,0.350902184,0.350902184,0.012228092
0.6,,FALSE,SMOTEENN,0.315714476,0.288533228,0.709708171,0.606837607,0.812578735,0.187421265,0.393162393,0.591927825,0.768818376,0.156307522,0.36334283,0.36334283,0.012036244
0.7,,FALSE,SMOTEENN,0.315714476,0.288533228,0.709708171,0.606837607,0.812578735,0.187421265,0.393162393,0.591927825,0.768818376,0.156307522,0.36334283,0.36334283,0.011432012
0.2,,FALSE,None,0.312404944,0.283103597,0.709683088,0.614245014,0.805121162,0.194878838,0.385754986,0.594491928,0.753579604,0.158902834,0.345679012,0.345679012,0.151163975
0.2,0,FALSE,None,0.312404944,0.283103597,0.709683088,0.614245014,0.805121162,0.194878838,0.385754986,0.594491928,0.753579604,0.158902834,0.345679012,0.345679012,0.106838624
0.8,,FALSE,SMOTEENN,0.315333585,0.288089858,0.709546359,0.606837607,0.812255111,0.187744889,0.393162393,0.591927825,0.768818376,0.156307522,0.36334283,0.36334283,0.017624935
0.9,,FALSE,SMOTEENN,0.315346896,0.288107645,0.709546359,0.606837607,0.812255111,0.187744889,0.393162393,0.591927825,0.768818376,0.155658694,0.36334283,0.36334283,0.018310229
1,,FALSE,SMOTEENN,0.315346896,0.288107645,0.709546359,0.606837607,0.812255111,0.187744889,0.393162393,0.591927825,0.768818376,0.155658694,0.36334283,0.36334283,0.015262286
0.7,,FALSE,RandomOverSampler,0.312823887,0.28411933,0.709466088,0.611870845,0.807061331,0.192938669,0.388129155,0.586989554,0.754548899,0.156629568,0.340550807,0.340550807,0.122956673
0.7,,TRUE,RandomOverSampler,0.312823887,0.28411933,0.709466088,0.611870845,0.807061331,0.192938669,0.388129155,0.586989554,0.754548899,0.156629568,0.340550807,0.340550807,0.132206837
0.7,0,FALSE,RandomOverSampler,0.312823887,0.28411933,0.709466088,0.611870845,0.807061331,0.192938669,0.388129155,0.586989554,0.754548899,0.156629568,0.340550807,0.340550807,0.128725926
0.7,0,TRUE,RandomOverSampler,0.312823887,0.28411933,0.709466088,0.611870845,0.807061331,0.192938669,0.388129155,0.586989554,0.754548899,0.156629568,0.340550807,0.340550807,0.151536703
0.1,,TRUE,SMOTE,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.017582655
0.1,,FALSE,SMOTE,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.017735481
0.1,,TRUE,SMOTETomek,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.027641773
0.1,,FALSE,SMOTETomek,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.012449344
0.2,,FALSE,SMOTE,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.041935762
0.2,,TRUE,SMOTE,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.047827005
0.2,,TRUE,SMOTETomek,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.026481549
0.2,,FALSE,SMOTETomek,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.345679012,0.345679012,0.028724432
0.3,,TRUE,SMOTE,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.031226873
0.3,,FALSE,SMOTE,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.011623542
0.3,,FALSE,SMOTETomek,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.029222409
0.3,,TRUE,SMOTETomek,0.309614522,0.278790748,0.709445741,0.619278253,0.799613229,0.200386771,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.031120539
0.2,,FALSE,EditedNearestNeighbours,0.303413543,0.268324636,0.709422907,0.634472934,0.784372879,0.215627121,0.365527066,0.604368471,0.746448812,0.17544084,0.32317189,0.32317189,0.034922759
0.2,0,FALSE,EditedNearestNeighbours,0.303413543,0.268324636,0.709422907,0.634472934,0.784372879,0.215627121,0.365527066,0.604368471,0.746448812,0.17544084,0.32317189,0.32317189,0.02430884
0.1,,FALSE,None,0.311652036,0.282228959,0.709358674,0.614245014,0.804472334,0.195527666,0.385754986,0.594491928,0.753904807,0.159228037,0.343209877,0.343209877,0.266529004
0.1,0,FALSE,None,0.311652036,0.282228959,0.709358674,0.614245014,0.804472334,0.195527666,0.385754986,0.594491928,0.753904807,0.159228037,0.343209877,0.343209877,0.293009361
0.4,,TRUE,SMOTE,0.309256168,0.278375263,0.709283139,0.619278253,0.799288026,0.200711974,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.033758958
0.4,,FALSE,SMOTE,0.309256168,0.278375263,0.709283139,0.619278253,0.799288026,0.200711974,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.042679389
0.4,,TRUE,SMOTETomek,0.309256168,0.278375263,0.709283139,0.619278253,0.799288026,0.200711974,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.018288771
0.4,,FALSE,SMOTETomek,0.309256168,0.278375263,0.709283139,0.619278253,0.799288026,0.200711974,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.014487505
0.5,,FALSE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.040893316
0.5,,TRUE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.022122383
0.5,,FALSE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.019317627
0.5,,TRUE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.596961064,0.752930776,0.161815455,0.343209877,0.343209877,0.031148195
0.6,,TRUE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.027503093
0.6,,FALSE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.023383697
0.6,,TRUE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.036737521
0.6,,FALSE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.040807724
0.7,,FALSE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.02480642
0.7,,TRUE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.0329144
0.7,,FALSE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.019532998
0.7,,TRUE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.027558565
0.8,,FALSE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.022689263
0.8,,TRUE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.034582456
0.8,,FALSE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.020516157
0.8,,TRUE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.021765709
0.9,,FALSE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.039525668
0.9,,TRUE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.028104226
0.9,,FALSE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.036269824
0.9,,TRUE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.02170221
1,,TRUE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.025869926
1,,FALSE,SMOTE,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.044679006
1,,TRUE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.017169396
1,,FALSE,SMOTETomek,0.30889918,0.277961564,0.709121327,0.619278253,0.798964401,0.201035599,0.380721747,0.594491928,0.752930776,0.161815455,0.343209877,0.343209877,0.021108627
0.1,,FALSE,EditedNearestNeighbours,0.302733794,0.267540207,0.709098493,0.634472934,0.783724051,0.216275949,0.365527066,0.604368471,0.746125187,0.175439261,0.32317189,0.32317189,0.061131716
0.1,0,FALSE,EditedNearestNeighbours,0.302733794,0.267540207,0.709098493,0.634472934,0.783724051,0.216275949,0.365527066,0.604368471,0.746125187,0.175439261,0.32317189,0.32317189,0.069893837
0.1,,FALSE,TomekLinks,0.309349534,0.279024536,0.708855265,0.616809117,0.800901413,0.199098587,0.383190883,0.594491928,0.753907964,0.160849317,0.345679012,0.345679012,0.029430389
0.1,0,FALSE,TomekLinks,0.309349534,0.279024536,0.708855265,0.616809117,0.800901413,0.199098587,0.383190883,0.594491928,0.753907964,0.160849317,0.345679012,0.345679012,0.020173629
0.7,,FALSE,TomekLinks,0.310188209,0.280531554,0.708711425,0.614245014,0.803177836,0.196822164,0.385754986,0.594491928,0.756176494,0.161176099,0.345679012,0.345679012,0.027859688
0.7,0,FALSE,TomekLinks,0.310188209,0.280531554,0.708711425,0.614245014,0.803177836,0.196822164,0.385754986,0.594491928,0.756176494,0.161176099,0.345679012,0.345679012,0.043134054
0.4,,FALSE,SMOTEENN,0.313973167,0.287032103,0.70842612,0.604273504,0.812578735,0.187421265,0.395726496,0.591927825,0.768818376,0.156631147,0.36334283,0.36334283,0.013753335
0.5,,FALSE,SMOTEENN,0.313973167,0.287032103,0.70842612,0.604273504,0.812578735,0.187421265,0.395726496,0.591927825,0.768818376,0.156631147,0.36334283,0.36334283,0.011167447
0.1,,FALSE,SMOTEENN,0.313605586,0.28660652,0.708263518,0.604273504,0.812253532,0.187746468,0.395726496,0.591927825,0.768818376,0.15695635,0.365906933,0.365906933,0.032274008
0.2,,FALSE,SMOTEENN,0.313605586,0.28660652,0.708263518,0.604273504,0.812253532,0.187746468,0.395726496,0.591927825,0.768818376,0.15695635,0.365906933,0.365906933,0.01905632
0.3,,FALSE,SMOTEENN,0.313605586,0.28660652,0.708263518,0.604273504,0.812253532,0.187746468,0.395726496,0.591927825,0.768818376,0.15695635,0.36334283,0.36334283,0.025155783
0.1,0,FALSE,ADASYN,0.30351676,0.270650566,0.707535683,0.624216524,0.790854843,0.209145157,0.375783476,0.596961064,0.732813955,0.162142237,0.318233618,0.318233618,0.16206487
0.2,0,FALSE,ADASYN,0.30351676,0.270650566,0.707535683,0.624216524,0.790854843,0.209145157,0.375783476,0.596961064,0.732813955,0.161818612,0.318233618,0.318233618,0.139451265
0.9,0,TRUE,ADASYN,0.303549598,0.271231029,0.707113334,0.621747388,0.79247928,0.20752072,0.378252612,0.596961064,0.733786408,0.161494988,0.318233618,0.318233618,0.188594262
1,0,TRUE,ADASYN,0.303549598,0.271231029,0.707113334,0.621747388,0.79247928,0.20752072,0.378252612,0.596961064,0.733786408,0.161494988,0.318233618,0.318233618,0.184965769
0.8,0,TRUE,ADASYN,0.303199261,0.270826092,0.706950733,0.621747388,0.792154077,0.207845923,0.378252612,0.596961064,0.733786408,0.161494988,0.318233618,0.318233618,0.194532474
0.6,0,TRUE,ADASYN,0.302850218,0.270422873,0.70678892,0.621747388,0.791830452,0.208169548,0.378252612,0.596961064,0.733786408,0.161494988,0.318233618,0.318233618,0.165067673
0.7,0,TRUE,ADASYN,0.302850218,0.270422873,0.70678892,0.621747388,0.791830452,0.208169548,0.378252612,0.596961064,0.733786408,0.161494988,0.318233618,0.318233618,0.150178353
0.9,0,FALSE,ADASYN,0.302149822,0.269612498,0.706463717,0.621747388,0.791180046,0.208819954,0.378252612,0.596961064,0.733461205,0.161171363,0.318233618,0.318233618,0.174534321
1,0,FALSE,ADASYN,0.302149822,0.269612498,0.706463717,0.621747388,0.791180046,0.208819954,0.378252612,0.596961064,0.733461205,0.161171363,0.318233618,0.318233618,0.209501664
0.8,0,FALSE,ADASYN,0.301803335,0.269212684,0.706301905,0.621747388,0.790856421,0.209143579,0.378252612,0.596961064,0.733461205,0.161171363,0.318233618,0.318233618,0.153278033
0.3,0,FALSE,ADASYN,0.30145811,0.268814557,0.706139303,0.621747388,0.790531218,0.209468782,0.378252612,0.596961064,0.732813955,0.161818612,0.318233618,0.318233618,0.140610456
0.4,0,FALSE,ADASYN,0.30145811,0.268814557,0.706139303,0.621747388,0.790531218,0.209468782,0.378252612,0.596961064,0.73313758,0.161818612,0.318233618,0.318233618,0.133002599
0.5,0,FALSE,ADASYN,0.30145811,0.268814557,0.706139303,0.621747388,0.790531218,0.209468782,0.378252612,0.596961064,0.733461205,0.161171363,0.318233618,0.318233618,0.181700945
0.6,0,FALSE,ADASYN,0.30145811,0.268814557,0.706139303,0.621747388,0.790531218,0.209468782,0.378252612,0.596961064,0.733461205,0.161171363,0.318233618,0.318233618,0.168869416
0.7,0,FALSE,ADASYN,0.30145811,0.268814557,0.706139303,0.621747388,0.790531218,0.209468782,0.378252612,0.596961064,0.733461205,0.161171363,0.318233618,0.318233618,0.144761006
0.1,0,TRUE,ADASYN,0.301491968,0.269393716,0.705716165,0.619278253,0.792154077,0.207845923,0.380721747,0.596961064,0.733139159,0.162469019,0.318233618,0.318233618,0.188312451
0.2,0,TRUE,ADASYN,0.301491968,0.269393716,0.705716165,0.619278253,0.792154077,0.207845923,0.380721747,0.596961064,0.733139159,0.161818612,0.318233618,0.318233618,0.245266676
0.3,0,TRUE,ADASYN,0.301491968,0.269393716,0.705716165,0.619278253,0.792154077,0.207845923,0.380721747,0.596961064,0.733786408,0.161818612,0.318233618,0.318233618,0.110696713
0.4,0,TRUE,ADASYN,0.301491968,0.269393716,0.705716165,0.619278253,0.792154077,0.207845923,0.380721747,0.596961064,0.733786408,0.161818612,0.318233618,0.318233618,0.186582327
0.5,0,TRUE,ADASYN,0.301138008,0.268983104,0.705554352,0.619278253,0.791830452,0.208169548,0.380721747,0.596961064,0.733786408,0.161818612,0.318233618,0.318233618,0.132420619
1,,TRUE,InstanceHardnessThreshold,0.270407524,0.213814866,0.702078088,0.708926876,0.6952293,0.3047707,0.291073124,0.634283001,0.611606283,0.239603757,0.251092118,0.251092118,0.011948029
1,,FALSE,InstanceHardnessThreshold,0.270407524,0.213814866,0.702078088,0.708926876,0.6952293,0.3047707,0.291073124,0.636752137,0.611606283,0.239603757,0.251092118,0.251092118,0.006603638
1,0,FALSE,InstanceHardnessThreshold,0.270407524,0.213814866,0.702078088,0.708926876,0.6952293,0.3047707,0.291073124,0.636752137,0.611606283,0.239603757,0.251092118,0.251092118,0.005918503
1,0,TRUE,InstanceHardnessThreshold,0.270407524,0.213814866,0.702078088,0.708926876,0.6952293,0.3047707,0.291073124,0.634283001,0.611606283,0.239603757,0.251092118,0.251092118,0.008605083
0.9,,FALSE,InstanceHardnessThreshold,0.268806042,0.212057318,0.701104057,0.708926876,0.693281238,0.306718762,0.291073124,0.636752137,0.611606283,0.24122188,0.251092118,0.251092118,0.007196029
0.9,,TRUE,InstanceHardnessThreshold,0.268806042,0.212057318,0.701104057,0.708926876,0.693281238,0.306718762,0.291073124,0.634283001,0.611606283,0.24122188,0.251092118,0.251092118,0.002571185
0.9,0,FALSE,InstanceHardnessThreshold,0.268806042,0.212057318,0.701104057,0.708926876,0.693281238,0.306718762,0.291073124,0.636752137,0.611606283,0.24122188,0.251092118,0.251092118,0.003132661
0.9,0,TRUE,InstanceHardnessThreshold,0.268806042,0.212057318,0.701104057,0.708926876,0.693281238,0.306718762,0.291073124,0.634283001,0.611606283,0.24122188,0.251092118,0.251092118,0.019293308
0.8,,TRUE,InstanceHardnessThreshold,0.26720592,0.210307038,0.700129236,0.708926876,0.691331597,0.308668403,0.291073124,0.636752137,0.610633831,0.243491988,0.248528015,0.248528015,0.006727298
0.8,0,TRUE,InstanceHardnessThreshold,0.26720592,0.210307038,0.700129236,0.708926876,0.691331597,0.308668403,0.291073124,0.636752137,0.610633831,0.243491988,0.248528015,0.248528015,0.011644761
0.8,0,FALSE,InstanceHardnessThreshold,0.266938334,0.21001385,0.699967424,0.708926876,0.691007972,0.308992028,0.291073124,0.636752137,0.610633831,0.243491988,0.248528015,0.248528015,0.020763954
0.8,,FALSE,InstanceHardnessThreshold,0.266938334,0.21001385,0.699967424,0.708926876,0.691007972,0.308992028,0.291073124,0.636752137,0.610633831,0.243491988,0.248528015,0.248528015,0.014823278
0.7,,FALSE,InstanceHardnessThreshold,0.266674964,0.209725012,0.699804822,0.708926876,0.690682769,0.309317231,0.291073124,0.634283001,0.609986581,0.244139238,0.248528015,0.248528015,0.012047768
0.7,,TRUE,InstanceHardnessThreshold,0.266674964,0.209725012,0.699804822,0.708926876,0.690682769,0.309317231,0.291073124,0.634283001,0.609986581,0.244139238,0.248528015,0.248528015,0.002612352
0.7,0,FALSE,InstanceHardnessThreshold,0.266674964,0.209725012,0.699804822,0.708926876,0.690682769,0.309317231,0.291073124,0.634283001,0.609986581,0.244139238,0.248528015,0.248528015,0.006584009
0.7,0,TRUE,InstanceHardnessThreshold,0.266674964,0.209725012,0.699804822,0.708926876,0.690682769,0.309317231,0.291073124,0.634283001,0.609986581,0.244139238,0.248528015,0.248528015,0.003238916
0.2,,TRUE,InstanceHardnessThreshold,0.265150905,0.206882293,0.699355022,0.713865147,0.684844897,0.315155103,0.286134853,0.654320988,0.601229773,0.25321967,0.246058879,0.246058879,0.002534707
0.2,0,TRUE,InstanceHardnessThreshold,0.265150905,0.206882293,0.699355022,0.713865147,0.684844897,0.315155103,0.286134853,0.654320988,0.601229773,0.25321967,0.246058879,0.246058879,0.003290733
0.6,,TRUE,InstanceHardnessThreshold,0.265881877,0.20885872,0.699318596,0.708926876,0.689710317,0.310289683,0.291073124,0.639316239,0.609337754,0.2460873,0.248528015,0.248528015,0.00250562
0.6,,FALSE,InstanceHardnessThreshold,0.265881877,0.20885872,0.699318596,0.708926876,0.689710317,0.310289683,0.291073124,0.639316239,0.609337754,0.2460873,0.248528015,0.248528015,0.006525596
